method,candidate_version,validation_rmse,weight
v29,v20,12558.5380859375,0.17977626322881873
v29,v23,12567.810546875,0.18823046775583757
v29,v25,12528.994140625,0.30357827171380813
v29,v27,12608.021484375,0.32841499730153567
