meter_urn,feature,n_total,n_anomaly,ratio,residual_max,residual_min,upper,lower,null_ratio
H2.Z68,P,52585,1167,2.2192640486830846,1483.363185731287,-3846.2140700297064,619.6242136843892,-619.4225678072793,0.0038033659788913187
H2.Z68,PF,52585,1145,2.17742702291528,0.20032558884194085,-0.1506077702325802,0.0616554074705478,-0.06164592130516688,0.0038033659788913187
H2.Z68,I1,52585,1605,3.0522011980602834,3.5724150037352143,-8.791051942862556,1.4179420459004757,-1.4175154232779776,0.0038033659788913187
H2.Z68,Q,52585,1669,3.173908909384805,2303.8013012835513,-4284.917497595528,822.3688136830336,-822.2101228896778,0.0038033659788913187
