epoch,train_loss,val_loss
1,0.023999265151528212,0.015160075388848782
2,0.007763579856747618,0.007091102190315723
3,0.0057401218272459045,0.0057228985242545605
4,0.005092961573973298,0.0050887661054730415
5,0.004716452379496052,0.004733768757432699
6,0.004452017132336131,0.004556767642498016
7,0.004328861984854134,0.00445370702072978
8,0.004253904696983787,0.004358435980975628
9,0.0041696760445260085,0.004414757713675499
10,0.004052403194901462,0.004314933437854052
11,0.0040394249175173735,0.0044193025678396225
12,0.00405191438845717,0.004210339393466711
13,0.003916044728472256,0.004403292667120695
14,0.00390196771790775,0.0042405198328197
15,0.0038757041060867217,0.004466628190129995
16,0.0038596271716344814,0.004220079630613327
17,0.0038667035378659002,0.004316302482038736
18,0.0037738101234516272,0.0040994915179908276
19,0.003753276622424332,0.004124701023101807
20,0.003770587818983656,0.004462470766156912
21,0.0037491317551869613,0.004088520538061857
22,0.003703285879097306,0.004097779747098684
23,0.003710848053630728,0.004337802529335022
24,0.0036707939186061806,0.004220000002533197
25,0.003670853143557906,0.0040772962383925915
26,0.0036598116553460177,0.004315617494285107
27,0.0036398684731326425,0.004084152169525623
28,0.0036081586140566148,0.003992369864135981
29,0.0036247823136643723,0.004201516974717379
30,0.0036239458642040308,0.004074344877153635
31,0.0035581831569568467,0.003948909696191549
32,0.0035900578046074282,0.003975180443376303
33,0.0035639208240004685,0.004029497504234314
34,0.003528031212492631,0.004001724533736706
35,0.0035362603375688195,0.0038742725737392902
36,0.0034897022128391724,0.003902767552062869
37,0.0034727973827662377,0.003962038084864616
38,0.003477775318046602,0.003959510009735823
39,0.003463405719958246,0.004100468475371599
40,0.0034432920842216567,0.004098222590982914
41,0.0034250744833396033,0.003954942338168621
42,0.0034466904695503986,0.0039688474498689175
43,0.003370186296076729,0.0039045766461640596
44,0.003345743530931381,0.003811885602772236
45,0.003325133860254517,0.0037763328291475773
46,0.003332725131454376,0.00384716154076159
47,0.0032712100485626323,0.0037764962762594223
48,0.003277334074776333,0.0037860884331166744
49,0.003295053890906274,0.003762910608202219
50,0.0032749204968030637,0.0038995856884866953
