meter_urn,status,train_sequences,validation_sequences,test_sequences,train_time_sec,device,missing_before_fill,observed_rows,fit_rows,mlflow_run_id,val.MAE,val.RMSE,val.MAPE,test.MAE,test.RMSE,test.MAPE,chunk,reason
H2.T.Z31,completed,33168,8736,8735,4.387094020843506,cuda,1,52583,33264,a789fe8ef93c4ce6899d8eccdc300b1a,1091.6944580078125,1828.5048828125,144.27244567871094,1485.8341064453125,2499.740966796875,80.23838806152344,full_p_meters_chunk2_seq24_e10_mlflow,
H2.T.Z32,completed,33168,8736,8735,4.633258581161499,cuda,1,52583,33264,c68d6312b6db471a8fb484ba50add788,757.59375,1041.45654296875,12.141480445861816,784.1897583007812,1044.3599853515625,12.318243026733398,full_p_meters_chunk2_seq24_e10_mlflow,
H2.T.Z33,completed,32449,8736,8735,4.22329568862915,cuda,744,51840,33264,1633bef042f9413794f63475f8e9d3f5,8335.421875,12552.61328125,120.75366973876952,9198.1708984375,12992.998046875,88.36859893798828,full_p_meters_chunk2_seq24_e10_mlflow,
H2.T.Z34,completed,33168,8736,8735,4.592557430267334,cuda,1,52583,33264,31e099a5e7444030b4dedb023e11168e,2889.249267578125,3782.548095703125,3.9191734790802,3248.035400390625,4556.39599609375,4.276965141296387,full_p_meters_chunk2_seq24_e10_mlflow,
H2.Z311,completed,12002,8736,8735,1.9161276817321775,cuda,21743,30841,33264,88578d81994042d4afbe3bb68a1b18b9,13715.345703125,20602.396484375,79924.59375,12570.8125,18149.111328125,74905.8359375,full_p_meters_chunk2_seq24_e10_mlflow,
H2.Z351,completed,10656,8736,8735,1.6030158996582031,cuda,23723,28861,33264,fecf478188bc4b5a9378af190405600f,17979.6875,23979.072265625,181.7506256103516,17241.19140625,22704.8203125,89.7696533203125,full_p_meters_chunk2_seq24_e10_mlflow,
H2.Z361,completed,10656,8736,8735,1.4029643535614014,cuda,23723,28861,33264,d6e86759bad046cd9915cb74f88b49e8,16356.0107421875,21029.28125,104.96041870117188,15306.6279296875,19861.849609375,125.20328521728516,full_p_meters_chunk2_seq24_e10_mlflow,
H2.Z61,completed,33168,8736,8735,4.692797183990479,cuda,1,52583,33264,7d46efafa7d448738587cc2b4f90f33c,94.36192321777344,142.86766052246094,0.7191804647445679,159.616455078125,395.5478210449219,8.521662712097168,full_p_meters_chunk3_seq24_e10_mlflow,
H2.Z62,completed,33168,8736,8735,4.3579041957855225,cuda,1,52583,33264,c2039aa907444e9ca266baf280f5b256,1.7669291496276855,16.25271987915039,10.573160171508787,793.8924560546875,1012.216064453125,58.62510299682617,full_p_meters_chunk3_seq24_e10_mlflow,
H2.Z63,completed,33168,8736,8735,4.31598711013794,cuda,1,52583,33264,079e8e1d34574e18bb3b1af0f8e53ef2,117.21407318115234,224.6821136474609,0.6667065620422363,1492.3768310546875,1963.9599609375,958.6815795898438,full_p_meters_chunk3_seq24_e10_mlflow,
H2.Z64,completed,33168,8736,8735,4.393491506576538,cuda,1,52583,33264,4ae0bb29e4334a74b3186e8a345837d2,352.82354736328125,634.9260864257812,3.508998394012451,303.4358215332031,523.8463745117188,3.376877784729004,full_p_meters_chunk3_seq24_e10_mlflow,
H2.Z65,completed,33168,8736,8735,4.367285251617432,cuda,1,52583,33264,4beaf196cc1a4fddae43018304c720c0,508.8161010742188,782.479736328125,4.953807830810547,551.6956787109375,779.6812133789062,6.01826810836792,full_p_meters_chunk3_seq24_e10_mlflow,
H2.Z66,completed,33168,8736,8735,4.318374395370483,cuda,1,52583,33264,96b9b2c952e048d8812a0ce2d321a543,355.7269897460937,665.1565551757812,836.37744140625,446.5848693847656,717.982421875,380.2019653320313,full_p_meters_chunk3_seq24_e10_mlflow,
H2.Z67,completed,33168,8736,8735,4.683136940002441,cuda,1,52583,33264,0fa6f159631f4f0fa0aac010e28a67b1,355.5191650390625,727.3726196289062,1519.1585693359375,236.64439392089844,469.1341552734375,832.9071044921875,full_p_meters_chunk3_seq24_e10_mlflow,
H2.Z68,completed,33168,8736,8735,4.591646909713745,cuda,1,52583,33264,201c0c6e52844ced8edb9c045bdbefe2,203.2545928955078,317.3877868652344,8.254539489746094,204.8959197998047,291.4075622558594,7.390385150909424,full_p_meters_chunk3_seq24_e10_mlflow,
H2.Z69,completed,33168,8736,8735,4.122585296630859,cuda,1,52583,33264,40359b5a9c9e4c4fb2310c6209de9112,104.08089447021484,153.15843200683594,17.93921661376953,126.1295394897461,163.5155792236328,8.247292518615723,full_p_meters_chunk3_seq24_e10_mlflow,
H2.Z70,completed,33168,8736,8735,4.333580255508423,cuda,1,52583,33264,99cca12b99cd498182175bcfedb2e84a,266.6026306152344,496.3231201171875,71.49433898925781,335.6501770019531,629.0033569335938,90.4698486328125,full_p_meters_chunk3_seq24_e10_mlflow,
H3.Z312,completed,11978,8736,8735,1.9476704597473145,cuda,21767,30817,33264,0f58d03e2fe444a592ae87d70e0e2649,8868.796875,13389.728515625,134606.921875,8088.3056640625,11554.21484375,130756.140625,full_p_meters_chunk3_seq24_e10_mlflow,
H3.Z40,completed,32449,8736,8735,4.017005681991577,cuda,744,51840,33264,a0a4a734fa9e4041b7f5f44af3df98ee,610.0383911132812,1022.9263305664062,6.885602474212647,653.7362060546875,993.3521728515624,60.17005920410156,full_p_meters_chunk3_seq24_e10_mlflow,
H3.Z41,completed,32449,8736,8735,4.573011875152588,cuda,744,51840,33264,7eea9d539e18464ab233abbeed4803ac,499.6675720214844,704.2557983398438,10.773377418518066,520.53955078125,773.8473510742188,62.39048385620117,full_p_meters_chunk3_seq24_e10_mlflow,
H3.Z42,completed,32449,8736,8735,3.781886100769043,cuda,744,51840,33264,6f9c2c21210049f6a0d9e1bdf6153368,1256.028564453125,2531.32958984375,98.57028198242188,1941.0286865234373,3642.764892578125,91.64688873291016,full_p_meters_chunk3_seq24_e10_mlflow,
H3.Z43,completed,32449,8736,8735,3.724721193313599,cuda,744,51840,33264,1c5695ccf97c4e38bcbbec1171c4f0be,739.4921264648438,1067.655517578125,168.70651245117188,822.6342163085938,1098.6719970703125,32.37196731567383,full_p_meters_chunk3_seq24_e10_mlflow,
H3.Z44,completed,32449,8736,8735,4.79794192314148,cuda,744,51840,33264,05db8f302e1c4e688dcd712bf527465e,434.4229431152344,790.4684448242188,131.8398895263672,420.7737121582031,797.2222290039062,119.4416961669922,full_p_meters_chunk4_seq24_e10_mlflow,
H3.Z45,completed,32449,8736,8735,4.378307104110718,cuda,744,51840,33264,92e01471dd0d464fb2f0a9922eea9560,777.8310546875,1852.2913818359373,111.45214080810548,708.1980590820312,1843.177490234375,111.92179870605467,full_p_meters_chunk4_seq24_e10_mlflow,
H3.Z46,completed,33168,8736,8735,4.209074974060059,cuda,1,52583,33264,3192939a351a4464a2e9827897ae4323,415.95159912109375,814.7656860351562,6.588463306427002,419.3104553222656,754.8690795898438,10.243356704711914,full_p_meters_chunk4_seq24_e10_mlflow,
H3.Z47,completed,11858,8736,8735,1.6263630390167236,cuda,21887,30697,33264,4a988e6d0e6e40729d89dc8d0c3d57db,574.8629760742188,1019.35595703125,13.256370544433594,581.5231323242188,1018.0650024414062,55.224735260009766,full_p_meters_chunk4_seq24_e10_mlflow,
H3.Z48,completed,11858,8736,8735,1.6049246788024902,cuda,21887,30697,33264,aef361debc9f4f82bf5a28bc39046eaa,532.1243286132812,1295.5706787109375,22693.95703125,494.55517578125,1242.270751953125,23390.798828125,full_p_meters_chunk4_seq24_e10_mlflow,
H3.Z49,completed,11858,8736,8735,1.5924389362335205,cuda,21887,30697,33264,b09c8eab69a14722b9457370d79cef82,214.7097625732422,459.5698547363281,302.36529541015625,209.1916046142578,433.9524841308594,322.85552978515625,full_p_meters_chunk4_seq24_e10_mlflow,
H3.Z71,completed,33168,8736,8735,4.390445947647095,cuda,1,52583,33264,a211e1901d994ca2a5e5487d866f8669,134.8479461669922,173.75442504882812,1.836034059524536,184.9241485595703,339.1338195800781,2.77204704284668,full_p_meters_chunk4_seq24_e10_mlflow,
H4.Z50,completed,33168,8736,4142,4.533994197845459,cuda,4594,47990,33264,f4ea8b1272744feba55ee7a96f001d61,844.042236328125,1903.9266357421875,20.46636009216309,896.516357421875,2174.040283203125,20.58310317993164,full_p_meters_chunk4_seq24_e10_mlflow,
H4.Z51,completed,33168,8736,4142,4.5614988803863525,cuda,4594,47990,33264,0d6d33fd5ed540dd90a2e1585d4730de,315.7201843261719,464.7395935058594,7.912339210510254,315.0289306640625,495.62933349609375,7.802710056304932,full_p_meters_chunk4_seq24_e10_mlflow,
V.K21,completed,33168,8736,8735,4.234790802001953,cuda,1,52583,33264,681ea4acf24b4b91be0c897a9650ddf5,9334.9609375,21012.287109375,20673.658203125,6159.18994140625,13838.423828125,9584.2373046875,full_p_meters_chunk4_seq24_e10_mlflow,
V.Z81,completed,33168,8736,8735,4.292612552642822,cuda,1,52583,33264,bc56046fe83c4215bb3091af9dc5de3b,12225.1259765625,17877.708984375,111.74401092529295,16995.0859375,24620.43359375,165.8189239501953,full_p_meters_chunk4_seq24_e10_mlflow,
V.Z82,completed,33168,8736,8735,4.324477195739746,cuda,1,52583,33264,ecb213d7ce12420ab1ef24079de64771,12358.1259765625,18195.486328125,611.0801391601562,17180.470703125,24642.31640625,555.564453125,full_p_meters_chunk4_seq24_e10_mlflow,
V.Z84,completed,20138,8736,8735,2.8820793628692627,cuda,13055,39529,33264,78dd24a94b504e2ba556ffbc5d7cb180,4994.12255859375,8666.4755859375,35310.36328125,4393.68408203125,7418.796875,38621.84765625,full_p_meters_chunk4_seq24_e10_mlflow,
