year,month,P,Tdiff,Trl,Tvl,V,W,qv
2018,1,2281.3222871703447,-342.7804851783545,10.23567167531374,10.018040569795508,28294685.46487974,11498.482549317147,8.16264627660829
2018,2,2739.8540758742415,-111.14550136302884,9.882981156634083,9.779104487773429,33783131.09387197,13429.017857142857,7.76024197644948
2018,3,3664.547816894915,-283.4626050540337,9.914539594388339,9.645443689684948,39492447.173620455,15844.549125168236,8.252511449629004
2018,4,7897.102277182458,-834.4829203054761,10.286874497143854,9.465219620446893,45450429.14004484,19920.694444444445,7.884052897647146
2018,5,16758.985149649227,-2092.0983855548834,11.47173859710176,9.396081564294516,50994563.57086198,28538.3064516129,7.242415050329354
2018,6,22058.558489939398,-2705.355193971203,12.4728289194693,9.787176944527783,56238376.93078324,44399.444444444445,7.232495588740804
2018,7,25648.25627236421,-3022.17196831359,12.828020860911742,9.816164205517959,61665000.52793928,61208.975331753274,7.2287030730968125
2018,8,22011.499214118456,-2597.080213344836,12.280510596516496,9.706048240570853,67218267.72208649,80398.6559139785,7.423103045716236
2018,9,9833.285090254929,-1038.3859803521827,10.95067525089341,9.917186495296237,72960788.74544626,91658.88888888889,8.31679101387802
2018,10,4053.7716191362333,-287.090344460013,10.24533657418597,9.965939878127545,79195136.4079042,96579.98379253066,8.362751036349295
2018,11,2653.416556563256,-27.631005461788032,9.54077520718232,9.53902912970781,85623996.05170158,99181.4017355199,8.383222059156456
2018,12,1923.1276445589006,-25.99166533822818,10.606093051707811,10.57626553116122,91728371.69595395,101147.98387096774,8.286730461798834
2019,1,2165.470082598496,-22.573096794710242,8.97959217152483,8.958489575228313,97975272.44182973,102924.7311827957,8.245370193206929
2019,2,1612.135690858446,-22.889574638446863,11.79567181555818,11.791207374185396,103985807.36119244,104364.88095238095,8.815792299003206
2019,3,2146.2575844493963,-63.91902071506019,8.983232519240266,8.923889777392343,110049713.38722445,105925.30282637954,8.531002178783286
2019,4,3935.8735589250678,-311.6039667803842,9.305139140987126,8.989213092282226,116264203.6714481,108028.88888888889,8.496605080029118
2019,5,3034.235904921037,-174.91869392369426,8.823168403025814,8.656312057672078,122312462.04634285,110936.82795698925,8.067654770593172
2019,6,16138.715343703425,-1854.3716666750656,10.353674989956605,8.505836501837404,128105392.97948402,117178.88363677292,7.728617218794299
2019,7,16921.23098886154,-1923.7681688532225,10.83901114228991,8.91921409283471,133766782.28528659,129355.5960675779,7.766587179280163
2019,8,11718.846352382756,-1283.9181986648543,10.057972447290673,8.789619233394344,139491484.99533483,140761.43293172662,7.704285765908213
2019,9,5644.04306799445,-472.21137831422027,11.672584636844409,11.202095873866025,145351423.44846964,147854.86111111112,8.506615455512634
2019,10,3028.3908453088698,-51.80141370346567,9.610234403336221,9.561836307356574,151731571.36210236,150544.966442953,8.878315217723923
2019,11,4273.630789463435,-26.486036239218887,9.262765024431868,9.248767425322669,158096429.5667219,153528.33333333334,8.590043460992531
2019,12,2329.4578660814586,-25.438902654485613,9.980845873404618,9.982277273444975,164385027.40685722,156186.3376362304,8.710792823397965
2020,1,1346.4119611458027,-17.578271977082746,12.859119466409556,12.841821258674353,170865727.08948177,157336.82795698923,8.796543671224645
2020,2,1583.9424832579941,-22.296403317565225,11.19258765147244,11.171435969088547,177163117.24875256,158450.7183908046,8.906776930781465
2020,3,1399.2008763888,-58.530200058140984,10.929776754031021,10.881879838116173,183377621.89386022,159668.23687752357,8.478077169242015
2020,4,3538.79403803023,-276.3890542541673,11.130671328658378,10.858925151669258,189558394.91356882,161369.02777777778,8.546893121994293
2020,5,5783.932231874828,-603.035821206836,12.591006320613536,11.991217784542544,195797999.8083025,164281.4516129032,8.491801130300676
2020,6,11614.359208178834,-1715.61737627535,11.621838911820168,9.893556655270897,201688232.27426693,170530.95186208648,6.342649114405393
