year,month,P,Tdiff,Trl,Tvl,V,W,qv
2018,1,183721.58485913195,11308.168156414504,64.42777142914451,75.7450758100002,24007977.323875293,218634.6724988784,13.82169101509649
2018,2,196935.10717677136,11859.027564691114,64.02671268822112,75.87851058871206,34377343.51971117,360087.7703373016,14.242353408396369
2018,3,62516.4612916481,4667.722703902529,32.98353599717703,38.164853814717574,39542547.133243605,430478.27501121577,5.040376332391816
2018,4,56786.341929673996,7072.461691274345,44.97487268518518,52.05606105756432,44948562.57741348,498040.7540740741,4.481743951815401
2018,5,4778.281025985662,4855.731827295963,35.74379452516366,40.700302419354834,46306441.29032258,513422.07997311826,0.6332913306451614
2018,6,557.284375,3197.7659722222224,32.96161809350334,36.09768366727383,46407461.833333336,513742.82407407404,0.12986736490588954
2018,7,0.0,2686.405129928315,31.968033154121866,34.59640456989247,46487301.008064516,514030.0,0.0367894265232975
2018,8,0.17338709677419356,2874.5967576679004,32.617697132616485,35.645732065521436,46510904.91935484,514032.1370967742,0.049730778273941775
2018,9,39864.377805436896,5792.159641756886,43.12495380096483,48.38143508318026,46955296.06397997,518393.5634842666,3.5914135875890643
2018,10,120715.97951048335,9263.413275607654,55.08118596190692,64.3545093084133,51872353.044665866,579653.4002072086,8.269296787906418
2018,11,217596.80759738784,12488.666068272976,66.15667794907117,78.65992840529006,61036257.14388425,706460.4294427466,14.73840779909668
2018,12,215199.76010274384,12309.21992315425,66.69164351343555,79.01403376102097,72102589.33610964,873272.6120071685,15.29423029361101
2019,1,230794.44598500206,13132.499454653622,66.54823056473954,79.67375563145367,83518712.58791645,1034687.4494856928,15.378281866475474
2019,2,209738.33415264578,11444.705071738988,69.71324039446793,81.15885953826194,94531455.0512295,1191040.8916170634,15.953249223296273
2019,3,203264.33927641623,11113.83018923431,68.60165392847411,79.98587988828882,106109634.62987886,1343935.6526478538,15.421328066504378
2019,4,113725.229777626,8684.222688979964,56.02145833333333,64.65680539703604,114966278.57946266,1458633.1979166667,9.034783832653163
2019,5,105028.4768341651,8395.004603052781,53.4283301399713,61.77034902978059,121814756.26687163,1546568.3345107043,8.107660404034721
2019,6,1265.4748295272648,3541.5911283856917,32.60487461714349,36.160595629275484,124135149.1673586,1574985.01569335,0.19685698438245972
2019,7,0.25610897955852363,2826.3375895783624,32.499688291594396,35.32177085599246,124206979.39817728,1575240.0,0.05882425808186236
2019,8,0.03375443984659471,2915.147788978178,31.752870881242284,34.67776027767684,124240589.55865088,1575240.0,0.05292594044449072
2019,9,26422.965773466076,5677.196514591429,41.850710186662596,47.525955885292326,125328298.45832603,1584819.108908351,2.8206683325422923
2019,10,127940.94700476847,8806.440252364435,61.18272981686713,69.99271777324212,130184904.02117084,1639135.521454248,10.729652737332
2019,11,221684.95326658114,11831.058698982231,71.17439443136924,83.01827566625228,140182341.97009742,1769345.818585727,16.411993509101304
2019,12,200740.6732496862,10555.979203934865,72.09466160856587,82.65686019922428,152273164.8929049,1927981.604347556,16.63160479419193
