year,month,P,Tdiff,Trl,Tvl,V,W,qv
2018,1,9141.786601765272,-612.5561289063962,11.754290876242095,10.268977669218932,33197943.527980536,31933.284457478007,9.965468627710479
2018,2,8792.53242569806,-434.23353407800596,10.60300099206349,10.194469246031746,39928289.86875488,38176.63690476191,9.677952921600218
2018,3,2125.352311840997,-775.568133212683,10.78493183153261,10.004194954009057,44461653.1628533,42506.72947510094,2.003951127253999
2018,4,9961.337401880695,-2726.761600343819,13.389751157407407,10.578773148148148,45785261.6044323,45884.166666666664,3.3249385831781764
2018,5,21120.987275007672,-3450.6190397137325,13.642540595693593,10.09882381975119,48904009.307795696,55573.92473118279,5.588052800741722
2018,6,30459.94884732375,-3653.0144957031875,13.974838231634047,10.257788809988961,53799094.56265179,76458.75,7.053277619704887
2018,7,40002.92692137103,-4035.845370584246,14.40924059139785,10.29175665003304,59386736.76054497,101096.74792959016,7.663056087902277
2018,8,47591.27171433512,-2131.689749347034,12.187802513478509,10.18252605309383,69732240.66190729,137047.311827957,19.440667901270416
2018,9,28773.83639443804,-1264.6700286828725,11.532314814814814,10.46805846701002,84157065.54189435,164256.80555555556,19.60072956177007
2018,10,18497.534172785094,-827.3883606430388,11.129519015659955,10.533601108717368,98466872.56615335,181176.48271352568,18.76823302655457
2018,11,15914.312822327509,-576.8560755268126,10.664571124000778,10.182196131078177,113236348.76391165,193219.860892826,25.620389962355546
2018,12,14168.215902839123,-354.4964241007675,11.410831093189964,11.210551301910662,140341311.40269697,205417.6075268817,40.01609701371147
2019,1,12609.453354973599,-371.9032949896001,9.822065262344015,9.552811472011022,166015173.70519713,216174.22579120623,30.165133673774807
2019,2,987.1362155540912,-377.29154547905847,12.860528273809523,12.441220238095237,177090378.29198396,220567.20433534053,1.2501909131258568
2019,3,6889.961590965467,-397.86072385830454,10.300863615971288,9.875897511209596,180887655.73767865,223242.53028263795,11.230620267268415
2019,4,13670.544474802671,-749.2677551435711,10.693310185185185,9.955196472298745,191337949.6527778,230519.58333333334,14.932866210681711
2019,5,21705.91880223677,-370.2331617474639,9.592390241420391,9.26283985121745,214901256.32062572,244322.6240993591,49.291218370835175
2019,6,44413.357526570784,-2037.0646302956047,11.028771491427722,8.982540782156008,241632081.7463389,267071.45613030595,20.63992950507503
2019,7,46933.82986023367,-2199.6261513637864,11.610118536848644,9.385706906529565,255523797.39941266,301029.1504893315,18.796144396567765
2019,8,37904.84900306492,-1715.403003898182,10.910160392945189,9.17669060825551,269723271.832588,334075.06219293777,19.02613530590087
2019,9,11095.40051140874,-1395.280903229221,15.96205703509505,14.567106418332052,279001615.294667,354154.84893075685,4.171428739918701
2019,10,3590.747528050571,-2144.064487389866,14.533172155202793,12.349040790756781,280284895.93932986,358355.9731543624,0.8258485427646997
2019,11,475.06896538661294,-465.6780048761663,13.873001516978924,13.340903261203337,280620922.5,359751.25,0.1648150278711696
2019,12,330.7370559775747,-235.93144843934758,11.294091009735268,11.174707047959219,280715618.6142226,360009.40860215056,0.16800617906320545
2020,1,305.36023627176127,-39.69503081229953,14.650382685384743,14.570000399161795,280823480.22370666,360236.7043087881,0.09264394677799932
2020,2,388.34436788033054,-211.97688269067876,12.334618059905862,12.027972608712167,280973312.38061357,360487.7873563218,0.3977880286489144
2020,3,966.8536899974933,-840.5565824169441,14.56536654791866,13.575895274075043,281254105.7884139,360938.2234185733,0.25164638243328225
2020,4,10120.243930899662,-1403.8027255917873,16.729696786601863,15.314995631149019,282278481.352459,364575.2199074074,2.945409898875653
2020,5,9524.922460373753,-1178.9061873128674,18.740772147382383,17.553798930021454,284403944.47161996,371329.5698924731,3.4859959018877276
2020,6,18037.290070088988,-1596.9806255595981,17.84155158513586,16.25392124918239,288034726.5351242,381598.3258627297,5.134135226523209
2020,7,23850.319569304895,-2063.328537205247,18.454412715200657,16.381977894038933,292888183.8489336,397053.22580645164,7.220348483230714
2020,8,32294.6651536518,-1427.8338838915492,17.157761879841274,15.728136512070899,301024720.7923152,419789.6505376344,14.571105849911433
2020,9,18079.60513811553,-960.3494680911442,15.770428752302026,14.804271420412222,310675620.8105647,438423.6111111111,9.367515839786405
2020,10,1638.2539149888144,-1362.2502234581568,19.02323266219239,17.668143176733782,313752417.7181208,444685.23489932885,0.8237304250559285
2020,11,13476.735414623588,-613.8375389682284,10.6046061776807,10.101724028051578,321814472.17896175,450078.3333333333,23.400395920574752
2020,12,12727.513849164765,-414.77481094889066,10.000918458781362,9.775335012494068,340350343.40736824,459529.43548387097,25.769817881488684
2021,1,2366.2038934426228,-151.22695540346467,13.356832437275987,13.220060933645236,352934894.22043014,465690.4569892473,4.497521024349935
2021,2,958.5987103174604,-505.14437609942365,14.891108630952383,14.361743551587303,353267418.89880955,466131.54761904763,0.1757056051587302
