year,month,I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f
2018,1,4.619522544334792,4.853769461599735,4.59120137593871,2243.096228140577,782.3982526069906,820.6821175223562,708.8247997865033,0.9724407456092206,0.8802482220206088,0.8157222537000529,0.10770081178150061,1962.4680678683287,227.61849248059715,227.5256360290077,227.9020183060695,12633.511344119264,10717.902481637298,10717.213617365074,-2.0893923331110504,12633.511344119264,0.0,50.01602069379132
2018,2,1.6592881511471829,1.7718844247642678,1.401879513900994,789.4183705716536,288.08626386071563,298.22629183097945,202.3663144921877,0.9905459230376066,0.8936737347261621,0.8271965498264573,0.10253598013902436,600.6635750549225,227.94528485990867,227.75361394783698,228.24991775030122,14090.17515625,11995.013900828373,11989.975837053571,-5.038093536706349,14090.17515625,0.0,49.976364247857155
2018,3,5.3328673920888265,5.796406885169461,5.636034182710691,2797.0804412318307,931.5910453660476,987.1992217661939,881.1261871123629,0.962089749481205,0.8742744608442499,0.811079312993515,0.18337031028534292,2511.049882161074,228.3696602789313,228.17160150797713,228.73574991791884,15094.392081494287,12836.221688784684,12831.30443316777,-4.922396935892403,15094.392081494287,0.0,49.99780586432439
2018,4,17.61557669947568,18.564873516764045,18.700304218611578,9462.897271784961,3090.7114730601297,3258.8296856592874,3117.859619290179,0.9068394894457524,0.8421792512178825,0.8001289877999186,0.34032729486314117,8096.988776199939,228.8034584921131,228.64797005532122,229.03997807467542,19389.301665169834,16571.79036982639,16566.899322916666,-4.8958246875,19389.301665169834,0.0,50.02896847021671
2018,5,20.8977662204565,21.796733235665616,21.986515609280946,11350.470362047705,3706.6109877725794,3869.6685340651943,3764.6389309605556,0.899545850914749,0.8402740879265974,0.7959558349672586,0.3921372547033495,9305.040071881378,229.3050562855911,229.0006616234345,229.43442025625012,26587.91574752139,22658.06539404523,22653.182072493928,-4.887286605062724,26587.91574752139,0.0,50.04594954448953
2018,6,23.19739721899077,24.099384043054872,23.933605152208948,12303.792714673678,4019.091401845312,4190.889845069329,4070.5923512753493,0.8668335230721176,0.8195645285012737,0.788795783260057,0.41709468607492933,10453.841687412125,229.57047471984515,229.2104892702954,229.5862194929363,36069.38450365246,30515.24892421172,30510.373127301995,-4.880310798611111,36069.38450365246,0.0,50.06392112141662
2018,7,26.129101378997845,27.191195238109273,26.59061699706715,14034.389077306168,4558.3224964499395,4805.989951594923,4596.646412253781,0.8581511675120169,0.8159852315657243,0.7918649438502444,0.4217829502259524,11574.812530863264,229.32299507327855,229.1219356339111,229.5158119042583,45390.84459706116,38322.787142205256,38317.91149538514,-4.880310798611111,45390.84459706114,0.0,50.07020777989898
2018,8,34.75047007617005,35.93362527377634,35.89289796910319,18600.887735310534,6018.386021979112,6373.407296628033,6160.283211018208,0.8195990960798829,0.7920532883715327,0.7867549764455194,0.5523176649712053,15550.242014120247,229.00428732330138,228.813708041334,229.26556934663415,58099.10170365936,48811.72668560373,48806.84837749329,-4.880136067428316,58099.10170365936,0.0,50.07529395301919
2018,9,18.320408984912106,19.04783481612391,18.444665359933524,9675.342144218195,3134.517716599187,3330.5561040835237,3102.3394204793058,0.879278961071857,0.8253594356131241,0.7899100996168442,0.30336957158643485,8550.567969451093,229.7878338110077,229.55632816674216,230.20282800932048,68400.9849550174,57647.72671499942,57642.85987642304,-4.870310798611111,68400.98495501738,0.0,50.05704158480602
2018,10,12.024349224022835,12.530411977944183,12.467599418765037,6345.739564460877,2052.9995205592277,2208.3202229730473,2081.942877883726,0.9319115961300907,0.8594459770797747,0.815189346989214,0.26082943236659745,5439.810914588801,229.33993054083038,229.06730482570887,229.9713408893073,75238.4368234215,63637.46687180642,63632.65916503466,-4.809143013376212,75238.4368234215,0.0,50.044571660304946
2018,11,7.651026909301314,8.119336210366281,7.750521780877937,4080.6968307430434,1333.1200311632524,1437.79082396729,1296.2563238618081,0.9573884484772295,0.8771229015859897,0.8229038142511477,0.1060401474013786,3509.996740342003,229.88322864451035,229.62116951810842,230.6579156055963,77355.12093510845,65383.249380243054,65378.57173611111,-4.680783020833333,77355.12093510845,0.0,50.02483820804893
2018,12,2.8637019857925874,3.037462532286624,2.6364292728209024,1467.3400879961457,504.0708191991444,535.3907950704255,419.7794581478874,0.9836867080404121,0.8990480635196568,0.8283588355023285,0.03303927967052752,1197.4915209925161,230.29494814016374,230.0454906880598,230.9269217150955,79791.34445093555,67478.62811769824,67473.97419130824,-4.655673701836917,79791.34445093555,0.0,50.01833397625371
2019,1,6.058560340327681,6.307592914394936,6.013909244728508,3125.9872991364596,1034.2718563643787,1099.5200986115412,988.4153651595734,0.9643668564318212,0.8844571030357385,0.8226414010297117,0.09491445718283409,2749.362542718059,230.09020695351154,229.85412622910079,230.68139465446285,81237.89669265562,68699.25968535243,68694.61075896243,-4.650310798611111,81237.89669265562,0.0,50.00766914579128
2019,2,2.683422546253875,2.8608019905020314,2.501570707682614,1362.4689545563208,472.28727309409015,500.9913435972215,396.3403675243056,0.9842142251058522,0.8973375528258258,0.8285564493293791,0.08473632100290163,1084.3174878066197,229.74187157419615,229.60305694160027,230.49976296278297,83000.24132136756,70236.24331535256,70231.37013395476,-4.874714135912699,83000.24132136756,0.0,50.012686402920885
2019,3,3.4651472586355148,3.6668718888530702,3.398101770667095,1792.0530904370162,605.5082849114528,643.0940426895779,542.4425080879321,0.9795663374625616,0.8940135603540413,0.8221752666272717,0.14825363536673083,1498.991275315339,229.85837115544584,229.64330900834918,230.52828432261728,84308.90916830963,71319.48275975916,71314.20630357406,-5.2789326319444445,84308.90916830963,0.0,50.031015937766256
2019,4,1.739960386200317,1.8796064156852357,1.4484141999737987,891.6273686154268,321.8430406461085,332.07389786161946,234.70647308504414,0.9906189291775517,0.8973090559171477,0.8257233076460027,0.11254055654984668,658.190927952989,229.89207499894292,229.7128646596666,230.2719942012716,85238.4747737814,72056.12140908334,72050.84328200694,-5.2789326319444445,85238.4747737814,0.0,50.03428170874646
2019,5,6.917676768262302,7.159416744205159,6.725581718548414,3627.02214540773,1209.1298552373362,1259.9516414876125,1133.5472879485708,0.9611961724124144,0.8821427049989105,0.8124014947801348,0.16136949483152516,3074.9423546915527,229.96100184558827,229.7686548043117,230.3092341312459,87032.9665247438,73551.57022918513,73546.29241214458,-5.2789326319444445,87032.9665247438,0.0,50.04184856580141
2019,6,17.937988054905414,18.23151315281954,18.08524919544857,9556.511198841476,3129.480814717137,3235.859015009426,3140.1110826385875,0.9220668520829051,0.8541813211010278,0.8042453646908956,0.3385995696537007,7778.913634602554,229.70916407983947,229.4109462540184,229.69350268983843,90637.59656437294,76539.72270208634,76534.66087794305,-5.062699143287038,90637.60498103962,0.008416666666666668,50.079444419663965
2019,7,17.03288708970817,17.486942998471562,17.447658981824556,9089.286768916807,2960.8534263283213,3119.8307243981767,3034.753249156952,0.9257220137487263,0.8558985568002896,0.8058500912762875,0.3467676435760667,7280.393684723834,229.6204309381397,229.47703212145353,229.94145004088296,98134.77306527348,82631.0363434049,82625.95756170845,-5.078781696460574,98134.78306527347,0.01,50.08923791699158
