year,month,P,Tdiff,Trl,Tvl,V,W,qv
2018,1,411844.4584567421,8747.7047395082,63.89875452661407,72.66333536237327,140111728.63446814,1109779.5423956933,42.23787396335087
2018,2,380683.9470709732,8297.751116625861,65.98779649637288,74.28373883029965,169885422.38851485,1396599.255952381,41.62676993482752
2018,3,284561.2383551299,6435.444185507825,63.94441534783759,70.37757058617753,198562221.444594,1627950.874831763,40.90094299327514
2018,4,220222.15681383864,4468.116523155137,64.94068404560583,69.4024821563274,230065138.5666246,1816707.9166666667,42.94647168350456
2018,5,101918.79664656325,1868.9370703987568,66.13525886629633,67.98820667044691,261295106.29957697,1937156.4516129033,42.286799550573086
2018,6,48089.37945813484,712.602256151805,65.82972296548331,66.52483811026428,291406064.5059199,1987038.75,40.72418658026025
2018,7,36305.94126938975,459.45726732337357,65.13763450387322,65.58840551749759,321020509.80444574,2020729.743346653,38.68927026848646
2018,8,84294.08865013046,1508.8188724016811,64.6964055718354,66.18701758852369,350603458.2011281,2061687.3655913977,40.7445321297099
2018,9,103711.39635298733,1687.6087145893857,67.30118106124638,68.97313736348896,381412024.5491803,2125568.3333333335,44.49157023741021
2018,10,284191.48216878285,4767.368735311132,65.8685459833516,70.63905159985774,416342003.9556677,2282311.7644233825,48.00659842556026
2018,11,401881.4504577749,6703.82285492823,65.3975575773666,72.09325112262788,453692043.2748897,2520476.6016698955,51.11716330074791
2018,12,372866.2007381046,6140.01136635796,66.75951404974246,72.89056891387813,492072387.98034555,2830510.4838709678,53.117348591776846
2019,1,493394.5209879739,7677.017600129398,66.49550881685899,74.1709004438082,533263236.8037194,3123924.3279569894,56.75070006823568
2019,2,424096.9062848247,6567.306936701682,69.77406046411295,76.35492605820534,573676539.5589384,3486241.5178571427,56.7170566861778
2019,3,379276.1269664409,5918.446029977422,70.67718727611178,76.58701300430688,613697929.4309733,3747387.4831763124,56.255017207617854
2019,4,245971.87863469613,3927.870313448694,70.74614629209024,74.66549702349063,653995360.5054646,4008941.527777778,53.4004305080211
2019,5,244778.8557913151,4030.740351304731,70.0045994471676,74.02754232571431,692871741.7918396,4182029.594653634,51.96564938105269
2019,6,68968.45079641516,997.2513785868238,69.21893705567928,70.20790425137122,729120314.3610274,4287498.048306984,47.63417753648686
2019,7,66682.85028903426,941.7425693547847,69.44379731307828,70.38432916479388,764201729.083562,4339757.8970369585,47.89909787145838
2019,8,115303.47009988922,1853.7738789342052,68.82782233810603,70.6778088136893,800326924.3203558,4405002.863062879,49.275097979272644
2019,9,137371.69514197076,2180.8292545871623,71.50909358231537,73.6856370380446,836999650.5540773,4496313.37840509,51.31233366499038
2019,10,238073.39688626764,3904.709039871207,71.64788828267857,75.55919727347231,875328330.901841,4617351.521588695,53.00285071484446
2019,11,490049.9507443793,7949.225214019455,69.96733454002077,77.92517284426403,915028742.1077771,4897174.914644956,54.828441790214086
2019,12,370564.31108559004,6296.730135688791,72.18768580944058,78.4911637140852,954331685.4630742,5234809.875720253,52.64727314745871
2020,1,368801.9089378592,6612.811771095608,72.01143236371735,78.62705411469554,992571312.9005798,5483258.945648839,50.17508724185975
2020,2,376416.30753558635,6729.004958729265,70.7952962642146,77.52679956763103,1028785855.4033475,5767030.175856508,50.37481840313976
2020,3,255929.853969587,4693.309315553868,71.92632273897868,76.61963988684514,1065072190.7297853,5985339.253518488,49.53062102360467
2020,4,227617.65984297887,4205.945736836556,70.36738948140808,74.57374967307229,1100709313.8421662,6176864.641203704,48.26507342574706
2020,5,143325.8504920958,2681.244574688619,70.8701381074987,73.53962867037835,1135828282.5995946,6310231.586021505,46.71611509395773
2020,6,65171.70129764614,948.8159024874058,70.46127134931905,71.39988349353582,1170362358.802321,6376864.401446888,43.83487541773975
2020,7,64807.799295580524,933.82485250455,69.6871292203062,70.61367584284011,1206634376.2427287,6420082.392473118,49.493446658874745
2020,8,144360.44717026205,2437.3466831695696,68.27626733507658,70.70746126254262,1243415486.237919,6499229.764334589,49.461026163441126
2020,9,192898.64743632116,3238.642585805797,70.86504580165433,74.09660865486843,1280143489.1006374,6616133.472222222,51.014941537006095
2020,10,267226.29051600833,4321.764376352367,72.0282994697712,76.34308678643528,1318607005.3691275,6793109.395973154,54.013649760688736
2020,11,375682.2330629045,5866.203960730167,72.33880836036076,78.20895867474452,1358917852.7407782,7015858.944838772,55.85286684353495
2020,12,425735.7998610927,6524.983346316414,72.16613930489014,78.69442302501363,1400790542.0456548,7334631.451612903,57.608506330259665
2021,1,551140.8933043717,8570.593586579706,70.76332891968538,79.34182435177051,1443760137.1032634,7690791.659931654,56.79210035188477
2021,2,558480.0010683918,9846.241782949519,68.84878543894769,78.69632945477454,1481204311.9852655,8104760.416666667,52.31565391110418
