year,month,I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f
2018,1,1.11436142889188,1.1111141685542025,0.0036094103553840013,436.51397439829105,230.66186647332776,204.94629166769374,0.5919885531744975,0.9941845558546434,0.9135615410497983,0.8080222724262429,2.415812591508053e-05,48.91095626909355,227.55880263410882,227.464437982012,227.71458309299493,1448.9459690444146,155.0164468371467,155.01733512786004,0.0,1448.9459690444146,0.0,50.03214569313594
2018,2,1.1082405753968256,1.1120354662698415,0.0,435.43562518471106,230.70872677149242,204.72917459797148,0.0,0.9943967516394269,0.9130447274080088,0.8080265109890111,0.0,45.81093656777251,228.01638936584246,227.84061848741536,228.1925484237984,1756.2864657738096,187.64248511904762,187.6431994047619,0.0,1756.2864657738094,0.0,50.0216360557845
2018,3,1.1082528039479589,1.1121983598193614,0.0,436.2234435780964,231.1743292837854,205.04957302774613,0.0,0.9943021197846568,0.9131655679058184,0.8077611148497085,0.0,46.104510869482695,228.45256539626257,228.26365970347754,228.6966085522308,2064.1244706146254,220.05678331090175,220.05752355316284,0.0,2064.1244706146254,0.0,50.03965984782159
2018,4,1.1058546296296297,1.1099945793806574,0.0,436.0126041844729,231.10344343839031,204.90818046875,0.0,0.9941060286458333,0.9137971741452992,0.8076780662870764,0.0,46.481710387731475,228.71626796132554,228.5878972464761,228.8494906215536,2383.3483541666665,253.96312500000002,253.96383333333333,0.0,2383.3483541666665,0.0,50.052230086818454
2018,5,1.105620855734767,1.1096458333333334,0.0,436.7626022108492,231.6770465260546,205.08561428177555,0.0,0.9940454413082437,0.9142014896953405,0.8070574484767025,0.0,46.983459875585886,229.24785454576786,229.02148375034466,229.29692523090708,2702.472735215054,288.15791666666667,288.1587365591398,0.0,2702.472735215054,0.0,50.063913326555465
2018,6,1.1047414351851852,1.1089729021990742,0.0,436.7308625322738,231.7246874710648,205.00749879028666,0.0,0.9940210763888888,0.9143461004227054,0.8068413304286429,0.0,47.11073231615029,229.44166300525285,229.16178991942664,229.38821592325496,3021.7642847222223,322.56533333333334,322.5661111111111,0.0,3021.7642847222223,0.0,50.06559566770434
2018,7,1.1033174283154124,1.107623228886649,0.0,435.7117422122074,231.07519250737928,204.63782011648746,0.0,0.9940396617383512,0.9140686753285544,0.8067887544802869,0.0,46.97008872944339,229.1702533338604,229.0420936116382,229.31168979285263,3340.667862903226,356.9383467741936,356.9391397849462,0.0,3340.667862903226,0.0,50.06784978003298
2018,8,1.1017300627240143,1.1062753136200718,0.0,434.4549656137993,230.36433456541218,204.09005969982078,0.0,0.9940385080645162,0.9139115778076464,0.8069168346774194,0.0,46.725910730286735,228.810103046595,228.66346886200716,229.0036099910394,3663.782311827957,391.72379032258067,391.7245161290322,0.0,3663.782311827957,0.0,50.071165285244916
2018,9,1.106330439814815,1.1104574074074074,0.0,437.67975340366775,232.1902018237868,205.4898140440176,0.0,0.9940084027777778,0.9141645949074075,0.8065903053053053,0.0,47.29206473294229,229.6284667167167,229.43958473943175,229.9767857232232,3982.735284722222,426.13575,426.13652777777776,0.0,3982.735284722222,0.0,50.0614700788594
2018,10,1.1056625279642058,1.1099747502468098,0.0,436.5041331390556,231.50669653832568,204.9987178146709,0.0,0.9940478299776287,0.9136770246085012,0.8068455592841164,0.0,46.739357900624036,229.1749441893324,228.91724349464263,229.70827808421416,4302.586711409396,460.5356644295302,460.5364429530202,0.0,4302.586711409396,0.0,50.0542397815502
2018,11,1.1096517243408663,1.1138095775462964,0.0,439.10073629260756,232.91463949039255,206.184156189122,0.0,0.9940334344894945,0.913819357124075,0.8067888483252961,0.0,47.085767613090745,229.71075315397943,229.46331785615249,230.3830832668205,4622.849263888889,494.8414166666667,494.84225,0.0,4622.849263888889,0.0,50.04399984770245
2018,12,1.1124583333333335,1.1166841397849463,0.0,441.21130689964156,234.04535943100356,207.16610181451614,0.0,0.994014314516129,0.9140577396953404,0.8068639336917564,0.0,47.42522356630824,230.16429323476703,229.94089493727597,230.70665434587812,4944.629758064516,529.3604569892473,529.3611693548387,0.0,4944.629758064516,0.0,50.0379083781362
2019,1,1.1122960349462365,1.116350806451613,0.0,440.7839507168459,233.76674283154122,207.01611592741935,0.0,0.9940473678315412,0.9139971363500597,0.8072584341397849,0.0,47.1739896953405,229.94924283154123,229.72506160394266,230.43351366487454,5272.900604838709,564.6172983870968,564.6181317204301,0.0,5272.900604838709,0.0,50.03226444892473
2019,2,1.1117594169483638,1.1158781001984128,0.0,440.1644235571262,233.35281563681028,206.7975813261763,0.0,0.9940459077380952,0.9138298073743387,0.8072539054368333,0.0,47.08997920157255,229.69534862174035,229.5851067944539,230.339197467876,5584.408824404762,597.8941964285715,597.8949851190476,0.0,5584.408824404762,0.0,50.03991223272429
2019,3,1.1108221150628705,1.1150374607447286,0.0,439.89527442661,233.27265051592641,206.607484858681,0.0,0.9940251009421265,0.9140023441004935,0.8071721960520414,0.0,47.14337606775282,229.7613582323912,229.5795603409601,230.31370681920143,5895.7303162853295,631.2751198324002,631.2757927799103,0.0,5895.7303162853295,0.0,50.05181393001346
2019,4,1.1098225694444446,1.114077777777778,0.0,439.64688750000005,233.1504787037037,206.49710752314814,0.0,0.9940204050925926,0.9142125231481482,0.8071297145061729,0.0,47.29066018518518,229.79498263888885,229.65504166666668,230.08647916666663,6217.017743055556,665.7361527777778,665.7369861111112,0.0,6217.017743055556,0.0,50.05743692129629
2019,5,1.1089325169384212,1.113111201608014,0.0,439.4721207467336,233.08569746540226,206.38657587980467,0.0,0.9940219178102978,0.914454364569854,0.807114719456708,0.0,47.41700441601035,229.85121037674472,229.7279688691975,230.10087107614692,6538.583997430898,700.3928371033418,700.3930924796858,0.0,6538.583997430898,0.0,50.06324139148443
2019,6,1.1054523693136211,1.1096007110212573,0.0,437.41738642035386,232.07048607034125,205.34705574844088,0.0,0.9940201331894012,0.9146075088538194,0.8070205471379956,0.0,47.2788785865194,229.5313496879125,229.32374810687412,229.46947812586015,6858.946176403039,734.9764322117622,734.9764322117622,0.0,6858.946176403039,0.0,50.07533771454572
2019,7,1.1103165378574347,1.114509079853584,0.006092353610705224,439.3491946269255,232.56676969726595,205.8645790173671,1.0847910966942058,0.9939768380579779,0.914573997872636,0.8062968792042196,8.611195499172997e-05,49.6582650878879,229.3580978163635,229.31578645817052,229.63565226376346,7180.2022602127,771.0864878410607,771.0864878410607,0.0,7180.2022602127,0.0,50.07985588133495
2019,8,1.1045362175379145,1.1086198738123239,0.0,436.54210877009626,231.60695345699693,204.93650030876688,0.0,0.9940157970583718,0.9145660422606786,0.8065307943562885,0.0,47.417321068796994,229.26520258441013,229.201911768777,229.38494084977202,7504.757234111646,806.5021282559634,806.5021282559634,0.0,7504.757234111646,0.0,50.07824313228116
2019,9,9.073871102074794,9.259306120321009,8.21612090069814,4627.725795842927,1613.4359938526406,1609.363278571073,1410.141411607896,0.9529621675175235,0.8882439568869855,0.7958370973625423,0.12256002478041023,3695.074948773021,229.80328627297297,229.8479683812951,230.24876748701917,9270.261275515553,2105.1460234170645,2105.1460234170645,0.0,9270.261275515553,0.0,50.07195206166534
