meter_urn,measurement,year,total_rows,null_rows,null_pct
H1.K15,W,2021,8760,0,0.00
H1.K15,W,2022,8760,0,0.00
H1.K15,W,2023,8759,0,0.00
H1.K15,qv,2018,8703,0,0.00
H1.K15,qv,2019,8760,0,0.00
H1.K15,qv,2020,8784,0,0.00
H1.K15,qv,2021,8760,0,0.00
H1.K15,qv,2022,8760,0,0.00
H1.K15,qv,2023,8759,0,0.00
H1.K16,P,2018,854,0,0.00
H1.K16,P,2019,8760,0,0.00
H1.K16,P,2020,8784,0,0.00
H1.K16,P,2021,8760,0,0.00
H1.K16,P,2022,8760,0,0.00
H1.K16,P,2023,8759,0,0.00
H1.K16,Tdiff,2018,854,0,0.00
H1.K16,Tdiff,2019,8760,0,0.00
H1.K16,Tdiff,2020,8784,0,0.00
H1.K16,Tdiff,2021,8760,0,0.00
H1.K16,Tdiff,2022,8760,0,0.00
H1.K16,Tdiff,2023,8759,0,0.00
H1.K16,Trl,2018,854,0,0.00
H1.K16,Trl,2019,8760,0,0.00
H1.K16,Trl,2020,8784,0,0.00
H1.K16,Trl,2021,8760,0,0.00
H1.K16,Trl,2022,8760,0,0.00
H1.K16,Trl,2023,8759,0,0.00
H1.K16,Tvl,2018,854,0,0.00
H1.K16,Tvl,2019,8760,0,0.00
H1.K16,Tvl,2020,8784,0,0.00
H1.K16,Tvl,2021,8760,0,0.00
H1.K16,Tvl,2022,8760,0,0.00
H1.K16,Tvl,2023,8759,0,0.00
H1.K16,V,2018,853,0,0.00
H1.K16,V,2019,8760,0,0.00
H1.K16,V,2020,8784,0,0.00
H1.K16,V,2021,8760,0,0.00
H1.K16,V,2022,8760,0,0.00
H1.K16,V,2023,8759,0,0.00
H1.K16,W,2018,853,0,0.00
H1.K16,W,2019,8760,0,0.00
H1.K16,W,2020,8784,0,0.00
H1.K16,W,2021,8760,0,0.00
H1.K16,W,2022,8760,0,0.00
H1.K16,W,2023,8759,0,0.00
H1.K16,qv,2018,854,0,0.00
H1.K16,qv,2019,8760,0,0.00
H1.K16,qv,2020,8784,0,0.00
H1.K16,qv,2021,8760,0,0.00
H1.K16,qv,2022,8760,0,0.00
H1.K16,qv,2023,8759,0,0.00
H1.W11,P,2017,1,0,0.00
H1.W11,P,2018,8760,0,0.00
H1.W11,P,2019,8760,0,0.00
H1.W11,P,2020,8784,0,0.00
H1.W11,P,2021,8760,0,0.00
H1.W11,P,2022,8760,0,0.00
H1.W11,P,2023,8759,0,0.00
H1.W11,Tdiff,2017,1,0,0.00
H1.W11,Tdiff,2018,8760,0,0.00
H1.W11,Tdiff,2019,8760,0,0.00
H1.W11,Tdiff,2020,8784,0,0.00
H1.W11,Tdiff,2021,8760,0,0.00
H1.W11,Tdiff,2022,8760,0,0.00
H1.W11,Tdiff,2023,8759,0,0.00
H1.W11,Trl,2017,1,0,0.00
H1.W11,Trl,2018,8760,0,0.00
H1.W11,Trl,2019,8760,0,0.00
H1.W11,Trl,2020,8784,0,0.00
H1.W11,Trl,2021,8760,0,0.00
H1.W11,Trl,2022,8760,0,0.00
H1.W11,Trl,2023,8759,0,0.00
H1.W11,Tvl,2017,1,0,0.00
H1.W11,Tvl,2018,8760,0,0.00
H1.W11,Tvl,2019,8760,0,0.00
H1.W11,Tvl,2020,8784,0,0.00
H1.W11,Tvl,2021,8760,0,0.00
H1.W11,Tvl,2022,8760,0,0.00
H1.W11,Tvl,2023,8759,0,0.00
H1.W11,V,2017,1,0,0.00
H1.W11,V,2018,8760,0,0.00
H1.W11,V,2019,8760,0,0.00
H1.W11,V,2020,8784,0,0.00
H1.W11,V,2021,8760,0,0.00
H1.W11,V,2022,8760,0,0.00
H1.W11,V,2023,8759,0,0.00
H1.W11,W,2018,8760,0,0.00
H1.W11,W,2019,8760,0,0.00
H1.W11,W,2020,8784,0,0.00
H1.W11,W,2021,8760,0,0.00
H1.W11,W,2022,8760,0,0.00
H1.W11,W,2023,8759,0,0.00
H1.W11,qv,2017,1,0,0.00
H1.W11,qv,2018,8760,0,0.00
H1.W11,qv,2019,8760,0,0.00
H1.W11,qv,2020,8784,0,0.00
H1.W11,qv,2021,8760,0,0.00
H1.W11,qv,2022,8760,0,0.00
H1.W11,qv,2023,8759,0,0.00
H1.W12,P,2017,1,0,0.00
H1.W12,P,2018,8760,0,0.00
H1.W12,P,2019,8760,0,0.00
H1.W12,P,2020,8784,0,0.00
H1.W12,P,2021,8760,0,0.00
H1.W12,P,2022,8760,0,0.00
H1.W12,P,2023,8759,0,0.00
H1.W12,Tdiff,2017,1,0,0.00
H1.W12,Tdiff,2018,8760,0,0.00
H1.W12,Tdiff,2019,8760,0,0.00
H1.W12,Tdiff,2020,8784,0,0.00
H1.W12,Tdiff,2021,8760,0,0.00
H1.W12,Tdiff,2022,8760,0,0.00
H1.W12,Tdiff,2023,8759,0,0.00
H1.W12,Trl,2017,1,0,0.00
H1.W12,Trl,2018,8760,0,0.00
H1.W12,Trl,2019,8760,0,0.00
H1.W12,Trl,2020,8784,0,0.00
H1.W12,Trl,2021,8760,0,0.00
H1.W12,Trl,2022,8760,0,0.00
H1.W12,Trl,2023,8759,0,0.00
H1.W12,Tvl,2017,1,0,0.00
H1.W12,Tvl,2018,8760,0,0.00
H1.W12,Tvl,2019,8760,0,0.00
H1.W12,Tvl,2020,8784,0,0.00
H1.W12,Tvl,2021,8760,0,0.00
H1.W12,Tvl,2022,8760,0,0.00
H1.W12,Tvl,2023,8759,0,0.00
H1.W12,V,2017,1,0,0.00
H1.W12,V,2018,8760,0,0.00
H1.W12,V,2019,8760,0,0.00
H1.W12,V,2020,8784,0,0.00
H1.W12,V,2021,8760,0,0.00
H1.W12,V,2022,8760,0,0.00
H1.W12,V,2023,8759,0,0.00
H1.W12,W,2018,8760,0,0.00
H1.W12,W,2019,8760,0,0.00
H1.W12,W,2020,8784,0,0.00
H1.W12,W,2021,8760,0,0.00
H1.W12,W,2022,8760,0,0.00
H1.W12,W,2023,8759,0,0.00
H1.W12,qv,2017,1,0,0.00
H1.W12,qv,2018,8760,0,0.00
H1.W12,qv,2019,8760,0,0.00
H1.W12,qv,2020,8784,0,0.00
H1.W12,qv,2021,8760,0,0.00
H1.W12,qv,2022,8760,0,0.00
H1.W12,qv,2023,8759,0,0.00
H1.Z10,I1,2017,1,0,0.00
H1.Z10,I1,2018,8760,0,0.00
H1.Z10,I1,2019,8760,0,0.00
H1.Z10,I1,2020,8784,0,0.00
H1.Z10,I1,2021,8760,0,0.00
H1.Z10,I1,2022,8760,0,0.00
H1.Z10,I1,2023,8759,0,0.00
H1.Z10,I2,2017,1,0,0.00
H1.Z10,I2,2018,8760,0,0.00
H1.Z10,I2,2019,8760,0,0.00
H1.Z10,I2,2020,8784,0,0.00
H1.Z10,I2,2021,8760,0,0.00
H1.Z10,I2,2022,8760,0,0.00
H1.Z10,I2,2023,8759,0,0.00
H1.Z10,I3,2017,1,0,0.00
H1.Z10,I3,2018,8760,0,0.00
H1.Z10,I3,2019,8760,0,0.00
H1.Z10,I3,2020,8784,0,0.00
H1.Z10,I3,2021,8760,0,0.00
H1.Z10,I3,2022,8760,0,0.00
H1.Z10,I3,2023,8759,0,0.00
H1.Z10,P,2017,1,0,0.00
H1.Z10,P,2018,8760,0,0.00
H1.Z10,P,2019,8760,0,0.00
H1.Z10,P,2020,8784,0,0.00
H1.Z10,P,2021,8760,0,0.00
H1.Z10,P,2022,8760,0,0.00
H1.Z10,P,2023,8759,0,0.00
H1.Z10,P1,2017,1,0,0.00
H1.Z10,P1,2018,8760,0,0.00
H1.Z10,P1,2019,8760,0,0.00
H1.Z10,P1,2020,8784,0,0.00
H1.Z10,P1,2021,8760,0,0.00
H1.Z10,P1,2022,8760,0,0.00
H1.Z10,P1,2023,8759,0,0.00
H1.Z10,P2,2017,1,0,0.00
H1.Z10,P2,2018,8760,0,0.00
H1.Z10,P2,2019,8760,0,0.00
H1.Z10,P2,2020,8784,0,0.00
H1.Z10,P2,2021,8760,0,0.00
H1.Z10,P2,2022,8760,0,0.00
H1.Z10,P2,2023,8759,0,0.00
H1.Z10,P3,2017,1,0,0.00
H1.Z10,P3,2018,8760,0,0.00
H1.Z10,P3,2019,8760,0,0.00
H1.Z10,P3,2020,8784,0,0.00
H1.Z10,P3,2021,8760,0,0.00
H1.Z10,P3,2022,8760,0,0.00
H1.Z10,P3,2023,8759,0,0.00
H1.Z10,PF,2017,1,0,0.00
H1.Z10,PF,2018,8760,0,0.00
H1.Z10,PF,2019,8760,0,0.00
H1.Z10,PF,2020,8784,0,0.00
H1.Z10,PF,2021,8760,0,0.00
H1.Z10,PF,2022,8760,0,0.00
H1.Z10,PF,2023,8759,0,0.00
H1.Z10,PF1,2017,1,0,0.00
H1.Z10,PF1,2018,8760,0,0.00
H1.Z10,PF1,2019,8760,0,0.00
H1.Z10,PF1,2020,8784,0,0.00
H1.Z10,PF1,2021,8760,0,0.00
H1.Z10,PF1,2022,8760,0,0.00
H1.Z10,PF1,2023,8759,0,0.00
H1.Z10,PF2,2017,1,0,0.00
H1.Z10,PF2,2018,8760,0,0.00
H1.Z10,PF2,2019,8760,0,0.00
H1.Z10,PF2,2020,8784,0,0.00
H1.Z10,PF2,2021,8760,0,0.00
H1.Z10,PF2,2022,8760,0,0.00
H1.Z10,PF2,2023,8759,0,0.00
H1.Z10,PF3,2017,1,0,0.00
H1.Z10,PF3,2018,8760,0,0.00
H1.Z10,PF3,2019,8760,0,0.00
H1.Z10,PF3,2020,8784,0,0.00
H1.Z10,PF3,2021,8760,0,0.00
H1.Z10,PF3,2022,8760,0,0.00
H1.Z10,PF3,2023,8759,0,0.00
H1.Z10,Q,2017,1,0,0.00
H1.Z10,Q,2018,8760,0,0.00
H1.Z10,Q,2019,8760,0,0.00
H1.Z10,Q,2020,8784,0,0.00
H1.Z10,Q,2021,8760,0,0.00
H1.Z10,Q,2022,8760,0,0.00
H1.Z10,Q,2023,8759,0,0.00
H1.Z10,U1,2017,1,0,0.00
H1.Z10,U1,2018,8760,0,0.00
H1.Z10,U1,2019,8760,0,0.00
H1.Z10,U1,2020,8784,0,0.00
H1.Z10,U1,2021,8760,0,0.00
H1.Z10,U1,2022,8760,0,0.00
H1.Z10,U1,2023,8759,0,0.00
H1.Z10,U2,2017,1,0,0.00
H1.Z10,U2,2018,8760,0,0.00
H1.Z10,U2,2019,8760,0,0.00
H1.Z10,U2,2020,8784,0,0.00
H1.Z10,U2,2021,8760,0,0.00
H1.Z10,U2,2022,8760,0,0.00
H1.Z10,U2,2023,8759,0,0.00
H1.Z10,U3,2017,1,0,0.00
H1.Z10,U3,2018,8760,0,0.00
H1.Z10,U3,2019,8760,0,0.00
H1.Z10,U3,2020,8784,0,0.00
H1.Z10,U3,2021,8760,0,0.00
H1.Z10,U3,2022,8760,0,0.00
H1.Z10,U3,2023,8759,0,0.00
H1.Z10,W,2018,8760,0,0.00
H1.Z10,W,2019,8760,0,0.00
H1.Z10,W,2020,8784,0,0.00
H1.Z10,W,2021,8760,0,0.00
H1.Z10,W,2022,8760,0,0.00
H1.Z10,W,2023,8760,0,0.00
H1.Z10,W,2024,1,0,0.00
H1.Z10,WQ,2018,8760,0,0.00
H1.Z10,WQ,2019,8760,0,0.00
H1.Z10,WQ,2020,8784,0,0.00
H1.Z10,WQ,2021,8760,0,0.00
H1.Z10,WQ,2022,8760,0,0.00
H1.Z10,WQ,2023,8760,0,0.00
H1.Z10,WQ,2024,1,0,0.00
H1.Z10,WQ_in,2018,8557,0,0.00
H1.Z10,WQ_in,2019,8760,0,0.00
H1.Z10,WQ_in,2020,8784,0,0.00
H1.Z10,WQ_in,2021,8760,0,0.00
H1.Z10,WQ_in,2022,8760,0,0.00
H1.Z10,WQ_in,2023,8759,0,0.00
H1.Z10,WQ_out,2018,8760,0,0.00
H1.Z10,WQ_out,2019,8760,0,0.00
H1.Z10,WQ_out,2020,8784,0,0.00
H1.Z10,WQ_out,2021,8760,0,0.00
H1.Z10,WQ_out,2022,8760,0,0.00
H1.Z10,WQ_out,2023,8759,0,0.00
H1.Z10,W_in,2017,1,0,0.00
H1.Z10,W_in,2018,8760,0,0.00
H1.Z10,W_in,2019,8760,0,0.00
H1.Z10,W_in,2020,8784,0,0.00
H1.Z10,W_in,2021,8760,0,0.00
H1.Z10,W_in,2022,8760,0,0.00
H1.Z10,W_in,2023,8759,0,0.00
H1.Z10,W_out,2018,8239,0,0.00
H1.Z10,W_out,2019,8760,0,0.00
H1.Z10,W_out,2020,8784,0,0.00
H1.Z10,W_out,2021,8760,0,0.00
H1.Z10,W_out,2022,8760,0,0.00
H1.Z10,W_out,2023,8759,0,0.00
H1.Z10,f,2017,1,0,0.00
H1.Z10,f,2018,8760,0,0.00
H1.Z10,f,2019,8760,0,0.00
H1.Z10,f,2020,8784,0,0.00
H1.Z10,f,2021,8760,0,0.00
H1.Z10,f,2022,8760,0,0.00
H1.Z10,f,2023,8759,0,0.00
H1.Z11,I1,2017,1,0,0.00
H1.Z11,I1,2018,8760,0,0.00
H1.Z11,I1,2019,8760,0,0.00
H1.Z11,I1,2020,8784,0,0.00
H1.Z11,I1,2021,8760,0,0.00
H1.Z11,I1,2022,8760,0,0.00
H1.Z11,I1,2023,8759,0,0.00
H1.Z11,I2,2017,1,0,0.00
H1.Z11,I2,2018,8760,0,0.00
H1.Z11,I2,2019,8760,0,0.00
H1.Z11,I2,2020,8784,0,0.00
H1.Z11,I2,2021,8760,0,0.00
H1.Z11,I2,2022,8760,0,0.00
H1.Z11,I2,2023,8759,0,0.00
H1.Z11,I3,2018,8700,0,0.00
H1.Z11,I3,2019,8760,0,0.00
H1.Z11,I3,2020,8784,0,0.00
H1.Z11,I3,2021,8760,0,0.00
H1.Z11,I3,2022,8760,0,0.00
H1.Z11,I3,2023,8759,0,0.00
H1.Z11,P,2017,1,0,0.00
H1.Z11,P,2018,8760,0,0.00
H1.Z11,P,2019,8760,0,0.00
H1.Z11,P,2020,8784,0,0.00
H1.Z11,P,2021,8760,0,0.00
H1.Z11,P,2022,8760,0,0.00
H1.Z11,P,2023,8759,0,0.00
H1.Z11,P1,2017,1,0,0.00
H1.Z11,P1,2018,8760,0,0.00
H1.Z11,P1,2019,8760,0,0.00
H1.Z11,P1,2020,8784,0,0.00
H1.Z11,P1,2021,8760,0,0.00
H1.Z11,P1,2022,8760,0,0.00
H1.Z11,P1,2023,8759,0,0.00
H1.Z11,P2,2017,1,0,0.00
H1.Z11,P2,2018,8760,0,0.00
H1.Z11,P2,2019,8760,0,0.00
H1.Z11,P2,2020,8784,0,0.00
H1.Z11,P2,2021,8760,0,0.00
H1.Z11,P2,2022,8760,0,0.00
H1.Z11,P2,2023,8759,0,0.00
H1.Z11,P3,2018,8700,0,0.00
H1.Z11,P3,2019,8760,0,0.00
H1.Z11,P3,2020,8784,0,0.00
H1.Z11,P3,2021,8760,0,0.00
H1.Z11,P3,2022,8760,0,0.00
H1.Z11,P3,2023,8759,0,0.00
H1.Z11,PF,2017,1,0,0.00
H1.Z11,PF,2018,8760,0,0.00
H1.Z11,PF,2019,8760,0,0.00
H1.Z11,PF,2020,8784,0,0.00
H1.Z11,PF,2021,8760,0,0.00
H1.Z11,PF,2022,8760,0,0.00
H1.Z11,PF,2023,8759,0,0.00
H1.Z11,PF1,2017,1,0,0.00
H1.Z11,PF1,2018,8760,0,0.00
H1.Z11,PF1,2019,8760,0,0.00
H1.Z11,PF1,2020,8784,0,0.00
H1.Z11,PF1,2021,8760,0,0.00
H1.Z11,PF1,2022,8760,0,0.00
H1.Z11,PF1,2023,8759,0,0.00
H1.Z11,PF2,2017,1,0,0.00
H1.Z11,PF2,2018,8760,0,0.00
H1.Z11,PF2,2019,8760,0,0.00
H1.Z11,PF2,2020,8784,0,0.00
H1.Z11,PF2,2021,8760,0,0.00
H1.Z11,PF2,2022,8760,0,0.00
H1.Z11,PF2,2023,8759,0,0.00
H1.Z11,PF3,2018,8700,0,0.00
H1.Z11,PF3,2019,8760,0,0.00
H1.Z11,PF3,2020,8784,0,0.00
H1.Z11,PF3,2021,8760,0,0.00
H1.Z11,PF3,2022,8760,0,0.00
H1.Z11,PF3,2023,8759,0,0.00
H1.Z11,Q,2017,1,0,0.00
H1.Z11,Q,2018,8760,0,0.00
H1.Z11,Q,2019,8760,0,0.00
H1.Z11,Q,2020,8784,0,0.00
H1.Z11,Q,2021,8760,0,0.00
H1.Z11,Q,2022,8760,0,0.00
H1.Z11,Q,2023,8759,0,0.00
H1.Z11,U1,2017,1,0,0.00
H1.Z11,U1,2018,8760,0,0.00
H1.Z11,U1,2019,8760,0,0.00
H1.Z11,U1,2020,8784,0,0.00
H1.Z11,U1,2021,8760,0,0.00
H1.Z11,U1,2022,8760,0,0.00
H1.Z11,U1,2023,8759,0,0.00
H1.Z11,U2,2017,1,0,0.00
H1.Z11,U2,2018,8760,0,0.00
H1.Z11,U2,2019,8760,0,0.00
H1.Z11,U2,2020,8784,0,0.00
H1.Z11,U2,2021,8760,0,0.00
H1.Z11,U2,2022,8760,0,0.00
H1.Z11,U2,2023,8759,0,0.00
H1.Z11,U3,2017,1,0,0.00
H1.Z11,U3,2018,8760,0,0.00
H1.Z11,U3,2019,8760,0,0.00
H1.Z11,U3,2020,8784,0,0.00
H1.Z11,U3,2021,8760,0,0.00
H1.Z11,U3,2022,8760,0,0.00
H1.Z11,U3,2023,8759,0,0.00
H1.Z11,W,2018,8760,0,0.00
H1.Z11,W,2019,8760,0,0.00
H1.Z11,W,2020,8784,0,0.00
H1.Z11,W,2021,8760,0,0.00
H1.Z11,W,2022,8760,0,0.00
H1.Z11,W,2023,8760,0,0.00
H1.Z11,W,2024,1,0,0.00
H1.Z11,WQ,2018,8760,0,0.00
H1.Z11,WQ,2019,8760,0,0.00
H1.Z11,WQ,2020,8784,0,0.00
H1.Z11,WQ,2021,8760,0,0.00
H1.Z11,WQ,2022,8760,0,0.00
H1.Z11,WQ,2023,8760,0,0.00
H1.Z11,WQ,2024,1,0,0.00
H1.Z11,WQ_in,2018,8760,0,0.00
H1.Z11,WQ_in,2019,8760,0,0.00
H1.Z11,WQ_in,2020,8784,0,0.00
H1.Z11,WQ_in,2021,8760,0,0.00
H1.Z11,WQ_in,2022,8760,0,0.00
H1.Z11,WQ_in,2023,8759,0,0.00
H1.Z11,WQ_out,2018,8239,0,0.00
H1.Z11,WQ_out,2019,8760,0,0.00
H1.Z11,WQ_out,2020,8784,0,0.00
H1.Z11,WQ_out,2021,8760,0,0.00
H1.Z11,WQ_out,2022,8760,0,0.00
H1.Z11,WQ_out,2023,8759,0,0.00
H1.Z11,W_in,2018,8760,0,0.00
H1.Z11,W_in,2019,8760,0,0.00
H1.Z11,W_in,2020,8784,0,0.00
H1.Z11,W_in,2021,8760,0,0.00
H1.Z11,W_in,2022,8760,0,0.00
H1.Z11,W_in,2023,8759,0,0.00
H1.Z11,W_out,2018,8239,0,0.00
H1.Z11,W_out,2019,8760,0,0.00
H1.Z11,W_out,2020,8784,0,0.00
H1.Z11,W_out,2021,8760,0,0.00
H1.Z11,W_out,2022,8760,0,0.00
H1.Z11,W_out,2023,8759,0,0.00
H1.Z11,f,2017,1,0,0.00
H1.Z11,f,2018,8760,0,0.00
H1.Z11,f,2019,8760,0,0.00
H1.Z11,f,2020,8784,0,0.00
H1.Z11,f,2021,8760,0,0.00
H1.Z11,f,2022,8760,0,0.00
H1.Z11,f,2023,8759,0,0.00
H1.Z12,I1,2017,1,0,0.00
H1.Z12,I1,2018,8760,0,0.00
H1.Z12,I1,2019,8760,0,0.00
H1.Z12,I1,2020,8784,0,0.00
H1.Z12,I1,2021,8760,0,0.00
H1.Z12,I1,2022,8760,0,0.00
H1.Z12,I1,2023,8759,0,0.00
H1.Z12,I2,2017,1,0,0.00
H1.Z12,I2,2018,8760,0,0.00
H1.Z12,I2,2019,8760,0,0.00
H1.Z12,I2,2020,8784,0,0.00
H1.Z12,I2,2021,8760,0,0.00
H1.Z12,I2,2022,8760,0,0.00
H1.Z12,I2,2023,8759,0,0.00
H1.Z12,I3,2017,1,0,0.00
H1.Z12,I3,2018,8760,0,0.00
H1.Z12,I3,2019,8760,0,0.00
H1.Z12,I3,2020,8784,0,0.00
H1.Z12,I3,2021,8760,0,0.00
H1.Z12,I3,2022,8760,0,0.00
H1.Z12,I3,2023,8759,0,0.00
H1.Z12,P,2017,1,0,0.00
H1.Z12,P,2018,8760,0,0.00
H1.Z12,P,2019,8760,0,0.00
H1.Z12,P,2020,8784,0,0.00
H1.Z12,P,2021,8760,0,0.00
H1.Z12,P,2022,8760,0,0.00
H1.Z12,P,2023,8759,0,0.00
H1.Z12,P1,2017,1,0,0.00
H1.Z12,P1,2018,8760,0,0.00
