meter_urn,measurement,count,mean,std,min,max,zero_ratio
H3.Z49,PF2,30697,0.2578529380823965,0.162346778415271,0.117,0.8756166666666666,0.0
H2.Z69,PF3,52584,0.5425430010656539,0.039296553738687214,0.4545333333333333,0.7696416666666667,0.0
H3.ZE41,P2,15686,1606.9566109060663,856.5025548920531,641.0144524417708,5257.424301570707,0.0
H1.Z310,PF3,30817,-0.49489390443871756,0.47834414620225635,-1.0000000019690696,-0.001159707393502,0.0
H2.Z65,U2,52584,231.27095929333322,1.6550934707717835,224.11916666666667,237.58083333333332,0.0
H2.Z361,P3,28861,19696.02607453839,12614.685868393222,-41682.97371681788,48448.637910062615,0.0
H2.Z67,U3,52584,232.31833527605167,1.5812768238455228,226.04529846418936,237.6875,0.0
H2.ZE67,P2,15585,565.1296141757433,837.9159096427356,-0.7343946302722378,4636.805329173467,0.00012832852101379532
H1.Z25,PF,52584,0.9642322917336063,0.045574687240207815,-0.1902521811060089,1.0,0.0
H3.Z40,W_out,49886,158.6130265004239,78.41600766089525,0.0,197.38,0.1964078098063585
H1.Z19,f,52584,50.04056932388776,0.01514821000572283,49.46060658914728,50.12075,0.0
H2.Z67,PF1,52584,0.8039444855681281,0.1057185554166647,0.0,0.8979416666666666,0.013673360718089153
H3.ZE44,P,15686,3679.0763015199886,4337.283682692341,-36.35108697934829,21787.69744579399,0.0
H3.ZE43,W,15685,28311.472709057736,17436.99121420348,10.019184500558216,63206.16760856787,0.0
H3.ZE41,U3,15686,231.9388901033151,1.557920116755389,225.59265935190908,237.31538125043772,0.0
H1.Z16,P3,52523,215.64524952931814,981.3417599684673,0.0,12599.147666666666,0.919235382594292
H3.Z42,U3,51840,231.92617393851418,1.6389650762555554,225.4275,237.51916666666665,0.0
H4.Z50,I1,47991,7.036147208409199,10.078908397897694,0.5871111111111111,72.5685,0.0
H1.Z13,U1,52584,229.849822252279,1.6787299065361168,222.37166666666664,235.96189919565543,0.0
H3.Z71,PF3,52584,0.933669378203482,0.020175582013180468,0.5668666666666666,0.9767333333333332,0.0
H1.Z25,PF3,52584,-0.025988746197477874,0.5477504780645912,-0.8946833333333333,0.9988916666666668,0.1362201430092804
H1.Z29,W_out,52583,1793921.1802839665,897142.4640971546,227754.9408,3385109.546167286,0.0
H1.Z23,P1,52584,957.2769693918027,2791.6780630052594,-2.684,40479.564,0.17488209341244484
H1.Z10,I1,52584,6.015760620603142,3.8171013046517848,0.098,45.43983333333333,0.0
H2.ZE64,W,15584,83464.33129465602,46725.66769314256,3371.3269411764704,180986.83952092112,0.0
H1.W12,qv,52584,8.140529649318767,8.100228053663779,0.0,17.89791666666667,0.47807317815305034
H3.Z46,WQ_out,52584,66895.82782563855,30006.38854731177,9933.51,113705.35330875,0.0
H3.Z43,I2,51840,8.822885444647094,5.060078084838056,0.0069166666666666,24.067781846978026,0.0
H1.Z23,P,52584,2481.004283239344,8717.516337738436,-0.38125,122604.8306065493,0.17298037425832952
H1.Z24,P3,52584,1182.148235363673,2063.587879361753,-65.31616666666667,19160.457166666667,0.13393808002434202
H1.Z13,PF2,52584,0.7065381057987449,0.07261585107834397,0.4160333333333333,0.9071166666666668,0.0
H2.Z35,W,52585,1896509.6023938034,618797.6862035703,306935.11,2322042.64,0.0
H2.Z351,I1,28861,102.27022824866249,31.34752118893637,11.833633196859676,218.16742279873716,0.0
H2.Z62,I1,52584,3.4254122385075654,5.591632852176086,0.0,25.675416666666667,0.0012361174501749582
H1.ZE20,PF,9519,-0.09649233381495706,0.7068838865213256,-1.000325469021059,1.0108751285873891,0.0
H2.ZE65,P3,15056,3684.161899558492,1731.8438872344877,-5028.96016662724,7758.414273862803,0.0
H3.Z71,P,52584,7919.243590309688,874.2908016450797,11.695734974050572,17497.25927414885,0.0
H3.Z71,W_out,52554,0.0,0.0,0.0,0.0,1.0
H3.Z43,U3,51840,232.10268328829582,1.6473765325064826,225.59666666666664,237.72916666666663,0.0
H2.ZE67,f,15585,50.000067863112925,0.009516017669599464,49.94868676281321,50.06661833860609,0.0
H1.Z22,I2,52584,1.0362391391057633,2.1724157847193166,-1.1564823173178714e-19,57.20018314628818,0.042807698159135855
H3.Z43,PF2,51840,0.7044732558252561,0.0253200369740832,-0.1974666666666666,0.765825,0.0
