candidate,kind,validation_rows,validation_mae,validation_rmse,validation_mape,validation_smape,validation_bias,validation_non_gateway_rows,validation_non_gateway_mae,validation_non_gateway_rmse,validation_non_gateway_mape,validation_non_gateway_smape,validation_non_gateway_bias,test_rows,test_mae,test_rmse,test_mape,test_smape,test_bias,test_non_gateway_rows,test_non_gateway_mae,test_non_gateway_rmse,test_non_gateway_mape,test_non_gateway_smape,test_non_gateway_bias,target_id,feature_count,fit_seconds,selection_priority
ridge_robust_alpha_10,learned,8760,3833.3349031080293,7609.356428246275,25.73231865567298,22.14280703797624,-212.9942859377677,7104,3335.9254705076587,6906.702053652248,25.839569744582985,22.35109610431246,-90.22970821976142,8759,2833.4030395218383,4894.894451904726,33.64803550327905,27.2185263527193,157.99559743960262,8759,2833.4030395218383,4894.894451904726,33.64803550327905,27.2185263527193,157.99559743960262,T1_group__central_cooling__P,53,0.0881052017211914,2
ridge_alpha_10,learned,8760,3833.6179383413323,7608.57233380493,25.741902580418554,22.151822402059054,-211.98388703559326,7104,3336.3321225325767,6906.249569968742,25.848777152679954,22.36057445637773,-89.43539183703103,8759,2833.8920084878873,4894.936467570775,33.6606531605368,27.232641528176178,158.1816101251625,8759,2833.8920084878873,4894.936467570775,33.6606531605368,27.232641528176178,158.1816101251625,T1_group__central_cooling__P,53,0.028496742248535156,2
ridge_alpha_1,learned,8760,3834.982891926276,7614.07516569634,25.731164478842476,22.16501726769315,-218.1395376594307,7104,3336.7375838308853,6909.068434623944,25.838921342331055,22.372489765529167,-93.26572832188063,8759,2837.021884927453,4895.535560260062,33.735810619161036,27.29706071931663,162.79240055071227,8759,2837.021884927453,4895.535560260062,33.735810619161036,27.29706071931663,162.79240055071227,T1_group__central_cooling__P,53,0.028031110763549805,2
ridge_robust_alpha_1,learned,8760,3835.045221576434,7614.356361074939,25.730456978153132,22.16496725940182,-218.38451209562007,7104,3336.749762954696,6909.235743576285,25.838198358926213,22.372312599575945,-93.43342898130491,8759,2837.0690974870095,4895.581541836242,33.73651280143,27.297494994607757,162.89231587655945,8759,2837.0690974870095,4895.581541836242,33.73651280143,27.297494994607757,162.89231587655945,T1_group__central_cooling__P,53,0.06308984756469727,2
ridge_alpha_0.1,learned,8760,3835.7284232229026,7615.832060033908,25.73170565560637,22.171470603975987,-219.51691187072012,7104,3337.205273153918,6910.139394636639,25.83942164518984,22.37852494589852,-94.12165347786431,8759,2837.939529339553,4895.97829129846,33.75486471304895,27.314705657092414,163.8863110148288,8759,2837.939529339553,4895.97829129846,33.75486471304895,27.314705657092414,163.8863110148288,T1_group__central_cooling__P,53,0.05895543098449707,2
ridge_robust_alpha_0.1,learned,8760,3835.739827723824,7615.869009039915,25.731638727143736,22.171497672452425,-219.54549801610716,7104,3337.210460759723,6910.162398846211,25.83935027123686,22.378535942706414,-94.14085683629803,8759,2837.947773618569,4895.98612877298,33.75500185032116,27.31481762014592,163.90060411957433,8759,2837.947773618569,4895.98612877298,33.75500185032116,27.31481762014592,163.90060411957433,T1_group__central_cooling__P,53,0.05824422836303711,2
ridge_robust_alpha_100,learned,8760,3839.48413850142,7616.714275709059,25.7730210235926,22.136553927242915,-210.34656849719255,7104,3342.669775910727,6915.031452471919,25.883812207848273,22.351955771424276,-90.6995014676466,8759,2831.490053597608,4901.646802202641,33.5506278470431,27.133447892967222,148.070469469003,8759,2831.490053597608,4901.646802202641,33.5506278470431,27.133447892967222,148.070469469003,T1_group__central_cooling__P,53,0.05855512619018555,2
ridge_alpha_100,learned,8760,3841.397032921102,7612.77851470411,25.835922000971106,22.209636045053152,-206.80298231275603,7104,3345.166108773757,6911.649581555564,25.9486828174217,22.433075391623223,-87.00064993886082,8759,2835.25808086263,4900.556631030817,33.66230616632808,27.236837136911813,153.19618759031948,8759,2835.25808086263,4900.556631030817,33.66230616632808,27.236837136911813,153.19618759031948,T1_group__central_cooling__P,53,0.027067184448242188,2
ridge_alpha_1000,learned,8760,3947.9517976540355,7704.346072885015,26.943514922597583,23.11547629972036,-206.10519272474946,7104,3447.033606990034,6998.988602933056,27.154201998261634,23.496519620418972,-91.85135120285327,8759,2889.088620563944,4975.097110059864,34.82222173506813,28.252114400180762,137.97476846367493,8759,2889.088620563944,4975.097110059864,34.82222173506813,28.252114400180762,137.97476846367493,T1_group__central_cooling__P,53,0.03070688247680664,2
last_value,baseline,8760,4136.741586809643,9101.634688038863,22.159751243328294,19.554900271089693,-0.5759323059360807,7104,3551.068489794681,8263.171938776775,21.75052164606772,19.225076801172452,5.382723958333341,8759,3064.0874034478275,5846.01497774443,27.14782666778417,22.563593733476388,0.22411092766452625,8759,3064.0874034478275,5846.01497774443,27.14782666778417,22.563593733476388,0.22411092766452625,T1_group__central_cooling__P,53,0.0,0
seasonal_24h,baseline,8760,8631.900145260961,16024.126548277443,51.42080387151601,35.35764883183557,-8.816997471274057,7104,7203.764463667737,14391.08095619401,49.989494375187995,34.05143107430872,274.14034457228746,8759,5027.616662229423,10138.710477465924,45.42771359959307,30.718094440273568,-0.06447038029307874,8759,5027.616662229423,10138.710477465924,45.42771359959307,30.718094440273568,-0.06447038029307874,T1_group__central_cooling__P,53,0.0,1
seasonal_168h,baseline,8760,12065.602898633135,17974.346636329487,93.05487535476256,57.46862470954852,-52.79462315330199,7104,10655.494571229774,16135.932500707322,96.05233531317184,57.2545680860822,1186.6201298882681,8759,6903.3573556254705,12964.538284762228,71.99537140821177,45.69401594146306,-14.7206444713486,8759,6903.3573556254705,12964.538284762228,71.99537140821177,45.69401594146306,-14.7206444713486,T1_group__central_cooling__P,53,0.0,1
