day_label,hour,P,Tdiff,Trl,Tvl,V,W,qv,weekday
12/11(월),1,23844.83333333333,2612.083333333333,66.36666666666666,68.9,440073040.0,5596490.0,9.719666666666669,0.0
12/11(월),2,135832.66666666666,7319.75,63.49166666666667,70.725,440082470.0,5596510.0,16.37316666666667,0.0
12/11(월),3,157387.16666666666,8399.666666666666,64.19166666666666,72.70833333333333,440099090.0,5596640.0,13.397416666666668,0.0
12/11(월),4,174556.83333333334,9091.75,63.68333333333333,72.95,440112840.0,5596810.0,16.94466666666667,0.0
12/11(월),5,178762.08333333334,9318.75,65.88333333333334,75.24166666666666,440129920.0,5596980.0,16.529333333333337,0.0
12/11(월),6,92283.33333333331,5484.333333333333,63.025,68.56666666666666,440146310.0,5597160.0,13.125750000000004,0.0
12/11(월),7,292368.0,15485.416666666666,64.04166666666667,79.64166666666667,440159300.0,5597250.0,16.576000000000004,0.0
12/11(월),8,94888.75,5026.833333333333,64.00833333333334,69.05,440175980.0,5597550.0,15.26816666666667,0.0
12/11(월),9,153729.08333333334,8019.166666666667,63.90833333333333,71.89166666666667,440191010.0,5597640.0,16.90266666666667,0.0
12/11(월),10,147874.66666666666,7742.333333333333,67.11666666666666,74.9,440208090.0,5597800.0,16.431333333333335,0.0
12/11(월),11,4904.833333333333,7166.5,58.9,66.19166666666666,440224190.0,5597940.0,1.6870000000000005,0.0
12/11(월),12,155208.83333333334,8081.333333333333,66.60833333333333,74.775,440226110.0,5597950.0,16.55266666666667,0.0
12/11(월),13,1579.4166666666667,1576.6666666666667,65.49166666666666,67.03333333333333,440242580.0,5598100.0,8.069916666666668,0.0
12/11(월),14,206.33333333333331,134.33333333333334,60.65833333333333,60.65833333333333,440250970.0,5598100.0,10.121000000000002,0.0
12/11(월),15,193227.91666666663,10224.5,62.86666666666667,73.31666666666666,440260620.0,5598100.0,13.116833333333338,0.0
12/11(월),16,50699.083333333336,2942.75,63.35,66.25833333333334,440274220.0,5598300.0,12.244750000000003,0.0
12/11(월),17,159711.41666666666,8331.916666666666,64.16666666666667,72.65833333333333,440286760.0,5598350.0,16.688000000000002,0.0
12/11(월),18,113966.33333333331,7587.0,61.475,69.15833333333333,440303370.0,5598510.0,8.842833333333337,0.0
12/11(월),19,162584.66666666666,8528.166666666666,68.28333333333333,76.65,440312250.0,5598620.0,16.41266666666667,0.0
