day_label,hour,P,Tdiff,Trl,Tvl,V,W,qv,weekday
12/11(월),1,4147.5,-336.75,7.125,6.741666666666666,429668600.0,418200.0,10.873333333333337,0.0
12/11(월),2,4249.166666666667,-340.1666666666667,7.2,6.825,429679600.0,418200.0,10.873333333333337,0.0
12/11(월),3,4175.833333333333,-331.5833333333333,7.225,6.825,429690600.0,418200.0,10.943333333333335,0.0
12/11(월),4,4257.5,-342.0,7.341666666666667,6.908333333333333,429701600.0,418200.0,10.826666666666672,0.0
12/11(월),5,4175.0,-333.3333333333333,7.316666666666666,6.908333333333333,429712600.0,418200.0,10.675000000000004,0.0
12/11(월),6,4149.166666666667,-329.9166666666667,7.358333333333333,6.941666666666666,429723600.0,418200.0,10.861666666666672,0.0
12/11(월),7,4612.5,-361.1666666666667,7.325,6.975,429734500.0,418200.0,11.00166666666667,0.0
12/11(월),8,3541.6666666666665,-288.6666666666667,7.258333333333334,6.875,429745600.0,418200.0,10.686666666666673,0.0
12/11(월),9,4321.666666666667,-334.75,7.325,7.05,429756600.0,418200.0,10.920000000000003,0.0
12/11(월),10,6596.666666666667,-397.5,7.7,7.3,429767700.0,418200.0,11.03666666666667,0.0
12/11(월),11,4549.166666666667,-366.4166666666667,7.191666666666666,6.816666666666666,429778800.0,418300.0,11.03666666666667,0.0
12/11(월),12,4770.0,-376.3333333333333,7.475,7.05,429790000.0,418300.0,11.07166666666667,0.0
12/11(월),13,6387.5,-497.6666666666667,7.241666666666666,6.625,429801100.0,418300.0,11.025000000000004,0.0
12/11(월),14,4224.166666666667,-333.3333333333333,7.158333333333333,6.9,429812200.0,418300.0,10.803333333333338,0.0
12/11(월),15,4503.333333333333,-360.5,7.383333333333334,6.958333333333333,429823200.0,418300.0,10.838333333333338,0.0
12/11(월),16,5200.833333333333,-405.5,7.358333333333333,6.891666666666667,429834300.0,418300.0,10.955000000000004,0.0
12/11(월),17,4745.833333333333,-379.3333333333333,7.291666666666667,6.858333333333333,429845300.0,418300.0,10.96666666666667,0.0
12/11(월),18,5183.333333333333,-412.8333333333333,7.358333333333333,6.891666666666667,429856400.0,418300.0,11.00166666666667,0.0
12/11(월),19,4950.833333333333,-386.75,7.308333333333334,6.9,429867400.0,418300.0,11.01333333333334,0.0
12/11(월),20,4969.166666666667,-393.5833333333333,7.283333333333333,6.908333333333333,429878500.0,418300.0,11.025000000000004,0.0
12/11(월),21,4437.5,-347.5833333333333,7.341666666666667,6.925,429889600.0,418300.0,10.920000000000003,0.0
12/11(월),22,4721.666666666667,-376.8333333333333,7.283333333333333,6.833333333333333,429900600.0,418300.0,11.025000000000004,0.0
12/11(월),23,4609.166666666667,-362.0833333333333,7.383333333333334,6.925,429911600.0,418300.0,10.710000000000004,0.0
12/12(화),0,4370.0,-342.0833333333333,7.383333333333334,6.983333333333333,429922600.0,418300.0,10.873333333333337,1.0
12/12(화),1,4474.166666666667,-357.5833333333333,7.291666666666667,6.841666666666667,429933600.0,418300.0,10.733333333333338,1.0
12/12(화),2,4549.166666666667,-363.3333333333333,7.291666666666667,6.9,429944600.0,418300.0,10.838333333333338,1.0
12/12(화),3,4357.5,-352.6666666666667,7.225,6.858333333333333,429955600.0,418300.0,10.896666666666672,1.0
12/12(화),4,4398.333333333333,-351.0,7.258333333333334,6.933333333333334,429966600.0,418300.0,10.850000000000003,1.0
12/12(화),5,4439.166666666667,-353.9166666666667,7.4,6.991666666666666,429977600.0,418300.0,10.745000000000005,1.0
12/12(화),6,4496.666666666667,-359.5833333333333,7.333333333333333,6.991666666666666,429988500.0,418300.0,10.780000000000005,1.0
12/12(화),7,4700.833333333333,-375.5833333333333,7.375,6.975,429999600.0,418400.0,11.03666666666667,1.0
12/12(화),8,935.8333333333334,-87.83333333333333,7.091666666666667,6.966666666666667,430010700.0,418400.0,10.54666666666667,1.0
12/12(화),9,3778.3333333333335,-305.8333333333333,7.1,6.725,430021500.0,418400.0,10.803333333333338,1.0
12/12(화),10,4909.166666666667,-378.8333333333333,7.316666666666666,6.85,430032500.0,418400.0,11.00166666666667,1.0
12/12(화),11,4480.833333333333,-355.8333333333333,7.225,6.908333333333333,430043500.0,418400.0,11.03666666666667,1.0
12/12(화),12,3540.833333333333,-290.25,7.183333333333334,6.9,430054700.0,418400.0,10.65166666666667,1.0
12/12(화),13,4294.166666666667,-340.75,7.266666666666667,6.883333333333334,430065600.0,418400.0,10.873333333333337,1.0
12/12(화),14,5138.333333333333,-398.5,7.291666666666667,6.908333333333333,430076500.0,418400.0,11.083333333333336,1.0
12/12(화),15,5055.833333333333,-400.3333333333333,7.25,6.891666666666667,430087700.0,418400.0,11.106666666666673,1.0
12/12(화),16,5663.333333333333,-435.5833333333333,7.358333333333333,6.841666666666667,430098800.0,418400.0,11.246666666666671,1.0
12/12(화),17,5792.5,-448.0,7.383333333333334,6.891666666666667,430110100.0,418400.0,11.188333333333338,1.0
12/12(화),18,5000.833333333333,-393.4166666666667,7.341666666666667,6.816666666666666,430121400.0,418400.0,10.955000000000004,1.0
12/12(화),19,5454.166666666667,-430.5833333333333,7.375,6.9,430132500.0,418400.0,11.118333333333338,1.0
12/12(화),20,5534.166666666667,-429.9166666666667,7.4,6.925,430143600.0,418400.0,11.28166666666667,1.0
12/12(화),21,4970.833333333333,-395.4166666666667,7.341666666666667,6.891666666666667,430154900.0,418400.0,11.00166666666667,1.0
12/12(화),22,4950.0,-394.8333333333333,7.366666666666666,6.958333333333333,430165900.0,418400.0,11.03666666666667,1.0
12/12(화),23,4505.833333333333,-369.8333333333333,7.275,6.85,430177100.0,418400.0,10.803333333333338,1.0
12/13(수),0,5069.166666666667,-398.1666666666667,7.241666666666666,6.891666666666667,430188100.0,418400.0,11.07166666666667,2.0
12/13(수),1,4541.666666666667,-366.9166666666667,7.291666666666667,6.9,430199200.0,418400.0,10.873333333333337,2.0
12/13(수),2,4798.333333333333,-379.3333333333333,7.3,6.9,430210200.0,418400.0,11.00166666666667,2.0
12/13(수),3,4660.0,-375.25,7.308333333333334,6.908333333333333,430221300.0,418400.0,10.885000000000003,2.0
12/13(수),4,4805.0,-381.5,7.291666666666667,6.891666666666667,430232200.0,418500.0,11.025000000000004,2.0
12/13(수),5,4491.666666666667,-359.5,7.383333333333334,6.925,430243300.0,418500.0,10.873333333333337,2.0
12/13(수),6,5027.5,-394.9166666666667,7.375,6.9,430254400.0,418500.0,11.04833333333334,2.0
12/13(수),7,4390.0,-352.25,7.241666666666666,6.908333333333333,430265500.0,418500.0,10.896666666666672,2.0
