feature,n_total,n_anomaly,ratio,residual_max,residual_min,upper,lower,null_ratio
Tdiff,52583,1137,2.162295799022498,17160.71406400745,-16809.926564833415,6274.233454687698,-6272.339398013145,0.0
Tvl,52529,1139,2.1683260675055682,15.236767960391592,-13.083335848903403,6.576669172895914,-6.577234398422779,0.10269478728866745
Trl,52526,859,1.6353805734303013,12.965194962690873,-10.964123631235033,5.498052980162501,-5.498358422770068,0.10840005324914896
P,52526,1085,2.0656436812245365,91924.88794504393,-84839.08129476219,41783.249855353984,-41782.75428483163,0.10840005324914896
