feature,n_total,n_anomaly,ratio,residual_max,residual_min,upper,lower,null_ratio
Tdiff,52583,366,0.696042447178746,22335.22647064118,-15103.544255134258,8426.044656466194,-8426.55258689287,0.0
qv,52583,1373,2.6111100545803776,16.27433924550974,-15.366399231510226,9.82049577958458,-9.820308269818664,0.0
Tvl,52583,846,1.60888500085579,57.949907515048196,-50.18789545189072,28.70447839929905,-28.70462320516016,0.0
Trl,52583,985,1.8732289903581005,42.97163676396876,-43.85896853158292,25.138561274804484,-25.13803617937285,0.0
P,52583,614,1.167677766578552,259360.07309293194,-264693.5685932351,177714.96333157763,-177722.0643163,0.0
