ts,meter_urn,measurement,value,lstm_flag,if_flag,iqr_flag,score,label
2018-08-15 09:00:00+00:00,V.Z81,PF,0.9724585517744224,0,1,0,1,주의
2018-08-15 10:00:00+00:00,V.Z81,PF,0.9939608115845774,0,1,0,1,주의
2018-08-15 11:00:00+00:00,V.Z81,PF,0.9932088330056932,0,1,0,1,주의
2018-08-15 12:00:00+00:00,V.Z81,PF,0.9925695818993776,0,1,0,1,주의
2018-08-15 13:00:00+00:00,V.Z81,PF,0.9871839141183428,0,1,0,1,주의
2018-08-15 14:00:00+00:00,V.Z81,PF,0.977801031136326,0,1,0,1,주의
2018-08-15 15:00:00+00:00,V.Z81,PF,0.9921602572997418,0,1,0,1,주의
2018-08-15 16:00:00+00:00,V.Z81,PF,0.9913842626412708,0,1,0,1,주의
2018-08-15 17:00:00+00:00,V.Z81,PF,0.9610172588129846,0,1,0,1,주의
2018-08-15 18:00:00+00:00,V.Z81,PF,0.9345799218118194,0,1,0,1,주의
2018-08-15 19:00:00+00:00,V.Z81,PF,0.91818949992458,0,1,0,1,주의
2018-08-15 20:00:00+00:00,V.Z81,PF,0.9066847367088005,0,1,0,1,주의
2018-08-15 21:00:00+00:00,V.Z81,PF,0.9095524363219736,0,1,0,1,주의
2018-08-15 22:00:00+00:00,V.Z81,PF,0.8988175345875854,0,1,0,1,주의
2018-08-15 23:00:00+00:00,V.Z81,PF,0.895248414874077,0,1,0,1,주의
2018-08-16 00:00:00+00:00,V.Z81,PF,0.8943183738986659,0,1,0,1,주의
2018-08-16 01:00:00+00:00,V.Z81,PF,0.8930024961630494,0,1,0,1,주의
2018-08-16 02:00:00+00:00,V.Z81,PF,0.8926428718662863,0,1,0,1,주의
2018-08-16 03:00:00+00:00,V.Z81,PF,0.8927559154232336,0,1,0,1,주의
2018-08-16 04:00:00+00:00,V.Z81,PF,0.8940377906958263,0,1,0,1,주의
2018-08-16 05:00:00+00:00,V.Z81,PF,0.9051253578066828,0,1,0,1,주의
2018-08-16 06:00:00+00:00,V.Z81,PF,0.9222747136652474,0,1,0,1,주의
2018-08-16 07:00:00+00:00,V.Z81,PF,0.9547088120381032,0,1,0,1,주의
2018-08-16 08:00:00+00:00,V.Z81,PF,0.9825172386566796,0,1,0,1,주의
2018-08-16 09:00:00+00:00,V.Z81,PF,0.9935253805915512,0,1,0,1,주의
2018-08-16 10:00:00+00:00,V.Z81,PF,0.9924197197953858,0,1,0,1,주의
2018-08-16 11:00:00+00:00,V.Z81,PF,0.9901526782910038,0,1,0,1,주의
2018-08-16 12:00:00+00:00,V.Z81,PF,0.9877601955831052,0,1,0,1,주의
2018-08-16 13:00:00+00:00,V.Z81,PF,0.9674561977386472,0,1,0,1,주의
2018-08-16 14:00:00+00:00,V.Z81,PF,0.970394155929486,0,1,0,1,주의
2018-08-16 15:00:00+00:00,V.Z81,PF,0.9684582313398522,0,1,0,1,주의
2018-08-16 16:00:00+00:00,V.Z81,PF,0.9643242605527244,0,1,0,1,주의
2018-08-16 17:00:00+00:00,V.Z81,PF,0.9371908818185328,0,1,0,1,주의
2018-08-16 18:00:00+00:00,V.Z81,PF,0.7891084006428718,0,1,0,1,주의
2018-08-16 19:00:00+00:00,V.Z81,PF,0.7449472823739054,0,1,0,1,주의
2018-08-17 10:00:00+00:00,V.Z81,PF,0.9671211236408612,0,1,0,1,주의
2018-08-17 11:00:00+00:00,V.Z81,PF,0.9749052155514556,0,1,0,1,주의
2018-08-17 12:00:00+00:00,V.Z81,PF,0.9764193017284072,0,1,0,1,주의
2018-08-17 13:00:00+00:00,V.Z81,PF,0.972973818282287,0,1,0,1,주의
2018-08-17 14:00:00+00:00,V.Z81,PF,0.9731466565439708,0,1,0,1,주의
2018-08-17 15:00:00+00:00,V.Z81,PF,0.9642842743131844,0,1,0,1,주의
2018-08-17 16:00:00+00:00,V.Z81,PF,0.9600778651899764,0,1,0,1,주의
2018-08-19 17:00:00+00:00,V.Z81,PF,0.9768555503090234,0,1,0,1,주의
2018-08-19 18:00:00+00:00,V.Z81,PF,0.9715917279322944,0,1,0,1,주의
2018-08-19 19:00:00+00:00,V.Z81,PF,0.969053450077772,0,1,0,1,주의
2018-08-19 20:00:00+00:00,V.Z81,PF,0.96364152615269,0,1,0,1,주의
2018-08-19 21:00:00+00:00,V.Z81,PF,0.9610489332675936,0,1,0,1,주의
2018-08-19 22:00:00+00:00,V.Z81,PF,0.957035870610236,0,1,0,1,주의
2018-08-20 00:00:00+00:00,V.Z81,PF,0.9579584819078438,0,1,0,1,주의
2018-08-20 01:00:00+00:00,V.Z81,PF,0.9555485800902048,0,1,0,1,주의
2018-08-20 02:00:00+00:00,V.Z81,PF,0.9567282747906264,0,1,0,1,주의
2018-08-20 03:00:00+00:00,V.Z81,PF,0.9451649513343966,0,1,0,1,주의
2018-08-20 04:00:00+00:00,V.Z81,PF,0.941277415603399,0,1,0,1,주의
2018-08-20 05:00:00+00:00,V.Z81,PF,0.9569472095866997,0,1,0,1,주의
2018-08-20 06:00:00+00:00,V.Z81,PF,0.9672941130896402,0,1,0,1,주의
2018-08-20 07:00:00+00:00,V.Z81,PF,0.9884459178646404,0,1,0,1,주의
2018-08-20 08:00:00+00:00,V.Z81,PF,0.9817550446093076,0,1,0,1,주의
2018-08-20 09:00:00+00:00,V.Z81,PF,0.9941055555144944,0,1,0,1,주의
2018-08-20 10:00:00+00:00,V.Z81,PF,0.9932592183517088,0,1,0,1,주의
2018-08-20 11:00:00+00:00,V.Z81,PF,0.9932527366611696,0,1,0,1,주의
2018-08-20 12:00:00+00:00,V.Z81,PF,0.9933101223574744,0,1,0,1,주의
2018-08-20 13:00:00+00:00,V.Z81,PF,0.9930460874405171,0,1,0,1,주의
2018-08-20 14:00:00+00:00,V.Z81,PF,0.9913633212117864,0,1,0,1,주의
2018-08-20 15:00:00+00:00,V.Z81,PF,0.9865182905803384,0,1,0,1,주의
2018-08-20 16:00:00+00:00,V.Z81,PF,0.9822046773301228,0,1,0,1,주의
2018-08-20 17:00:00+00:00,V.Z81,PF,0.9492975860834124,0,1,0,1,주의
2018-08-20 18:00:00+00:00,V.Z81,PF,0.8499786943609611,0,1,0,1,주의
2018-08-20 19:00:00+00:00,V.Z81,PF,0.8128884040647085,0,1,0,1,주의
2018-08-21 07:00:00+00:00,V.Z81,PF,0.948075337310632,0,1,0,1,주의
2018-08-21 08:00:00+00:00,V.Z81,PF,0.9511724420388536,0,1,0,1,주의
2018-08-21 09:00:00+00:00,V.Z81,PF,0.9595726105570797,0,1,0,1,주의
2018-08-21 10:00:00+00:00,V.Z81,PF,0.9292362350722148,0,1,0,1,주의
2018-08-21 11:00:00+00:00,V.Z81,PF,0.9707348471383253,0,1,0,1,주의
2018-08-21 12:00:00+00:00,V.Z81,PF,0.9446408317983156,0,1,0,1,주의
2018-08-21 13:00:00+00:00,V.Z81,PF,0.9716325616836546,0,1,0,1,주의
2018-08-21 14:00:00+00:00,V.Z81,PF,0.98439884364605,0,1,0,1,주의
2018-08-21 15:00:00+00:00,V.Z81,PF,0.9570684800545372,0,1,0,1,주의
2018-08-21 16:00:00+00:00,V.Z81,PF,0.950850819945335,0,1,0,1,주의
2018-08-21 17:00:00+00:00,V.Z81,PF,0.920773013730844,0,1,0,1,주의
2018-08-22 08:00:00+00:00,V.Z81,PF,0.9747827469805884,0,1,0,1,주의
2018-08-22 09:00:00+00:00,V.Z81,PF,0.98820198054115,0,1,0,1,주의
2018-08-22 10:00:00+00:00,V.Z81,PF,0.9895339220007596,0,1,0,1,주의
2018-08-22 11:00:00+00:00,V.Z81,PF,0.989297458993064,0,1,0,1,주의
2018-08-22 12:00:00+00:00,V.Z81,PF,0.9835086394018596,0,1,0,1,주의
2018-08-22 13:00:00+00:00,V.Z81,PF,0.9874981304009756,0,1,0,1,주의
2018-08-22 14:00:00+00:00,V.Z81,PF,0.9920926639047338,0,1,0,1,주의
2018-08-22 15:00:00+00:00,V.Z81,PF,0.989697817116976,0,1,0,1,주의
2018-08-22 16:00:00+00:00,V.Z81,PF,0.9857384832203384,0,1,0,1,주의
2018-08-22 17:00:00+00:00,V.Z81,PF,0.9404453724622736,0,1,0,1,주의
2018-08-22 18:00:00+00:00,V.Z81,PF,0.8400623017052814,0,1,0,1,주의
2018-08-23 13:00:00+00:00,V.Z81,PF,0.9914472499986487,0,1,0,1,주의
2018-08-23 14:00:00+00:00,V.Z81,PF,0.9822765288750328,0,1,0,1,주의
2018-08-23 15:00:00+00:00,V.Z81,PF,0.9131127775212128,0,1,0,1,주의
2018-08-28 11:00:00+00:00,V.Z81,PF,0.9553069793591732,0,1,0,1,주의
2018-08-28 12:00:00+00:00,V.Z81,PF,0.8960284421344598,0,1,0,1,주의
2018-08-28 13:00:00+00:00,V.Z81,PF,0.9263062458237014,0,1,0,1,주의
2018-08-29 12:00:00+00:00,V.Z81,PF,0.9855951667825384,0,1,0,1,주의
2018-08-29 13:00:00+00:00,V.Z81,PF,0.9821326357126235,0,1,0,1,주의
2018-08-29 14:00:00+00:00,V.Z81,PF,0.9803765460848812,0,1,0,1,주의
2018-08-29 15:00:00+00:00,V.Z81,PF,0.9820446598529814,0,1,0,1,주의
2018-08-29 16:00:00+00:00,V.Z81,PF,0.9679610173404216,0,1,0,1,주의
2018-08-29 17:00:00+00:00,V.Z81,PF,0.9396349696318316,0,1,0,1,주의
2018-08-30 13:00:00+00:00,V.Z81,PF,0.9631984437505408,0,1,0,1,주의
2018-08-30 14:00:00+00:00,V.Z81,PF,0.954636525724736,0,1,0,1,주의
2018-08-30 15:00:00+00:00,V.Z81,PF,0.9537878631220932,0,1,0,1,주의
2018-08-30 16:00:00+00:00,V.Z81,PF,0.919398043652376,0,1,0,1,주의
2018-09-10 10:00:00+00:00,V.Z81,PF,0.9787015349335132,0,1,0,1,주의
2018-09-10 11:00:00+00:00,V.Z81,PF,0.9680620685550904,0,1,0,1,주의
2018-09-10 12:00:00+00:00,V.Z81,PF,0.975992147028446,0,1,0,1,주의
2018-09-10 13:00:00+00:00,V.Z81,PF,0.9765118908971716,0,1,0,1,주의
2018-09-10 14:00:00+00:00,V.Z81,PF,0.9606904788315292,0,1,0,1,주의
2018-09-10 15:00:00+00:00,V.Z81,PF,0.8231686695416768,0,1,0,1,주의
2018-09-11 09:00:00+00:00,V.Z81,PF,0.9523436569174132,0,1,0,1,주의
2018-09-11 10:00:00+00:00,V.Z81,PF,0.9779730244477592,0,1,0,1,주의
2018-09-11 11:00:00+00:00,V.Z81,PF,0.9541681322124268,0,1,0,1,주의
2018-09-11 12:00:00+00:00,V.Z81,PF,0.9687831795877876,0,1,0,1,주의
2018-09-11 13:00:00+00:00,V.Z81,PF,0.9432984966039656,0,1,0,1,주의
2018-09-11 14:00:00+00:00,V.Z81,PF,0.9381512863631172,0,1,0,1,주의
2018-09-11 15:00:00+00:00,V.Z81,PF,0.934994684755802,0,1,0,1,주의
2018-09-12 14:00:00+00:00,V.Z81,PF,0.985939512749513,0,1,0,1,주의
2018-09-12 15:00:00+00:00,V.Z81,PF,0.958676080902418,0,1,0,1,주의
2018-09-12 16:00:00+00:00,V.Z81,PF,0.94403778548042,0,1,0,1,주의
2018-09-17 11:00:00+00:00,V.Z81,PF,0.9802533727387582,0,1,0,1,주의
2018-09-17 12:00:00+00:00,V.Z81,PF,0.9803529922664166,0,1,0,1,주의
2018-09-17 13:00:00+00:00,V.Z81,PF,0.97814711684982,0,1,0,1,주의
2018-09-17 14:00:00+00:00,V.Z81,PF,0.9641332865754764,0,1,0,1,주의
2018-09-17 15:00:00+00:00,V.Z81,PF,0.9448219463725882,0,1,0,1,주의
2018-09-17 16:00:00+00:00,V.Z81,PF,0.929573035538197,0,1,0,1,주의
2018-09-18 10:00:00+00:00,V.Z81,PF,0.98313593780001,0,1,0,1,주의
2018-09-18 11:00:00+00:00,V.Z81,PF,0.9907864165802792,0,1,0,1,주의
2018-09-18 12:00:00+00:00,V.Z81,PF,0.9860611872375008,0,1,0,1,주의
2018-09-18 13:00:00+00:00,V.Z81,PF,0.960937409202258,0,1,0,1,주의
2018-09-18 14:00:00+00:00,V.Z81,PF,0.944831738863984,0,1,0,1,주의
2018-09-19 10:00:00+00:00,V.Z81,PF,0.9653021124998732,0,1,0,1,주의
2018-09-19 15:00:00+00:00,V.Z81,PF,0.945027127067248,0,1,0,1,주의
2018-09-20 10:00:00+00:00,V.Z81,PF,0.9841065398355324,0,1,0,1,주의
2018-09-20 11:00:00+00:00,V.Z81,PF,0.9757048078874748,0,1,0,1,주의
2018-09-20 12:00:00+00:00,V.Z81,PF,0.9559900060296058,0,1,0,1,주의
2018-09-21 21:00:00+00:00,V.Z81,PF,-0.4983637542960551,1,0,0,1,주의
2018-09-21 23:00:00+00:00,V.Z81,PF,-0.6270672613382342,1,1,0,2,경고
2018-09-22 00:00:00+00:00,V.Z81,PF,0.1338604797836806,0,1,0,1,주의
2018-09-22 01:00:00+00:00,V.Z81,PF,-0.199410194961561,0,1,0,1,주의
2018-09-22 02:00:00+00:00,V.Z81,PF,-0.2798547397082471,1,0,0,1,주의
2018-09-22 04:00:00+00:00,V.Z81,PF,-0.0512546812370424,0,1,0,1,주의
2018-09-24 01:00:00+00:00,V.Z81,PF,-0.6813804388377412,0,1,0,1,주의
2018-09-24 02:00:00+00:00,V.Z81,PF,-0.664043811108075,0,1,0,1,주의
2018-09-24 03:00:00+00:00,V.Z81,PF,-0.6729918134212496,0,1,0,1,주의
2018-09-24 04:00:00+00:00,V.Z81,PF,-0.6408479387064774,0,1,0,1,주의
2018-09-24 05:00:00+00:00,V.Z81,PF,-0.5209127410346021,1,0,0,1,주의
2018-09-24 06:00:00+00:00,V.Z81,PF,0.0907779818773267,1,0,0,1,주의
2018-09-24 08:00:00+00:00,V.Z81,PF,0.3141506841282051,1,0,0,1,주의
2018-09-24 09:00:00+00:00,V.Z81,PF,-0.5313729883233712,1,0,0,1,주의
2018-09-24 11:00:00+00:00,V.Z81,PF,-0.4559132614980142,0,1,0,1,주의
2018-09-24 12:00:00+00:00,V.Z81,PF,0.2437767468144495,1,0,0,1,주의
2018-09-24 13:00:00+00:00,V.Z81,PF,-0.0368582182874288,1,0,0,1,주의
2018-09-24 15:00:00+00:00,V.Z81,PF,-0.0278197813158231,1,0,0,1,주의
2018-09-24 16:00:00+00:00,V.Z81,PF,-0.338791385442019,1,0,0,1,주의
2018-09-24 17:00:00+00:00,V.Z81,PF,-0.6458309785028296,1,0,0,1,주의
2018-09-25 05:00:00+00:00,V.Z81,PF,-0.566307769020399,1,0,0,1,주의
2018-09-25 08:00:00+00:00,V.Z81,PF,0.5878207308674858,1,0,0,1,주의
2018-09-25 09:00:00+00:00,V.Z81,PF,0.7815709748864176,1,1,0,2,경고
2018-09-25 10:00:00+00:00,V.Z81,PF,0.3259926032088692,1,1,0,2,경고
2018-09-25 11:00:00+00:00,V.Z81,PF,0.5480460791558046,1,1,0,2,경고
2018-09-25 13:00:00+00:00,V.Z81,PF,0.6323578951756155,1,1,0,2,경고
2018-09-25 14:00:00+00:00,V.Z81,PF,-0.2467321218327484,0,1,0,1,주의
2018-09-25 15:00:00+00:00,V.Z81,PF,0.2300332424292958,0,1,0,1,주의
2018-09-25 16:00:00+00:00,V.Z81,PF,-0.5981591456549034,0,1,0,1,주의
2018-09-25 17:00:00+00:00,V.Z81,PF,-0.6345523460043803,0,1,0,1,주의
2018-09-25 19:00:00+00:00,V.Z81,PF,-0.6469638794660563,0,1,0,1,주의
2018-09-25 20:00:00+00:00,V.Z81,PF,-0.6421922029058141,0,1,0,1,주의
2018-09-25 21:00:00+00:00,V.Z81,PF,-0.6472759795685613,0,1,0,1,주의
2018-09-25 22:00:00+00:00,V.Z81,PF,-0.6433646109762848,0,1,0,1,주의
2018-09-25 23:00:00+00:00,V.Z81,PF,-0.137577567030158,0,1,0,1,주의
2018-09-26 03:00:00+00:00,V.Z81,PF,-0.6315547912816206,0,1,0,1,주의
2018-09-26 04:00:00+00:00,V.Z81,PF,-0.6270272667706009,0,1,0,1,주의
2018-09-26 05:00:00+00:00,V.Z81,PF,-0.6146027391155563,0,1,0,1,주의
2018-09-26 06:00:00+00:00,V.Z81,PF,-0.5734241379549101,0,1,0,1,주의
2018-09-26 07:00:00+00:00,V.Z81,PF,0.3686289210710677,0,1,0,1,주의
2018-09-26 08:00:00+00:00,V.Z81,PF,0.4159711982433995,0,1,0,1,주의
2018-09-26 12:00:00+00:00,V.Z81,PF,0.2811878684452836,1,0,0,1,주의
2018-09-26 14:00:00+00:00,V.Z81,PF,0.6397493094241068,0,1,0,1,주의
2018-09-26 15:00:00+00:00,V.Z81,PF,0.5684934605658051,0,1,0,1,주의
2018-09-26 16:00:00+00:00,V.Z81,PF,0.4924727164953947,0,1,0,1,주의
2018-09-26 17:00:00+00:00,V.Z81,PF,-0.2725743663528313,1,1,0,2,경고
2018-09-26 18:00:00+00:00,V.Z81,PF,-0.6318179939190544,0,1,0,1,주의
2018-09-26 19:00:00+00:00,V.Z81,PF,-0.6385053074856596,0,1,0,1,주의
2018-09-26 20:00:00+00:00,V.Z81,PF,-0.6345431392391521,0,1,0,1,주의
2018-09-26 21:00:00+00:00,V.Z81,PF,-0.6530582798520725,0,1,0,1,주의
2018-09-26 22:00:00+00:00,V.Z81,PF,-0.6550673845673625,0,1,0,1,주의
2018-09-26 23:00:00+00:00,V.Z81,PF,-0.6589293914205494,0,1,0,1,주의
2018-09-27 00:00:00+00:00,V.Z81,PF,-0.648944293856621,0,1,0,1,주의
2018-09-27 01:00:00+00:00,V.Z81,PF,-0.645027701407671,0,1,0,1,주의
2018-09-27 02:00:00+00:00,V.Z81,PF,-0.6408393038887878,0,1,0,1,주의
2018-09-27 03:00:00+00:00,V.Z81,PF,-0.6333785270651189,0,1,0,1,주의
2018-09-27 04:00:00+00:00,V.Z81,PF,0.1706945445388554,0,1,0,1,주의
2018-09-27 05:00:00+00:00,V.Z81,PF,-0.5070002300788958,0,1,0,1,주의
2018-09-27 06:00:00+00:00,V.Z81,PF,0.2483435953553257,0,1,0,1,주의
2018-09-27 07:00:00+00:00,V.Z81,PF,0.2290208785232002,0,1,0,1,주의
2018-09-27 09:00:00+00:00,V.Z81,PF,0.1606618704067344,1,0,0,1,주의
2018-09-27 10:00:00+00:00,V.Z81,PF,0.5973914509632169,1,1,0,2,경고
2018-09-27 11:00:00+00:00,V.Z81,PF,0.3121949298121033,0,1,0,1,주의
2018-09-27 12:00:00+00:00,V.Z81,PF,0.7599442598409956,0,1,0,1,주의
2018-09-27 13:00:00+00:00,V.Z81,PF,0.6422365199526151,0,1,0,1,주의
2018-09-27 14:00:00+00:00,V.Z81,PF,0.7716418582815964,0,1,0,1,주의
2018-09-27 15:00:00+00:00,V.Z81,PF,0.7963981612688968,0,1,0,1,주의
2018-09-27 16:00:00+00:00,V.Z81,PF,0.7138479978673988,0,1,0,1,주의
2018-09-27 17:00:00+00:00,V.Z81,PF,0.4670232411887905,0,1,0,1,주의
2018-09-27 18:00:00+00:00,V.Z81,PF,0.4269815593444357,0,1,0,1,주의
2018-09-27 19:00:00+00:00,V.Z81,PF,0.4150597614712183,0,1,0,1,주의
2018-09-27 20:00:00+00:00,V.Z81,PF,0.417311129619678,0,1,0,1,주의
2018-09-27 21:00:00+00:00,V.Z81,PF,0.4291148940059874,0,1,0,1,주의
2018-09-28 03:00:00+00:00,V.Z81,PF,-0.315947566848869,1,0,0,1,주의
2018-09-28 09:00:00+00:00,V.Z81,PF,0.1697918458655478,1,0,0,1,주의
2018-09-28 12:00:00+00:00,V.Z81,PF,0.2467337282829811,1,0,0,1,주의
2018-09-28 13:00:00+00:00,V.Z81,PF,0.5349912604027328,1,0,0,1,주의
2018-09-28 15:00:00+00:00,V.Z81,PF,0.0111501858797336,1,0,0,1,주의
2018-09-28 16:00:00+00:00,V.Z81,PF,-0.4743892716450821,1,0,0,1,주의
2018-09-28 22:00:00+00:00,V.Z81,PF,-0.669053979773843,0,1,0,1,주의
2018-09-28 23:00:00+00:00,V.Z81,PF,-0.6663641763230163,0,1,0,1,주의
2018-09-29 00:00:00+00:00,V.Z81,PF,-0.6620301913883949,0,1,0,1,주의
2018-09-29 02:00:00+00:00,V.Z81,PF,0.1474343763744348,0,1,0,1,주의
2018-09-30 13:00:00+00:00,V.Z81,PF,-0.3303530973716014,1,0,0,1,주의
2018-09-30 14:00:00+00:00,V.Z81,PF,0.4225494170520046,1,0,0,1,주의
2018-09-30 15:00:00+00:00,V.Z81,PF,0.4318021341661608,1,0,0,1,주의
2018-09-30 16:00:00+00:00,V.Z81,PF,0.3785928608228758,1,0,0,1,주의
2018-09-30 17:00:00+00:00,V.Z81,PF,-0.4176375324268722,1,0,0,1,주의
2018-09-30 18:00:00+00:00,V.Z81,PF,-0.0628088948378953,1,0,0,1,주의
2018-09-30 20:00:00+00:00,V.Z81,PF,-0.6579574284288618,1,0,0,1,주의
2018-10-01 00:00:00+00:00,V.Z81,PF,-0.6674306011609665,1,0,0,1,주의
2018-10-01 03:00:00+00:00,V.Z81,PF,-0.5250620478044342,1,0,0,1,주의
2018-10-01 06:00:00+00:00,V.Z81,PF,0.1503521431175372,1,0,0,1,주의
2018-10-01 21:00:00+00:00,V.Z81,PF,-0.5035173866897825,1,0,0,1,주의
2018-10-01 22:00:00+00:00,V.Z81,PF,0.2684492678578115,1,0,0,1,주의
2018-10-02 00:00:00+00:00,V.Z81,PF,0.3446170255790157,1,0,0,1,주의
2018-10-02 01:00:00+00:00,V.Z81,PF,-0.577701483215723,1,0,0,1,주의
2018-10-02 02:00:00+00:00,V.Z81,PF,-0.1538988122379499,1,0,0,1,주의
2018-10-02 15:00:00+00:00,V.Z81,PF,-0.4062485141100151,1,0,0,1,주의
2018-10-02 19:00:00+00:00,V.Z81,PF,0.1939980867380894,1,0,0,1,주의
2018-10-02 20:00:00+00:00,V.Z81,PF,0.2813570263112588,1,0,0,1,주의
2018-10-02 21:00:00+00:00,V.Z81,PF,-0.1783373851743001,1,0,0,1,주의
2018-10-03 00:00:00+00:00,V.Z81,PF,-0.3722191885734601,1,0,0,1,주의
2018-10-03 01:00:00+00:00,V.Z81,PF,0.1328032796374625,1,0,0,1,주의
2018-10-03 05:00:00+00:00,V.Z81,PF,-0.5994163316984971,1,0,0,1,주의
2018-10-03 07:00:00+00:00,V.Z81,PF,-0.5148209666709106,1,0,0,1,주의
2018-10-03 08:00:00+00:00,V.Z81,PF,0.3517693886905907,1,0,0,1,주의
2018-10-03 09:00:00+00:00,V.Z81,PF,-0.306267122713228,1,0,0,1,주의
2018-10-03 11:00:00+00:00,V.Z81,PF,-0.237239024548067,1,0,0,1,주의
2018-10-03 13:00:00+00:00,V.Z81,PF,-0.1109708456777867,1,0,0,1,주의
2018-10-03 14:00:00+00:00,V.Z81,PF,0.5824232974170777,1,0,0,1,주의
2018-10-03 16:00:00+00:00,V.Z81,PF,-0.3638284292692943,1,0,0,1,주의
2018-10-03 22:00:00+00:00,V.Z81,PF,-0.5678829765602221,1,0,0,1,주의
2018-10-04 01:00:00+00:00,V.Z81,PF,-0.5664867774976631,1,1,0,2,경고
2018-10-04 03:00:00+00:00,V.Z81,PF,-0.5748081736763321,0,1,0,1,주의
2018-10-04 05:00:00+00:00,V.Z81,PF,-0.4639706466843683,1,0,0,1,주의
2018-10-04 06:00:00+00:00,V.Z81,PF,-0.4486546622941407,1,0,0,1,주의
2018-10-04 10:00:00+00:00,V.Z81,PF,-0.2806075401898062,1,0,0,1,주의
2018-10-04 14:00:00+00:00,V.Z81,PF,0.7468303573131567,0,1,0,1,주의
2018-10-04 15:00:00+00:00,V.Z81,PF,0.739495137880246,0,1,0,1,주의
2018-10-04 16:00:00+00:00,V.Z81,PF,0.4387051313618818,0,1,0,1,주의
2018-10-04 17:00:00+00:00,V.Z81,PF,-0.4719712830583253,0,1,0,1,주의
2018-10-04 18:00:00+00:00,V.Z81,PF,-0.4995006535202276,0,1,0,1,주의
2018-10-04 19:00:00+00:00,V.Z81,PF,-0.5162931858996553,1,0,0,1,주의
2018-10-04 20:00:00+00:00,V.Z81,PF,-0.536729692469041,1,0,0,1,주의
2018-10-04 21:00:00+00:00,V.Z81,PF,0.389510162100196,0,1,0,1,주의
2018-10-04 22:00:00+00:00,V.Z81,PF,-0.3405305347023684,1,1,0,2,경고
2018-10-04 23:00:00+00:00,V.Z81,PF,0.1589611132442947,1,0,0,1,주의
2018-10-05 00:00:00+00:00,V.Z81,PF,0.0618124857048199,1,0,0,1,주의
2018-10-05 01:00:00+00:00,V.Z81,PF,-0.2539156017887092,1,0,0,1,주의
2018-10-05 06:00:00+00:00,V.Z81,PF,-0.4516291683214802,1,0,0,1,주의
2018-10-05 08:00:00+00:00,V.Z81,PF,0.7708992382428715,1,1,0,2,경고
2018-10-05 09:00:00+00:00,V.Z81,PF,-0.3668254265147779,1,1,0,2,경고
2018-10-05 11:00:00+00:00,V.Z81,PF,0.863112108707428,0,1,0,1,주의
2018-10-05 12:00:00+00:00,V.Z81,PF,0.6873833684209321,0,1,0,1,주의
2018-10-05 13:00:00+00:00,V.Z81,PF,0.8648543000221248,0,1,0,1,주의
2018-10-05 14:00:00+00:00,V.Z81,PF,0.8972778958413339,0,1,0,1,주의
2018-10-05 15:00:00+00:00,V.Z81,PF,0.8444660412271816,0,1,0,1,주의
2018-10-05 16:00:00+00:00,V.Z81,PF,0.8149518319633271,0,1,0,1,주의
2018-10-05 17:00:00+00:00,V.Z81,PF,0.7501222359140717,0,1,0,1,주의
2018-10-05 18:00:00+00:00,V.Z81,PF,0.74435574179178,0,1,0,1,주의
2018-10-05 19:00:00+00:00,V.Z81,PF,0.7388121704757213,0,1,0,1,주의
2018-10-05 20:00:00+00:00,V.Z81,PF,0.7285661427179968,0,1,0,1,주의
2018-10-05 21:00:00+00:00,V.Z81,PF,0.7201291271050774,0,1,0,1,주의
2018-10-05 22:00:00+00:00,V.Z81,PF,0.6951712061904497,0,1,0,1,주의
2018-10-05 23:00:00+00:00,V.Z81,PF,0.7257808694243431,0,1,0,1,주의
2018-10-06 00:00:00+00:00,V.Z81,PF,0.7081593488653507,0,1,0,1,주의
2018-10-06 01:00:00+00:00,V.Z81,PF,0.7267689683039983,0,1,0,1,주의
2018-10-06 02:00:00+00:00,V.Z81,PF,0.7089033088284472,0,1,0,1,주의
2018-10-06 03:00:00+00:00,V.Z81,PF,0.7114495398600905,0,1,0,1,주의
2018-10-07 19:00:00+00:00,V.Z81,PF,0.0390187881886957,1,0,0,1,주의
2018-10-07 22:00:00+00:00,V.Z81,PF,-0.3350674887420832,0,1,0,1,주의
2018-10-08 06:00:00+00:00,V.Z81,PF,-0.2907266032447421,1,0,0,1,주의
2018-10-08 07:00:00+00:00,V.Z81,PF,0.0370954798161983,1,0,0,1,주의
2018-10-08 08:00:00+00:00,V.Z81,PF,0.8662802030642831,1,0,0,1,주의
2018-10-08 09:00:00+00:00,V.Z81,PF,0.949858828410506,1,1,0,2,경고
2018-10-08 10:00:00+00:00,V.Z81,PF,-0.3956174472013172,1,1,0,2,경고
2018-10-08 11:00:00+00:00,V.Z81,PF,0.878063231502504,1,1,0,2,경고
2018-10-08 12:00:00+00:00,V.Z81,PF,0.7268970541159312,0,1,0,1,주의
2018-10-08 13:00:00+00:00,V.Z81,PF,0.9710398277143636,0,1,0,1,주의
2018-10-08 14:00:00+00:00,V.Z81,PF,0.95124110609034,0,1,0,1,주의
2018-10-08 15:00:00+00:00,V.Z81,PF,0.9468662885162568,0,1,0,1,주의
2018-10-08 16:00:00+00:00,V.Z81,PF,0.9362186536192892,0,1,0,1,주의
2018-10-08 17:00:00+00:00,V.Z81,PF,0.9193711200356478,0,1,0,1,주의
