candidate,kind,validation_rows,validation_mae,validation_rmse,validation_mape,validation_smape,validation_bias,validation_non_gateway_rows,validation_non_gateway_mae,validation_non_gateway_rmse,validation_non_gateway_mape,validation_non_gateway_smape,validation_non_gateway_bias,test_rows,test_mae,test_rmse,test_mape,test_smape,test_bias,test_non_gateway_rows,test_non_gateway_mae,test_non_gateway_rmse,test_non_gateway_mape,test_non_gateway_smape,test_non_gateway_bias,target_id,feature_count,fit_seconds,selection_priority
ridge_robust_alpha_100,learned,8760,994.5647654822594,1922.8853946243057,11.491797782283903,10.815622504526438,33.85173113617428,7104,975.8892541366015,1937.130338334636,11.13042854592741,10.485079206242235,16.2174813020636,8759,899.1401128053211,1909.7606861627028,11.361378045388314,10.30218574839277,20.043383214961622,8759,899.1401128053211,1909.7606861627028,11.361378045388314,10.30218574839277,20.043383214961622,T1_group__local_cooling__P,53,0.0575864315032959,2
ridge_alpha_100,learned,8760,996.7517423764656,1924.0133383927428,11.534063272910071,10.846889857706307,36.981604276626705,7104,977.7318688326873,1938.3212467730598,11.163522601505486,10.510255784848786,19.177150844660936,8759,900.5554139997477,1909.8798982173155,11.397010676036066,10.328791593639943,21.24214647774327,8759,900.5554139997477,1909.8798982173155,11.397010676036066,10.328791593639943,21.24214647774327,T1_group__local_cooling__P,53,0.021767377853393555,2
hgb_iter_320_lr_0.06,learned,8760,1069.2588236181705,1932.916533332605,14.903164393136334,12.533899458870223,346.97166824327905,7104,980.4773576005009,1829.4156989523235,13.011529963229107,11.290504698446421,260.55177334752847,8759,980.1686855406662,2015.1341477317328,13.801813117640776,11.36817123445738,123.60017056521745,8759,980.1686855406662,2015.1341477317328,13.801813117640776,11.36817123445738,123.60017056521745,T1_group__local_cooling__P,53,1.8282585144042969,3
extra_trees_n_360_depth_none_leaf_3,learned,8760,1067.6949125184071,1873.0567288012696,14.77666106875733,12.747612118751562,439.06029247672603,7104,984.636104590905,1798.8743749586895,13.167619065236005,11.55736261725171,358.52748827499465,8759,1046.2498867211386,2049.7868576010724,14.857599455359056,12.50821292288355,271.67945817743094,8759,1046.2498867211386,2049.7868576010724,14.857599455359056,12.50821292288355,271.67945817743094,T1_group__local_cooling__P,53,17.16065502166748,4
mlp_96x48,learned,8760,1071.0540620467052,1887.0634420733727,13.483316807817545,12.221990944662762,272.1298253304553,7104,993.5727647522684,1864.110793896443,11.792586866282694,10.91696532909859,179.82900343776453,8759,1112.5706793866052,2075.896549397538,17.24085358954199,13.554897870901925,285.09131540658365,8759,1112.5706793866052,2075.896549397538,17.24085358954199,13.554897870901925,285.09131540658365,T1_group__local_cooling__P,53,104.89448738098145,6
ridge_alpha_1000,learned,8760,1018.9380963483368,1953.192625893644,11.825561404276016,11.057807576193287,59.560007121464686,7104,995.7453287190452,1966.962335525911,11.378666791878995,10.656006800877991,46.551268091999106,8759,918.286839866453,1936.0502325983082,11.658666501203118,10.498822025626358,16.43720734748945,8759,918.286839866453,1936.0502325983082,11.658666501203118,10.498822025626358,16.43720734748945,T1_group__local_cooling__P,53,0.021885395050048828,2
random_forest_n_240_depth_18_leaf_3,learned,8760,1113.266874953229,1971.7436761831555,15.06480288671696,13.085398076488373,406.1356950666806,7104,1008.1050503597532,1880.99985374034,13.055899882387461,11.570499893643618,307.6511894253992,8759,1074.904844972117,2146.851288392204,15.67993445721078,12.616964194632988,282.9323641087304,8759,1074.904844972117,2146.851288392204,15.67993445721078,12.616964194632988,282.9323641087304,T1_group__local_cooling__P,53,58.91853189468384,5
extra_trees_n_360_depth_24_leaf_2,learned,8760,1130.991835690728,1932.2883772487196,16.035527108435474,13.61373714210083,508.14590070372304,7104,1023.2954442605378,1835.2247777479117,13.939660462986398,12.07711377760074,401.6169471376172,8759,1110.0129312556548,2106.8404934407517,16.086145815860053,13.403913419930708,333.40374411125447,8759,1110.0129312556548,2106.8404934407517,16.086145815860053,13.403913419930708,333.40374411125447,T1_group__local_cooling__P,53,19.07080602645874,4
extra_trees_n_360_depth_16_leaf_2,learned,8760,1134.0251527611858,1942.2433667647624,16.122877393786883,13.627284579764035,514.093541471158,7104,1026.9114215849145,1845.464462178785,14.0148727077599,12.085244483165878,406.9187722367296,8759,1092.9042672429698,2102.663682297528,15.788761116463473,13.130338878833328,318.12969249027424,8759,1092.9042672429698,2102.663682297528,15.788761116463473,13.130338878833328,318.12969249027424,T1_group__local_cooling__P,53,12.166243314743042,4
last_value,baseline,8760,1099.8643000819516,2276.978586056952,12.186629431315067,11.527991859616849,0.48528840372906795,7104,1107.7401887170363,2315.2988210269264,12.265287221197926,11.578131077559004,1.5041279472818592,8759,926.7788357415393,2078.6418538650514,10.995223383078159,10.424967633203844,-0.7031183734825173,8759,926.7788357415393,2078.6418538650514,10.995223383078159,10.424967633203844,-0.7031183734825173,T1_group__local_cooling__P,53,0.0,0
seasonal_24h,baseline,8760,1753.8430261965518,4052.2723288516213,18.017298974119676,15.703273171750029,11.220531183409443,7104,1659.161282728512,3915.4176552309577,16.602841192886018,14.685697809681992,63.849425871995855,8759,1592.6955104248837,3890.5350741899,19.263667811563636,15.090460932928067,-17.558209744684167,8759,1592.6955104248837,3890.5350741899,19.263667811563636,15.090460932928067,-17.558209744684167,T1_group__local_cooling__P,53,0.0,1
seasonal_168h,baseline,8760,2325.288052960016,4421.7563419268845,27.793641646930293,23.398593867992094,83.27490571416469,7104,2014.420623452216,3991.801880152761,24.03541021883824,19.857331630246573,289.6219537895154,8759,2965.6531746425985,6662.999351626697,34.49534839928563,27.58587102673965,-105.75110946884553,8759,2965.6531746425985,6662.999351626697,34.49534839928563,27.58587102673965,-105.75110946884553,T1_group__local_cooling__P,53,0.0,1
