ts,P,trend,seasonal,residual,anomaly_stl
2018-01-01 00:00:00+00:00,432.206,437.0576605660952,5.066161328827703,-9.917821894922895,False
2018-01-01 01:00:00+00:00,435.1761666666667,437.07564901115376,3.6027822102980482,-5.5022645547851425,False
2018-01-01 02:00:00+00:00,434.345,437.09380951736034,2.1813995287862205,-4.930209046146558,False
2018-01-01 03:00:00+00:00,434.1941666666667,437.11217282204456,-0.9076072289209276,-2.010398926456901,False
2018-01-01 04:00:00+00:00,434.3246666666666,437.13084134551264,-0.780278340215681,-2.025896338630389,False
2018-01-01 05:00:00+00:00,434.9948333333333,437.14998293900953,-4.151041650055587,1.9958920443793318,False
2018-01-01 06:00:00+00:00,444.6356666666667,437.1698293441752,0.6935504557923027,6.772286866699176,False
2018-01-01 07:00:00+00:00,434.7728333333333,437.19062706123145,-1.5506198043896635,-0.8671739235084601,False
2018-01-01 08:00:00+00:00,431.4165,437.21260453174636,-3.8648516467186265,-1.9312528850277317,False
2018-01-01 09:00:00+00:00,435.71883333333335,437.2360413238571,-3.0377656784664313,1.5205576879426985,False
2018-01-01 10:00:00+00:00,431.7311666666666,437.2613046813961,-3.1827285265926144,-2.3474094881369183,False
2018-01-01 11:00:00+00:00,429.9026666666667,437.28882638855754,-2.249802625486766,-5.136357096404083,False
2018-01-01 12:00:00+00:00,440.1725,437.3191787313267,2.53567520636462,0.31764606230871095,False
2018-01-01 13:00:00+00:00,438.20116666666667,437.3531395144338,2.8277108906622166,-1.979683738429344,False
2018-01-01 14:00:00+00:00,436.8428333333333,437.3916514863376,-0.0523093322988363,-0.49650882070545777,False
2018-01-01 15:00:00+00:00,436.2563333333334,437.435848483159,-2.9375043021588843,1.7579891523332094,False
2018-01-01 16:00:00+00:00,435.6183333333333,437.48699971549047,-2.2496289919273735,0.3809626097701653,False
2018-01-01 17:00:00+00:00,435.34616666666665,437.54634601173376,-1.2339417094867744,-0.9662376355803417,False
2018-01-01 18:00:00+00:00,437.8535,437.6148933537529,-0.43715298971155603,0.6757596359586273,False
2018-01-01 19:00:00+00:00,439.17083333333335,437.6930132130807,1.9666662394884478,-0.48884611923580223,False
2018-01-01 20:00:00+00:00,436.9543333333333,437.77963272287315,4.066460642531624,-4.891760032071488,False
2018-01-01 21:00:00+00:00,439.026,437.8711789718857,-0.4860782096555021,1.6408992377698155,False
2018-01-01 22:00:00+00:00,441.2808333333333,437.9608953267689,0.26110803005832994,3.0588299765061038,False
2018-01-01 23:00:00+00:00,443.28333333333336,438.041066558404,3.837212166511343,1.4050546084180269,False
2018-01-02 00:00:00+00:00,443.159,438.04798333158897,5.26310596299441,-0.1520892945833907,False
2018-01-02 01:00:00+00:00,445.402,438.03808745941575,3.5388229541174225,3.825089586466788,False
2018-01-02 02:00:00+00:00,447.3480833333333,438.0143964676731,2.24195313682035,7.091733728839813,False
2018-01-02 03:00:00+00:00,440.7845,437.97861081201756,-0.8640045285453424,3.669893716527781,False
2018-01-02 04:00:00+00:00,434.2335,437.9315155867392,-0.5840388755922354,-3.113976711146961,False
2018-01-02 05:00:00+00:00,429.6428333333333,437.87160036254625,-4.223593705687577,-4.005173323525412,False
2018-01-02 06:00:00+00:00,442.1245,437.7972465241852,0.2589465511120428,4.0683069247027674,False
2018-01-02 07:00:00+00:00,438.6361666666666,437.7104143509931,-1.6513012425164182,2.5770535581899026,False
2018-01-02 08:00:00+00:00,435.1048333333334,437.61371937766154,-3.7663019430431386,1.257415898714953,False
2018-01-02 09:00:00+00:00,436.2466666666666,437.50776581660574,-3.2093585758734005,1.9482594259342818,False
2018-01-02 10:00:00+00:00,434.0876666666666,437.39329228269514,-3.2825786129741488,-0.023047003054387005,False
2018-01-02 11:00:00+00:00,434.7293333333333,437.2700720019579,-2.0137932947475172,-0.5269453738770835,False
2018-01-02 12:00:00+00:00,437.98016666666666,437.1374310445471,2.525261033089209,-1.6825254109696743,False
2018-01-02 13:00:00+00:00,443.15316666666666,436.9965811202053,2.7234964576595897,3.4330890888018075,False
2018-01-02 14:00:00+00:00,442.0338333333333,436.84847823155144,-0.16685960024911878,5.352214702030949,False
2018-01-02 15:00:00+00:00,435.7823333333333,436.6941242923887,-3.057509007587023,2.1457180485316485,False
2018-01-02 16:00:00+00:00,430.19,436.5347092794459,-2.2285508595464054,-4.116158419899477,False
2018-01-02 17:00:00+00:00,429.5276666666667,436.3701516377873,-1.0102002830705024,-5.832284688050095,False
2018-01-02 18:00:00+00:00,432.894,436.200010413862,-0.33011569899644055,-2.9758947148655466,False
2018-01-02 19:00:00+00:00,435.0883333333333,436.0268101566931,2.0769914256986364,-3.015468249058415,False
2018-01-02 20:00:00+00:00,435.06666666666666,435.85472968066597,4.419335560283101,-5.207398574282422,False
2018-01-02 21:00:00+00:00,434.88891666666666,435.686368086942,-0.4957459748248152,-0.3017054454505228,False
2018-01-02 22:00:00+00:00,437.5675,435.52392258666623,-0.12991901668086192,2.173496430014609,False
2018-01-02 23:00:00+00:00,439.455,435.3697280622705,3.585045876956679,0.5002260607728317,False
2018-01-03 00:00:00+00:00,440.1288333333333,435.22442978333936,5.607340113307875,-0.7029365633139264,False
2018-01-03 01:00:00+00:00,442.0658333333333,435.088357113475,3.600272520612487,3.377203699245797,False
2018-01-03 02:00:00+00:00,436.69466666666665,434.9633338485927,2.5506644004354055,-0.8193315823614284,False
2018-01-03 03:00:00+00:00,431.7853333333333,434.852298431993,-0.6625587057241548,-2.4044063929355275,False
2018-01-03 04:00:00+00:00,440.5393333333333,434.7578143609201,-0.2034410096964404,5.984959982109615,False
2018-01-03 05:00:00+00:00,434.1598333333333,434.6797166309355,-4.467743656901335,3.9478603592991703,False
2018-01-03 06:00:00+00:00,429.11283333333336,434.6136977178769,-0.567536309730863,-4.933328074812664,False
2018-01-03 07:00:00+00:00,421.78583333333336,434.553870643398,-1.7967806884347035,-10.971256621629948,False
2018-01-03 08:00:00+00:00,427.1063333333333,434.4954120267674,-3.5720338156012965,-3.8170448778328137,False
2018-01-03 09:00:00+00:00,421.0626666666666,434.43566618665267,-3.5505240550561985,-9.82247546492988,False
2018-01-03 10:00:00+00:00,437.4540833333333,434.3749088264761,-3.4130399600867345,6.492214466943949,False
2018-01-03 11:00:00+00:00,432.2426666666667,434.31481591637663,-1.5569943217469793,-0.5151549279629535,False
2018-01-03 12:00:00+00:00,2191.4595,434.25547807984043,2.4135804077357057,1754.790441512424,False
2018-01-03 13:00:00+00:00,927.2246666666666,434.1949519665924,2.685293399432239,490.344421300642,False
