meter_urn,horizon,val_mae,val_rmse,val_mape,val_wape,test_mae,test_rmse,test_mape,test_wape,persistence_mae,beats_persistence,v19,v57,v63,ridge_alpha,device_id
116,3,4540.6542,8315.6713,545002918.2672,69.9644,4072.864,8347.7548,452038051.443,106.2914,4412.652,False,v12,v53,v57,1000.0,116
121,3,345.3912,1255.545,355190620.1033,156.9482,164.6468,805.4254,295505525.9852,182.139,283.7156,False,v10,v53,v57,1000.0,121
123,3,134.0581,516.3646,79971908.7962,102.7495,686.8934,1779.7614,102054911.1006,106.2218,98.3042,False,v12,v52,v57,1000.0,123
