ts,P,anomaly_stl,anomaly_if,anomaly_lstm,anomaly_count,ensemble_level
2018-01-01 00:00:00+00:00,432.206,False,False,False,0,NORMAL
2018-01-01 01:00:00+00:00,435.1761666666667,False,False,False,0,NORMAL
2018-01-01 02:00:00+00:00,434.345,False,False,False,0,NORMAL
2018-01-01 03:00:00+00:00,434.1941666666667,False,False,False,0,NORMAL
2018-01-01 04:00:00+00:00,434.3246666666666,False,False,False,0,NORMAL
2018-01-01 05:00:00+00:00,434.9948333333333,False,False,False,0,NORMAL
2018-01-01 06:00:00+00:00,444.6356666666667,False,False,False,0,NORMAL
2018-01-01 07:00:00+00:00,434.7728333333333,False,False,False,0,NORMAL
2018-01-01 08:00:00+00:00,431.4165,False,False,False,0,NORMAL
2018-01-01 09:00:00+00:00,435.71883333333335,False,False,False,0,NORMAL
2018-01-01 10:00:00+00:00,431.7311666666666,False,False,False,0,NORMAL
2018-01-01 11:00:00+00:00,429.9026666666667,False,False,False,0,NORMAL
2018-01-01 12:00:00+00:00,440.1725,False,False,False,0,NORMAL
2018-01-01 13:00:00+00:00,438.20116666666667,False,False,False,0,NORMAL
2018-01-01 14:00:00+00:00,436.8428333333333,False,False,False,0,NORMAL
2018-01-01 15:00:00+00:00,436.2563333333334,False,False,False,0,NORMAL
2018-01-01 16:00:00+00:00,435.6183333333333,False,False,False,0,NORMAL
2018-01-01 17:00:00+00:00,435.34616666666665,False,False,False,0,NORMAL
2018-01-01 18:00:00+00:00,437.8535,False,False,False,0,NORMAL
2018-01-01 19:00:00+00:00,439.17083333333335,False,False,False,0,NORMAL
2018-01-01 20:00:00+00:00,436.9543333333333,False,False,False,0,NORMAL
2018-01-01 21:00:00+00:00,439.026,False,False,False,0,NORMAL
2018-01-01 22:00:00+00:00,441.2808333333333,False,False,False,0,NORMAL
2018-01-01 23:00:00+00:00,443.28333333333336,False,False,False,0,NORMAL
2018-01-02 00:00:00+00:00,443.159,False,False,False,0,NORMAL
2018-01-02 01:00:00+00:00,445.402,False,False,False,0,NORMAL
2018-01-02 02:00:00+00:00,447.3480833333333,False,False,False,0,NORMAL
2018-01-02 03:00:00+00:00,440.7845,False,False,False,0,NORMAL
2018-01-02 04:00:00+00:00,434.2335,False,False,False,0,NORMAL
2018-01-02 05:00:00+00:00,429.6428333333333,False,False,False,0,NORMAL
2018-01-02 06:00:00+00:00,442.1245,False,False,False,0,NORMAL
2018-01-02 07:00:00+00:00,438.6361666666666,False,False,False,0,NORMAL
2018-01-02 08:00:00+00:00,435.1048333333334,False,False,False,0,NORMAL
2018-01-02 09:00:00+00:00,436.2466666666666,False,False,False,0,NORMAL
2018-01-02 10:00:00+00:00,434.0876666666666,False,False,False,0,NORMAL
2018-01-02 11:00:00+00:00,434.7293333333333,False,False,False,0,NORMAL
2018-01-02 12:00:00+00:00,437.98016666666666,False,False,False,0,NORMAL
2018-01-02 13:00:00+00:00,443.15316666666666,False,False,False,0,NORMAL
2018-01-02 14:00:00+00:00,442.0338333333333,False,False,False,0,NORMAL
2018-01-02 15:00:00+00:00,435.7823333333333,False,False,False,0,NORMAL
2018-01-02 16:00:00+00:00,430.19,False,False,False,0,NORMAL
2018-01-02 17:00:00+00:00,429.5276666666667,False,False,False,0,NORMAL
2018-01-02 18:00:00+00:00,432.894,False,False,False,0,NORMAL
2018-01-02 19:00:00+00:00,435.0883333333333,False,False,False,0,NORMAL
2018-01-02 20:00:00+00:00,435.06666666666666,False,False,False,0,NORMAL
2018-01-02 21:00:00+00:00,434.88891666666666,False,False,False,0,NORMAL
2018-01-02 22:00:00+00:00,437.5675,False,False,False,0,NORMAL
2018-01-02 23:00:00+00:00,439.455,False,False,False,0,NORMAL
2018-01-03 00:00:00+00:00,440.1288333333333,False,False,False,0,NORMAL
2018-01-03 01:00:00+00:00,442.0658333333333,False,False,False,0,NORMAL
2018-01-03 02:00:00+00:00,436.69466666666665,False,False,False,0,NORMAL
