meter_urn,feature,ts,observed,trend,seasonal,residual,upper,lower,is_anomaly
V.Z84,P,2019-06-30 13:00:00+00:00,-83950.84184981686,-34231.25094087172,-46830.71765502074,-2888.873253924401,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-06-30 14:00:00+00:00,-72731.05670024421,-34213.16633525426,-29016.061614456896,-9501.828750533059,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-06-30 15:00:00+00:00,-57581.66524358974,-34195.13668059214,-22129.629105192613,-1256.8994578049897,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-06-30 16:00:00+00:00,-35482.611367521364,-34177.15640308452,1158.6280253818154,-2464.082989818664,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-06-30 17:00:00+00:00,-19632.043376068374,-34159.21976568579,14804.204859631298,-277.02847001388,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-06-30 18:00:00+00:00,-4434.5568162393165,-34141.32088986041,25807.203123554827,3899.5609500662686,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-06-30 19:00:00+00:00,-404.7126257974679,-34123.453802671225,30553.11130029327,3165.6298765804895,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-06-30 20:00:00+00:00,-5.873973576151888,-34105.612511403604,30926.588117028175,3173.1504207992766,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-06-30 21:00:00+00:00,-5.48903050536497,-34087.79100851684,30903.874647951932,3178.427330059545,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-06-30 22:00:00+00:00,-6.373525342598651,-34069.98326841217,30881.07377518995,3182.535967879623,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-06-30 23:00:00+00:00,-5.100376231544387,-34052.18324722292,30857.93346197348,3189.1494090178967,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 00:00:00+00:00,-4.38796624965046,-34034.3848825897,30835.39129007588,3194.6056262641687,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 01:00:00+00:00,-5.242098531186223,-34016.582093468336,30811.5767759644,3199.7632189727483,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 02:00:00+00:00,-5.240514072777231,-33998.76877992407,30787.263157771744,3206.265108079544,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 03:00:00+00:00,-403.63397732096666,-33980.93882291658,30348.839377036154,3228.465468559458,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 04:00:00+00:00,-6019.476221001221,-33963.08608415991,25663.04338093231,2280.566482226379,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 05:00:00+00:00,-9248.143212085071,-33945.204402316005,20307.823543173105,4389.237647057831,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 06:00:00+00:00,-22512.86816239316,-33927.28758572969,557.369246653672,10857.05017668286,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 07:00:00+00:00,-31584.220839617898,-33909.32946814352,-14256.695394230144,16581.80402275577,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 08:00:00+00:00,-49199.5844017094,-33891.32404557606,-30572.268035869358,15264.00767973602,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 09:00:00+00:00,-59526.31036324787,-33873.26559366354,-43779.39871272617,18126.353943141847,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 10:00:00+00:00,-34264.03061660562,-33855.14868784605,-29334.425497507626,28925.543568748057,26937.761459537087,-26936.303886574893,True
V.Z84,P,2019-07-01 11:00:00+00:00,-77860.90801282051,-33836.96829501879,-48794.64312020583,4770.703402404113,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 12:00:00+00:00,-93951.55676495726,-33818.7198729689,-55463.78183186837,-4669.055060119994,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 13:00:00+00:00,-76644.23974358974,-33800.39900047231,-34730.55099359098,-8113.289749526455,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 14:00:00+00:00,-50648.9355006105,-33782.00111715427,-27347.44662292536,10480.512239469128,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 15:00:00+00:00,-29588.43597435897,-33763.521500678384,-16053.076034264252,20228.161560583663,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 16:00:00+00:00,-32597.81620634921,-33744.95558759057,-3601.2432171929217,4748.382598434284,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 17:00:00+00:00,-19239.97488851728,-33726.299149744715,9604.003674281514,4882.32058694592,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 18:00:00+00:00,-3873.2975427350425,-33707.548095626815,24397.976102974604,5436.274449917168,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 19:00:00+00:00,-562.8913071056887,-33688.6984169287,29769.780510484954,3356.02659933806,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 20:00:00+00:00,-3.833592855483501,-33669.74619333976,30347.560077877715,3318.3525226065576,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 21:00:00+00:00,-4.597977438240596,-33650.687564796215,30323.09274191046,3322.9968454475165,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 22:00:00+00:00,-5.3178119896375415,-33631.51872541123,30298.51871381649,3327.682199605104,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-01 23:00:00+00:00,-4.062658643905373,-33612.235926330024,30274.777711270654,3333.395556415464,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 00:00:00+00:00,-3.9819218398560494,-33592.83547895709,30249.804130164455,3339.049426952777,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 01:00:00+00:00,-5.251785037195166,-33573.31375841663,30225.326101634066,3342.7358717453717,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 02:00:00+00:00,-4.155426747434388,-33553.66720724142,30201.724530052208,3347.787250441779,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 03:00:00+00:00,-764.958974518151,-33533.892339285296,29565.502670431786,3203.4306943353586,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 04:00:00+00:00,-4033.922252136752,-33513.98574330197,25012.75973794783,4467.303753217391,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 05:00:00+00:00,-12058.282752136753,-33493.94409014762,14235.453935110258,7200.207402900611,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 06:00:00+00:00,-47322.98087606837,-33473.76416963049,-17339.747363387396,3490.530656949515,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 07:00:00+00:00,-47477.1434065934,-33453.44293320103,-30159.987512668144,16136.287039275776,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 08:00:00+00:00,-78665.01173687424,-33432.977505061746,-43600.484391835904,-1631.5498399765856,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 09:00:00+00:00,-81534.2267094017,-33412.36531688493,-53259.07352227826,5137.212129761487,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 10:00:00+00:00,-95001.84273255811,-33391.6039026404,-61230.354028023066,-379.8848018946446,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 11:00:00+00:00,-92741.45012393162,-33370.690921204936,-56368.654612853825,-3002.1045898728553,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 12:00:00+00:00,-73520.11271367522,-33349.62408602542,-52723.51752660226,12553.028898952463,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 13:00:00+00:00,-86475.92211538462,-33328.40116661242,-49945.42983545178,-3202.0911133204136,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 14:00:00+00:00,-80484.5926108801,-33307.02018782182,-47572.696924620424,395.1245015621389,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 15:00:00+00:00,-55588.56929339817,-33285.47924963249,-28990.411600110172,6687.32155634449,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 16:00:00+00:00,-43933.933501221,-33263.77655435783,-8627.814193882286,-2042.3427529808832,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 17:00:00+00:00,-21033.06997863248,-33241.910505707296,8257.09486218954,3951.745664885275,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 18:00:00+00:00,-5133.610897435898,-33219.87961814812,24280.538900058113,3805.7298206541127,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 19:00:00+00:00,-597.8340622463378,-33197.68259528503,29234.76155293925,3365.0869800994406,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 20:00:00+00:00,-4.835790489175938,-33175.31836710558,29774.492271861604,3395.990304754803,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 21:00:00+00:00,-4.06164029206097,-33152.78609762115,29752.502428149593,3396.2220291794983,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 22:00:00+00:00,-4.5808624575993,-33130.085200858026,29729.412125283874,3396.0922131165535,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-02 23:00:00+00:00,-4.468495889245889,-33107.21536013141,29707.353588226626,3395.3932760155403,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 00:00:00+00:00,-3.5476188101056523,-33084.17654907437,29685.657531173194,3394.9713990910714,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 01:00:00+00:00,-4.67261563817999,-33060.96905480359,29662.669881250014,3393.6265579153915,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 02:00:00+00:00,-3.5114555827212874,-33037.593503510136,29640.752671070466,3393.3293768569492,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 03:00:00+00:00,-724.740622897623,-33014.050888787664,29022.196274575177,3267.1139913148654,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 04:00:00+00:00,-4059.568655982906,-32990.342602442885,24575.67242448773,4355.10152197225,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 05:00:00+00:00,-11214.945743589744,-32966.47047256263,15752.703178557518,5998.821550415367,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 06:00:00+00:00,-47511.06472868217,-32942.43683447333,-13876.94389254645,-691.6840016623901,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 07:00:00+00:00,-67759.3858974359,-32918.24458289842,-35498.52658279647,657.3852682589859,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 08:00:00+00:00,-83142.2554029304,-32893.89709231548,-48783.30590066412,-1465.0524099508038,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 09:00:00+00:00,-87499.51094532861,-32869.398244750846,-59540.97333593115,4910.860635353383,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 10:00:00+00:00,-91746.18783577532,-32844.75247698821,-63234.79922920392,4333.363870416812,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 11:00:00+00:00,-101319.30587606836,-32819.96497258129,-67687.08490877083,-812.2559947162372,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 12:00:00+00:00,-97541.6202094017,-32795.04173477204,-62922.72733507373,-1823.8511395559326,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 13:00:00+00:00,-91686.7898892774,-32769.98954096946,-57441.76937971084,-1475.0309685971006,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 14:00:00+00:00,-80493.03392857143,-32744.81597604356,-48917.14693974343,1168.9289872155568,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 15:00:00+00:00,-64323.85972222222,-32719.529546778896,-35712.30656149756,4107.97638605423,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 16:00:00+00:00,-45248.01933760684,-32694.139882654803,-18303.05018912362,5749.170734171581,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 17:00:00+00:00,-21944.04871794872,-32668.65797867891,9162.576328515705,1562.0329322144862,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 18:00:00+00:00,-5011.802440582673,-32643.096399819096,23753.734897993545,3877.5590612428787,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 19:00:00+00:00,-722.1015577500577,-32617.46939033161,28782.85023604618,3112.5175965353737,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 20:00:00+00:00,-5.42368754861612,-32591.793119265014,29271.90878557094,3314.460646145457,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 21:00:00+00:00,-4.379549686513309,-32566.0859263777,29253.741609026478,3307.9647676647073,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 22:00:00+00:00,-4.304132459092985,-32540.36860725092,29235.560349978292,3300.504124813535,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-03 23:00:00+00:00,-3.808625361914836,-32514.664739355045,29218.104008375365,3292.7521056177648,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 00:00:00+00:00,-2.7909330839832376,-32489.001051232695,29200.95178888844,3285.258329260272,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 01:00:00+00:00,-4.085230169413349,-32463.40784084036,29182.531267910115,3276.791342760829,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 02:00:00+00:00,-3.1079019021913754,-32437.91944741638,29165.87975974256,3268.9317857716305,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 03:00:00+00:00,-529.5698266683191,-32412.57478051328,28747.054719669715,3135.9502341752486,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 04:00:00+00:00,-3547.575899503722,-32387.417907558036,25086.354077182863,3753.4879308714517,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 05:00:00+00:00,-9967.129256591756,-32362.498703232373,18734.152707100548,3661.216739540072,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 06:00:00+00:00,-47204.387436474935,-32337.873574916957,-4747.307463401327,-10119.206398156653,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 07:00:00+00:00,-67088.49012942614,-32313.606098232987,-22824.01521908716,-11950.86881210599,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 08:00:00+00:00,-82098.66032051282,-32289.76726710099,-35681.1995195177,-14127.69353389413,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 09:00:00+00:00,-93074.66099816847,-32266.43599273938,-46553.06323792512,-14255.161767503974,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 10:00:00+00:00,-98989.05455372404,-32243.69965906285,-50259.502604550675,-16485.852290110513,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 11:00:00+00:00,-100817.53844139194,-32221.654633790484,-51776.937899786455,-16818.945907815,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 12:00:00+00:00,-97843.251508547,-32200.406570589206,-43031.66633358693,-22611.178604370856,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 13:00:00+00:00,-90416.79649239648,-32180.07045032522,-32880.061162191145,-25356.66487988011,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 14:00:00+00:00,-79018.81762820513,-32160.77006413573,-31334.78766609135,-15523.259897978052,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 15:00:00+00:00,-63955.8766025641,-32142.63716796006,-17904.461319375463,-13908.778115228579,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 16:00:00+00:00,-40605.33237179487,-32125.810484221023,-2056.449184568546,-6423.072703005302,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 17:00:00+00:00,-20173.64583333333,-32110.433784825622,14374.890112691144,-2438.102161198851,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 18:00:00+00:00,-5063.506730769232,-32096.653185679806,24410.82317444479,2622.3232804657855,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 19:00:00+00:00,-520.5403151420652,-32084.613320368455,28666.267098394645,2897.8059068317452,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 20:00:00+00:00,-4.97778476995269,-32074.452351996686,28930.28748281341,3139.1870844133227,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 21:00:00+00:00,-4.789383949056882,-32056.50045309879,28919.92750954251,3131.783559607222,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 22:00:00+00:00,-5.442169621234138,-32038.939525780293,28909.251920932707,3124.245435226352,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-04 23:00:00+00:00,-4.096035848312164,-32021.772860806876,28899.790893876096,3117.8859310824664,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 00:00:00+00:00,-3.161102488994349,-32005.000637585832,28890.187868461566,3111.6516666352727,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 01:00:00+00:00,-4.065076519219376,-31988.61973178158,28879.46929309992,3105.085362162441,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 02:00:00+00:00,-4.548874909649103,-31972.62352566895,28869.342837679025,3098.731813080278,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 03:00:00+00:00,-619.7036664934164,-31957.001700479585,28374.00276631673,2963.2952676694367,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 04:00:00+00:00,-6779.259408496732,-31941.739757628337,23353.39163709191,1809.0887120396947,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 05:00:00+00:00,-10755.472465811969,-31926.818857548245,17514.84941428178,3656.496977454499,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 06:00:00+00:00,-20620.35438034188,-31912.21791037165,3246.333894970653,8045.52963505912,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 07:00:00+00:00,-37218.819444444445,-31897.91555815471,3145.2661390195813,-8466.170025309315,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 08:00:00+00:00,-35732.63513532763,-31883.89013871141,-5114.736765097642,1265.9917684814172,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 09:00:00+00:00,-47994.67344322344,-31870.11685513551,-31046.173341055954,14921.616752968028,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 10:00:00+00:00,-87454.85811965812,-31856.564337917447,-36092.976670048876,-19505.3171116918,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 11:00:00+00:00,-94569.88212759462,-31843.195479612466,-27107.612882241152,-35619.073765741006,26937.761459537087,-26936.303886574893,True
V.Z84,P,2019-07-05 12:00:00+00:00,-90975.0,-31829.964959589848,-25855.16383318298,-33289.871207227174,26937.761459537087,-26936.303886574893,True
V.Z84,P,2019-07-05 13:00:00+00:00,-90975.0,-31816.814042470258,-26041.576165041308,-33116.60979248844,26937.761459537087,-26936.303886574893,True
V.Z84,P,2019-07-05 14:00:00+00:00,-75991.23208061002,-31803.66904953405,-23682.25417495154,-20505.30885612443,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 15:00:00+00:00,-57651.675217864926,-31790.44511910938,-20813.25381138484,-5047.976287370711,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 16:00:00+00:00,-31069.298420479303,-31777.04815741113,602.5626176337302,105.18711929809433,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 17:00:00+00:00,-16007.829901960786,-31763.376063592063,17243.539516688605,-1487.993355057326,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 18:00:00+00:00,-4710.330921257392,-31749.319922971787,24435.006714193096,2603.9822875212994,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 19:00:00+00:00,-643.2078436286795,-31734.768725536644,28390.52597896734,2701.0349029406243,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 20:00:00+00:00,-4.91648789754677,-31719.61485182424,28712.35490997747,3002.3434539492264,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 21:00:00+00:00,-4.54570262871631,-31703.75553012805,28704.380427659347,2994.8293998399895,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 22:00:00+00:00,-5.590787958566863,-31687.09339545577,30347.999480185088,1333.503127312113,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-05 23:00:00+00:00,-4.568057095774362,-31669.53629746305,30336.015150210857,1328.9530901564212,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-06 00:00:00+00:00,-3.950227116437553,-31650.996749198013,30323.149290458117,1323.8972316234576,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-06 01:00:00+00:00,-4.027233523834665,-31631.39139701213,30310.006204490714,1317.3579589975816,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-06 02:00:00+00:00,-3.7595766858979327,-31610.64051832289,30296.439146123892,1310.4417955130994,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-06 03:00:00+00:00,-611.0095685197156,-31588.66748307544,29842.979103998954,1134.6788105567684,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-06 04:00:00+00:00,-2339.7340958605664,-31565.398005944262,26658.851797354764,2566.8121127289305,26937.761459537087,-26936.303886574893,False
V.Z84,P,2019-07-06 05:00:00+00:00,-13550.788937621832,-31540.760469967834,17192.694763766067,797.2767685799336,26937.761459537087,-26936.303886574893,False
