meter_urn,feature,n_total,n_anomaly,ratio,residual_max,residual_min,upper,lower,null_ratio
V.Z84,P,39529,919,2.3248754079283565,74012.50502613932,-50090.6876235448,26937.761459537087,-26936.303886574893,0.0
V.Z84,PF,0,0,0.0,,,,,100.0
V.Z84,Igm,39324,901,2.291221645814261,648.8428834888666,-526.8894367789044,294.0736948375137,-294.0917005426228,1.5229325305471932
