method,candidate_version,validation_rmse,weight
v29,v20,12332.2587890625,0.18841216090092147
v29,v23,12364.673828125,0.16023188072165567
v29,v25,12305.693359375,0.31623805507081026
v29,v27,12381.4599609375,0.3351179033066127
