meter_urn,feature,ts,observed,trend,seasonal,residual,upper,lower,is_anomaly
H2.ZE64,P,2022-03-23 16:00:00+00:00,13414.112749026484,12426.337018411157,619.2284008008953,368.5473298144316,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-23 17:00:00+00:00,13315.730548289372,12425.81240955945,567.6223791744217,322.2957595554999,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-23 18:00:00+00:00,13290.063501341432,12425.291926373196,550.8740472242185,313.89752774401677,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-23 19:00:00+00:00,13280.425657998783,12424.776149772255,425.829620451138,429.8198877753912,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-23 20:00:00+00:00,13328.350308194144,12424.265658256852,424.07357125171353,480.01107868557665,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-23 21:00:00+00:00,13435.135795857354,12423.761025591073,436.3073052940028,575.0674649722769,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-23 22:00:00+00:00,13505.129264017354,12423.262818892239,460.16768251918523,621.6987626059308,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-23 23:00:00+00:00,13509.892800555735,12422.77159642366,475.6625856718651,611.4586184602103,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 00:00:00+00:00,13466.628965879676,12422.287906277501,474.1061874082519,570.2348721939234,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 01:00:00+00:00,13480.458578631396,12421.8122863928,487.8531620511609,570.793130187436,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 02:00:00+00:00,13512.57723209436,12421.345265174015,488.7857418124989,602.4462251078457,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 03:00:00+00:00,13513.547215444863,12420.887361376777,482.1202828667431,610.5395712013433,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 04:00:00+00:00,13520.579329047903,12420.439083365198,464.9212591377106,635.2189865449946,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 05:00:00+00:00,13486.22195221108,12420.000928555331,436.78379373283263,629.4372299229162,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 06:00:00+00:00,13479.61302357478,12419.573382792296,446.44755514905347,613.5920856334305,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 07:00:00+00:00,13400.269259826571,12419.15692020309,426.19776604672353,554.9145735767579,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 08:00:00+00:00,12898.815098178566,12418.75200351863,343.9669926488158,136.09610201112082,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 09:00:00+00:00,13344.924876742523,12418.359086662815,547.4829709990438,379.0828190806642,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 10:00:00+00:00,13522.40418138318,12417.978620832228,740.0926202305782,364.3329403203734,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 11:00:00+00:00,13353.634054462378,12417.611052110065,679.6133816330165,256.4096207192961,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 12:00:00+00:00,13368.63084808348,12417.2568209575,678.3613148754572,273.0127122505219,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 13:00:00+00:00,13063.930480978888,12416.916363812745,590.9003275212476,56.113789644896315,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 14:00:00+00:00,13431.5670473094,12416.590113983577,723.5908303815153,291.3861029443069,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 15:00:00+00:00,13411.180686377413,12416.278504032307,709.6849235840981,285.21725876100754,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 16:00:00+00:00,13430.03563367954,12415.981962687245,700.4559332101177,313.5977377821764,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 17:00:00+00:00,13538.382286684431,12415.700913666064,739.1773393294318,383.50403368893603,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 18:00:00+00:00,13528.080645874044,12415.435774738997,734.7200790573479,377.92479207769975,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 19:00:00+00:00,13581.217871164246,12415.186956256677,797.347100266856,368.68381464071354,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 20:00:00+00:00,13651.641664700355,12414.95486072248,811.9510130147098,424.7357909631646,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 21:00:00+00:00,13612.36662979164,12414.73988245456,851.9263850825777,345.7003622545035,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 22:00:00+00:00,13785.986866812542,12414.542406731493,924.8973110685631,446.54714901248553,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-24 23:00:00+00:00,13800.136053167776,12414.36281011249,925.4769700943622,460.2962729609244,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 00:00:00+00:00,13770.448355899342,12414.201458742324,903.5306855142694,452.716211642748,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 01:00:00+00:00,13711.245873658523,12414.058707372027,865.6241442495368,431.5630220369585,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 02:00:00+00:00,13694.686012315828,12413.934899098907,838.488984969217,442.262128247703,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 03:00:00+00:00,13690.279455304892,12413.830365265989,838.8349354717918,437.61415456711075,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 04:00:00+00:00,13692.021922219874,12413.74542494973,800.951817130735,477.3246801394089,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 05:00:00+00:00,13654.029344723893,12413.680384361878,714.8451239666825,525.5038363953317,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 06:00:00+00:00,13496.774885219724,12413.635535535208,640.1699563589519,442.96939332556394,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 07:00:00+00:00,13408.66305097978,12413.611155164564,606.0382268294558,389.01366898575907,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 08:00:00+00:00,13429.77455265739,12413.607505357806,621.5855463652246,394.5815009343605,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 09:00:00+00:00,13451.449033665776,12413.624834226624,612.4677621243097,425.35643731484197,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 10:00:00+00:00,13452.706546624591,12413.663375301612,653.3517556975961,385.69141562538243,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 11:00:00+00:00,13538.297551327683,12413.723346547795,626.1634238347775,498.4107809451107,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 12:00:00+00:00,13476.50585501536,12413.804949755799,610.024906246676,452.6759990128867,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 13:00:00+00:00,13487.420521343563,12413.908368348251,611.9357957929136,461.57635720239887,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 14:00:00+00:00,13472.800188515472,12414.033766820836,589.2601584050958,469.5062632895406,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 15:00:00+00:00,13497.984852750851,12414.18128990731,616.3467908668076,467.45677197673285,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 16:00:00+00:00,13546.69381373783,12414.351061523852,640.1955946414605,492.14715757251724,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 17:00:00+00:00,13557.24370644651,12414.543183709426,626.0499037832843,516.6506189537995,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 18:00:00+00:00,13549.346774208345,12414.757735101923,615.2326800645628,519.3563590418598,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 19:00:00+00:00,13512.94545227222,12414.99476930601,624.1258522648843,473.8248307013273,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 20:00:00+00:00,13477.1627757336,12415.254313726215,561.8538531554746,500.0546088519095,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 21:00:00+00:00,13275.103419148722,12415.536368922592,476.55289311728785,383.01415710884066,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 22:00:00+00:00,13497.677719519945,12415.840907510197,572.855509449871,508.981302559876,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-25 23:00:00+00:00,13473.16913369707,12416.167874077071,556.1302212059664,500.8710384140322,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 00:00:00+00:00,13144.055406603647,12416.51718212772,421.6760616285666,305.8621628473611,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 01:00:00+00:00,13103.826651165617,12416.888712878941,396.09545682538305,290.84248146129175,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 02:00:00+00:00,13103.327344924332,12417.2823169983,455.9123911571732,230.132636768858,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 03:00:00+00:00,13180.672462082815,12417.697814324765,491.2890719400599,271.68557581798996,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 04:00:00+00:00,13091.16091439129,12418.13499312435,425.8177883693986,247.20813289754187,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 05:00:00+00:00,12866.180505252172,12418.593607978202,281.0432024498928,166.54369482407674,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 06:00:00+00:00,12725.46835021974,12419.073378487188,152.78132022017488,153.61365151237806,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 07:00:00+00:00,12614.632827758782,12419.573988885468,94.60623763478435,100.4526012385304,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 08:00:00+00:00,12588.559718138104,12420.095086833113,79.13498981576744,89.32964148922292,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 09:00:00+00:00,12633.53659728764,12420.636282353318,90.04161967078849,122.85869526353417,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 10:00:00+00:00,12570.79736032076,12421.197145895318,62.04459036187295,87.55562406356876,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 11:00:00+00:00,12550.538519774156,12421.777205539562,65.6902306928838,63.07108354171032,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 12:00:00+00:00,12540.106647610111,12422.375945022728,116.56235725229092,1.1683453350924538,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 13:00:00+00:00,12553.328455822862,12422.99280191033,99.73990628676165,30.595747625769945,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 14:00:00+00:00,12572.834264754025,12423.627165857604,99.82906884144988,49.37803005497153,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 15:00:00+00:00,12587.485628877794,12424.278375183514,88.53444981899867,74.6728038752808,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 16:00:00+00:00,12529.663523384506,12424.94571288331,104.79757470964407,-0.07976420844715904,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 17:00:00+00:00,12496.096253760346,12425.628402724502,142.86028361664725,-72.39243258080205,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 18:00:00+00:00,12531.263951043597,12426.325606997754,138.38656214141568,-33.448218095572884,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 19:00:00+00:00,12536.65314033146,12427.036423980588,154.93711686478133,-45.32040051390868,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 20:00:00+00:00,12547.828174854563,12427.759883114466,154.38264900707776,-34.31435726697964,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 21:00:00+00:00,12479.072878877478,12428.494940112487,140.2032367975325,-89.62529803254074,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 22:00:00+00:00,12458.33470513756,12429.240471763,158.59615146712727,-129.50191809256648,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-26 23:00:00+00:00,12467.0810419121,12429.99527150302,205.89584179588275,-168.8100713868007,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 00:00:00+00:00,12673.108379416406,12430.758044625061,275.9461436977674,-33.59580890642246,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 01:00:00+00:00,12817.44669506918,12431.527401972986,332.50055257979943,53.4187405163957,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 02:00:00+00:00,12827.37522552699,12432.301849307754,316.75656043140697,78.31681578782809,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 03:00:00+00:00,12726.178011558595,12433.079776089582,250.87794300336932,42.22029246564307,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 04:00:00+00:00,12698.63879877436,12433.859445292515,256.11530244078614,8.664051041057974,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 05:00:00+00:00,12592.60068359369,12434.638984107405,182.0484036513089,-24.086704165023548,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 06:00:00+00:00,12368.0569572473,12435.4163741372,35.23361869930761,-102.59303558920692,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 07:00:00+00:00,12311.964145478752,12436.189441013092,-22.629739965775588,-101.59555556856321,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 08:00:00+00:00,12221.033232636171,12436.95584383519,-81.0194309539415,-134.90318024507724,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 09:00:00+00:00,12208.68679235543,12437.713062274466,-67.90740427943848,-161.11886563959888,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 10:00:00+00:00,12138.994055979538,12438.458383052483,-95.49187527371414,-203.97245179923084,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 11:00:00+00:00,12084.051699490064,12439.188885679096,-120.21799001843891,-234.91919617059284,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 12:00:00+00:00,12058.60349527495,12439.90142771396,-162.9605721019859,-218.3373603370237,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 13:00:00+00:00,12006.113736415497,12440.592628835986,-204.62637279240724,-229.85251962808252,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 14:00:00+00:00,11986.84211876552,12441.258853155321,-204.6632925648925,-249.7534418249088,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 15:00:00+00:00,11909.435261995864,12441.896191730324,-226.61984369100833,-305.84108604345056,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 16:00:00+00:00,11788.635602339507,12442.500446007381,-263.0147514168549,-390.8500922510193,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 17:00:00+00:00,11785.253017633597,12443.06711359836,-245.12295065355596,-412.6911453112061,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 18:00:00+00:00,11790.455323016531,12443.591376773029,-192.90144744558046,-460.234606310918,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 19:00:00+00:00,11688.1656526408,12444.068092653397,-177.2730743157205,-578.6293656968755,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 20:00:00+00:00,11570.30860489129,12444.49178902357,-221.200587988523,-652.9825961437564,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 21:00:00+00:00,11538.533153885151,12444.856669276967,-254.06095549382206,-652.2625598979939,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 22:00:00+00:00,11509.986206681537,12445.156625583279,-259.61615338290113,-675.5542655188401,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-27 23:00:00+00:00,11495.117023407514,12445.385262016496,-266.094351512625,-684.1738870963563,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 00:00:00+00:00,11429.099081202954,12445.535934116619,-272.68536996102176,-743.7514829526426,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 01:00:00+00:00,11364.945636567649,12445.601809663991,-288.6092742689505,-792.0468988273915,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 02:00:00+00:00,11318.367614455412,12445.57595768088,-319.3371273126065,-807.8712159128609,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 03:00:00+00:00,11384.867978128896,12445.45146998411,-305.0472547276507,-755.5362371275623,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 04:00:00+00:00,11465.047900813584,12445.22161981213,-310.7110902819582,-669.4626287165866,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 05:00:00+00:00,11399.13220984119,12444.880062080765,-366.43781929900354,-679.3100329405715,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 06:00:00+00:00,11225.992449465784,12444.4210824662,-513.1117552739554,-705.31687772646,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 07:00:00+00:00,11245.35245015461,12443.839903569213,-567.2445234736302,-631.2429299409723,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 08:00:00+00:00,11247.468650468534,12443.1330449432,-594.5402031930255,-601.1241912816404,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 09:00:00+00:00,11255.446123799877,12442.298726161967,-596.4249017574164,-590.4277006046741,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 10:00:00+00:00,11281.6088389799,12441.337302772876,-604.1239311445357,-555.60453264844,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 11:00:00+00:00,11252.607405764556,12440.251709467027,-533.9812895927909,-653.6630141096794,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 12:00:00+00:00,11287.852354058232,12439.047870225446,-510.75263909472443,-640.4428770724899,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 13:00:00+00:00,11281.17356245421,12440.473970810472,-553.4907847713827,-605.8096235848789,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 14:00:00+00:00,11294.813181365467,12441.925466535307,-534.939638225159,-612.1726469446803,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 15:00:00+00:00,11272.113116379423,12443.405282875026,-551.7902139061898,-619.5019525894131,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 16:00:00+00:00,11276.114088834796,12444.916339661577,-564.5774021311449,-604.224848695636,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 17:00:00+00:00,11301.068480011529,12446.461571645383,-549.7757058699319,-595.6173857639224,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 18:00:00+00:00,11241.29910418597,12448.043909528358,-610.2713595609348,-596.4734457814538,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 19:00:00+00:00,11299.0387987409,12449.666242264748,-585.5864056353898,-565.041037888459,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 20:00:00+00:00,11269.458240724553,12451.331420744173,-612.502336569569,-569.3708434500513,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 21:00:00+00:00,11259.404166910228,12453.042292176755,-622.3941257025566,-571.2439995639706,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 22:00:00+00:00,11230.051232940612,12454.801762042418,-585.2450809824334,-639.5054481193729,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-28 23:00:00+00:00,11234.98040108275,12456.612815766235,-558.4628516786548,-663.1695630048307,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 00:00:00+00:00,11238.190746024686,12458.478518201824,-560.1842136284963,-660.1035585486425,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 01:00:00+00:00,11235.775523244318,12460.401987366426,-572.3964921238481,-652.2299719982602,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 02:00:00+00:00,11293.205488102643,12462.386362091684,-554.29974120012,-614.8811327889198,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 03:00:00+00:00,11257.502677589431,12464.434789743094,-578.2615438259836,-628.6705683276796,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 04:00:00+00:00,11209.331207519392,12466.550426364089,-618.887107804425,-638.3321110402721,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 05:00:00+00:00,11198.205646430111,12468.736437251657,-657.6800392311228,-612.8507515904221,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 06:00:00+00:00,11217.425264149437,12470.995981439522,-725.7006121791408,-527.8701051109456,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 07:00:00+00:00,11240.249976926374,12473.33216875221,-720.8856930938524,-512.1964987319825,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 08:00:00+00:00,11423.775432220087,12475.748007038528,-464.96620898479125,-587.0063658336494,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 09:00:00+00:00,11630.679342017114,12478.246361002859,-394.59811941061207,-452.96889957513304,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 10:00:00+00:00,11610.065242675024,12480.82979648531,-452.70122520915226,-418.06332860113434,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 11:00:00+00:00,11651.552317611397,12483.500457645185,-459.2394514492638,-372.70868858452377,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 12:00:00+00:00,11647.221962643398,12486.259973595805,-430.750182821326,-408.28782813108046,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 13:00:00+00:00,11627.66102905983,12489.109414570248,-425.3250289012119,-436.1233566092069,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 14:00:00+00:00,11593.412095466389,12492.049389200973,-680.1237936811409,-218.51350005344284,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 15:00:00+00:00,11574.933232530328,12495.080272970494,-708.8293009955332,-211.31773944463384,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 16:00:00+00:00,11558.897971460365,12498.202253959616,-765.421200214718,-173.88308228453388,1839.9307542555714,-1841.9359340873345,False
H2.ZE64,P,2022-03-29 17:00:00+00:00,11555.538049574863,12501.415323648585,-692.4434485324233,-253.43382554129857,1839.9307542555714,-1841.9359340873345,False
