meter_urn,feature,n_total,n_anomaly,ratio,residual_max,residual_min,upper,lower,null_ratio
H2.ZE64,P,15585,172,1.1036252807186397,10219.197161008167,-5694.3840187655005,1839.9307542555714,-1841.9359340873345,0.0
H2.ZE64,PF,15585,249,1.5976900866217516,0.10645382557937522,-0.1554669550382043,0.03226632456577081,-0.03227250957765176,0.0
H2.ZE64,I1,15585,212,1.3602823227462304,13.558458669862091,-4.832585059759424,2.393608846737852,-2.3964610381103535,0.0
