meter,measurement,anomaly_type,건수,시작일,종료일,min_val,max_val,criterion
H1.Z10,I1,통계적이상(3sigma),23,2018-08-29,2022-07-07,4.532666666666667,45.43983333333333,"mean=6.02, sigma=2.45, lower=-1.35, upper=13.38"
H1.Z10,I2,통계적이상(3sigma),68,2018-01-01,2023-06-25,0.2745868669802687,43.57483333333334,"mean=8.76, sigma=2.47, lower=1.37, upper=16.16"
H1.Z10,I3,통계적이상(3sigma),20,2018-08-29,2022-02-09,4.344166666666666,43.309333333333335,"mean=6.63, sigma=2.46, lower=-0.75, upper=14.01"
H1.Z11,I1,통계적이상(3sigma),36,2018-05-28,2023-08-23,0.4585669327338803,139.64183333333332,"mean=11.45, sigma=14.49, lower=-32.02, upper=54.92"
H1.Z11,I2,통계적이상(3sigma),34,2018-05-28,2023-08-18,0.4840346882448643,141.89341666666667,"mean=11.66, sigma=14.75, lower=-32.58, upper=55.91"
H1.Z11,I3,통계적이상(3sigma),36,2018-05-28,2023-08-23,0.0,139.66333333333333,"mean=11.08, sigma=14.84, lower=-33.45, upper=55.61"
H1.Z12,I1,통계적이상(3sigma),36,2018-05-28,2023-08-23,0.4804339205451026,139.86683333333335,"mean=11.39, sigma=14.52, lower=-32.17, upper=54.96"
H1.Z12,I2,통계적이상(3sigma),34,2018-05-28,2023-08-18,0.4764331000944717,141.86833333333334,"mean=11.65, sigma=14.75, lower=-32.60, upper=55.91"
H1.Z12,I3,통계적이상(3sigma),34,2018-05-28,2023-08-18,0.0016666940112344,141.7374166666667,"mean=11.42, sigma=15.02, lower=-33.64, upper=56.47"
H1.Z13,I1,통계적이상(3sigma),6,2018-08-16,2023-07-16,0.0686615743724518,61.09291666666666,"mean=24.47, sigma=7.56, lower=1.78, upper=47.15"
H1.Z13,I2,통계적이상(3sigma),5,2018-08-16,2023-07-16,0.3242385278638542,61.535583333333335,"mean=25.08, sigma=7.47, lower=2.66, upper=47.49"
H1.Z13,I3,통계적이상(3sigma),5,2018-08-16,2023-07-16,0.0,64.04858333333333,"mean=25.49, sigma=7.89, lower=1.81, upper=49.17"
H1.Z14,I1,통계적이상(3sigma),6,2018-08-16,2023-07-16,0.0026668210049578,58.03425,"mean=23.29, sigma=7.11, lower=1.95, upper=44.62"
H1.Z14,I2,통계적이상(3sigma),6,2018-08-16,2023-07-16,0.3199976563856171,58.3495,"mean=23.85, sigma=7.03, lower=2.76, upper=44.94"
H1.Z14,I3,통계적이상(3sigma),6,2018-08-16,2023-07-16,0.0,60.5645,"mean=24.10, sigma=7.40, lower=1.91, upper=46.29"
H1.Z15,I1,물리적이상(음수전류),2170,2018-01-01,2023-12-31,-446.5788481855839,206.62190071953617,min_val < 0A
H1.Z15,I1,통계적이상(3sigma),21,2018-02-28,2018-03-20,45.84230283807455,259.20384939656526,"mean=-125.14, sigma=38.30, lower=-240.02, upper=-10.25"
H1.Z15,I2,물리적이상(음수전류),2134,2018-01-03,2023-12-31,-444.2485986852025,109.61460493498316,min_val < 0A
H1.Z15,I2,통계적이상(3sigma),57,2018-01-01,2018-03-04,6.965392104784637,154.26334126790354,"mean=-117.85, sigma=44.89, lower=-252.51, upper=16.82"
H1.Z15,I3,물리적이상(음수전류),2191,2018-01-01,2023-12-31,-522.5714849086901,-11.573038835833668,min_val < 0A
H1.Z16,I1,통계적이상(3sigma),61,2019-09-09,2023-11-14,1.0904166666666668,66.50083333333333,"mean=2.35, sigma=4.03, lower=-9.73, upper=14.42"
H1.Z16,I2,통계적이상(3sigma),61,2019-09-09,2023-11-14,1.09425,67.65050000000001,"mean=2.37, sigma=4.10, lower=-9.92, upper=14.66"
H1.Z16,I3,물리적이상(음수전류),1,2020-11-17,2020-11-17,-1.1842378929335003e-16,7.240833333333333,min_val < 0A
H1.Z16,I3,통계적이상(3sigma),61,2019-09-09,2023-11-14,0.0,66.6205,"mean=1.27, sigma=4.15, lower=-11.17, upper=13.72"
H1.Z17,I1,통계적이상(3sigma),28,2018-05-28,2022-07-20,77.16846387442499,429.0722912083184,"mean=109.29, sigma=39.97, lower=-10.63, upper=229.21"
H1.Z17,I2,물리적이상(음수전류),81,2018-01-01,2018-03-22,-164.43328697448158,127.55981302417136,min_val < 0A
H1.Z17,I2,통계적이상(3sigma),4,2022-06-30,2022-07-19,154.03893305460608,422.631229909261,"mean=102.10, sigma=54.06, lower=-60.09, upper=264.29"
H1.Z17,I3,물리적이상(음수전류),81,2018-01-01,2018-03-22,-42.92273631307815,125.04580268973278,min_val < 0A
H1.Z17,I3,통계적이상(3sigma),16,2018-05-29,2022-07-19,148.6568494646352,416.648853352864,"mean=100.09, sigma=46.87, lower=-40.53, upper=240.71"
H1.Z18,I1,물리적이상(음수전류),1,2023-05-11,2023-05-11,-1.1564823173178714e-19,0.0066666666666666,min_val < 0A
