ts_local,value,meter,measurement,description
2022-07-19 04:00:00,184.35967553502852,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 05:00:00,179.60142523120322,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 06:00:00,182.8577439468105,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 07:00:00,313.51000804331125,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 08:00:00,281.5507268269859,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 09:00:00,321.33252980550134,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 10:00:00,374.3944238117174,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 11:00:00,401.7005648973252,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 12:00:00,426.5048445468482,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 13:00:00,397.8930134752064,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 14:00:00,306.1325164794922,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 15:00:00,316.6746638319228,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 16:00:00,312.5315003289119,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 17:00:00,312.05013834635423,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 18:00:00,300.49166166517455,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 19:00:00,288.5708835177954,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 20:00:00,298.1437451341419,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 21:00:00,250.7220496453178,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 22:00:00,196.99386311119667,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2022-07-19 23:00:00,189.57568849351685,H1.Z17,I1,I1 통계적이상 최악: max=429.1A
2018-01-01 00:00:00,118.31640746696748,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 01:00:00,107.19597430758972,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 02:00:00,132.74971661037927,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 03:00:00,117.2385060151417,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 04:00:00,124.3943259622284,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 05:00:00,133.97442669066,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 06:00:00,134.03470539932763,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 07:00:00,133.5492784963605,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 08:00:00,129.94032696408578,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 09:00:00,133.71865458170592,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 10:00:00,135.29597886838303,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 11:00:00,134.91944450378364,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 12:00:00,121.77548388148794,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 13:00:00,134.78539422952068,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 14:00:00,136.79077027090273,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 15:00:00,135.9427104187005,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 16:00:00,135.32397899404887,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 17:00:00,135.64272083282512,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 18:00:00,137.00354464213072,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 19:00:00,134.6555798251769,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 20:00:00,134.67151344674184,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 21:00:00,108.41073759257408,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 22:00:00,100.47889444790724,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2018-01-01 23:00:00,93.8247865658644,H1.Z15,I2,I2 물리적이상 최악: min=-444.2A
2022-07-19 00:00:00,191.8348885537945,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 01:00:00,183.62934407552044,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 02:00:00,184.92082923106744,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 03:00:00,183.96671997417812,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 04:00:00,183.0696557068625,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 05:00:00,181.0907222172572,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 06:00:00,181.62860788119133,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 07:00:00,316.5862060406567,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 08:00:00,283.24079681396444,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 09:00:00,319.96427042643273,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 10:00:00,370.2004983454877,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 11:00:00,396.9465403578016,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 12:00:00,422.631229909261,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 13:00:00,394.01763551500113,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 14:00:00,302.6049614122178,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 15:00:00,309.48764509412985,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 16:00:00,303.8313791063096,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 17:00:00,302.6946685282399,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 18:00:00,295.36648379855666,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 19:00:00,282.3904457939996,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 20:00:00,290.75860397338863,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 21:00:00,246.97239217970107,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 22:00:00,193.2012373367708,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2022-07-19 23:00:00,186.72228298611137,H1.Z17,I2,I2 통계적이상 최악: max=422.6A
2018-01-01 00:00:00,-27.32425038737997,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 01:00:00,-34.223680672380695,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 02:00:00,-17.164241686132183,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 03:00:00,-27.20516963137527,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 04:00:00,-23.13437710357023,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 05:00:00,-17.33255349487682,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 06:00:00,-16.95925789918313,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 07:00:00,-17.74855850168571,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 08:00:00,-11.573038835833668,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 09:00:00,-16.236031284332306,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 10:00:00,-19.017412400469333,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 11:00:00,-20.35991630713152,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 12:00:00,-23.91480013464964,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 13:00:00,-18.12438734851188,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 14:00:00,-20.76068145973097,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 15:00:00,-19.15574948337338,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 16:00:00,-19.17624796925295,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 17:00:00,-20.42636863231659,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 18:00:00,-22.82475101550416,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 19:00:00,-20.92712055258657,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 20:00:00,-19.49685401156875,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 21:00:00,-34.428776994507324,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 22:00:00,-39.45722029673248,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2018-01-01 23:00:00,-42.87313589598828,H1.Z15,I3,I3 물리적이상 최악: max=-11.6A (전기간 음수)
2022-07-19 00:00:00,187.91420749963143,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 01:00:00,179.38120839436826,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 02:00:00,180.7049491852984,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 03:00:00,179.184309732626,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 04:00:00,178.99389392798105,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 05:00:00,176.20876506553734,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 06:00:00,176.31816908208617,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 07:00:00,312.7877002672219,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 08:00:00,276.6745964558915,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 09:00:00,315.26168080647744,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 10:00:00,361.8933681824385,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 11:00:00,389.6928401692709,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 12:00:00,416.648853352864,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 13:00:00,387.56156726413326,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 14:00:00,293.85436023288287,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 15:00:00,303.139547780355,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 16:00:00,299.3544364420577,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 17:00:00,298.4063164265954,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 18:00:00,291.8205438062876,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 19:00:00,278.7465799797908,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 20:00:00,286.77236399332685,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 21:00:00,242.28075705634237,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 22:00:00,189.2467308008958,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2022-07-19 23:00:00,182.77234351264048,H1.Z17,I3,I3 통계적이상 최악: max=416.6A
2018-01-01 00:00:00,-66105.48236694481,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 01:00:00,-51740.13600531685,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 02:00:00,-85444.5505750868,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 03:00:00,-65286.78352864584,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 04:00:00,-76141.65925022964,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 05:00:00,-86445.3010918512,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 06:00:00,-86848.90966060331,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 07:00:00,-86942.45079212301,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 08:00:00,-87690.13525923964,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 09:00:00,-86862.11367838542,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 10:00:00,-87129.50777811906,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 11:00:00,-85024.79260091145,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 12:00:00,-72945.95670468091,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 13:00:00,-87392.02128196176,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 14:00:00,-87281.09238032218,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 15:00:00,-87282.63901909722,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 16:00:00,-87900.00771157113,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 17:00:00,-86234.53948567709,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 18:00:00,-85836.44707682291,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 19:00:00,-85961.17475610269,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 20:00:00,-87215.97000425214,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 21:00:00,-52726.74504109527,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 22:00:00,-43880.50523832152,H1.Z15,P,P 물리적이상 최악: min=-137383W
2018-01-01 23:00:00,-34728.754839015266,H1.Z15,P,P 물리적이상 최악: min=-137383W
2022-07-20 00:00:00,105864.52137741027,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 01:00:00,104980.0482320103,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 02:00:00,103015.8923859127,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 03:00:00,101942.90498865784,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 04:00:00,124530.71076171874,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 05:00:00,99202.09951388888,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 06:00:00,97664.87597222225,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 07:00:00,169845.11683159723,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 08:00:00,180093.31639480343,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 09:00:00,209157.86762152775,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 10:00:00,231600.49609375,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 11:00:00,251220.9717492816,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 12:00:00,220390.8399501568,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 13:00:00,179379.33402777778,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 14:00:00,171328.79216954022,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 15:00:00,148019.97783564814,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 16:00:00,145480.36961805556,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 17:00:00,134512.367578125,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 18:00:00,128458.62256213983,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 19:00:00,127943.232156278,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 20:00:00,135313.39531788795,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 21:00:00,107169.25899584572,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 22:00:00,84240.77930749155,H1.Z17,P,P 통계적이상 최악: max=251694W
2022-07-20 23:00:00,75458.41118367197,H1.Z17,P,P 통계적이상 최악: max=251694W
2018-01-01 00:00:00,-23001.902981064708,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 01:00:00,-18030.25160793728,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 02:00:00,-29528.9956366645,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 03:00:00,-22707.60649532741,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 04:00:00,-26419.7517587675,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 05:00:00,-29800.046879966325,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 06:00:00,-30020.619497957,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 07:00:00,-30146.744242694487,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 08:00:00,-30098.031869780876,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 09:00:00,-29970.4183203125,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 10:00:00,-30142.12635870442,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 11:00:00,-29279.931407877604,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 12:00:00,-25199.895315390317,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 13:00:00,-30157.341060279272,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 14:00:00,-30043.53325036215,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 15:00:00,-29970.868309461806,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 16:00:00,-30327.90561125923,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 17:00:00,-29578.475146484376,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 18:00:00,-29461.676904296877,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 19:00:00,-29457.165467905677,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 20:00:00,-29798.684250276863,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 21:00:00,-18066.299655972256,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 22:00:00,-15136.66901961422,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2018-01-01 23:00:00,-11911.330092316874,H1.Z15,P1,P1 물리적이상 최악: min=-45087W
2022-07-20 00:00:00,35675.95017327861,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 01:00:00,36210.67477546546,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 02:00:00,35672.78940073165,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 03:00:00,35457.401240166946,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 04:00:00,42916.21916116381,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 05:00:00,34601.6684483507,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 06:00:00,33418.42566297743,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 07:00:00,57952.49126627604,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 08:00:00,61988.097118577854,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 09:00:00,71780.76100260417,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 10:00:00,79551.291796875,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 11:00:00,86093.402135716,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 12:00:00,76083.23701556899,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 13:00:00,61548.94720052083,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 14:00:00,59368.30172713123,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 15:00:00,51423.80796440972,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 16:00:00,50413.1287109375,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 17:00:00,46814.28504774305,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 18:00:00,44214.67524608748,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 19:00:00,43880.51487063172,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 20:00:00,46609.88923768259,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 21:00:00,37207.2844562252,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 22:00:00,29574.089262458143,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2022-07-20 23:00:00,25974.101519187152,H1.Z17,P1,P1 통계적이상 최악: max=86093W
2018-01-01 00:00:00,-22002.313656594903,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 01:00:00,-17451.64137742784,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 02:00:00,-28162.987375217013,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 03:00:00,-21714.383157772496,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 04:00:00,-25147.87427474726,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 05:00:00,-28503.54958761512,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 06:00:00,-28640.138396130937,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 07:00:00,-28646.81715368165,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 08:00:00,-28966.959777684075,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 09:00:00,-28497.68745279948,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 10:00:00,-28625.52844488233,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 11:00:00,-28076.3421484375,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 12:00:00,-24236.47347767409,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 13:00:00,-28865.77302606482,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 14:00:00,-28882.729394838167,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 15:00:00,-28947.63474175347,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 16:00:00,-29215.17246270123,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 17:00:00,-28765.661557617183,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 18:00:00,-28711.95596842448,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 19:00:00,-28629.33245435201,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 20:00:00,-28998.438317603108,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 21:00:00,-17931.636343670198,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 22:00:00,-15032.464439923884,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2018-01-01 23:00:00,-12139.993186981392,H1.Z15,P2,P2 물리적이상 최악: min=-46390W
2022-07-20 00:00:00,36073.1113204207,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 01:00:00,35375.04693265834,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 02:00:00,34732.455283668154,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 03:00:00,34331.89143344142,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 04:00:00,41975.702290271576,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 05:00:00,33536.64093207465,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 06:00:00,33266.656141493055,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 07:00:00,56597.01586588542,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 08:00:00,59665.74949021599,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 09:00:00,69210.67296006944,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 10:00:00,77206.70464409722,H1.Z17,P2,P2 통계적이상 최악: max=85295W
