ts_local,value,meter,measurement,description
2022-07-20 11:00:00,83826.71333363265,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 12:00:00,73032.02495449709,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 13:00:00,59822.72671440972,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 14:00:00,56781.07225589679,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 15:00:00,48910.10974633487,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 16:00:00,47972.5126953125,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 17:00:00,44550.181749131945,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 18:00:00,42920.92769731125,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 19:00:00,42835.93574344758,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 20:00:00,45353.62057950192,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 21:00:00,35753.03800114708,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 22:00:00,28186.07702839792,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2022-07-20 23:00:00,25700.02359392078,H1.Z17,P2,P2 통계적이상 최악: max=85295W
2018-01-01 00:00:00,-21101.26495773993,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 01:00:00,-16258.242687288928,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 02:00:00,-27752.56756184896,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 03:00:00,-20864.793435245097,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 04:00:00,-24581.47553805832,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 05:00:00,-28141.70478713057,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 06:00:00,-28188.150858036373,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 07:00:00,-28148.889402056186,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 08:00:00,-28625.14354633708,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 09:00:00,-28394.00741210937,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 10:00:00,-28361.85265120121,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 11:00:00,-27668.518475748693,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 12:00:00,-23539.21462650548,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 13:00:00,-28368.907227441345,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 14:00:00,-28354.82993355962,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 15:00:00,-28364.13564453125,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 16:00:00,-28342.142875500147,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 17:00:00,-27890.403299153648,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 18:00:00,-27662.813813476565,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 19:00:00,-27874.677094741037,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 20:00:00,-28403.96187364793,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 21:00:00,-16728.809308434622,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 22:00:00,-13711.371925863965,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2018-01-01 23:00:00,-10677.43166053467,H1.Z15,P3,P3 물리적이상 최악: min=-48164W
2023-12-21 00:00:00,417.86244705290966,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 01:00:00,428.5621938302418,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 02:00:00,420.6278110926164,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 03:00:00,406.5661309050636,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 04:00:00,427.1077282221892,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 05:00:00,402.6061275094325,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 06:00:00,425.5377975316508,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 07:00:00,407.7949333241318,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 08:00:00,391.86839791410034,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 09:00:00,413.56477035317806,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 10:00:00,437.4963928832386,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 11:00:00,440.1427814722528,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 12:00:00,462.9425925475831,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 13:00:00,470.1987175090264,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 14:00:00,1.5818675872798205e-07,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 15:00:00,1.3958723513597086e-07,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 16:00:00,9.048482186581481e-08,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 17:00:00,2826.5423355881244,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 18:00:00,3090.5595217688647,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 19:00:00,2842.022531554393,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 20:00:00,2782.36293912614,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 21:00:00,248380.2113298624,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 22:00:00,2656.048241403644,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-12-21 23:00:00,2993.1272003308254,H2.ZE67,P3,P3 통계적이상 최악: max=248380W
2023-01-02 00:00:00,-0.9845783165009524,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 01:00:00,-0.985807798702092,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 02:00:00,-0.9862560413572028,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 03:00:00,-0.9866740553490704,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 04:00:00,-0.9859245352442112,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 05:00:00,-0.9854823507599932,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 06:00:00,-0.9842978050466684,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 07:00:00,-0.9857638309418056,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 08:00:00,-0.9822344646097908,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 09:00:00,-0.0154672254746673,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 10:00:00,-0.1056066928918038,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 11:00:00,-0.9869511180604432,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 12:00:00,-0.9882591999812146,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 13:00:00,-0.9893813685417828,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 14:00:00,-0.9839336144740142,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 15:00:00,-0.9878494119446306,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 16:00:00,-1.000325469021059,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 17:00:00,-0.9883080242013904,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 18:00:00,-0.9876970116048492,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 19:00:00,-0.9893906061160126,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 20:00:00,-0.9891488654439816,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 21:00:00,-0.9872725976764046,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 22:00:00,-0.993046110233727,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2023-01-02 23:00:00,-0.9883674499567224,H1.ZE20,PF,"PF 물리적이상 최악: min=-1.0003, max=1.0109"
2020-01-24 00:00:00,0.997525610565905,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 01:00:00,0.9976317737006778,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 02:00:00,0.997815164851782,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 03:00:00,0.9970446403195956,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 04:00:00,0.9966315040290143,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 05:00:00,0.9938801107782969,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 06:00:00,0.9777628059480468,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 07:00:00,0.954199800193221,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 08:00:00,0.9690361231575628,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 09:00:00,0.9705616238043618,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 10:00:00,0.9568260272527346,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 11:00:00,0.973431590516772,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 12:00:00,0.9987013225888284,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 13:00:00,0.9978574658842648,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 14:00:00,0.997890822292804,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 15:00:00,0.9983658815736096,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 16:00:00,0.9869370403057796,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 17:00:00,0.978733040295867,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 18:00:00,0.9835920325405936,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 19:00:00,0.9797783096334934,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 20:00:00,0.9975086237682278,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 21:00:00,0.9980023881834216,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 22:00:00,0.9933415795309888,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2020-01-24 23:00:00,0.9977257946484828,H3.Z40,PF,PF 통계적이상 최악: min=0.0
2021-06-15 00:00:00,-0.005149189189736,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 01:00:00,-0.0051844371618547,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 02:00:00,-0.0040072934565856,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 03:00:00,-0.003295417007874,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 04:00:00,-0.0066486085005453,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 05:00:00,-0.6730575223329165,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 06:00:00,-0.9996402281522748,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 07:00:00,-0.9999723158280052,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 08:00:00,-0.9999954879283908,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 09:00:00,-0.9999997048113096,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 10:00:00,-0.9999997634887716,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 11:00:00,-0.999999700526398,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 12:00:00,-0.999999941719906,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 13:00:00,-0.999999735110338,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 14:00:00,-0.9999997162298564,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 15:00:00,-0.9999998872942408,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 16:00:00,-1.0000000018874835,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 17:00:00,-0.999999619536932,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 18:00:00,-0.9999899769160484,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 19:00:00,-0.999955722292264,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 20:00:00,-0.9994040763378148,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 21:00:00,-0.5607617253810168,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 22:00:00,-0.004983748005264,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2021-06-15 23:00:00,-0.0027659783066822,H3.Z312,PF1,PF1 물리적이상 최악: min=-1.0
2022-03-22 15:00:00,1.0,H2.ZE66,PF1,PF1 통계적이상 최악: max=1.0
2022-03-22 16:00:00,1.0,H2.ZE66,PF1,PF1 통계적이상 최악: max=1.0
2022-03-22 17:00:00,1.0,H2.ZE66,PF1,PF1 통계적이상 최악: max=1.0
2022-03-22 18:00:00,1.0,H2.ZE66,PF1,PF1 통계적이상 최악: max=1.0
2022-03-22 19:00:00,1.0,H2.ZE66,PF1,PF1 통계적이상 최악: max=1.0
2022-03-22 20:00:00,1.0,H2.ZE66,PF1,PF1 통계적이상 최악: max=1.0
2022-03-22 21:00:00,1.0,H2.ZE66,PF1,PF1 통계적이상 최악: max=1.0
2022-03-22 22:00:00,1.0,H2.ZE66,PF1,PF1 통계적이상 최악: max=1.0
2022-03-22 23:00:00,1.0,H2.ZE66,PF1,PF1 통계적이상 최악: max=1.0
2021-07-18 00:00:00,0.0065233436495603,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 01:00:00,0.0063295460489072,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 02:00:00,0.0056098040141003,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 03:00:00,0.0051246979998217,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 04:00:00,0.0051553535799629,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 05:00:00,-0.3822577950535129,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 06:00:00,-0.9992365606945592,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 07:00:00,-0.9999768270974088,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 08:00:00,-0.9999992568185296,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 09:00:00,-0.9999999744850218,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 10:00:00,-0.9999999216349936,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 11:00:00,-0.9999998911100774,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 12:00:00,-0.999999868542105,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 13:00:00,-0.99999992867749,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 14:00:00,-0.9999999663093913,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 15:00:00,-0.9999999795565078,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 16:00:00,-1.0000000017994348,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 17:00:00,-0.9999998804731808,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 18:00:00,-0.9999978238285492,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 19:00:00,-0.9999332162817354,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 20:00:00,-0.9991770731333732,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 21:00:00,-0.4781802486706569,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 22:00:00,0.0078172509286863,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2021-07-18 23:00:00,0.0068591658477585,H2.Z311,PF2,PF2 물리적이상 최악: min=-1.0
2022-03-22 15:00:00,1.0,H2.ZE66,PF2,PF2 통계적이상 최악: max=1.0
2022-03-22 16:00:00,1.0,H2.ZE66,PF2,PF2 통계적이상 최악: max=1.0
2022-03-22 17:00:00,1.0,H2.ZE66,PF2,PF2 통계적이상 최악: max=1.0
2022-03-22 18:00:00,1.0,H2.ZE66,PF2,PF2 통계적이상 최악: max=1.0
2022-03-22 19:00:00,1.0,H2.ZE66,PF2,PF2 통계적이상 최악: max=1.0
2022-03-22 20:00:00,1.0,H2.ZE66,PF2,PF2 통계적이상 최악: max=1.0
2022-03-22 21:00:00,1.0,H2.ZE66,PF2,PF2 통계적이상 최악: max=1.0
2022-03-22 22:00:00,1.0,H2.ZE66,PF2,PF2 통계적이상 최악: max=1.0
2022-03-22 23:00:00,1.0,H2.ZE66,PF2,PF2 통계적이상 최악: max=1.0
2021-06-08 00:00:00,-0.0095067408294804,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 01:00:00,-0.0101635328056807,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 02:00:00,-0.010809494359973,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 03:00:00,-0.0093647371180768,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 04:00:00,-0.0105836013489816,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 05:00:00,-0.0830004249523497,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 06:00:00,-0.9913595145278512,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 07:00:00,-0.9998623955912056,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 08:00:00,-0.999966257096512,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 09:00:00,-0.9999870726939228,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 10:00:00,-0.999995089636908,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 11:00:00,-0.9999994573956248,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 12:00:00,-0.9999998923809412,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 13:00:00,-1.0000000019690696,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 14:00:00,-0.9999996796749716,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 15:00:00,-0.9999996538011732,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 16:00:00,-0.9999988892483498,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 17:00:00,-0.999995114133619,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 18:00:00,-0.9999724448173628,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 19:00:00,-0.9999455294675296,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 20:00:00,-0.9975466391400976,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 21:00:00,-0.4417868974404664,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 22:00:00,-0.0069687806474627,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2021-06-08 23:00:00,-0.006729626664311,H1.Z310,PF3,PF3 물리적이상 최악: min=-1.0
2022-07-03 00:00:00,0.8003116428852081,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 01:00:00,0.7933628107110658,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 02:00:00,0.7971784556905434,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 03:00:00,0.8131761349737644,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 04:00:00,0.8145525261759758,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 05:00:00,0.8053342084089915,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 06:00:00,0.8005748594800635,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 07:00:00,0.7708234085494957,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 08:00:00,0.776645065347354,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 09:00:00,0.7708262925346695,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 10:00:00,0.7692029694964762,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 11:00:00,0.7673168126527516,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 12:00:00,0.7722815801664679,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 13:00:00,0.7672350873880056,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 14:00:00,0.7644303305850246,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 15:00:00,0.7644784208501227,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 16:00:00,0.76143539588182,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 17:00:00,0.7643382836627641,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 18:00:00,0.7678748581161695,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 19:00:00,0.7678211276103155,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 20:00:00,0.765736232182805,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 21:00:00,0.7628178011038045,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 22:00:00,0.7732259853263969,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2022-07-03 23:00:00,0.7720687472376436,H1.Z17,PF3,PF3 통계적이상 최악: max=1.0
2020-03-07 00:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 01:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 02:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 03:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 04:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 05:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 06:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 07:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 08:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 09:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 10:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 11:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 12:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 13:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 14:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 15:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 16:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 17:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 18:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 19:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 20:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 21:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 22:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2020-03-07 23:00:00,0.0,H2.T.Z34,U1,U1 물리적이상 최악: min=0.0V
2023-07-16 00:00:00,232.92612928772735,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 01:00:00,232.7960721451592,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 02:00:00,232.00141957000872,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 03:00:00,231.85375298418364,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 04:00:00,231.81236125059064,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 05:00:00,233.0925815735397,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 06:00:00,233.0789853071136,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 07:00:00,232.42835099460325,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 08:00:00,232.89695197198677,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 09:00:00,236.47757817369836,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 10:00:00,236.85825180479264,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 11:00:00,237.842621197062,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 12:00:00,237.5149295935512,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 13:00:00,238.1761486265734,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 14:00:00,238.84316323589064,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 15:00:00,237.9682601079105,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 16:00:00,237.3573669208522,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 17:00:00,237.07694729560652,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 18:00:00,236.0789417587619,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 19:00:00,233.751641822048,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
2023-07-16 20:00:00,233.28309209833824,H3.Z312,U1,U1 통계적이상 최악: max=238.8V
