meter,measurement,anomaly_type,건수,시작일,종료일,min_val,max_val,criterion
H1.Z19,U1,통계적이상(3sigma),13,2018-01-16,2023-12-30,223.93666666666667,236.0810611848428,"mean=229.94, sigma=0.94, lower=227.11, upper=232.76"
H1.Z19,U2,통계적이상(3sigma),9,2018-01-16,2023-12-30,223.89333333333332,236.85093734945315,"mean=229.81, sigma=0.94, lower=226.98, upper=232.65"
H1.Z19,U3,통계적이상(3sigma),13,2018-01-16,2023-12-30,224.33083333333332,236.6952344581549,"mean=230.36, sigma=1.01, lower=227.33, upper=233.40"
H1.Z20,U1,통계적이상(3sigma),10,2018-01-16,2023-12-30,224.0533333333333,235.90036687710335,"mean=229.85, sigma=0.92, lower=227.08, upper=232.62"
H1.Z20,U2,통계적이상(3sigma),9,2018-01-16,2023-12-30,223.88083333333333,236.60279883509628,"mean=229.64, sigma=0.93, lower=226.86, upper=232.42"
H1.Z20,U3,통계적이상(3sigma),11,2018-01-16,2023-12-30,223.6824104556144,236.44796544385795,"mean=230.20, sigma=1.00, lower=227.21, upper=233.19"
H1.Z21,U1,통계적이상(3sigma),9,2018-01-16,2023-12-30,223.95,234.18247267759563,"mean=229.75, sigma=0.93, lower=226.97, upper=232.53"
H1.Z21,U2,통계적이상(3sigma),9,2018-01-16,2023-12-30,223.81666666666663,236.4935619082176,"mean=229.59, sigma=0.93, lower=226.80, upper=232.39"
H1.Z21,U3,통계적이상(3sigma),11,2018-01-16,2023-12-30,223.57638991084448,236.3337618388149,"mean=230.14, sigma=1.01, lower=227.12, upper=233.16"
H1.Z22,U1,통계적이상(3sigma),12,2018-01-16,2023-12-30,223.93,236.02460042842745,"mean=229.90, sigma=0.94, lower=227.09, upper=232.70"
H1.Z22,U2,통계적이상(3sigma),9,2018-01-16,2023-12-30,223.80166666666668,236.7104329419749,"mean=229.70, sigma=0.94, lower=226.89, upper=232.51"
H1.Z22,U3,통계적이상(3sigma),13,2018-01-16,2023-12-30,224.16916666666663,236.57293077207265,"mean=230.29, sigma=1.00, lower=227.28, upper=233.30"
H1.Z23,U1,통계적이상(3sigma),12,2018-01-16,2023-12-30,223.9858333333333,235.98045695658524,"mean=229.88, sigma=0.93, lower=227.11, upper=232.66"
H1.Z23,U2,통계적이상(3sigma),9,2018-01-16,2023-12-30,223.8475,236.7129272997736,"mean=229.71, sigma=0.93, lower=226.92, upper=232.49"
H1.Z23,U3,통계적이상(3sigma),13,2018-01-16,2023-12-30,224.22916666666663,236.55699482110805,"mean=230.25, sigma=0.99, lower=227.27, upper=233.24"
H1.Z24,U1,통계적이상(3sigma),12,2018-01-16,2023-12-30,223.905,235.84786538205103,"mean=229.77, sigma=0.92, lower=227.02, upper=232.52"
H1.Z24,U2,통계적이상(3sigma),9,2018-01-16,2023-12-30,223.76416666666668,236.562866250223,"mean=229.54, sigma=0.92, lower=226.78, upper=232.30"
H1.Z24,U3,물리적이상(전압범위초과),1,2022-03-08,2022-03-08,195.87916666666663,233.3408333333333,min_val < 207.0V 또는 max_val > 253.0V (EN 50160 230V±10%)
H1.Z24,U3,통계적이상(3sigma),13,2018-01-16,2023-12-30,224.16833333333332,236.51939094960483,"mean=230.19, sigma=0.98, lower=227.25, upper=233.14"
H1.Z25,U1,통계적이상(3sigma),12,2018-01-16,2023-12-30,223.8975,235.87946415148,"mean=229.81, sigma=0.93, lower=227.03, upper=232.60"
H1.Z25,U2,통계적이상(3sigma),9,2018-01-16,2023-12-30,223.80416666666667,236.6102295392729,"mean=229.65, sigma=0.93, lower=226.86, upper=232.45"
H1.Z25,U3,통계적이상(3sigma),13,2018-01-16,2023-12-30,224.16416666666663,236.55709073557168,"mean=230.25, sigma=1.00, lower=227.26, upper=233.24"
H1.Z26,U1,통계적이상(3sigma),6,2018-01-16,2023-12-30,223.89676319122296,234.45466405640735,"mean=230.00, sigma=0.92, lower=227.25, upper=232.76"
H1.Z26,U2,통계적이상(3sigma),7,2018-01-16,2023-12-30,223.75740674336785,236.30975914574344,"mean=229.70, sigma=0.92, lower=226.95, upper=232.44"
H1.Z26,U3,통계적이상(3sigma),5,2018-01-19,2023-12-30,223.6066881052651,234.96728248897077,"mean=230.27, sigma=1.02, lower=227.21, upper=233.32"
H1.Z27,U1,통계적이상(3sigma),6,2018-01-16,2023-12-30,223.90349136347925,234.39192906467625,"mean=229.95, sigma=0.91, lower=227.21, upper=232.70"
H1.Z27,U2,통계적이상(3sigma),9,2018-01-16,2023-12-30,223.5827384440104,236.2375166072623,"mean=229.64, sigma=0.91, lower=226.91, upper=232.38"
H1.Z27,U3,통계적이상(3sigma),5,2018-01-19,2023-12-30,223.6012565612792,234.92476234783737,"mean=230.23, sigma=1.02, lower=227.18, upper=233.28"
H1.Z28,U1,통계적이상(3sigma),6,2018-01-16,2023-12-30,223.9168284118724,234.4332434204692,"mean=229.98, sigma=0.92, lower=227.22, upper=232.73"
H1.Z28,U2,통계적이상(3sigma),8,2018-01-16,2023-12-30,223.792912895671,236.2918376444541,"mean=229.69, sigma=0.91, lower=226.95, upper=232.43"
H1.Z28,U3,통계적이상(3sigma),5,2018-01-19,2023-12-30,223.6329948841167,234.97887823857636,"mean=230.27, sigma=1.02, lower=227.20, upper=233.33"
H1.Z29,U1,통계적이상(3sigma),6,2018-01-16,2023-12-30,223.905725106133,234.42057711435848,"mean=229.98, sigma=0.92, lower=227.23, upper=232.73"
H1.Z29,U2,통계적이상(3sigma),6,2018-01-19,2023-12-30,223.790400034586,236.316376592048,"mean=229.71, sigma=0.91, lower=226.96, upper=232.45"
H1.Z29,U3,통계적이상(3sigma),5,2018-01-19,2023-12-30,223.65132983737533,234.97917858803,"mean=230.28, sigma=1.02, lower=227.23, upper=233.34"
H1.Z310,U1,통계적이상(3sigma),3,2023-04-12,2023-12-30,224.58680847578157,236.3807375639158,"mean=230.24, sigma=0.81, lower=227.80, upper=232.68"
H1.Z310,U2,통계적이상(3sigma),4,2023-04-12,2023-12-30,224.1563332514607,237.0305228393564,"mean=229.92, sigma=0.83, lower=227.43, upper=232.41"
H1.Z310,U3,통계적이상(3sigma),5,2023-01-07,2023-12-30,224.6888531518756,236.88113306591237,"mean=230.55, sigma=0.89, lower=227.89, upper=233.21"
H1.ZE20,U1,통계적이상(3sigma),3,2023-04-12,2023-12-30,224.3609231131421,234.2481928419528,"mean=230.22, sigma=0.86, lower=227.64, upper=232.81"
H1.ZE20,U2,통계적이상(3sigma),3,2023-04-12,2023-08-22,223.99813059375396,236.2808117520366,"mean=229.92, sigma=0.87, lower=227.31, upper=232.53"
H1.ZE20,U3,통계적이상(3sigma),2,2023-04-12,2023-08-22,224.25872601487825,230.6953573698341,"mean=230.60, sigma=0.95, lower=227.75, upper=233.44"
H2.T.Z30,U1,통계적이상(3sigma),6,2022-03-26,2023-12-06,225.36666666666667,237.3325,"mean=231.74, sigma=0.75, lower=229.50, upper=233.98"
H2.T.Z30,U2,통계적이상(3sigma),7,2022-03-26,2023-12-06,225.13666666666668,237.76416666666668,"mean=231.58, sigma=0.75, lower=229.32, upper=233.84"
H2.T.Z30,U3,통계적이상(3sigma),9,2022-03-20,2023-12-06,225.9175,237.5016666666667,"mean=232.18, sigma=0.68, lower=230.15, upper=234.21"
H2.T.Z31,U1,통계적이상(3sigma),6,2022-03-26,2023-12-06,225.52083333333331,237.58916666666667,"mean=231.92, sigma=0.76, lower=229.65, upper=234.18"
H2.T.Z31,U2,통계적이상(3sigma),6,2022-03-26,2023-12-06,225.35083333333333,238.12583333333333,"mean=231.86, sigma=0.76, lower=229.57, upper=234.15"
H2.T.Z31,U3,통계적이상(3sigma),8,2022-03-26,2023-12-06,226.12,237.8008333333333,"mean=232.41, sigma=0.69, lower=230.35, upper=234.47"
H2.T.Z32,U1,통계적이상(3sigma),5,2022-10-03,2023-12-06,225.29083333333332,237.4033333333333,"mean=231.73, sigma=0.76, lower=229.44, upper=234.02"
H2.T.Z32,U2,통계적이상(3sigma),6,2022-03-26,2023-12-06,225.0825,237.89333333333332,"mean=231.63, sigma=0.76, lower=229.34, upper=233.92"
H2.T.Z32,U3,통계적이상(3sigma),8,2022-03-26,2023-12-06,225.78833333333333,237.51916666666665,"mean=232.13, sigma=0.69, lower=230.06, upper=234.19"
H2.T.Z33,U1,통계적이상(3sigma),2,2022-03-26,2023-07-16,231.6375,238.5508333333333,"mean=231.63, sigma=0.90, lower=228.92, upper=234.34"
H2.T.Z33,U2,통계적이상(3sigma),5,2018-07-06,2023-12-06,225.6833333333333,239.10583333333332,"mean=231.40, sigma=0.93, lower=228.60, upper=234.19"
H2.T.Z33,U3,통계적이상(3sigma),5,2018-07-06,2023-12-06,226.385,237.61,"mean=232.01, sigma=0.79, lower=229.64, upper=234.38"
H2.T.Z34,U1,물리적이상(전압범위초과),4,2020-03-06,2020-03-09,0.0,233.2516666666667,min_val < 207.0V 또는 max_val > 253.0V (EN 50160 230V±10%)
H2.T.Z34,U2,물리적이상(전압범위초과),4,2020-03-06,2020-03-09,0.0,233.25833333333333,min_val < 207.0V 또는 max_val > 253.0V (EN 50160 230V±10%)
H2.T.Z34,U3,물리적이상(전압범위초과),4,2020-03-06,2020-03-09,0.0,234.1,min_val < 207.0V 또는 max_val > 253.0V (EN 50160 230V±10%)
H2.Z311,U1,통계적이상(3sigma),4,2022-11-14,2023-12-06,225.63892998796663,237.7399978334784,"mean=231.93, sigma=0.75, lower=229.67, upper=234.19"
H2.Z311,U2,통계적이상(3sigma),5,2022-11-14,2023-12-06,225.29639457624685,238.12831242452407,"mean=231.64, sigma=0.78, lower=229.31, upper=233.98"
H2.Z311,U3,통계적이상(3sigma),6,2022-11-14,2023-12-06,225.95649142564827,237.62942227154207,"mean=232.12, sigma=0.70, lower=230.02, upper=234.22"
H2.Z35,U1,통계적이상(3sigma),1,2019-04-21,2019-04-21,232.26416666666668,235.53,"mean=231.60, sigma=0.70, lower=229.50, upper=233.71"
H2.Z64,U1,물리적이상(전압범위초과),4,2020-03-06,2020-03-09,0.0,233.2958333333333,min_val < 207.0V 또는 max_val > 253.0V (EN 50160 230V±10%)
H2.Z64,U2,물리적이상(전압범위초과),4,2020-03-06,2020-03-09,0.0,233.29416666666663,min_val < 207.0V 또는 max_val > 253.0V (EN 50160 230V±10%)
H2.Z64,U3,물리적이상(전압범위초과),4,2020-03-06,2020-03-09,0.0,234.14666666666665,min_val < 207.0V 또는 max_val > 253.0V (EN 50160 230V±10%)
H2.Z65,U1,통계적이상(3sigma),7,2022-03-26,2023-12-06,226.7758333333333,237.34,"mean=231.82, sigma=0.75, lower=229.57, upper=234.07"
H2.Z65,U2,통계적이상(3sigma),5,2022-03-26,2023-12-06,225.65916666666664,237.58083333333332,"mean=231.27, sigma=0.78, lower=228.93, upper=233.61"
H2.Z65,U3,통계적이상(3sigma),10,2022-03-20,2023-12-06,225.9508333333333,237.56166666666667,"mean=232.21, sigma=0.68, lower=230.16, upper=234.26"
H2.Z66,U1,통계적이상(3sigma),7,2022-03-26,2023-12-06,226.83416666666665,237.395,"mean=231.86, sigma=0.75, lower=229.61, upper=234.12"
H2.Z66,U2,통계적이상(3sigma),5,2022-03-26,2023-12-06,225.8408333333333,237.74416666666667,"mean=231.43, sigma=0.78, lower=229.09, upper=233.78"
H2.Z66,U3,통계적이상(3sigma),10,2022-03-20,2023-12-06,225.97916666666663,237.57833333333332,"mean=232.20, sigma=0.68, lower=230.15, upper=234.25"
H2.Z67,U1,통계적이상(3sigma),8,2022-03-26,2023-12-06,225.725,237.465,"mean=231.96, sigma=0.75, lower=229.71, upper=234.20"
H2.Z67,U2,통계적이상(3sigma),5,2022-03-26,2023-12-06,225.6925,237.53416666666664,"mean=231.23, sigma=0.78, lower=228.90, upper=233.56"
H2.Z67,U3,통계적이상(3sigma),10,2022-03-20,2023-12-06,226.11416666666668,237.6875,"mean=232.32, sigma=0.68, lower=230.28, upper=234.36"
H2.Z68,U1,통계적이상(3sigma),7,2022-03-26,2023-12-06,226.99416666666667,237.52666666666667,"mean=231.95, sigma=0.76, lower=229.69, upper=234.22"
H2.Z68,U2,통계적이상(3sigma),5,2022-03-26,2023-12-06,226.06583333333336,237.85916666666665,"mean=231.53, sigma=0.78, lower=229.18, upper=233.88"
H2.Z68,U3,통계적이상(3sigma),10,2022-03-20,2023-12-06,225.96666666666667,237.6375,"mean=232.25, sigma=0.68, lower=230.20, upper=234.30"
H2.Z69,U1,통계적이상(3sigma),7,2022-03-26,2023-12-06,226.92666666666668,237.4525,"mean=231.91, sigma=0.75, lower=229.65, upper=234.18"
H2.Z69,U2,통계적이상(3sigma),5,2022-03-26,2023-12-06,226.08166666666665,237.8733333333333,"mean=231.53, sigma=0.79, lower=229.17, upper=233.88"
H2.Z69,U3,통계적이상(3sigma),10,2022-03-20,2023-12-06,225.96916666666667,237.54416666666663,"mean=232.19, sigma=0.68, lower=230.14, upper=234.25"
H2.Z70,U1,통계적이상(3sigma),7,2022-03-26,2023-12-06,226.83333333333331,237.33,"mean=231.83, sigma=0.75, lower=229.57, upper=234.08"
H2.Z70,U2,통계적이상(3sigma),5,2022-03-26,2023-12-06,225.97083333333333,237.675,"mean=231.39, sigma=0.78, lower=229.04, upper=233.73"
H2.Z70,U3,통계적이상(3sigma),10,2022-03-20,2023-12-06,226.04,237.5366666666667,"mean=232.21, sigma=0.68, lower=230.16, upper=234.26"
H2.ZE64,U1,통계적이상(3sigma),4,2022-11-14,2023-12-06,225.33193227809684,233.14023779253623,"mean=231.88, sigma=0.73, lower=229.68, upper=234.07"
H2.ZE64,U2,통계적이상(3sigma),5,2022-11-14,2023-12-06,224.9055388976161,237.38664963324436,"mean=231.47, sigma=0.79, lower=229.11, upper=233.84"
H2.ZE64,U3,통계적이상(3sigma),6,2022-11-14,2023-12-06,225.77439584011296,237.2462099993564,"mean=232.18, sigma=0.70, lower=230.07, upper=234.29"
H2.ZE65,U1,통계적이상(3sigma),4,2022-11-14,2023-12-06,225.32695462555927,233.1257372321024,"mean=231.81, sigma=0.72, lower=229.64, upper=233.98"
H2.ZE65,U2,통계적이상(3sigma),5,2022-11-14,2023-12-06,224.88650377012087,237.3051306050851,"mean=231.42, sigma=0.78, lower=229.08, upper=233.76"
H2.ZE65,U3,통계적이상(3sigma),6,2022-11-14,2023-12-06,225.80154736592297,237.19970441214565,"mean=232.14, sigma=0.69, lower=230.06, upper=234.22"
H2.ZE66,U1,통계적이상(3sigma),4,2022-11-14,2023-12-06,225.31964880141012,233.1392663582616,"mean=231.85, sigma=0.73, lower=229.65, upper=234.04"
H2.ZE66,U2,통계적이상(3sigma),5,2022-11-14,2023-12-06,224.91561739737213,237.35270786724337,"mean=231.46, sigma=0.79, lower=229.09, upper=233.82"
H2.ZE66,U3,통계적이상(3sigma),6,2022-11-14,2023-12-06,225.75499853816265,237.19305812675745,"mean=232.14, sigma=0.70, lower=230.04, upper=234.25"
H2.ZE67,U1,통계적이상(3sigma),4,2022-11-14,2023-12-06,225.3549879032693,233.24668342131235,"mean=231.84, sigma=0.73, lower=229.64, upper=234.04"
H2.ZE67,U2,통계적이상(3sigma),4,2022-11-14,2023-12-06,224.90665375542932,232.93311784732757,"mean=231.40, sigma=0.79, lower=229.03, upper=233.77"
H2.ZE67,U3,통계적이상(3sigma),6,2022-11-14,2023-12-06,225.76206970891607,237.14905825914963,"mean=232.10, sigma=0.70, lower=230.00, upper=234.21"
H2.ZE74,U1,물리적이상(전압범위초과),22,2022-03-18,2022-04-08,201.06842927258452,231.9273412068682,min_val < 207.0V 또는 max_val > 253.0V (EN 50160 230V±10%)
H2.ZE74,U2,물리적이상(전압범위초과),22,2022-03-18,2022-04-08,76.04096875585688,232.64963234795448,min_val < 207.0V 또는 max_val > 253.0V (EN 50160 230V±10%)
H2.ZE74,U3,물리적이상(전압범위초과),22,2022-03-18,2022-04-08,201.29155309041272,232.675859747992,min_val < 207.0V 또는 max_val > 253.0V (EN 50160 230V±10%)
H3.Z312,U1,통계적이상(3sigma),3,2023-07-16,2023-12-06,226.155438493924,238.84316323589064,"mean=231.75, sigma=0.85, lower=229.20, upper=234.31"
H3.Z312,U2,통계적이상(3sigma),5,2022-03-26,2023-12-06,225.52360908489968,239.355266972874,"mean=231.37, sigma=0.90, lower=228.66, upper=234.07"
H3.Z312,U3,통계적이상(3sigma),4,2023-01-07,2023-12-06,226.4543728405253,237.85317153294235,"mean=231.97, sigma=0.74, lower=229.73, upper=234.20"
H3.Z40,U1,통계적이상(3sigma),2,2022-03-26,2023-07-16,231.65416666666667,238.58083333333332,"mean=231.67, sigma=0.91, lower=228.95, upper=234.39"
H3.Z40,U2,통계적이상(3sigma),5,2018-07-06,2023-12-06,225.65666666666667,239.1475,"mean=231.45, sigma=0.93, lower=228.65, upper=234.24"
H3.Z40,U3,통계적이상(3sigma),5,2018-07-06,2023-12-06,226.4625,237.5875,"mean=231.98, sigma=0.79, lower=229.60, upper=234.36"
H3.Z41,U1,통계적이상(3sigma),2,2022-03-26,2023-07-16,231.47583333333333,238.3658333333333,"mean=231.47, sigma=0.90, lower=228.76, upper=234.17"
H3.Z41,U2,통계적이상(3sigma),5,2018-07-06,2023-12-06,225.5075,238.94083333333336,"mean=231.26, sigma=0.93, lower=228.47, upper=234.04"
H3.Z41,U3,통계적이상(3sigma),6,2018-07-06,2023-12-06,226.31,237.4958333333333,"mean=231.91, sigma=0.79, lower=229.54, upper=234.28"
H3.Z42,U1,통계적이상(3sigma),2,2022-03-26,2023-07-16,231.66916666666663,238.54916666666668,"mean=231.62, sigma=0.90, lower=228.91, upper=234.33"
H3.Z42,U2,통계적이상(3sigma),5,2018-07-06,2023-12-06,225.735,239.12833333333336,"mean=231.41, sigma=0.93, lower=228.60, upper=234.21"
H3.Z42,U3,통계적이상(3sigma),6,2018-07-06,2023-12-06,226.32416666666668,237.51916666666665,"mean=231.93, sigma=0.79, lower=229.55, upper=234.30"
H4.Z50,U1,통계적이상(3sigma),7,2022-03-20,2023-05-03,225.57083333333333,235.77416666666667,"mean=232.09, sigma=0.70, lower=230.00, upper=234.18"
H4.Z50,U2,통계적이상(3sigma),3,2022-03-26,2023-05-03,226.34166666666667,235.25416666666663,"mean=231.53, sigma=0.80, lower=229.13, upper=233.93"
H4.Z50,U3,통계적이상(3sigma),5,2019-04-21,2023-01-07,225.45916666666665,235.60333333333332,"mean=231.77, sigma=0.76, lower=229.51, upper=234.04"
H4.Z51,U1,통계적이상(3sigma),6,2022-03-20,2023-05-03,225.57333333333327,235.59333333333333,"mean=232.07, sigma=0.69, lower=229.99, upper=234.15"
H4.Z51,U2,통계적이상(3sigma),3,2022-03-26,2023-05-03,226.3408333333333,235.26083333333327,"mean=231.57, sigma=0.80, lower=229.18, upper=233.96"
H4.Z51,U3,통계적이상(3sigma),5,2019-04-21,2023-01-07,225.51083333333327,235.68166666666667,"mean=231.83, sigma=0.75, lower=229.58, upper=234.08"
H4.ZE50,U1,통계적이상(3sigma),6,2022-11-14,2023-12-06,225.3215038018,237.05528091611697,"mean=231.99, sigma=0.73, lower=229.79, upper=234.20"
H4.ZE50,U2,통계적이상(3sigma),5,2022-11-14,2023-12-06,224.5651506867037,237.5936892501625,"mean=231.60, sigma=0.80, lower=229.20, upper=234.00"
H4.ZE50,U3,통계적이상(3sigma),4,2022-11-14,2023-12-06,225.23984750519836,233.20027197144495,"mean=231.86, sigma=0.74, lower=229.63, upper=234.09"
H4.ZE51,U1,통계적이상(3sigma),6,2022-11-14,2023-12-06,225.32660597942348,237.06902551709737,"mean=232.00, sigma=0.74, lower=229.80, upper=234.21"
H4.ZE51,U2,통계적이상(3sigma),5,2022-11-14,2023-12-06,224.57242431761568,237.60710589837083,"mean=231.61, sigma=0.80, lower=229.21, upper=234.02"
H4.ZE51,U3,통계적이상(3sigma),4,2022-11-14,2023-12-06,225.237590316461,233.1952922637565,"mean=231.86, sigma=0.74, lower=229.63, upper=234.09"
V.Z81,U1,통계적이상(3sigma),17,2018-01-08,2023-12-30,223.84231253729885,233.8550653771902,"mean=229.80, sigma=0.84, lower=227.28, upper=232.33"
V.Z81,U2,통계적이상(3sigma),19,2018-01-08,2023-12-30,223.77943722195064,235.8240688029041,"mean=229.57, sigma=0.83, lower=227.09, upper=232.06"
V.Z81,U3,통계적이상(3sigma),22,2018-01-04,2023-12-30,223.87261379665804,235.61786582394035,"mean=230.03, sigma=0.85, lower=227.49, upper=232.57"
V.Z82,U1,통계적이상(3sigma),7,2018-01-16,2023-12-30,224.63483790148663,235.4109593862788,"mean=229.87, sigma=0.79, lower=227.50, upper=232.25"
V.Z82,U2,통계적이상(3sigma),6,2018-01-19,2023-12-30,224.2560720563303,235.83895882816392,"mean=229.61, sigma=0.78, lower=227.28, upper=231.95"
V.Z82,U3,통계적이상(3sigma),7,2018-01-19,2023-12-30,224.7765934135153,235.60877705463503,"mean=230.07, sigma=0.78, lower=227.71, upper=232.42"
V.Z84,U1,통계적이상(3sigma),6,2019-08-28,2023-12-30,224.39949878618117,235.1565865762844,"mean=229.88, sigma=0.74, lower=227.66, upper=232.10"
V.Z84,U2,통계적이상(3sigma),8,2019-08-28,2023-12-30,224.21543460038987,235.69894554096024,"mean=229.67, sigma=0.73, lower=227.48, upper=231.87"
V.Z84,U3,통계적이상(3sigma),8,2019-08-28,2023-12-30,224.5980751633987,235.53385603568208,"mean=230.20, sigma=0.73, lower=228.01, upper=232.40"
V.ZE84,U1,통계적이상(3sigma),4,2023-04-12,2023-12-30,224.68858890003628,234.0331660827595,"mean=230.35, sigma=0.75, lower=228.11, upper=232.60"
V.ZE84,U2,통계적이상(3sigma),4,2023-01-07,2023-12-06,224.0660141256122,235.8233245499712,"mean=229.78, sigma=0.78, lower=227.45, upper=232.11"
V.ZE84,U3,통계적이상(3sigma),4,2023-04-12,2023-12-30,224.78233481195232,235.78717825921592,"mean=230.35, sigma=0.76, lower=228.09, upper=232.62"
