meter,measurement,day,min_val,max_val,avg_val,anomaly_type,criterion
H1.Z10,f,2018-02-07,49.964333333333336,50.01883333333333,49.99809352231329,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-08,49.992666666666665,50.02408333333334,50.00484027777779,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-09,49.99175,50.01833333333333,50.00322871827638,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-10,49.99083333333333,50.02307646886149,50.00512197383409,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-13,49.98433333333333,50.01525,50.00096180555554,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-14,49.98940300546448,50.01140300546448,50.00014464223569,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-15,49.98938888888889,50.016777777777776,50.00240605009222,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-16,49.9965,50.01758333333333,50.00459722222223,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-23,49.98655555555556,50.02280282331512,50.00266962778904,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-24,49.97841666666667,50.0125,49.99846180555556,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-25,49.97827777777778,50.01225,49.99368122904693,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-26,49.96975,50.025,49.98422520053873,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-27,49.966241803278685,50.01558333333333,49.98672040699652,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-02-28,49.97675,50.02430555555556,49.9916701388889,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-03-01,49.97366666666667,50.013333333333335,49.992274305555554,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z10,f,2018-03-02,49.97933333333334,50.01366666666667,49.99478494990893,통계적이상(3sigma),"mean=50.0915, sigma=0.0287, lower=50.0055, upper=50.1775"
H1.Z11,f,2018-02-26,49.96626775927822,50.01891666666667,49.97884778753879,통계적이상(3sigma),"mean=50.0465, sigma=0.0213, lower=49.9826, upper=50.1104"
H1.Z11,f,2018-02-27,49.9666537057446,49.99658333333333,49.98024092675337,통계적이상(3sigma),"mean=50.0465, sigma=0.0213, lower=49.9826, upper=50.1104"
H1.Z11,f,2018-02-28,49.959916666666665,50.00875,49.97795841942149,통계적이상(3sigma),"mean=50.0465, sigma=0.0213, lower=49.9826, upper=50.1104"
H1.Z11,f,2018-03-01,49.9605,49.99791666666667,49.97736458333335,통계적이상(3sigma),"mean=50.0465, sigma=0.0213, lower=49.9826, upper=50.1104"
H1.Z11,f,2018-03-02,49.96158333333334,49.99325,49.975535177595624,통계적이상(3sigma),"mean=50.0465, sigma=0.0213, lower=49.9826, upper=50.1104"
H1.Z11,f,2019-01-10,49.96158333333334,50.00541666666666,49.98243205449301,통계적이상(3sigma),"mean=50.0465, sigma=0.0213, lower=49.9826, upper=50.1104"
H1.Z11,f,2020-09-17,49.48609108527132,50.095083333333335,50.0556392118863,물리적이상(주파수범위초과),min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H1.Z12,f,2018-02-26,49.93375,49.98808333333333,49.948475404521616,통계적이상(3sigma),"mean=50.0441, sigma=0.0299, lower=49.9544, upper=50.1338"
H1.Z12,f,2018-02-27,49.93524180327869,49.969254132231406,49.95110511364545,통계적이상(3sigma),"mean=50.0441, sigma=0.0299, lower=49.9544, upper=50.1338"
H1.Z12,f,2018-02-28,49.93075,49.98291666666667,49.94517383879782,통계적이상(3sigma),"mean=50.0441, sigma=0.0299, lower=49.9544, upper=50.1338"
H1.Z12,f,2018-03-01,49.928583333333336,49.96458333333333,49.94602777777779,통계적이상(3sigma),"mean=50.0441, sigma=0.0299, lower=49.9544, upper=50.1338"
H1.Z12,f,2018-03-02,49.93125,49.962916666666665,49.945760646869246,통계적이상(3sigma),"mean=50.0441, sigma=0.0299, lower=49.9544, upper=50.1338"
H1.Z12,f,2020-09-17,49.05412557077626,50.1145,50.0509774543379,물리적이상(주파수범위초과),min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H1.Z13,f,2018-02-28,49.93575,49.986583333333336,49.9574412718701,통계적이상(3sigma),"mean=50.0591, sigma=0.0330, lower=49.9600, upper=50.1581"
H1.Z13,f,2018-03-01,49.93972222222222,49.98658333333333,49.95823958333333,통계적이상(3sigma),"mean=50.0591, sigma=0.0330, lower=49.9600, upper=50.1581"
H1.Z13,f,2018-03-02,49.94325,49.97536111111111,49.9570349934933,통계적이상(3sigma),"mean=50.0591, sigma=0.0330, lower=49.9600, upper=50.1581"
H1.Z14,f,2018-01-15,50.0045,50.04566129032258,50.02474891621669,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-02-07,49.99425,50.04375,50.02694091671182,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-02-12,50.0065,50.03591666666667,50.02594097222223,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-02-13,50.005833333333335,50.03358333333333,50.02002083333334,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-02-21,50.01691666666667,50.0415,50.02662847222222,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-02-22,50.00989550902328,50.033070603229845,50.02239110961827,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-02-23,50.006,50.032916666666665,50.01693664385443,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-02-24,50.00966666666667,50.03566666666666,50.02599652777777,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-02-25,49.99766666666667,50.03833333333333,50.01796626556514,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-02-26,50.00016666666667,50.053,50.01349565136501,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-02-27,49.99792102971665,50.0340020661157,50.01406382786862,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-02-28,49.9915,50.03372222222222,50.00506272768671,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-03-01,49.98608333333333,50.02816666666667,50.00500694444444,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-03-02,49.99166666666667,50.02525,50.00847947194492,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-03-19,50.00158333333333,50.04525,50.02587425981026,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2018-04-06,50.002500000000005,50.07108333333333,50.02569196428572,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2019-01-10,49.99875,50.04133333333333,50.01826067210856,통계적이상(3sigma),"mean=50.0807, sigma=0.0178, lower=50.0273, upper=50.1341"
H1.Z14,f,2020-09-17,48.98800037110342,50.12475,50.0651180710182,물리적이상(주파수범위초과),min_val < 49.5Hz 또는 max_val > 50.5Hz (EN 50160 50Hz±1%)
H1.Z15,f,2018-03-02,49.96812462005396,49.99768583933519,49.983110258918636,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2018-03-27,49.99553095499674,50.05291660944629,50.01832372678722,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2018-03-28,50.0073741277059,50.03498001416527,50.017821354934846,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2018-03-29,50.00760546790232,50.034000142279616,50.02115364060742,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2018-03-30,50.0080723762512,50.03573302541714,50.01833100411215,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2018-03-31,50.00701796213784,50.031641960144015,50.018204097816984,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2018-04-01,50.00578134218851,50.052946419186064,50.02542891199795,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2018-04-02,50.00972817738846,50.0474213069041,50.0237068495266,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2018-04-03,50.00584046999618,50.054651176407205,50.02172336296801,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2019-01-10,49.95469671885178,49.990897127787306,49.97098953654618,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2019-11-20,49.995737525092224,50.027795096503375,50.01480068134239,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2020-03-08,49.99252114803392,50.042792235480384,50.01775119134641,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2020-12-05,50.007099541278905,50.02756447005878,50.01505987350209,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2021-01-05,49.975432055753714,50.00260202894452,49.98597510304025,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2022-01-04,49.97292709541537,50.00693039555967,49.98615480018228,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2022-04-21,49.97268548026919,49.99880793093514,49.986236166113365,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z15,f,2023-04-09,49.997103252425056,50.06725798288979,50.01482652306489,통계적이상(3sigma),"mean=50.0004, sigma=0.0047, lower=49.9863, upper=50.0146"
H1.Z16,f,2018-02-25,49.99025,50.029833333333336,50.01018402777779,통계적이상(3sigma),"mean=50.0695, sigma=0.0186, lower=50.0138, upper=50.1252"
H1.Z16,f,2018-02-26,49.99566666666667,50.04616666666666,50.00704861111111,통계적이상(3sigma),"mean=50.0695, sigma=0.0186, lower=50.0138, upper=50.1252"
H1.Z16,f,2018-02-27,49.99758333333333,50.03916666666667,50.012225694444446,통계적이상(3sigma),"mean=50.0695, sigma=0.0186, lower=50.0138, upper=50.1252"
H1.Z16,f,2018-03-01,49.98641666666666,50.03141666666667,50.00924652777777,통계적이상(3sigma),"mean=50.0695, sigma=0.0186, lower=50.0138, upper=50.1252"
H1.Z16,f,2018-03-02,49.98591666666667,50.02,50.00438194444445,통계적이상(3sigma),"mean=50.0695, sigma=0.0186, lower=50.0138, upper=50.1252"
H1.Z16,f,2019-01-10,49.99283333333334,50.03725,50.0113125,통계적이상(3sigma),"mean=50.0695, sigma=0.0186, lower=50.0138, upper=50.1252"
H1.Z17,f,2018-03-02,49.9682751972543,49.99743205267275,49.98306970171415,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2018-03-27,49.99533611771929,50.05258854061415,50.01816754529355,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2018-03-28,50.00727719730798,50.034915572272375,50.01762382364163,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2018-03-29,50.0078954237109,50.03389058430992,50.02101530205699,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2018-03-30,50.00754716997925,50.03562301538091,50.01818462449679,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2018-03-31,50.00672304847229,50.0312375757429,50.01800026152398,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2018-04-01,50.00599879688683,50.05260599442329,50.025168033167716,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2018-04-02,50.009872515996285,50.04701226022511,50.023563363865726,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2018-04-03,50.00546693272058,50.054231735945606,50.0215334304998,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2019-01-10,49.95489834149679,49.990809626049376,49.97085057636189,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2019-11-20,49.99564462372848,50.02750086030427,50.014630523652094,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2020-03-08,49.99225535887219,50.04278122054206,50.01751785395919,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2020-12-05,50.00690014784239,50.02770728486959,50.01513527078388,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
H1.Z17,f,2021-01-05,49.975406030221976,50.00246523071602,49.9858594619696,통계적이상(3sigma),"mean=50.0003, sigma=0.0047, lower=49.9862, upper=50.0145"
