meter,measurement,anomaly_type,건수,시작일,종료일,min_val,max_val,criterion
H1.Z23,P2,통계적이상(3sigma),60,2018-01-31,2023-12-13,1.905333333333333,40673.778333333335,"mean=664.40, sigma=2475.14, lower=-6761.03, upper=8089.83"
H1.Z23,P3,물리적이상(음수전력),1,2023-08-26,2023-08-26,-0.1162499999999999,0.0,min_val < 0W
H1.Z23,P3,통계적이상(3sigma),68,2018-01-31,2023-12-14,20.304666666666662,41212.8365,"mean=847.91, sigma=2621.80, lower=-7017.49, upper=8713.31"
H1.Z24,P,통계적이상(3sigma),65,2019-05-24,2022-10-18,176.24516666666665,57372.90216666667,"mean=3446.81, sigma=5016.34, lower=-11602.22, upper=18495.83"
H1.Z24,P1,물리적이상(음수전력),688,2018-01-01,2023-12-31,-43.622166666666665,11695.933833333334,min_val < 0W
H1.Z24,P1,통계적이상(3sigma),65,2019-05-25,2022-10-18,93.21916666666668,18590.5455,"mean=1149.65, sigma=1701.79, lower=-3955.71, upper=6255.01"
H1.Z24,P2,통계적이상(3sigma),62,2019-05-25,2022-10-18,83.97366666666667,19733.5915,"mean=1237.14, sigma=1776.30, lower=-4091.76, upper=6566.04"
H1.Z24,P3,물리적이상(음수전력),686,2018-01-03,2023-12-12,-65.31616666666667,19160.457166666667,min_val < 0W
H1.Z24,P3,통계적이상(3sigma),55,2019-05-25,2022-10-18,0.0,18837.184833333336,"mean=1182.18, sigma=1742.29, lower=-4044.68, upper=6409.04"
H1.Z25,P,통계적이상(3sigma),63,2019-05-24,2022-10-24,175.52416666666667,54263.55833333333,"mean=3315.51, sigma=4776.70, lower=-11014.61, upper=17645.62"
H1.Z25,P1,통계적이상(3sigma),62,2019-05-25,2022-10-18,90.6435,18584.251333333334,"mean=1232.32, sigma=1674.46, lower=-3791.07, upper=6255.71"
H1.Z25,P2,통계적이상(3sigma),62,2019-05-25,2022-10-18,73.23533333333333,19813.195,"mean=1234.46, sigma=1781.40, lower=-4109.73, upper=6578.65"
H1.Z25,P3,물리적이상(음수전력),848,2018-01-01,2023-12-31,-101.93597540983608,10438.516666666666,min_val < 0W
H1.Z25,P3,통계적이상(3sigma),61,2019-05-25,2022-10-18,0.0,15826.2125,"mean=964.90, sigma=1508.36, lower=-3560.17, upper=5489.97"
H1.Z26,P,물리적이상(음수전력),9,2019-05-23,2022-08-03,-18955.55886612115,13720.984916759651,min_val < 0W
H1.Z26,P,통계적이상(3sigma),30,2020-12-14,2023-10-26,2378.6027888386043,48712.61952415454,"mean=4801.54, sigma=1893.95, lower=-880.31, upper=10483.40"
H1.Z26,P1,물리적이상(음수전력),13,2019-05-23,2022-08-03,-7018.351950122348,7097.918545600046,min_val < 0W
H1.Z26,P1,통계적이상(3sigma),34,2018-01-01,2023-07-04,0.0,15613.1656427061,"mean=1856.83, sigma=541.34, lower=232.82, upper=3480.83"
H1.Z26,P2,물리적이상(음수전력),41,2018-01-11,2023-09-19,-7842.779970099857,10816.813211264169,min_val < 0W
H1.Z26,P2,통계적이상(3sigma),18,2020-10-27,2023-10-11,258.66224524035846,15136.087208658822,"mean=1221.13, sigma=468.88, lower=-185.51, upper=2627.77"
H1.Z26,P3,물리적이상(음수전력),4,2021-09-13,2022-08-03,-4462.740185212378,4686.512061253933,min_val < 0W
H1.Z26,P3,통계적이상(3sigma),25,2019-03-14,2023-10-26,933.2213449435764,15527.976345602248,"mean=1720.98, sigma=1212.97, lower=-1917.93, upper=5359.89"
H1.Z27,P,통계적이상(3sigma),15,2018-02-20,2022-08-27,2290.334655151365,152192.13538237495,"mean=20760.65, sigma=18995.54, lower=-36225.96, upper=77747.26"
H1.Z27,P1,통계적이상(3sigma),16,2018-02-20,2022-08-27,1881.855459220788,50947.23106324897,"mean=7474.71, sigma=6201.35, lower=-11129.34, upper=26078.76"
H1.Z27,P2,통계적이상(3sigma),16,2018-02-20,2022-08-27,134.9312049713609,50656.900580498586,"mean=6706.71, sigma=6421.23, lower=-12556.99, upper=25970.41"
H1.Z27,P3,통계적이상(3sigma),15,2018-02-20,2022-08-27,263.7819767506912,50588.00424535486,"mean=6567.05, sigma=6395.84, lower=-12620.46, upper=25754.55"
H2.T.Z31,P3,물리적이상(음수전력),8,2018-05-07,2019-07-08,-1.0066666666666668,7268.389550713842,min_val < 0W
H2.T.Z32,P1,통계적이상(3sigma),2,2020-03-06,2023-02-01,1589.4767542232191,7505.874138901738,"mean=1709.62, sigma=746.63, lower=-530.28, upper=3949.51"
H2.T.Z32,P3,통계적이상(3sigma),6,2022-05-25,2022-06-08,2773.954166666667,6826.243333333333,"mean=1395.05, sigma=733.30, lower=-804.84, upper=3594.94"
H2.T.Z33,P,통계적이상(3sigma),10,2019-06-26,2022-05-14,-115177.7035,167897.4950144991,"mean=35916.43, sigma=18723.13, lower=-20252.96, upper=92085.82"
H2.T.Z33,P1,통계적이상(3sigma),9,2019-06-26,2021-07-18,-37828.55383333333,59796.04266187069,"mean=12745.85, sigma=6546.31, lower=-6893.07, upper=32384.78"
H2.T.Z33,P2,통계적이상(3sigma),10,2019-06-26,2022-05-14,-39424.975666666665,53915.119155620094,"mean=11386.24, sigma=6210.02, lower=-7243.82, upper=30016.31"
H2.T.Z33,P3,통계적이상(3sigma),10,2019-06-26,2022-05-14,-37920.61033333334,54178.8000771039,"mean=11814.62, sigma=6059.58, lower=-6364.12, upper=29993.35"
H2.T.Z34,P,통계적이상(3sigma),27,2018-11-10,2020-03-08,0.0,51718.522,"mean=87008.61, sigma=17349.15, lower=34961.17, upper=139056.05"
H2.T.Z34,P1,통계적이상(3sigma),3,2018-11-10,2020-03-08,0.0,28370.366833333333,"mean=28189.17, sigma=4930.62, lower=13397.31, upper=42981.04"
H2.T.Z34,P2,통계적이상(3sigma),3,2020-03-07,2020-03-09,0.0,35365.83266666667,"mean=29377.32, sigma=4982.19, lower=14430.74, upper=44323.90"
H2.T.Z34,P3,통계적이상(3sigma),5,2018-11-10,2021-01-30,0.0,37952.43166666666,"mean=30642.32, sigma=4767.21, lower=16340.71, upper=44943.94"
H2.Z35,P,물리적이상(음수전력),73,2020-06-23,2020-09-09,-124923.92533333332,109890.3275,min_val < 0W
H2.Z35,P1,물리적이상(음수전력),73,2020-06-23,2020-09-09,-42540.809,37392.8295,min_val < 0W
H2.Z35,P2,물리적이상(음수전력),73,2020-06-23,2020-09-09,-41789.043333333335,36365.367,min_val < 0W
H2.Z35,P3,물리적이상(음수전력),73,2020-06-23,2020-09-09,-40590.26083333333,36934.79483333333,min_val < 0W
H2.Z64,P,통계적이상(3sigma),2,2018-02-10,2018-02-11,34612.0935,36069.463,"mean=16605.24, sigma=5994.02, lower=-1376.83, upper=34587.31"
H2.Z64,P1,통계적이상(3sigma),2,2018-02-10,2018-02-11,11390.519666666663,11888.6635,"mean=5589.41, sigma=1908.38, lower=-135.73, upper=11314.55"
H2.Z64,P2,통계적이상(3sigma),2,2018-02-10,2018-02-11,11505.854,11956.724833333334,"mean=5579.33, sigma=1890.81, lower=-93.10, upper=11251.75"
H2.Z64,P3,통계적이상(3sigma),4,2018-02-10,2020-03-08,0.0,12224.6415,"mean=5712.35, sigma=1901.00, lower=9.36, upper=11415.34"
H2.Z65,P,통계적이상(3sigma),2,2018-02-10,2018-02-11,35548.570666666674,36994.8655,"mean=17323.12, sigma=5862.79, lower=-265.25, upper=34911.50"
H2.Z65,P1,통계적이상(3sigma),2,2018-02-10,2018-02-11,11653.283166666666,12144.5425,"mean=5697.40, sigma=1945.65, lower=-139.56, upper=11534.36"
H2.Z65,P2,통계적이상(3sigma),2,2018-02-10,2018-02-11,11844.940666666664,12309.114666666666,"mean=5764.17, sigma=1921.89, lower=-1.50, upper=11529.84"
H2.Z65,P3,통계적이상(3sigma),2,2018-02-10,2018-02-11,12052.446999999998,12541.6365,"mean=5893.02, sigma=1926.64, lower=113.09, upper=11672.94"
H2.Z66,P,물리적이상(음수전력),1,2023-09-17,2023-09-17,-1249.5526021636658,8440.435411442619,min_val < 0W
H2.Z67,P,물리적이상(음수전력),4,2022-10-19,2022-11-15,-0.88775,20.451916666666666,min_val < 0W
H2.Z67,P2,물리적이상(음수전력),877,2018-01-01,2023-12-31,-3.8935,5115.4366666666665,min_val < 0W
H2.Z67,P3,물리적이상(음수전력),7,2022-10-19,2023-06-24,-0.8855833333333333,1466.952,min_val < 0W
H2.Z68,P,통계적이상(3sigma),11,2019-02-09,2019-12-08,427.1497597768014,903.5413333333332,"mean=2905.19, sigma=643.37, lower=975.09, upper=4835.30"
H2.Z68,P1,통계적이상(3sigma),10,2019-02-09,2019-12-08,130.65126271692918,375.7726666666667,"mean=944.49, sigma=233.72, lower=243.34, upper=1645.64"
H2.Z68,P2,통계적이상(3sigma),8,2019-02-09,2019-11-03,131.7348971193415,402.6103333333333,"mean=1000.52, sigma=212.52, lower=362.95, upper=1638.09"
H2.Z68,P3,통계적이상(3sigma),13,2019-02-02,2019-12-08,163.5485784231602,369.86075,"mean=924.36, sigma=209.45, lower=296.00, upper=1552.71"
H2.Z69,P,통계적이상(3sigma),12,2020-02-24,2022-07-13,27.57356629450349,3997.666166666667,"mean=1884.26, sigma=256.53, lower=1114.67, upper=2653.85"
H2.Z69,P1,통계적이상(3sigma),8,2020-10-03,2020-11-10,483.0711666666666,1281.594833333333,"mean=602.78, sigma=78.73, lower=366.60, upper=838.96"
H2.Z69,P2,통계적이상(3sigma),8,2020-10-03,2020-11-10,529.4498333333333,1362.2,"mean=609.59, sigma=87.43, lower=347.30, upper=871.89"
H2.Z69,P3,통계적이상(3sigma),10,2020-10-03,2022-07-13,30.03,1360.606,"mean=675.15, sigma=89.50, lower=406.66, upper=943.64"
H2.Z70,P,통계적이상(3sigma),15,2018-11-15,2018-11-29,29.009,12979.896166666667,"mean=1886.12, sigma=1372.89, lower=-2232.55, upper=6004.79"
H2.Z70,P1,통계적이상(3sigma),15,2018-11-15,2018-11-29,0.0,4365.891833333333,"mean=699.20, sigma=466.84, lower=-701.32, upper=2099.72"
H2.Z70,P2,통계적이상(3sigma),15,2018-11-15,2018-11-29,0.0,4283.846833333333,"mean=597.32, sigma=460.14, lower=-783.10, upper=1977.74"
H2.Z70,P3,통계적이상(3sigma),15,2018-11-15,2018-11-29,22.305666666666664,4364.594166666667,"mean=593.26, sigma=450.02, lower=-756.79, upper=1943.31"
H2.ZE64,P,통계적이상(3sigma),3,2023-12-23,2023-12-31,21019.29738926955,23106.23014411728,"mean=11399.15, sigma=3429.01, lower=1112.12, upper=21686.18"
H2.ZE64,P1,통계적이상(3sigma),2,2023-12-30,2023-12-31,7247.557809225766,7615.043871823717,"mean=3734.81, sigma=1145.12, lower=299.46, upper=7170.16"
H2.ZE64,P2,통계적이상(3sigma),3,2023-12-23,2023-12-31,7007.016730236695,7709.416449435911,"mean=3760.64, sigma=1131.14, lower=367.22, upper=7154.05"
H2.ZE64,P3,통계적이상(3sigma),3,2023-12-23,2023-12-31,7153.065369699524,7843.483167325363,"mean=3903.71, sigma=1157.40, lower=431.50, upper=7375.92"
H2.ZE65,P1,통계적이상(3sigma),2,2023-09-26,2023-09-30,6736.975339984938,6932.641309036814,"mean=3670.89, sigma=1038.22, lower=556.21, upper=6785.56"
H2.ZE65,P2,통계적이상(3sigma),4,2023-09-26,2023-10-01,6671.674736695132,7168.581041749674,"mean=3798.86, sigma=1032.09, lower=702.60, upper=6895.12"
H2.ZE65,P3,물리적이상(음수전력),18,2022-03-22,2022-04-08,-5028.96016662724,4280.715063739028,min_val < 0W
H2.ZE66,P,물리적이상(음수전력),3,2022-03-22,2022-03-24,-0.0713950300376647,6803.08218602537,min_val < 0W
H2.ZE66,P1,물리적이상(음수전력),3,2022-03-22,2022-03-24,-2.845258513797776e-06,2250.1254800527254,min_val < 0W
H2.ZE66,P2,물리적이상(음수전력),3,2022-03-22,2022-03-24,-0.0641571322359544,2242.433092866792,min_val < 0W
H2.ZE66,P3,물리적이상(음수전력),255,2022-03-22,2023-12-28,-0.053370791557111,4966.013094651534,min_val < 0W
H2.ZE67,P,물리적이상(음수전력),35,2022-10-18,2022-11-21,-0.2130200767514012,5442.307138767095,min_val < 0W
H2.ZE67,P1,물리적이상(음수전력),35,2022-10-18,2022-11-21,-0.029522243863599,1794.8355823533225,min_val < 0W
H2.ZE67,P2,물리적이상(음수전력),234,2022-10-18,2023-12-31,-0.7343946302722378,3254.24347987142,min_val < 0W
H2.ZE67,P3,물리적이상(음수전력),464,2022-03-24,2023-12-31,-0.0090313608736971,4912.613581093035,min_val < 0W
H2.ZE67,P3,통계적이상(3sigma),1,2023-12-21,2023-12-21,9.048482186581481e-08,248380.2113298624,"mean=666.07, sigma=995.79, lower=-2321.31, upper=3653.44"
H2.ZE74,P,통계적이상(3sigma),2,2022-06-23,2022-08-23,489.9748584832084,2282.378781060113,"mean=407.40, sigma=204.62, lower=-206.46, upper=1021.26"
H2.ZE74,P1,통계적이상(3sigma),17,2022-06-01,2023-06-22,77.71191533406571,371.23737935062906,"mean=57.42, sigma=44.04, lower=-74.71, upper=189.55"
H2.ZE74,P2,물리적이상(음수전력),22,2022-03-18,2022-04-08,-57.14147449493407,70.102527536235,min_val < 0W
H2.ZE74,P2,통계적이상(3sigma),4,2022-06-23,2023-06-26,59.20660528077123,1963.8404654269764,"mean=144.95, sigma=97.81, lower=-148.49, upper=438.38"
H3.Z40,P,통계적이상(3sigma),17,2018-11-10,2023-11-22,18.42616377001658,19845.31889011553,"mean=8637.18, sigma=1535.14, lower=4031.76, upper=13242.60"
H3.Z40,P1,통계적이상(3sigma),9,2018-02-01,2023-07-16,473.4380833333333,7130.9635,"mean=2906.53, sigma=682.81, lower=858.11, upper=4954.95"
H3.Z40,P2,통계적이상(3sigma),14,2018-11-10,2023-12-06,40.42516666666667,6677.487166666667,"mean=2968.21, sigma=561.45, lower=1283.86, upper=4652.56"
H3.Z40,P3,통계적이상(3sigma),4,2018-11-11,2021-12-09,897.8293333333334,6163.4248333333335,"mean=2751.49, sigma=597.10, lower=960.18, upper=4542.80"
H3.Z41,P,물리적이상(음수전력),1,2023-09-17,2023-09-17,-243.03447833756127,3523.7550853294465,min_val < 0W
H3.Z41,P1,통계적이상(3sigma),5,2018-06-04,2019-12-03,2259.745846912687,15106.799592727531,"mean=2644.20, sigma=1269.39, lower=-1163.96, upper=6452.37"
H3.Z41,P3,통계적이상(3sigma),15,2018-05-02,2019-02-14,1566.3975,4306.431833333333,"mean=1095.24, sigma=487.42, lower=-367.03, upper=2557.50"
H4.Z51,P,통계적이상(3sigma),3,2018-11-10,2019-11-26,7.409180082076929,13311.09388438875,"mean=4375.34, sigma=1030.36, lower=1284.28, upper=7466.41"
H4.Z51,P1,통계적이상(3sigma),5,2018-01-31,2018-11-08,1518.4133333333334,4859.666666666667,"mean=1472.14, sigma=387.45, lower=309.78, upper=2634.51"
H4.Z51,P2,통계적이상(3sigma),1,2019-06-24,2019-06-24,2107.293741833966,4066.05222397522,"mean=1681.69, sigma=431.62, lower=386.83, upper=2976.54"
H4.Z51,P3,통계적이상(3sigma),6,2019-06-26,2022-07-20,793.5337101288875,4774.993833333333,"mean=1227.45, sigma=343.44, lower=197.14, upper=2257.77"
H4.ZE50,P,통계적이상(3sigma),1,2023-06-29,2023-06-29,1393.9993863895131,17406.614447337804,"mean=2882.53, sigma=1128.20, lower=-502.06, upper=6267.13"
H4.ZE50,P1,통계적이상(3sigma),1,2023-06-29,2023-06-29,589.6700600685365,7558.187148857905,"mean=1201.78, sigma=474.73, lower=-222.40, upper=2625.96"
H4.ZE50,P2,통계적이상(3sigma),1,2023-06-29,2023-06-29,404.5441863323616,6405.946234990162,"mean=803.31, sigma=313.91, lower=-138.41, upper=1745.03"
H4.ZE51,P,통계적이상(3sigma),2,2023-06-24,2023-06-25,1005.3785960548518,2063.560656856678,"mean=5167.72, sigma=1006.16, lower=2149.25, upper=8186.18"
H4.ZE51,P1,통계적이상(3sigma),2,2023-06-24,2023-06-25,184.1447665740681,260.05297921423784,"mean=1826.86, sigma=469.07, lower=419.65, upper=3234.07"
H4.ZE51,P2,통계적이상(3sigma),2,2022-07-25,2023-06-24,182.5504147430317,5601.064478512721,"mean=1834.43, sigma=390.21, lower=663.81, upper=3005.04"
H4.ZE51,P3,통계적이상(3sigma),2,2022-07-20,2022-08-03,1676.0865467191018,6310.718391291607,"mean=1506.43, sigma=426.87, lower=225.82, upper=2787.04"
