meter,measurement,anomaly_type,건수,시작일,종료일,min_val,max_val,criterion
H1.Z24,Q,통계적이상(3sigma),47,2019-05-25,2022-10-24,16.561833333333333,38773.747833333335,"mean=2836.51, sigma=4005.03, lower=-9178.57, upper=14851.59"
H1.Z25,Q,물리적이상(음수무효전력),983,2018-01-01,2023-12-31,-74.60116666666666,27652.179666666667,min_val < 0 VAR
H1.Z25,Q,통계적이상(3sigma),47,2019-05-25,2022-10-24,6.549333333333333,28856.688660341075,"mean=2130.97, sigma=3008.63, lower=-6894.90, upper=11156.85"
H2.T.Z30,Q,물리적이상(음수무효전력),2191,2018-01-01,2023-12-31,-6194.837,5763.084333333333,min_val < 0 VAR
H2.T.Z31,Q,물리적이상(음수무효전력),1512,2018-01-02,2023-10-13,-327.0875,22918.327833333333,min_val < 0 VAR
H2.T.Z32,Q,물리적이상(음수무효전력),632,2018-01-03,2022-05-01,-634.9288333333334,19291.0795,min_val < 0 VAR
H2.T.Z33,Q,통계적이상(3sigma),40,2018-06-28,2019-08-27,1079.7326666666668,87165.93934470935,"mean=6179.97, sigma=6665.50, lower=-13816.52, upper=26176.47"
H2.T.Z34,Q,물리적이상(음수무효전력),1764,2018-01-30,2023-12-31,-24509.28323939508,27925.67501533475,min_val < 0 VAR
H2.Z35,Q,물리적이상(음수무효전력),749,2018-01-01,2020-09-08,-10127.240662650787,52370.401666666665,min_val < 0 VAR
H2.Z64,Q,물리적이상(음수무효전력),2167,2018-01-01,2023-12-31,-7302.773499999999,0.0,min_val < 0 VAR
H2.Z64,Q,통계적이상(3sigma),24,2020-02-14,2020-03-08,0.0,0.0,"mean=-5400.76, sigma=885.03, lower=-8055.86, upper=-2745.67"
H2.Z65,Q,물리적이상(음수무효전력),2191,2018-01-01,2023-12-31,-7363.59,-141.05499999999998,min_val < 0 VAR
H2.Z68,Q,통계적이상(3sigma),38,2019-01-29,2019-12-08,329.4435684480597,2440.771427644656,"mean=3803.32, sigma=860.49, lower=1221.87, upper=6384.78"
H2.Z69,Q,통계적이상(3sigma),29,2018-11-10,2023-08-11,7.363586548797371,4988.662666666667,"mean=2984.01, sigma=193.64, lower=2403.09, upper=3564.93"
H2.Z70,Q,물리적이상(음수무효전력),450,2018-01-02,2023-10-15,-15.159333333333333,11270.538665851933,min_val < 0 VAR
H2.Z70,Q,통계적이상(3sigma),2,2018-11-19,2018-11-26,8592.567000000001,14266.229166666666,"mean=3968.68, sigma=2787.52, lower=-4393.89, upper=12331.24"
H3.Z40,Q,물리적이상(음수무효전력),2152,2018-02-01,2023-12-31,-5018.267620053413,4994.580166666667,min_val < 0 VAR
H3.Z40,Q,통계적이상(3sigma),8,2022-12-02,2023-12-19,61.195666666666654,4007.696,"mean=-2599.89, sigma=1258.60, lower=-6375.68, upper=1175.91"
H3.Z41,Q,물리적이상(음수무효전력),2160,2018-02-01,2023-12-31,-4414.2865,28.91433333333333,min_val < 0 VAR
H3.Z42,Q,물리적이상(음수무효전력),1576,2018-02-01,2023-11-23,-667.3880349499469,15047.973,min_val < 0 VAR
H3.Z42,Q,통계적이상(3sigma),48,2019-06-10,2023-08-27,6554.776856524026,11467.76384418084,"mean=2371.18, sigma=1988.25, lower=-3593.55, upper=8335.92"
H4.Z50,Q,통계적이상(3sigma),2,2018-11-09,2019-04-24,1604.0269999999998,3632.7201666666665,"mean=1447.29, sigma=440.48, lower=125.84, upper=2768.74"
H4.Z51,Q,물리적이상(음수무효전력),2000,2018-01-01,2023-06-23,-4749.797343243231,-635.4306666666666,min_val < 0 VAR
