candidate,kind,validation_rows,validation_mae,validation_rmse,validation_mape,validation_smape,validation_bias,validation_non_gateway_rows,validation_non_gateway_mae,validation_non_gateway_rmse,validation_non_gateway_mape,validation_non_gateway_smape,validation_non_gateway_bias,test_rows,test_mae,test_rmse,test_mape,test_smape,test_bias,test_non_gateway_rows,test_non_gateway_mae,test_non_gateway_rmse,test_non_gateway_mape,test_non_gateway_smape,test_non_gateway_bias,target_id,feature_count,fit_seconds,selection_priority,selection_best_validation_mae,selection_tolerance,selection_rule
hgb_iter_320_lr_0.06,learned,8760,3559.088191589645,6886.408573844552,24.16774651415393,19.547032610258533,-185.2395599552393,7104,3102.398297055356,6248.366554693145,24.93268434248742,19.99675910948011,38.18843321815291,8759,2769.047423248951,4811.97000037606,34.974926361427585,24.536140822321077,420.92917787552614,8759,2769.047423248951,4811.97000037606,34.974926361427585,24.536140822321077,420.92917787552614,T1_group__central_cooling__P,53,1.7807672023773193,3,3102.398297055356,1.03,simplest_candidate_within_3pct_of_best_validation_non_gateway_mae
ridge_robust_alpha_0.1,learned,8760,992.9453405281703,1919.7324837469353,11.487652943072371,10.832272290559775,26.801558195510967,7104,973.3805423595629,1931.3500423420498,11.12214256775258,10.493946110445455,9.28920359211677,8759,902.5049259369202,1913.5993931308767,11.37780105000774,10.332971467681011,15.400472128146484,8759,902.5049259369202,1913.5993931308767,11.37780105000774,10.332971467681011,15.400472128146484,T1_group__local_cooling__P,53,0.05361342430114746,2,947.9853554233803,1.03,simplest_candidate_within_3pct_of_best_validation_non_gateway_mae
ridge_alpha_1000,learned,8760,1079.886217514753,1440.6446898990182,1.4763527584909648,1.474421125804085,88.68795765683167,7104,1078.9967709337386,1443.0094755410007,1.4689234607585646,1.4673305855145182,67.24309215728503,8759,1162.126485939662,1762.5316522182804,1.8613578932668586,1.846200568180554,44.68126713806059,8759,1162.126485939662,1762.5316522182804,1.8613578932668586,1.846200568180554,44.68126713806059,T1_group__server_power__P,53,0.02336907386779785,2,1078.9967709337386,1.03,simplest_candidate_within_3pct_of_best_validation_non_gateway_mae
extra_trees_n_360_depth_none_leaf_3,learned,8760,890.5588789691982,2211.7867013280525,6.485028470132878,5.506530833881617,137.09238246906375,7104,896.4784629682256,2244.250318568726,6.506467548608224,5.506975167144158,145.7603486805133,8759,1908.5362841855135,3480.852391254065,10.905615235610611,8.91875624627717,8.508414292193486,8759,1908.5362841855135,3480.852391254065,10.905615235610611,8.91875624627717,8.508414292193486,T1_group__ventilation__P,53,17.617155075073242,4,896.4784629682256,1.03,simplest_candidate_within_3pct_of_best_validation_non_gateway_mae
