feature,n_total,n_anomaly,ratio,residual_max,residual_min,upper,lower,null_ratio
Tdiff,52583,1121,2.1318677138999296,24004.87834324076,-20049.77558340363,6184.457401197198,-6185.080268852789,0.0
qv,52583,1366,2.5977977673392543,30.558688980588265,-37.997819246560034,13.60819554367366,-13.60772124765187,0.0
Tvl,52583,1036,1.9702185116862863,29.06517370784225,-49.414441044992124,10.033808973398138,-10.033119214793853,0.0
Trl,52583,796,1.5137972348477646,21.57051057082051,-42.61046434921172,8.681378168580055,-8.680073285387545,0.0
P,52583,462,0.8786109579141548,381009.1588596622,-387690.16860390577,193134.39757749456,-193157.76342550403,0.0
