main_meter_urn,pair_meter_urn,common_rows,main_mean_P,pair_mean_P,mean_abs_diff,median_abs_diff,max_abs_diff,mean_rel_diff_pct,p95_rel_diff_pct,corr
H1.Z20,H1.ZE20,9519,-70982.45066854863,-71350.80734998813,1811.9457224266266,61.85863313692971,185441.82834291676,3.6293515199685755,12.131332932178978,0.988791738497297
