meter_urn,measurement,resolution_code,rows,null_rows,null_pct,min_ts,max_ts
H1.Z310,U2,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,U3,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,W,1h,30809,0,0.00,2020-06-25 23:00:00+00:00,2023-12-31 15:00:00+00:00
H1.Z310,W1,1h,30809,0,0.00,2020-06-25 23:00:00+00:00,2023-12-31 15:00:00+00:00
H1.Z310,W2,1h,30809,0,0.00,2020-06-25 23:00:00+00:00,2023-12-31 15:00:00+00:00
H1.Z310,W3,1h,30816,0,0.00,2020-06-25 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,W_in,1h,30816,0,0.00,2020-06-25 23:00:00+00:00,2023-12-31 22:00:00+00:00
H1.Z310,W_out,1h,30804,0,0.00,2020-06-26 04:00:00+00:00,2023-12-31 15:00:00+00:00
H1.Z310,f,1h,30817,0,0.00,2020-06-25 22:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,I1,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,I2,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,I3,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,P,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,P1,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,P2,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,P3,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,PF,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,PF1,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,PF2,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,PF3,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,U1,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,U2,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,U3,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,W,1h,9518,0,0.00,2022-11-30 09:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,W1,1h,9518,0,0.00,2022-11-30 09:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,W2,1h,9518,0,0.00,2022-11-30 09:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,W3,1h,9518,0,0.00,2022-11-30 09:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,W_in,1h,9510,0,0.00,2022-11-30 09:00:00+00:00,2023-12-31 14:00:00+00:00
H1.ZE20,W_out,1h,9518,0,0.00,2022-11-30 09:00:00+00:00,2023-12-31 22:00:00+00:00
H1.ZE20,f,1h,9519,0,0.00,2022-11-30 08:00:00+00:00,2023-12-31 22:00:00+00:00
H2.K21,P,1h,52526,0,0.00,2018-01-03 09:00:00+00:00,2023-12-31 22:00:00+00:00
H2.K21,Tdiff,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.K21,Trl,1h,52526,0,0.00,2018-01-03 09:00:00+00:00,2023-12-31 22:00:00+00:00
H2.K21,Tvl,1h,52526,0,0.00,2018-01-03 09:00:00+00:00,2023-12-31 22:00:00+00:00
H2.K21,V,1h,52525,0,0.00,2018-01-03 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.K21,W,1h,52516,0,0.00,2018-01-03 19:00:00+00:00,2023-12-31 22:00:00+00:00
H2.K21,qv,1h,52526,0,0.00,2018-01-03 09:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,Q,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,W,1h,45064,0,0.00,2018-11-10 07:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,WQ,1h,52529,0,0.00,2018-01-03 06:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,WQ_in,1h,52529,0,0.00,2018-01-03 06:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,WQ_out,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,W_in,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,W_out,1h,45064,0,0.00,2018-11-10 07:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z30,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,Q,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,W,1h,45064,0,0.00,2018-11-10 07:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,WQ,1h,52539,0,0.00,2018-01-02 20:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,WQ_in,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,WQ_out,1h,52539,0,0.00,2018-01-02 20:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,W_in,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,W_out,1h,45064,0,0.00,2018-11-10 07:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z31,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,Q,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,W,1h,45064,0,0.00,2018-11-10 07:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,WQ,1h,52515,0,0.00,2018-01-03 20:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,WQ_in,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,WQ_out,1h,52515,0,0.00,2018-01-03 20:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,W_in,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,W_out,1h,45064,0,0.00,2018-11-10 07:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z32,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,I1,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,I2,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,I3,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,P,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,P1,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,P2,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,P3,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,PF,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,PF1,1h,51816,0,0.00,2018-01-31 23:00:00+00:00,2023-12-30 22:00:00+00:00
H2.T.Z33,PF2,1h,51815,0,0.00,2018-01-31 23:00:00+00:00,2023-12-30 21:00:00+00:00
H2.T.Z33,PF3,1h,51815,0,0.00,2018-01-31 23:00:00+00:00,2023-12-30 21:00:00+00:00
H2.T.Z33,Q,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,U1,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,U2,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,U3,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,W,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H2.T.Z33,WQ,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H2.T.Z33,WQ_in,1h,51839,0,0.00,2018-02-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,WQ_out,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,W_in,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,W_out,1h,49886,0,0.00,2018-04-23 09:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z33,f,1h,51840,0,0.00,2018-01-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,I1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,I2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,I3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,P,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,P1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,P2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,P3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,PF,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,PF1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,PF2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,PF3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,Q,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,U1,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,U2,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,U3,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,W,1h,45064,0,0.00,2018-11-10 07:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,WQ,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,WQ_in,1h,52583,0,0.00,2018-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,WQ_out,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,W_in,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,W_out,1h,45064,0,0.00,2018-11-10 07:00:00+00:00,2023-12-31 22:00:00+00:00
H2.T.Z34,f,1h,52584,0,0.00,2017-12-31 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,I1,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,I2,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,I3,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,P,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,P1,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,P2,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,P3,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,PF,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,PF1,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,PF2,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,PF3,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,U1,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,U2,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,U3,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,W,1h,30833,0,0.00,2020-06-24 23:00:00+00:00,2023-12-31 15:00:00+00:00
H2.Z311,W1,1h,30840,0,0.00,2020-06-24 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,W2,1h,30840,0,0.00,2020-06-24 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,W3,1h,30840,0,0.00,2020-06-24 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,W_in,1h,30840,0,0.00,2020-06-24 23:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z311,W_out,1h,30829,0,0.00,2020-06-25 03:00:00+00:00,2023-12-31 15:00:00+00:00
H2.Z311,f,1h,30841,0,0.00,2020-06-24 22:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z35,I1,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,I2,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,I3,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,P,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,P1,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,P2,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,P3,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,PF,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,PF1,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,PF2,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,PF3,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,Q,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,U1,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,U2,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,U3,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,W,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H2.Z35,WQ,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H2.Z35,WQ_in,1h,23580,0,0.00,2018-01-01 00:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,WQ_out,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,W_in,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,W_out,1h,16061,0,0.00,2018-11-10 07:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z35,f,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z351,I1,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,I2,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,I3,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,P,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,P1,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,P2,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,P3,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,PF,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,PF1,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,PF2,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,PF3,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,U1,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,U2,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,U3,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,W,1h,28860,0,0.00,2020-09-15 11:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,W1,1h,28860,0,0.00,2020-09-15 11:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,W2,1h,28860,0,0.00,2020-09-15 11:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,W3,1h,28860,0,0.00,2020-09-15 11:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,W_in,1h,28860,0,0.00,2020-09-15 11:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z351,W_out,1h,27984,0,0.00,2020-09-15 11:00:00+00:00,2023-11-25 10:00:00+00:00
H2.Z351,f,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z36,I1,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,I2,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,I3,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,P,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,P1,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,P2,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,P3,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,PF,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,PF1,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,PF2,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,PF3,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,Q,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,U1,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,U2,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,U3,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,W,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H2.Z36,WQ,1h,52585,0,0.00,2018-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00
H2.Z36,WQ_in,1h,23580,0,0.00,2018-01-01 00:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,WQ_out,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,W_in,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,W_out,1h,19736,0,0.00,2018-06-10 04:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z36,f,1h,23581,0,0.00,2017-12-31 23:00:00+00:00,2020-09-09 11:00:00+00:00
H2.Z361,I1,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z361,I2,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z361,I3,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z361,P,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z361,P1,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z361,P2,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z361,P3,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z361,PF,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z361,PF1,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
H2.Z361,PF2,1h,28861,0,0.00,2020-09-15 10:00:00+00:00,2023-12-31 22:00:00+00:00
