meter_urn,period_type,period_label,row_count,measurement_count,measurement_columns,joined_weather_columns,usable_column_count,usable_columns,start_ts,end_ts,mean_null_ratio_usable,target_column,top_corr_with_target_column,top_corr_with_target_value,top_abs_corr_with_target_value,error
H1.Z16,yearly,2021,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.008447,P,P2,0.999993,0.999993,
H1.Z16,yearly,2022,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.004985,P,P2,0.999989,0.999989,
H1.Z16,yearly,2023,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.000107,P,P1,0.999943,0.999943,
H1.Z16,yearly,2024,1,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",0,,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,,P,,,,row 수 또는 usable columns 부족
H1.Z13,yearly,2018,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2018-12-31 23:00:00+00:00,0.023706,P,P2,0.993902,0.993902,
H1.Z13,yearly,2019,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-01-01 00:00:00+00:00,2019-12-31 23:00:00+00:00,0.002747,P,P2,0.998712,0.998712,
H1.Z13,yearly,2020,8784,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-01-01 00:00:00+00:00,2020-12-31 23:00:00+00:00,0.006869,P,P2,0.998826,0.998826,
H1.Z13,yearly,2021,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.008447,P,P2,0.997283,0.997283,
H1.Z13,yearly,2022,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.004824,P,P2,0.999442,0.999442,
H1.Z13,yearly,2023,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.000107,P,P2,0.990231,0.990231,
H1.Z13,yearly,2024,1,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",0,,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,,P,,,,row 수 또는 usable columns 부족
H2.Z64,yearly,2018,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2018-12-31 23:00:00+00:00,0.023706,P,P2,0.998384,0.998384,
H2.Z64,yearly,2019,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-01-01 00:00:00+00:00,2019-12-31 23:00:00+00:00,0.002835,P,P1,0.998951,0.998951,
H2.Z64,yearly,2020,8784,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-01-01 00:00:00+00:00,2020-12-31 23:00:00+00:00,0.006647,P,Q,-0.705082,0.705082,
H2.Z64,yearly,2021,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.008175,P,P2,0.979092,0.979092,
H2.Z64,yearly,2022,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.004824,P,I1,0.982309,0.982309,
H2.Z64,yearly,2023,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.000107,P,P3,0.993414,0.993414,
H2.Z64,yearly,2024,1,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",0,,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,,P,,,,row 수 또는 usable columns 부족
H4.Z50,yearly,2018,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2018-12-31 23:00:00+00:00,0.022942,P,P1,0.988398,0.988398,
H4.Z50,yearly,2019,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-01-01 00:00:00+00:00,2019-12-31 23:00:00+00:00,0.002835,P,P1,0.992056,0.992056,
H4.Z50,yearly,2020,8784,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-01-01 00:00:00+00:00,2020-12-31 23:00:00+00:00,0.006647,P,I1,0.992449,0.992449,
H4.Z50,yearly,2021,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.008175,P,P1,0.98587,0.98587,
H4.Z50,yearly,2022,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.004824,P,P1,0.992159,0.992159,
H4.Z50,yearly,2023,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",31,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.321461,P,P1,0.993982,0.993982,
H4.Z50,yearly,2024,1,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",0,,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,,P,,,,row 수 또는 usable columns 부족
H2.Z68,yearly,2018,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2018-12-31 23:00:00+00:00,0.023706,P,P1,0.995939,0.995939,
H2.Z68,yearly,2019,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-01-01 00:00:00+00:00,2019-12-31 23:00:00+00:00,0.00293,P,P1,0.994866,0.994866,
H2.Z68,yearly,2020,8784,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-01-01 00:00:00+00:00,2020-12-31 23:00:00+00:00,0.006869,P,P1,0.98652,0.98652,
H2.Z68,yearly,2021,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.008447,P,P1,0.991026,0.991026,
H2.Z68,yearly,2022,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.004985,P,P1,0.907198,0.907198,
H2.Z68,yearly,2023,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",30,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,W_in,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 23:00:00+00:00,0.000107,P,P1,0.929271,0.929271,
H2.Z68,yearly,2024,1,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",0,,2024-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,,P,,,,row 수 또는 usable columns 부족
V.Z84,yearly,2019,4466,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-06-28 22:00:00+00:00,2019-12-31 23:00:00+00:00,0.005882,P,P3,0.999997,0.999997,
V.Z84,yearly,2020,8784,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2020-01-01 00:00:00+00:00,2020-12-31 23:00:00+00:00,0.007925,P,P3,0.999996,0.999996,
V.Z84,yearly,2021,8760,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2021-01-01 00:00:00+00:00,2021-12-31 23:00:00+00:00,0.009747,P,P3,0.999982,0.999982,
V.Z84,yearly,2022,8760,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2022-01-01 00:00:00+00:00,2022-12-31 23:00:00+00:00,0.005752,P,P3,0.999945,0.999945,
V.Z84,yearly,2023,8759,16,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",26,"I1,I2,I3,P,P1,P2,P3,PF1,PF2,PF3,U1,U2,U3,W,W_in,W_out,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2023-01-01 00:00:00+00:00,2023-12-31 22:00:00+00:00,0.0,P,P3,0.999991,0.999991,
H1.Z20,yearly,2018,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2018-01-01 00:00:00+00:00,2018-12-31 23:00:00+00:00,0.022225,P,P1,0.999566,0.999566,
H1.Z20,yearly,2019,8760,22,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f","Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",32,"I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,Ah,Dc,Dp,H,Igc,Igm,Sc,Ta,Ua,rho",2019-01-01 00:00:00+00:00,2019-12-31 23:00:00+00:00,0.002747,P,P2,0.999698,0.999698,
