candidate,kind,validation_rows,validation_mae,validation_rmse,validation_mape,validation_smape,validation_bias,validation_non_gateway_rows,validation_non_gateway_mae,validation_non_gateway_rmse,validation_non_gateway_mape,validation_non_gateway_smape,validation_non_gateway_bias,test_rows,test_mae,test_rmse,test_mape,test_smape,test_bias,test_non_gateway_rows,test_non_gateway_mae,test_non_gateway_rmse,test_non_gateway_mape,test_non_gateway_smape,test_non_gateway_bias,target_id,feature_count,fit_seconds,selection_priority
extra_trees_n_360_depth_none_leaf_3,learned,8760,890.5588789691982,2211.7867013280525,6.485028470132878,5.506530833881617,137.09238246906375,7104,896.4784629682256,2244.250318568726,6.506467548608224,5.506975167144158,145.7603486805133,8759,1908.5362841855135,3480.852391254065,10.905615235610611,8.91875624627717,8.508414292193486,8759,1908.5362841855135,3480.852391254065,10.905615235610611,8.91875624627717,8.508414292193486,T1_group__ventilation__P,53,17.617155075073242,4
extra_trees_n_360_depth_16_leaf_2,learned,8760,899.0147653163108,2232.0445863821938,6.549796910679934,5.549339111552782,151.98989870667774,7104,902.7143158713628,2262.5177770443534,6.544848927422174,5.529456820636906,166.07489676396833,8759,1939.532226532686,3507.208177175721,10.993494406032484,9.010768164303116,-3.7964624075914246,8759,1939.532226532686,3507.208177175721,10.993494406032484,9.010768164303116,-3.7964624075914246,T1_group__ventilation__P,53,13.298184871673584,4
extra_trees_n_360_depth_24_leaf_2,learned,8760,902.1914920910576,2226.4735192165786,6.599045019320133,5.603110365706404,151.8299857414234,7104,904.1243502001846,2251.9552532333437,6.57052049946611,5.573256987050325,162.07992048995246,8759,1948.522468932921,3514.1515264081245,11.10524258642288,9.067465817993547,36.04218795222483,8759,1948.522468932921,3514.1515264081245,11.10524258642288,9.067465817993547,36.04218795222483,T1_group__ventilation__P,53,19.711019039154053,4
random_forest_n_240_depth_18_leaf_3,learned,8760,1024.6462460848911,2643.4992420408594,7.1383489033942915,6.018836684649063,125.56499526575821,7104,1047.2796959231166,2689.459076520382,7.1910800591904716,6.05628882689406,146.9034382602747,8759,2282.019381710961,4490.149326769797,13.83628226272838,10.297202914460735,259.3880922929841,8759,2282.019381710961,4490.149326769797,13.83628226272838,10.297202914460735,259.3880922929841,T1_group__ventilation__P,53,55.16551899909973,5
hgb_iter_320_lr_0.06,learned,8760,1030.8026176458059,2412.8509830621742,6.847561017030773,6.1271488251126005,29.545830557889875,7104,1057.060845957613,2440.9850818193277,6.88945582722648,6.223905568139208,9.898680574862176,8759,2148.763943487681,3918.250872316549,11.251861248417494,9.695206124018354,71.1163484273379,8759,2148.763943487681,3918.250872316549,11.251861248417494,9.695206124018354,71.1163484273379,T1_group__ventilation__P,53,1.9344065189361572,3
hgb_iter_320_lr_0.03,learned,8760,1041.2867224727968,2413.1853760215704,6.864541922961818,6.117742314856065,19.611083870703343,7104,1068.538313978387,2443.5858363757006,6.886722820882393,6.19482184475165,4.923076559957243,8759,2093.1318232147596,3874.750525973915,11.087956209975497,9.460293223589726,78.887593625455,8759,2093.1318232147596,3874.750525973915,11.087956209975497,9.460293223589726,78.887593625455,T1_group__ventilation__P,53,2.1101715564727783,3
hgb_iter_180_lr_0.06,learned,8760,1047.0630241133342,2423.9798946198152,6.928768938336026,6.174961892448309,20.76708875095253,7104,1073.5157944764803,2451.861921309802,6.9607800513313185,6.251266450847072,6.177458457373574,8759,2109.6379217918047,3882.2901232736785,11.186994864617663,9.540242297569494,131.7132782425613,8759,2109.6379217918047,3882.2901232736785,11.186994864617663,9.540242297569494,131.7132782425613,T1_group__ventilation__P,53,1.2260377407073975,3
hgb_iter_180_lr_0.03,learned,8760,1096.4725603978384,2451.032071391868,7.543562287765236,6.717845365558368,4.771728047342824,7104,1120.454719122009,2484.371391412191,7.539932387669528,6.760307120865095,-0.11578708977187104,8759,2069.9994510247825,3877.654691257896,11.255992639321743,9.481130347067015,82.31901816050731,8759,2069.9994510247825,3877.654691257896,11.255992639321743,9.481130347067015,82.31901816050731,T1_group__ventilation__P,53,1.3233256340026855,3
mlp_96x48,learned,8760,1638.4281116712107,2801.2750652103928,12.071944011966284,11.254924038099057,-155.51301155993636,7104,1712.3650778287156,2897.0601875740463,12.779666939350149,11.899920791065444,-153.58508029635314,8759,3339.5837963490562,4808.132969128512,16.128551585264713,14.290954254986046,1061.5813711121345,8759,3339.5837963490562,4808.132969128512,16.128551585264713,14.290954254986046,1061.5813711121345,T1_group__ventilation__P,53,94.08843970298767,6
mlp_128x64,learned,8760,1676.0719930835064,2889.254590362415,12.244739624785193,11.48457251090219,-145.49656985376828,7104,1750.0782525404088,2994.9489206307558,12.9083739956592,12.051942630542902,-137.5503169782146,8759,3292.353071971055,4684.757163188913,15.956184519089314,14.281397689032408,902.4766331235602,8759,3292.353071971055,4684.757163188913,15.956184519089314,14.281397689032408,902.4766331235602,T1_group__ventilation__P,53,96.13347864151001,6
