meter_urn,feature,ts,observed,trend,seasonal,residual,upper,lower,is_anomaly
H2.Z35,P,2018-01-01 00:00:00+00:00,70387.06899999999,72948.65040686366,-12658.199977233959,10096.618570370294,27729.311334455422,-27671.445358622448,False
H2.Z35,P,2018-01-01 01:00:00+00:00,70136.87183333332,73096.85635597022,-12548.435481895405,9588.45095925851,27729.311334455422,-27671.445358622448,False
H2.Z35,P,2018-01-01 02:00:00+00:00,70993.5165,73244.76196808078,-12006.729519152128,9755.48405107134,27729.311334455422,-27671.445358622448,False
H2.Z35,P,2018-01-01 03:00:00+00:00,70587.19216666667,73392.36345299585,-11419.752465236495,8614.58117890732,27729.311334455422,-27671.445358622448,False
H2.Z35,P,2018-01-01 04:00:00+00:00,72101.73733333334,73539.6566832439,-5209.571080329423,3771.65173041886,27729.311334455422,-27671.445358622448,False
H2.Z35,P,2018-01-01 05:00:00+00:00,70054.90550000001,73686.63724372747,1158.6282449533883,-4790.3599886808515,27729.311334455422,-27671.445358622448,False
H2.Z35,P,2018-01-01 06:00:00+00:00,71010.60966666667,73833.30058391977,6644.029435799965,-9466.720353053068,27729.311334455422,-27671.445358622448,False
H2.Z35,P,2018-01-01 07:00:00+00:00,72053.6415,73979.6422452112,13570.307290807415,-15496.308036018621,27729.311334455422,-27671.445358622448,False
H2.Z35,P,2018-01-01 08:00:00+00:00,72979.47883333334,74125.65803322768,22508.11199596735,-23654.29119586169,27729.311334455422,-27671.445358622448,False
H2.Z35,P,2018-01-01 09:00:00+00:00,70756.06533333333,74271.34420755057,27479.325682420505,-30994.604556637743,27729.311334455422,-27671.445358622448,True
H2.Z35,P,2018-01-01 10:00:00+00:00,69689.07966666667,74416.69771631098,28475.247994349884,-33202.866043994196,27729.311334455422,-27671.445358622448,True
H2.Z35,P,2018-01-01 11:00:00+00:00,70772.13016666665,74561.7163982645,24599.622998334293,-28389.209229932138,27729.311334455422,-27671.445358622448,True
H2.Z35,P,2018-01-01 12:00:00+00:00,69757.992,74706.3990422377,18526.22629803223,-23474.633340269924,27729.311334455422,-27671.445358622448,False
H2.Z35,P,2018-01-01 13:00:00+00:00,70883.52483333334,74850.74528056962,16766.335623742507,-20733.556070978782,27729.311334455422,-27671.445358622448,False
H2.Z35,P,2018-01-01 14:00:00+00:00,70764.10316666667,74994.75545695647,16659.04081478266,-20889.69310507246,27729.311334455422,-27671.445358622448,False
