meter_urn,feature,n_total,n_anomaly,ratio,residual_max,residual_min,upper,lower,null_ratio
H2.Z35,P,23604,578,2.448737502118285,104641.23637896021,-97807.75035228385,27729.311334455422,-27671.445358622448,55.15831510887135
H2.Z35,PF,23604,551,2.334350110150822,1.5433566225058692,-1.193530290311961,0.3014413394777247,-0.3007730266838387,55.15831510887135
H2.Z35,I1,23604,530,2.245382138620573,83.47248973229738,-82.67847628234139,33.418871062947105,-33.386287322273844,55.15831510887135
H2.Z35,Igm,51877,1148,2.21292673053569,648.84288348886,-562.007668563693,289.4129775352851,-289.4129812718269,2.3504801749548347
