ts,meter_urn,measurement,value,lstm_flag,if_flag,bollinger_flag,score,label
2020-04-14 09:00:00+00:00,V.Z82,P,18347.46337972005,0,1,0,1,주의
2020-04-14 10:00:00+00:00,V.Z82,P,27430.67280059962,0,1,0,1,주의
2020-04-14 12:00:00+00:00,V.Z82,P,118636.70792534722,0,1,0,1,주의
2020-04-14 13:00:00+00:00,V.Z82,P,139296.4896875,0,1,0,1,주의
2020-04-14 14:00:00+00:00,V.Z82,P,98681.8711304178,0,1,0,1,주의
2020-04-14 15:00:00+00:00,V.Z82,P,91941.0392068881,0,1,0,1,주의
2020-04-14 16:00:00+00:00,V.Z82,P,112098.47641575785,0,1,0,1,주의
2020-04-14 17:00:00+00:00,V.Z82,P,88626.82082536913,0,1,0,1,주의
2020-04-14 18:00:00+00:00,V.Z82,P,80844.11639447328,0,1,0,1,주의
2020-04-14 19:00:00+00:00,V.Z82,P,81020.38358506946,0,1,0,1,주의
2020-04-14 20:00:00+00:00,V.Z82,P,76485.06662760417,0,1,0,1,주의
2020-04-14 21:00:00+00:00,V.Z82,P,68928.50233317487,0,1,0,1,주의
2020-04-14 22:00:00+00:00,V.Z82,P,68951.98816663619,0,1,0,1,주의
2020-04-14 23:00:00+00:00,V.Z82,P,65121.834123263885,0,1,0,1,주의
2020-04-15 11:00:00+00:00,V.Z82,P,47849.67089267026,1,0,0,1,주의
2020-04-15 12:00:00+00:00,V.Z82,P,-16025.895001576637,1,0,0,1,주의
2020-04-15 13:00:00+00:00,V.Z82,P,54261.67781792535,1,0,0,1,주의
2020-04-16 01:00:00+00:00,V.Z82,P,-43945.80069986979,0,1,0,1,주의
2020-04-16 13:00:00+00:00,V.Z82,P,94455.53161024304,0,1,0,1,주의
2020-04-16 14:00:00+00:00,V.Z82,P,65701.49708980131,0,1,0,1,주의
2020-04-16 15:00:00+00:00,V.Z82,P,73651.2659765625,0,1,0,1,주의
2020-04-16 16:00:00+00:00,V.Z82,P,77402.40634114583,0,1,0,1,주의
2020-04-16 17:00:00+00:00,V.Z82,P,80054.57407552082,0,1,0,1,주의
2020-04-16 18:00:00+00:00,V.Z82,P,70251.74288297755,0,1,0,1,주의
2020-04-16 19:00:00+00:00,V.Z82,P,74741.8018185764,0,1,0,1,주의
2020-04-16 20:00:00+00:00,V.Z82,P,74803.47471788195,0,1,0,1,주의
2020-04-16 21:00:00+00:00,V.Z82,P,74646.17333767361,0,1,0,1,주의
2020-04-16 22:00:00+00:00,V.Z82,P,52850.83452945002,0,1,0,1,주의
2020-04-19 10:00:00+00:00,V.Z82,P,-4347.74375542037,0,0,1,1,주의
2020-04-20 03:00:00+00:00,V.Z82,P,-21313.020907713384,0,0,1,1,주의
2020-04-20 04:00:00+00:00,V.Z82,P,-12031.323691144127,0,0,1,1,주의
2020-04-20 07:00:00+00:00,V.Z82,P,-35657.33449978299,0,0,1,1,주의
2020-04-22 13:00:00+00:00,V.Z82,P,115516.47530815972,0,0,1,1,주의
2020-04-22 14:00:00+00:00,V.Z82,P,129778.5946429102,0,1,1,2,경고
2020-04-22 15:00:00+00:00,V.Z82,P,96949.95385199651,0,1,0,1,주의
2020-04-23 02:00:00+00:00,V.Z82,P,-11553.49873039772,0,0,1,1,주의
2020-04-23 03:00:00+00:00,V.Z82,P,-23702.988577473952,0,0,1,1,주의
2020-04-23 10:00:00+00:00,V.Z82,P,-31421.960087544005,0,1,0,1,주의
2020-04-23 11:00:00+00:00,V.Z82,P,19842.223647460964,0,1,0,1,주의
2020-04-23 12:00:00+00:00,V.Z82,P,56341.88534233941,0,1,0,1,주의
2020-04-24 13:00:00+00:00,V.Z82,P,103297.55290364585,0,1,0,1,주의
2020-04-24 14:00:00+00:00,V.Z82,P,91845.2513389488,0,1,0,1,주의
2020-04-24 15:00:00+00:00,V.Z82,P,29697.370381944445,0,1,0,1,주의
2020-04-28 10:00:00+00:00,V.Z82,P,-26923.604731397227,1,0,0,1,주의
2020-04-28 11:00:00+00:00,V.Z82,P,62791.465260416655,1,0,0,1,주의
2020-04-30 08:00:00+00:00,V.Z82,P,89957.47741214948,0,0,1,1,주의
2020-04-30 14:00:00+00:00,V.Z82,P,-5554.512326685611,1,0,0,1,주의
2020-04-30 16:00:00+00:00,V.Z82,P,-55722.04310141489,0,0,1,1,주의
2020-04-30 18:00:00+00:00,V.Z82,P,-46005.96838313249,0,1,0,1,주의
2020-05-01 14:00:00+00:00,V.Z82,P,-48972.78004979908,1,0,0,1,주의
2020-05-01 15:00:00+00:00,V.Z82,P,-6156.34179538303,1,0,0,1,주의
2020-05-02 15:00:00+00:00,V.Z82,P,-52067.4009874132,1,0,0,1,주의
2020-05-04 10:00:00+00:00,V.Z82,P,-40654.51851663772,1,0,0,1,주의
2020-05-04 11:00:00+00:00,V.Z82,P,22951.10583645291,1,0,0,1,주의
2020-05-06 08:00:00+00:00,V.Z82,P,-64339.93095052083,0,1,0,1,주의
2020-05-06 09:00:00+00:00,V.Z82,P,-61849.569355468746,0,1,0,1,주의
2020-05-06 10:00:00+00:00,V.Z82,P,-32045.564313487943,0,1,0,1,주의
2020-05-06 14:00:00+00:00,V.Z82,P,33084.077216966616,0,0,1,1,주의
2020-05-06 23:00:00+00:00,V.Z82,P,-41889.63291503907,0,1,0,1,주의
2020-05-07 00:00:00+00:00,V.Z82,P,-44600.52621256511,0,1,0,1,주의
2020-05-07 06:00:00+00:00,V.Z82,P,-53750.47122223432,0,1,0,1,주의
2020-05-07 07:00:00+00:00,V.Z82,P,-59632.40934895833,0,1,0,1,주의
2020-05-07 08:00:00+00:00,V.Z82,P,-60781.9040625,0,1,0,1,주의
2020-05-07 09:00:00+00:00,V.Z82,P,5397.484258355035,0,1,0,1,주의
2020-05-09 09:00:00+00:00,V.Z82,P,-13288.03211534288,1,0,1,2,경고
2020-05-09 10:00:00+00:00,V.Z82,P,57583.0487083769,1,0,0,1,주의
2020-05-11 07:00:00+00:00,V.Z82,P,3043.2632139756947,0,0,1,1,주의
2020-05-11 08:00:00+00:00,V.Z82,P,-9190.88555508083,0,0,1,1,주의
2020-05-13 13:00:00+00:00,V.Z82,P,58119.96928385417,0,0,1,1,주의
2020-05-13 14:00:00+00:00,V.Z82,P,51187.30344401042,0,0,1,1,주의
2020-05-14 03:00:00+00:00,V.Z82,P,-17653.853631184895,0,1,0,1,주의
2020-05-14 04:00:00+00:00,V.Z82,P,-22826.339860026048,0,1,0,1,주의
2020-05-14 08:00:00+00:00,V.Z82,P,-40462.52562120224,0,1,0,1,주의
2020-05-14 09:00:00+00:00,V.Z82,P,-56718.63939019097,0,1,0,1,주의
2020-05-14 10:00:00+00:00,V.Z82,P,-63337.10629160035,0,1,0,1,주의
2020-05-14 11:00:00+00:00,V.Z82,P,-41994.80871559087,0,1,0,1,주의
2020-05-14 12:00:00+00:00,V.Z82,P,-23356.53920572916,0,1,0,1,주의
2020-05-14 13:00:00+00:00,V.Z82,P,17012.302603963217,0,1,0,1,주의
2020-05-16 08:00:00+00:00,V.Z82,P,-65528.51349826389,1,1,0,2,경고
2020-05-16 09:00:00+00:00,V.Z82,P,-8069.680200364522,1,0,0,1,주의
2020-05-16 10:00:00+00:00,V.Z82,P,-38593.28328058914,0,1,0,1,주의
2020-05-17 07:00:00+00:00,V.Z82,P,-31210.352252672765,1,0,0,1,주의
2020-05-24 07:00:00+00:00,V.Z82,P,-553.0880052380176,0,0,1,1,주의
2020-05-24 10:00:00+00:00,V.Z82,P,-10251.23309163307,0,0,1,1,주의
2020-05-26 12:00:00+00:00,V.Z82,P,77752.34980096649,0,0,1,1,주의
2020-05-26 13:00:00+00:00,V.Z82,P,81136.30613696104,0,0,1,1,주의
2020-05-29 07:00:00+00:00,V.Z82,P,101355.9982421875,0,0,1,1,주의
2020-06-02 09:00:00+00:00,V.Z82,P,88542.337890625,0,0,1,1,주의
2020-06-02 13:00:00+00:00,V.Z82,P,103274.9204123264,0,0,1,1,주의
2020-06-09 12:00:00+00:00,V.Z82,P,66238.47017152708,0,0,1,1,주의
2020-06-09 13:00:00+00:00,V.Z82,P,69121.31668867168,0,0,1,1,주의
2020-06-12 07:00:00+00:00,V.Z82,P,86346.79573615966,0,0,1,1,주의
2020-06-16 08:00:00+00:00,V.Z82,P,66469.15585715193,0,0,1,1,주의
2020-06-17 13:00:00+00:00,V.Z82,P,98420.95965456648,0,0,1,1,주의
2020-06-18 07:00:00+00:00,V.Z82,P,94000.4867576778,0,0,1,1,주의
2020-06-25 09:00:00+00:00,V.Z82,P,106961.54918402778,0,0,1,1,주의
2020-06-25 10:00:00+00:00,V.Z82,P,118416.9950434028,0,0,1,1,주의
2020-06-25 11:00:00+00:00,V.Z82,P,136638.11953812776,0,1,1,2,경고
2020-06-25 12:00:00+00:00,V.Z82,P,124157.63767361113,0,1,0,1,주의
2020-06-25 13:00:00+00:00,V.Z82,P,125011.15462673613,0,1,0,1,주의
2020-06-25 14:00:00+00:00,V.Z82,P,89079.36926985327,0,1,0,1,주의
2020-06-30 13:00:00+00:00,V.Z82,P,-27759.04832573668,0,0,1,1,주의
2020-07-10 08:00:00+00:00,V.Z82,P,119454.25729091837,0,1,0,1,주의
2020-07-10 09:00:00+00:00,V.Z82,P,98602.2469933712,0,1,0,1,주의
2020-07-14 14:00:00+00:00,V.Z82,P,117507.14197074278,0,0,1,1,주의
2020-07-16 10:00:00+00:00,V.Z82,P,-21433.205326744974,1,0,1,2,경고
2020-07-20 10:00:00+00:00,V.Z82,P,-298.6137725009624,1,0,0,1,주의
2020-07-22 13:00:00+00:00,V.Z82,P,-3835.529239119127,0,0,1,1,주의
2020-07-24 13:00:00+00:00,V.Z82,P,9345.494411892363,1,0,0,1,주의
2020-07-27 06:00:00+00:00,V.Z82,P,94873.12265625,0,0,1,1,주의
2020-07-27 18:00:00+00:00,V.Z82,P,108019.70922195088,0,1,0,1,주의
2020-07-28 08:00:00+00:00,V.Z82,P,122990.4548141572,0,1,0,1,주의
2020-07-28 09:00:00+00:00,V.Z82,P,101320.7514828249,0,1,0,1,주의
2020-07-28 10:00:00+00:00,V.Z82,P,102417.70511703784,0,1,0,1,주의
2020-07-31 09:00:00+00:00,V.Z82,P,101238.00668767936,0,1,0,1,주의
2020-08-03 07:00:00+00:00,V.Z82,P,74124.12708178289,0,0,1,1,주의
2020-08-10 08:00:00+00:00,V.Z82,P,132017.7897189296,0,1,1,2,경고
2020-08-10 09:00:00+00:00,V.Z82,P,138034.1579358084,0,1,0,1,주의
2020-08-10 10:00:00+00:00,V.Z82,P,143231.12112737467,0,1,0,1,주의
2020-08-10 11:00:00+00:00,V.Z82,P,182016.59428422156,0,1,1,2,경고
2020-08-10 12:00:00+00:00,V.Z82,P,189622.498687836,0,1,1,2,경고
2020-08-10 13:00:00+00:00,V.Z82,P,89620.22524717587,0,1,0,1,주의
2020-08-10 14:00:00+00:00,V.Z82,P,50334.13755159025,0,1,0,1,주의
2020-08-10 17:00:00+00:00,V.Z82,P,101574.92432965158,0,1,0,1,주의
2020-08-10 18:00:00+00:00,V.Z82,P,132070.10668963444,0,1,0,1,주의
2020-08-10 19:00:00+00:00,V.Z82,P,92306.11487880608,0,1,0,1,주의
2020-08-10 20:00:00+00:00,V.Z82,P,84420.9621228024,0,1,0,1,주의
2020-08-10 21:00:00+00:00,V.Z82,P,83377.75266006563,0,1,0,1,주의
2020-08-10 22:00:00+00:00,V.Z82,P,79018.21339814102,0,1,0,1,주의
2020-08-10 23:00:00+00:00,V.Z82,P,81879.08138482862,0,1,0,1,주의
2020-08-11 02:00:00+00:00,V.Z82,P,106339.45966821452,0,1,0,1,주의
2020-08-11 03:00:00+00:00,V.Z82,P,87561.93106456537,0,1,0,1,주의
2020-08-11 04:00:00+00:00,V.Z82,P,83827.77955271644,0,1,0,1,주의
2020-08-11 05:00:00+00:00,V.Z82,P,84921.55137308236,0,1,0,1,주의
2020-08-11 06:00:00+00:00,V.Z82,P,84765.17742520588,0,1,0,1,주의
2020-08-11 07:00:00+00:00,V.Z82,P,80104.72825444875,0,1,0,1,주의
2020-08-11 15:00:00+00:00,V.Z82,P,145688.72772786458,0,1,0,1,주의
2020-08-11 16:00:00+00:00,V.Z82,P,113940.94497010807,0,1,0,1,주의
2020-08-11 17:00:00+00:00,V.Z82,P,103866.68921149126,0,1,0,1,주의
2020-08-11 18:00:00+00:00,V.Z82,P,100679.46453234412,0,1,0,1,주의
2020-08-12 10:00:00+00:00,V.Z82,P,132597.9843201476,0,1,0,1,주의
2020-08-12 11:00:00+00:00,V.Z82,P,200472.21278457457,0,1,1,2,경고
2020-08-12 12:00:00+00:00,V.Z82,P,169007.3856973522,0,1,0,1,주의
2020-08-12 13:00:00+00:00,V.Z82,P,155317.28917920552,0,1,0,1,주의
2020-08-12 14:00:00+00:00,V.Z82,P,77008.48496094988,0,1,0,1,주의
2020-08-12 15:00:00+00:00,V.Z82,P,73832.04854937372,0,1,0,1,주의
2020-08-12 17:00:00+00:00,V.Z82,P,135162.2178428892,0,1,0,1,주의
2020-08-12 18:00:00+00:00,V.Z82,P,116435.24949231304,0,1,0,1,주의
2020-08-12 19:00:00+00:00,V.Z82,P,86208.50008498544,0,1,0,1,주의
2020-08-12 20:00:00+00:00,V.Z82,P,88156.127940852,0,1,0,1,주의
2020-08-12 21:00:00+00:00,V.Z82,P,87028.76443572306,0,1,0,1,주의
2020-08-12 22:00:00+00:00,V.Z82,P,84514.02836533339,0,1,0,1,주의
2020-08-12 23:00:00+00:00,V.Z82,P,80728.74898079754,0,1,0,1,주의
2020-08-13 00:00:00+00:00,V.Z82,P,81336.9591796875,0,1,0,1,주의
2020-08-13 01:00:00+00:00,V.Z82,P,29339.259425451204,0,1,0,1,주의
2020-08-13 02:00:00+00:00,V.Z82,P,19207.63189273433,0,1,0,1,주의
2020-08-13 04:00:00+00:00,V.Z82,P,82861.35514560931,0,1,0,1,주의
2020-08-13 05:00:00+00:00,V.Z82,P,101131.53378684168,0,1,0,1,주의
2020-08-13 06:00:00+00:00,V.Z82,P,108861.4387565104,0,1,0,1,주의
2020-08-13 07:00:00+00:00,V.Z82,P,96897.97682431676,0,1,0,1,주의
2020-08-13 08:00:00+00:00,V.Z82,P,101305.97450424384,0,1,0,1,주의
2020-08-13 09:00:00+00:00,V.Z82,P,88529.24859375,0,1,0,1,주의
2020-08-13 10:00:00+00:00,V.Z82,P,61392.757482638895,0,1,0,1,주의
2020-08-13 13:00:00+00:00,V.Z82,P,171264.67774630745,0,1,0,1,주의
2020-08-13 14:00:00+00:00,V.Z82,P,149803.0275413461,0,1,0,1,주의
2020-08-13 15:00:00+00:00,V.Z82,P,144260.19192884892,0,1,0,1,주의
2020-08-13 16:00:00+00:00,V.Z82,P,155138.3236578548,0,1,0,1,주의
2020-08-13 17:00:00+00:00,V.Z82,P,146891.390440473,0,1,0,1,주의
2020-08-13 18:00:00+00:00,V.Z82,P,145133.15043510936,0,1,0,1,주의
2020-08-13 19:00:00+00:00,V.Z82,P,126508.00767323452,0,1,0,1,주의
2020-08-13 20:00:00+00:00,V.Z82,P,122885.68302951388,0,1,0,1,주의
2020-08-13 21:00:00+00:00,V.Z82,P,133409.16016077113,0,1,0,1,주의
2020-08-13 22:00:00+00:00,V.Z82,P,128371.70856346718,0,1,0,1,주의
2020-08-13 23:00:00+00:00,V.Z82,P,128929.95535674282,0,1,0,1,주의
2020-08-14 00:00:00+00:00,V.Z82,P,122639.49001630466,0,1,0,1,주의
2020-08-14 01:00:00+00:00,V.Z82,P,118789.26262127246,0,1,0,1,주의
2020-08-14 02:00:00+00:00,V.Z82,P,154869.4938140179,0,1,0,1,주의
2020-08-14 03:00:00+00:00,V.Z82,P,136334.02403483132,0,1,0,1,주의
2020-08-14 04:00:00+00:00,V.Z82,P,136000.25538568562,0,1,0,1,주의
2020-08-14 05:00:00+00:00,V.Z82,P,128957.58640507198,0,1,0,1,주의
2020-08-14 06:00:00+00:00,V.Z82,P,138916.33486155875,0,1,0,1,주의
2020-08-14 07:00:00+00:00,V.Z82,P,156960.33278858603,0,1,0,1,주의
2020-08-14 08:00:00+00:00,V.Z82,P,152143.12265600497,0,1,0,1,주의
2020-08-14 09:00:00+00:00,V.Z82,P,138049.29290037733,0,1,0,1,주의
2020-08-14 10:00:00+00:00,V.Z82,P,131190.6050655245,0,1,0,1,주의
2020-08-14 11:00:00+00:00,V.Z82,P,143568.20342073755,0,1,0,1,주의
2020-08-14 12:00:00+00:00,V.Z82,P,155696.9847877995,0,1,0,1,주의
2020-08-14 13:00:00+00:00,V.Z82,P,112450.90091042031,0,1,0,1,주의
2020-08-14 14:00:00+00:00,V.Z82,P,84903.08235369547,0,1,0,1,주의
2020-08-14 15:00:00+00:00,V.Z82,P,78938.49019933875,0,1,0,1,주의
2020-08-17 09:00:00+00:00,V.Z82,P,120218.444103134,0,1,0,1,주의
2020-08-17 10:00:00+00:00,V.Z82,P,104486.49383957437,0,1,0,1,주의
2020-08-17 11:00:00+00:00,V.Z82,P,99945.5709326697,0,1,0,1,주의
2020-08-17 13:00:00+00:00,V.Z82,P,136550.2021855495,0,1,0,1,주의
2020-08-17 14:00:00+00:00,V.Z82,P,76672.08729074869,0,1,0,1,주의
2020-08-18 10:00:00+00:00,V.Z82,P,98771.21593779932,0,1,0,1,주의
2020-08-18 11:00:00+00:00,V.Z82,P,118593.692420977,0,1,0,1,주의
2020-08-18 12:00:00+00:00,V.Z82,P,78701.58377978392,0,1,0,1,주의
2020-08-18 15:00:00+00:00,V.Z82,P,117450.15758880875,0,1,0,1,주의
2020-08-18 16:00:00+00:00,V.Z82,P,92806.8207914272,0,1,0,1,주의
2020-08-18 17:00:00+00:00,V.Z82,P,79482.73561197917,0,1,0,1,주의
2020-08-19 10:00:00+00:00,V.Z82,P,37991.470818753005,0,0,1,1,주의
2020-08-19 13:00:00+00:00,V.Z82,P,111799.6379582976,0,1,0,1,주의
2020-08-20 07:00:00+00:00,V.Z82,P,115815.544421973,0,1,0,1,주의
2020-08-20 08:00:00+00:00,V.Z82,P,111607.836890331,0,1,0,1,주의
2020-08-20 09:00:00+00:00,V.Z82,P,108596.768671735,0,1,0,1,주의
2020-08-20 11:00:00+00:00,V.Z82,P,53809.1943009157,1,0,0,1,주의
2020-08-20 12:00:00+00:00,V.Z82,P,117597.43380905731,1,0,0,1,주의
2020-08-25 06:00:00+00:00,V.Z82,P,91440.21973294526,0,1,0,1,주의
2020-08-25 07:00:00+00:00,V.Z82,P,82515.25263028996,0,1,0,1,주의
2020-08-25 11:00:00+00:00,V.Z82,P,99078.13731076682,0,1,0,1,주의
2020-08-25 12:00:00+00:00,V.Z82,P,90091.0862174226,0,1,0,1,주의
2020-08-25 13:00:00+00:00,V.Z82,P,102735.79559088126,0,1,0,1,주의
2020-08-25 14:00:00+00:00,V.Z82,P,105653.39095669572,0,1,0,1,주의
2020-08-25 15:00:00+00:00,V.Z82,P,104914.14129663962,0,1,0,1,주의
2020-08-25 16:00:00+00:00,V.Z82,P,104810.91187322332,0,1,0,1,주의
2020-08-25 17:00:00+00:00,V.Z82,P,101204.21880418346,0,1,0,1,주의
2020-08-25 18:00:00+00:00,V.Z82,P,102428.96517863205,0,1,0,1,주의
2020-08-25 19:00:00+00:00,V.Z82,P,102059.38000036428,0,1,0,1,주의
2020-08-25 20:00:00+00:00,V.Z82,P,93794.98181627262,0,1,0,1,주의
2020-08-25 21:00:00+00:00,V.Z82,P,92194.18250022766,0,1,0,1,주의
2020-08-25 22:00:00+00:00,V.Z82,P,91164.17777339795,0,1,0,1,주의
2020-08-25 23:00:00+00:00,V.Z82,P,91802.49129322896,0,1,0,1,주의
2020-08-26 00:00:00+00:00,V.Z82,P,98168.60672211746,0,1,0,1,주의
2020-08-26 01:00:00+00:00,V.Z82,P,98572.1457353325,0,1,0,1,주의
2020-08-26 02:00:00+00:00,V.Z82,P,115925.09604796706,0,1,0,1,주의
2020-08-26 03:00:00+00:00,V.Z82,P,104277.34287000868,0,1,0,1,주의
2020-08-26 04:00:00+00:00,V.Z82,P,99661.9435023429,0,1,0,1,주의
2020-08-26 05:00:00+00:00,V.Z82,P,100519.68055362656,0,1,0,1,주의
2020-08-26 06:00:00+00:00,V.Z82,P,98085.93777813324,0,1,0,1,주의
2020-08-26 07:00:00+00:00,V.Z82,P,90601.03444905864,0,1,0,1,주의
2020-08-26 08:00:00+00:00,V.Z82,P,102417.6192069348,0,1,0,1,주의
2020-08-26 09:00:00+00:00,V.Z82,P,107766.25881225456,0,1,0,1,주의
2020-08-26 10:00:00+00:00,V.Z82,P,102362.46855728936,0,1,0,1,주의
2020-08-26 11:00:00+00:00,V.Z82,P,87281.5340685527,0,1,0,1,주의
2020-08-26 12:00:00+00:00,V.Z82,P,67037.93624911839,0,1,1,2,경고
2020-08-26 15:00:00+00:00,V.Z82,P,90855.77221354168,0,1,0,1,주의
2020-08-26 16:00:00+00:00,V.Z82,P,95251.21715876435,0,1,0,1,주의
2020-08-26 17:00:00+00:00,V.Z82,P,91943.03191600814,0,1,0,1,주의
2020-08-26 18:00:00+00:00,V.Z82,P,89561.82657781863,0,1,0,1,주의
2020-08-26 19:00:00+00:00,V.Z82,P,85201.86499532586,0,1,0,1,주의
2020-08-28 08:00:00+00:00,V.Z82,P,120323.35248550908,0,0,1,1,주의
2020-08-28 09:00:00+00:00,V.Z82,P,117220.3136474555,0,1,0,1,주의
2020-08-28 10:00:00+00:00,V.Z82,P,93712.0018049569,0,1,0,1,주의
2020-08-31 07:00:00+00:00,V.Z82,P,95585.96795390904,0,0,1,1,주의
2020-09-01 16:00:00+00:00,V.Z82,P,118708.44806857638,0,0,1,1,주의
2020-09-01 17:00:00+00:00,V.Z82,P,106429.4535509245,0,1,0,1,주의
2020-09-01 18:00:00+00:00,V.Z82,P,100941.2391615829,0,1,0,1,주의
2020-09-02 12:00:00+00:00,V.Z82,P,128469.42916666668,0,1,1,2,경고
2020-09-02 13:00:00+00:00,V.Z82,P,80564.02072217104,0,1,0,1,주의
2020-09-03 08:00:00+00:00,V.Z82,P,115736.12331510145,0,1,0,1,주의
2020-09-03 09:00:00+00:00,V.Z82,P,81511.13613120993,0,1,0,1,주의
2020-09-03 12:00:00+00:00,V.Z82,P,97366.9846530771,0,1,0,1,주의
2020-09-04 06:00:00+00:00,V.Z82,P,99421.23297743055,0,1,0,1,주의
2020-09-04 07:00:00+00:00,V.Z82,P,132315.2800413603,0,1,1,2,경고
2020-09-04 08:00:00+00:00,V.Z82,P,104362.1829615499,0,1,0,1,주의
2020-09-04 09:00:00+00:00,V.Z82,P,78308.69956012563,0,1,0,1,주의
2020-09-04 16:00:00+00:00,V.Z82,P,117359.38341982068,0,1,0,1,주의
2020-09-04 17:00:00+00:00,V.Z82,P,115700.63445216425,0,1,0,1,주의
2020-09-04 18:00:00+00:00,V.Z82,P,115160.50390302014,0,1,0,1,주의
2020-09-04 19:00:00+00:00,V.Z82,P,106395.2701320701,0,1,0,1,주의
2020-09-04 20:00:00+00:00,V.Z82,P,104542.04377367313,0,1,0,1,주의
2020-09-04 21:00:00+00:00,V.Z82,P,100415.58791850127,0,1,0,1,주의
2020-09-07 14:00:00+00:00,V.Z82,P,98495.12454256638,0,1,0,1,주의
2020-09-07 15:00:00+00:00,V.Z82,P,103139.1981358507,0,1,0,1,주의
2020-09-07 16:00:00+00:00,V.Z82,P,89132.43472005209,0,1,0,1,주의
2020-09-07 17:00:00+00:00,V.Z82,P,84656.55182133432,0,1,0,1,주의
2020-09-08 17:00:00+00:00,V.Z82,P,104610.8276048812,0,1,0,1,주의
2020-09-08 18:00:00+00:00,V.Z82,P,100045.57639756944,0,1,0,1,주의
2020-09-09 09:00:00+00:00,V.Z82,P,25277.956205900293,0,0,1,1,주의
2020-09-09 13:00:00+00:00,V.Z82,P,134939.44428268156,0,1,0,1,주의
2020-09-09 14:00:00+00:00,V.Z82,P,116320.12257922576,0,1,0,1,주의
2020-09-09 15:00:00+00:00,V.Z82,P,112588.57809825343,0,1,0,1,주의
2020-09-09 16:00:00+00:00,V.Z82,P,111571.40503848996,0,1,0,1,주의
2020-09-09 17:00:00+00:00,V.Z82,P,104134.9276779825,0,1,0,1,주의
2020-09-09 18:00:00+00:00,V.Z82,P,108081.22555213889,0,1,0,1,주의
2020-09-09 19:00:00+00:00,V.Z82,P,96871.48780801972,0,1,0,1,주의
2020-09-09 20:00:00+00:00,V.Z82,P,94152.29061932646,0,1,0,1,주의
2020-09-10 07:00:00+00:00,V.Z82,P,145161.39821090273,0,1,0,1,주의
2020-09-10 08:00:00+00:00,V.Z82,P,97201.74296454972,0,1,0,1,주의
2020-09-10 09:00:00+00:00,V.Z82,P,96535.5991796875,0,1,0,1,주의
2020-09-14 12:00:00+00:00,V.Z82,P,107012.91393621192,0,0,1,1,주의
2020-09-14 13:00:00+00:00,V.Z82,P,120402.50174826078,0,0,1,1,주의
2020-09-14 14:00:00+00:00,V.Z82,P,132159.99612637208,0,1,1,2,경고
2020-09-14 15:00:00+00:00,V.Z82,P,128803.5575230824,0,1,0,1,주의
2020-09-14 16:00:00+00:00,V.Z82,P,142949.02172799062,0,1,0,1,주의
2020-09-14 17:00:00+00:00,V.Z82,P,128035.65918900588,0,1,0,1,주의
2020-09-14 18:00:00+00:00,V.Z82,P,113290.53481615074,0,1,0,1,주의
2020-09-14 19:00:00+00:00,V.Z82,P,100137.3624327257,0,1,0,1,주의
2020-09-14 20:00:00+00:00,V.Z82,P,97864.21693793403,0,1,0,1,주의
2020-09-14 21:00:00+00:00,V.Z82,P,93199.59721703872,0,1,0,1,주의
2020-09-14 22:00:00+00:00,V.Z82,P,91469.1074923671,0,1,0,1,주의
2020-09-15 13:00:00+00:00,V.Z82,P,105509.4478670335,0,1,0,1,주의
2020-09-15 14:00:00+00:00,V.Z82,P,79575.06482243013,0,1,0,1,주의
2020-09-15 16:00:00+00:00,V.Z82,P,107170.10193638392,0,1,0,1,주의
2020-09-15 17:00:00+00:00,V.Z82,P,97555.39389756943,0,1,0,1,주의
2020-09-15 18:00:00+00:00,V.Z82,P,89439.99613080929,0,1,0,1,주의
2020-09-16 07:00:00+00:00,V.Z82,P,141494.36487413195,0,1,0,1,주의
2020-09-16 08:00:00+00:00,V.Z82,P,131293.29624361347,0,1,0,1,주의
2020-09-16 09:00:00+00:00,V.Z82,P,118889.90691084712,0,1,0,1,주의
2020-09-16 10:00:00+00:00,V.Z82,P,109919.86098571136,0,1,0,1,주의
2020-09-16 11:00:00+00:00,V.Z82,P,128203.91901835371,0,1,0,1,주의
2020-09-16 12:00:00+00:00,V.Z82,P,129308.95923437308,0,1,0,1,주의
2020-09-16 13:00:00+00:00,V.Z82,P,132636.24744096288,0,1,0,1,주의
2020-09-16 14:00:00+00:00,V.Z82,P,109118.18068724182,0,1,0,1,주의
2020-09-16 15:00:00+00:00,V.Z82,P,96457.63997023807,0,1,0,1,주의
2020-09-16 16:00:00+00:00,V.Z82,P,104055.12670572916,0,1,0,1,주의
2020-09-16 17:00:00+00:00,V.Z82,P,97393.86762695311,0,1,0,1,주의
2020-09-16 18:00:00+00:00,V.Z82,P,93473.45252604168,0,1,0,1,주의
2020-09-17 17:00:00+00:00,V.Z82,P,105699.77040622324,0,1,0,1,주의
2020-09-17 18:00:00+00:00,V.Z82,P,100204.83404145038,0,1,0,1,주의
2020-09-19 03:00:00+00:00,V.Z82,P,4353.835491543474,0,0,1,1,주의
2020-09-19 04:00:00+00:00,V.Z82,P,-20749.027760281035,0,0,1,1,주의
2020-09-19 05:00:00+00:00,V.Z82,P,-23649.59077392342,0,0,1,1,주의
2020-09-21 12:00:00+00:00,V.Z82,P,36486.582795105845,1,0,0,1,주의
2020-09-21 13:00:00+00:00,V.Z82,P,151210.70427390386,0,0,1,1,주의
