week,weekday,I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f,hour
1,0,,,,,,,,,,,,,,,,319043.26545500127,276371.7838583672,,,,,,0.0
48,4,1.0452570087906867,0.9771489491331742,0.5167789855072463,393.3314381682109,165.61259642319746,156.31065828327056,68.1366268115942,0.9881018104628404,0.9067036588263246,0.804926736075756,0.0064894927536231824,312.3788914514249,230.65287785344594,230.26882018690108,231.14233122899907,318739.7668318128,276158.0257061933,276158.0557061933,0.03,318740.4068555628,0.64002375,50.04842051612758,12.0
48,5,3.9261478096260007,3.900368829040538,3.2034353078491757,1493.0451983720402,530.5523663479053,517.97283287796,429.5653205861143,0.9644769582503326,0.8889045906614013,0.789386041246909,0.04158433327012929,1709.1097363957194,229.48357381016407,229.19767480670745,229.95753765250095,318764.0554048889,276185.2091708672,276185.23917086725,0.03,318764.6954286389,0.64002375,50.04957280989677,11.5
48,6,3.6357151639344263,3.718934216668702,2.846291666666666,1374.3281937613845,490.22573753415304,485.5787694672131,381.1679583333333,0.9634041325136612,0.8867267477458207,0.7889079064207651,0.03699305555555552,1656.691681010929,229.95206341074683,229.75921505009106,230.5789384107468,318798.5936773373,276225.89920558943,276225.92920558946,0.03,318799.2337010873,0.64002375,50.05086828324226,11.5
49,0,2.877047928051002,2.967782616120219,2.242100808287796,1106.8768098246812,399.5632019581057,397.18279331739524,305.3705959130237,0.9653824396630237,0.8927528348429536,0.7814356785063753,-0.003318152322404388,1278.4155706967213,229.4280857240437,229.2121470856102,230.27999430783242,318829.168232779,276262.1190667005,276262.14906670054,0.03,318829.808256529,0.64002375,50.02833717339394,11.5
49,1,0.4363924338738285,0.46608333684615816,0.008916780510018204,174.0461989981785,90.59372347449909,84.3504085837887,-0.9048765938069216,0.9880971482530874,0.9084091086284164,0.7950849299145889,-0.053966256830601085,23.285031591530053,228.3600754282768,228.0217805857852,228.97786259107468,318843.0168421612,276276.15958753385,276276.1895875339,0.03,318843.6568659112,0.64002375,50.04184334049583,11.5
49,2,3.0608156694879463,3.103385472153342,2.6069444444444447,1407.7287132285974,504.3887638888889,500.3028236566484,407.8183749999999,0.9780193802724099,0.8952243169398907,0.8053494281524084,0.00719513888888889,1238.2730012522768,228.0460382513661,227.61628472222222,228.55010530510017,318860.48337166785,276289.96701808943,276289.99743475614,0.03,318861.1233954179,0.64002375,50.04288481827157,11.5
49,3,2.1081736111111113,2.1777222222222226,1.8054759221311476,960.0936282743515,346.55130644732844,351.8170423985168,273.6274190004554,0.9716736121953335,0.9006134972135484,0.7890939660313124,-0.00739549180327869,848.8677392255399,229.0932977979443,228.78165913132102,229.69905610308786,318889.4626226599,276315.2595528117,276315.2899694783,0.03,318890.10264640994,0.64002375,50.043919683515476,11.5
49,4,0.8137254582611452,0.8536629302468174,0.4161736111111111,359.3448786429872,153.3000596539162,146.51281773679418,62.57885069444444,0.9882725474050087,0.9107179662101307,0.8025261855290472,0.008412499999999991,217.0129602045736,230.57430192022161,230.2715925976869,231.3285692808544,318908.7364528131,276331.7309417006,276331.7609417006,0.03,318909.37647656305,0.64002375,50.04583065632795,11.5
49,5,0.4427744867911252,0.463461720890542,0.0,179.493768954918,93.1974323201275,86.3049809881603,0.0,0.9934635302823316,0.912721875,0.8109560052367941,0.0,20.279635985883424,230.4234631147541,230.0857552905904,231.14891309846357,318913.40662872617,276332.5780250339,276332.6084417006,0.03,318914.0466524762,0.64002375,50.0467429417122,11.5
49,6,0.43930902777777775,0.46291319444444445,0.0,178.61272916666667,92.20365277777778,86.41402430555554,0.0,0.9935631944444444,0.9121159722222223,0.8135652777777778,0.0,20.288333333333334,230.09354166666665,229.9904861111111,230.82534722222223,318917.7055938901,276333.0700389228,276333.1000389228,0.03,318918.3456176401,0.64002375,50.05455902777778,11.5
50,0,0.6330484876545824,0.6844854424689027,0.26288917349726776,273.46472831284154,122.62080265255008,118.28087835837887,34.111545081967215,0.9902551090465493,0.9102717893041256,0.8065972878973994,-0.01112087887067395,108.2364647654827,229.4847954018576,229.3349715391621,230.24303167715175,318923.17788555677,276334.74010836723,276334.77010836726,0.03,318923.8179093068,0.64002375,50.0612951709135,11.5
50,1,0.43701732003047694,0.46666684561413474,0.008902777777777766,176.01153409608378,91.52341569899818,85.36684460382514,-0.8466458333333334,0.9880649419398907,0.9091340336134454,0.7977689378415301,-0.049056249999999996,23.254224897540983,230.05493966302367,229.78237363387976,230.78674145409528,318928.433232779,276336.2619833672,276336.29198336723,0.03,318929.073256529,0.64002375,50.06905205128499,11.5
50,2,0.8435904304169083,0.8842812499999999,0.4614479166666667,402.0517416871581,165.5895613046448,161.39379485428051,77.08581249999999,0.9826135615175032,0.9091082725320797,0.7904558913934426,-0.061783680555555553,188.76368311703098,229.6180726320583,229.20188638433515,230.32751252276864,318935.14687861234,276338.58340697835,276338.6134069784,0.03,318935.7869023623,0.64002375,50.06007627504554,11.5
50,3,0.4419932832422586,0.4670856985852332,0.011802424863387966,176.2791393442623,92.80893220628415,84.58983824103412,-1.111923155737705,0.9863757133335368,0.9117687810214227,0.791105939274617,-0.06311495332422586,24.50280390482696,229.76544600285467,229.38429929417123,230.3184724996556,318942.2907675012,276341.25405986997,276341.28405987,0.03,318942.93079125124,0.64002375,50.05707012750455,11.5
50,4,0.44409749349330463,0.46797546388774086,0.0062465277777777675,178.35908839936246,93.49315146857924,85.50039890710383,-0.6407673611111112,0.9890177275094257,0.9115086974885583,0.7947054300734703,-0.034085069444444435,23.301232752732243,230.64017474954463,230.24532163616811,231.2754536657559,318946.5438230568,276341.82639308943,276341.85639308946,0.03,318947.1838468068,0.64002375,50.05574276276474,11.5
50,5,0.6007744193989071,0.6256246584699453,0.1800277777777778,258.02761497636396,119.72244518171567,112.5399271836239,27.448645833333334,0.9921250212220589,0.9108183661223762,0.8073450345324833,0.0036097222222222208,101.98198394808743,231.2063846269382,230.83072450451036,231.99957536429872,318950.85257305676,276342.34125420055,276342.37167086726,0.03,318951.4925968068,0.64002375,50.06037596320808,11.5
50,6,0.6169305443781713,0.6197705107790303,0.1390763888888889,251.77089014116575,118.12303597449909,110.42744165528234,21.97425,0.9918093691902454,0.9108955902415187,0.8046919588805469,0.0028194444444444417,99.60392030965392,231.34248185681375,231.02963435940285,232.10921645184513,318958.6016287262,276346.62510836724,276346.65510836727,0.03,318959.2416524762,0.64002375,50.043587431072865,11.5
51,0,0.4508057517790655,0.4624408003884499,0.0,180.90316763433512,95.11686128187614,85.80695759335156,0.0,0.9938892930327868,0.9108732697245565,0.8054033071493625,0.0,19.385748463114755,231.18317479929127,230.87005009107466,232.02744621619138,318963.14260777895,276347.32260836725,276347.3526083673,0.03,318963.78263152903,0.64002375,50.04745164575393,11.5
