week,weekday,P,Tdiff,Trl,Tvl,V,W,qv,hour
48,4,3612.2137681159415,-6037.180921834165,13.27608695652174,7.186960569994332,90577606.29009266,212159.13043478262,0.5056413043478262,12.0
48,5,3700.538194444445,-5833.913194444444,14.017361111111112,7.957291666666666,90589963.33333333,212245.0,0.5429409722222224,11.5
48,6,3054.600694444444,-5732.0,13.953472222222222,7.908333333333334,90602272.5,212327.5,0.4468333333333334,11.5
49,0,3010.163194444444,-5774.88888888889,13.763194444444444,7.742708333333333,90613886.875,212405.0,0.4402222222222223,11.5
49,1,3190.9169337606836,-6016.806623931624,13.007291666666667,7.014930555555556,90625528.54166667,212485.0,0.44179879879879896,11.5
49,2,18822.934027777777,-6167.03125,11.435416666666667,5.386458333333334,90637186.45833333,212712.91666666666,0.45052777777777786,11.5
49,3,3143.381944444444,-5999.284722222223,13.616319444444445,7.691666666666666,90648824.58333333,213011.66666666666,0.4402222222222223,11.5
49,4,3280.3125,-6191.104166666667,13.307986111111111,7.15625,90660447.70833333,213093.33333333334,0.44275000000000014,11.5
49,5,3320.836805555555,-6223.90625,13.230902777777779,7.018402777777777,90672069.58333333,213177.5,0.4513055555555557,11.5
49,6,3323.6770833333335,-6255.177083333333,13.255902777777777,7.017361111111111,90683709.58333333,213261.66666666666,0.4435277777777779,11.5
50,0,3377.767361111111,-6339.211805555556,13.35173611111111,7.043055555555555,90695352.08333333,213347.08333333334,0.4410000000000001,11.5
50,1,3406.097222222222,-6453.180555555556,13.439930555555556,6.998958333333333,90706973.33333333,213433.75,0.4384722222222223,11.5
50,2,3536.34375,-6706.211805555556,13.746527777777779,7.026736111111112,90718535.0,213522.5,0.4390555555555557,11.5
50,3,3541.038194444444,-6724.211805555556,13.732986111111112,7.001041666666667,90729962.91666667,213611.66666666666,0.4324444444444446,11.5
50,4,3462.84375,-6735.902777777777,13.754861111111111,7.007986111111111,90741287.08333333,213700.41666666666,0.42622222222222234,11.5
50,5,3525.7291666666665,-6709.07638888889,13.826041666666667,7.084027777777777,90752594.58333333,213789.16666666666,0.4423611111111112,11.5
50,6,3355.1215277777774,-6507.57638888889,13.5375,7.066319444444445,90763890.0,213876.25,0.4314722222222223,11.5
51,0,3291.069444444444,-6345.395833333333,13.344097222222222,7.020486111111111,90775186.66666667,213960.0,0.4266111111111112,11.5
51,1,3285.694444444444,-6276.729166666667,13.514930555555557,7.321527777777778,90786486.66666667,214042.5,0.4384722222222223,11.5
51,2,3251.4826388888887,-6289.708333333333,13.299305555555556,7.034027777777777,90797814.16666667,214126.25,0.42816666666666675,11.5
51,3,3297.0729166666665,-6347.284722222223,13.316666666666668,7.0100694444444445,90809152.08333333,214209.16666666666,0.4328333333333334,11.5
51,4,3319.600694444444,-6443.371527777777,13.464930555555556,7.051041666666666,90820507.5,214293.33333333334,0.432638888888889,11.5
51,5,3356.725694444444,-6559.840277777777,13.562152777777778,7.028125,90831838.33333333,214380.0,0.42563888888888896,11.5
51,6,3315.3263888888887,-6543.78125,13.532291666666666,7.029513888888889,90843171.66666667,214466.25,0.4242777777777779,11.5
52,0,3431.0,-6508.065972222223,13.509722222222223,7.0256944444444445,90854538.33333333,214552.5,0.4402222222222223,11.5
52,1,3384.125,-6536.48611111111,13.507291666666667,7.010416666666667,90865964.58333333,214639.16666666666,0.4369166666666668,11.5
52,2,3387.0520833333335,-6509.930555555556,13.484027777777778,7.034722222222222,90877415.0,214726.25,0.4314722222222223,11.5
52,3,3444.704861111111,-6508.277777777777,13.546180555555557,7.043055555555555,90888816.25,214812.91666666666,0.448388888888889,11.5
52,4,3435.7152777777774,-6533.40625,13.521527777777777,7.001388888888889,90900171.66666667,214898.75,0.44158333333333344,11.5
52,5,3565.3125,-6850.455088797814,13.83715277777778,7.0406249999999995,90911535.20833333,214986.66666666666,0.4464444444444446,11.5
52,6,3382.655874823446,-6551.104946445386,13.515264491213152,7.023074494949495,90922895.41666667,215076.25,0.43675680720245946,11.5
