week,weekday,P,Tdiff,Trl,Tvl,V,W,qv,hour
48,4,0.0,589.481884057971,11.222463768115942,11.911956521739132,363378600.0,848800.0,0.0,12.0
48,5,0.0,734.0208333333334,10.446527777777778,11.149652777777776,363378600.0,848800.0,0.0,11.5
48,6,0.0,951.8715277777778,8.877430555555556,9.887847222222222,363378600.0,848800.0,0.0,11.5
49,0,0.0,747.7916666666666,9.580902777777778,10.327777777777778,363378600.0,848800.0,0.0,11.5
49,1,0.0,619.8368055555555,11.330902777777778,11.928125,363378600.0,848800.0,0.0,11.5
49,2,0.0,459.62847222222223,11.464583333333332,12.172569444444443,363378600.0,848800.0,0.0,11.5
49,3,0.0,721.6701388888888,11.126736111111112,11.867708333333333,363378600.0,848800.0,0.0,11.5
49,4,0.0,606.3298611111111,11.547569444444443,12.004166666666668,363378600.0,848800.0,0.0,11.5
49,5,0.0,467.1666666666667,12.859027777777778,13.100694444444445,363378600.0,848800.0,0.0,11.5
49,6,0.0,830.3090277777778,12.531944444444443,13.308680555555556,363378600.0,848800.0,0.0,11.5
50,0,0.0,514.53125,13.940624999999999,14.420833333333334,363378600.0,848800.0,0.0,11.5
50,1,0.0,327.0173611111111,14.573611111111111,14.840625000000001,363378600.0,848800.0,0.0,11.5
50,2,0.0,384.6423611111111,14.469097222222222,15.030208333333334,363378600.0,848800.0,0.0,11.5
50,3,0.0,465.50347222222223,13.91388888888889,14.349652777777777,363378600.0,848800.0,0.0,11.5
50,4,0.0,519.6458333333334,13.317013888888889,13.909027777777778,363378600.0,848800.0,0.0,11.5
50,5,0.0,477.3923611111111,12.969097222222222,13.784027777777778,363378600.0,848800.0,0.0,11.5
50,6,0.0,625.875,11.99201388888889,12.509722222222223,363378600.0,848800.0,0.0,11.5
51,0,0.0,735.5416666666666,11.064236111111112,11.606250000000001,363378600.0,848800.0,0.0,11.5
51,1,0.0,1025.0902777777778,9.80625,10.765625,363378600.0,848800.0,0.0,11.5
51,2,0.0,917.8055555555555,10.490972222222222,11.360069444444443,363378600.0,848800.0,0.0,11.5
51,3,0.0,913.9965277777778,11.67326388888889,12.522569444444445,363378600.0,848800.0,0.0,11.5
51,4,0.0,539.0069444444445,13.494097222222223,14.06875,363378600.0,848800.0,0.0,11.5
51,5,0.0,722.8958333333334,13.588888888888889,14.348958333333334,363378600.0,848800.0,0.0,11.5
51,6,0.0,949.2395833333334,12.522222222222224,13.47673611111111,363378600.0,848800.0,0.0,11.5
52,0,0.0,967.9444444444445,12.256944444444445,13.19548611111111,363378600.0,848800.0,0.0,11.5
52,1,0.0,621.3333333333334,13.403472222222222,14.02361111111111,363378600.0,848800.0,0.0,11.5
52,2,0.0,439.8611111111111,13.635763888888889,14.043402777777779,363378600.0,848800.0,0.0,11.5
52,3,0.0,580.3784722222223,13.311805555555557,13.879861111111111,363378600.0,848800.0,0.0,11.5
52,4,0.0,783.9305555555555,13.308333333333332,14.127430555555556,363378600.0,848800.0,0.0,11.5
52,5,0.0,515.8854166666666,13.46076388888889,14.030208333333334,363378600.0,848800.0,0.0,11.5
52,6,0.0,505.9122474747475,13.31860827664399,13.916666666666666,363378600.0,848800.0,0.0,11.5
