week,weekday,P,Tdiff,Trl,Tvl,V,W,qv,hour
48,4,544404.5052268947,14058.75718698028,55.34819145049324,69.35614972614027,2600122738.7740555,13622195.652173912,34.389624893435645,12.0
48,5,483603.92361111107,16116.986111111111,59.55902777777777,75.7454861111111,2600850300.0,13634429.166666666,26.22711805555556,11.5
48,6,502718.5416666667,15877.663194444445,58.22291666666666,74.11527777777778,2601503608.3333335,13646308.333333334,27.86368055555556,11.5
49,0,640007.5347222222,14851.569444444445,54.27673611111111,69.11874999999999,2602272591.6666665,13660012.5,38.34031250000001,11.5
49,1,529007.9941239316,13496.243856837607,56.381632653061224,69.8922361111111,2603184600.0,13674275.0,35.42077747584542,11.5
49,2,532317.8819444444,13113.87847222222,56.69861111111111,69.796875,2604033879.1666665,13686820.833333334,36.395972222222234,11.5
49,3,576541.5625,13087.364583333334,55.74444444444445,68.79861111111111,2604930058.3333335,13700095.833333334,38.648125000000014,11.5
49,4,553669.8958333334,13088.416666666666,55.61944444444444,68.76631944444445,2605851829.1666665,13713816.666666666,37.241180555555566,11.5
49,5,378585.27777777775,13648.072916666666,62.56666666666666,76.2375,2606602850.0,13725254.166666666,23.843472222222232,11.5
49,6,321781.1111111111,12002.4375,62.533680555555556,74.54583333333333,2607162533.3333335,13733670.833333334,23.07677083333334,11.5
50,0,378205.27777777775,14079.961805555555,62.35868055555556,76.47083333333333,2607722529.1666665,13742150.0,23.297881944444452,11.5
50,1,401889.30555555556,11246.510416666666,57.372569444444444,68.60555555555555,2608354512.5,13751466.666666666,32.24163194444446,11.5
50,2,398033.6458333333,8709.170138888889,54.52118055555555,63.22743055555555,2609235250.0,13760837.5,39.83163194444445,11.5
50,3,440900.0,8901.59375,54.051736111111104,62.97083333333333,2610239170.8333335,13771050.0,43.11927083333334,11.5
50,4,442764.375,8864.847222222223,53.75694444444445,62.67291666666667,2611283062.5,13781716.666666666,43.46097222222223,11.5
50,5,370434.72222222225,9192.694444444443,55.37604166666667,64.62361111111112,2612232379.1666665,13791345.833333334,34.89333333333334,11.5
50,6,400614.40972222225,9339.260416666666,55.22534722222222,64.53368055555556,2613099787.5,13800787.5,37.189895833333345,11.5
51,0,503883.68055555556,9358.836805555557,50.82326388888888,60.27256944444445,2614104995.8333335,13811650.0,47.20694444444445,11.5
51,1,498451.875,9342.194444444443,51.432291666666664,60.81805555555555,2615236370.8333335,13823800.0,46.605034722222236,11.5
51,2,452571.00694444444,8824.809027777777,53.122569444444444,61.99722222222223,2616335750.0,13835204.166666666,44.6642013888889,11.5
51,3,418374.1666666667,8454.565972222223,54.107638888888886,62.52777777777778,2617390362.5,13845695.833333334,42.88312500000001,11.5
51,4,429448.6458333333,8745.805555555557,54.22777777777778,62.97673611111111,2618426570.8333335,13856062.5,42.74493055555556,11.5
51,5,324097.0138888889,9346.170138888889,55.71979166666667,65.05069444444445,2619322629.1666665,13865112.5,30.154479166666675,11.5
51,6,291143.6458333333,8970.6875,56.65520833333333,65.64791666666666,2620005737.5,13872454.166666666,27.701388888888896,11.5
52,0,297705.24305555556,8842.399305555557,56.15659722222222,65.05555555555556,2620685216.6666665,13879508.333333334,29.066875000000007,11.5
52,1,315636.80555555556,9040.493055555557,55.90277777777778,64.99409722222222,2621377212.5,13886704.166666666,30.029270833333342,11.5
52,2,444570.17361111107,9097.732638888889,54.34166666666667,63.439930555555556,2622255937.5,13895854.166666666,42.36930555555556,11.5
52,3,376170.38194444444,8464.319444444443,54.79027777777778,63.24270833333333,2623237316.6666665,13905904.166666666,38.66454861111112,11.5
52,4,351334.72222222225,8279.545138888889,55.23368055555556,63.50763888888889,2624145395.8333335,13914650.0,37.532430555555564,11.5
52,5,321004.9556010929,8947.704861111111,56.02673611111111,64.94166666666666,2624963870.8333335,13922566.666666666,30.752534722222226,11.5
52,6,344814.52102459985,8959.707318149718,55.598004190414905,64.56591293561917,2625748283.3333335,13930762.5,33.35535367334548,11.5
