week,weekday,P,Tdiff,Trl,Tvl,V,W,qv,hour
48,4,8799.421477785698,-211.8514492753623,7.261236431993209,7.031884057971014,1359310675.1193244,2336268.2389059183,36.48261107151343,12.0
48,5,8069.131944444444,-197.49652777777774,8.042361111111111,7.89513888888889,1360170717.9056158,2336475.122963889,36.39385416666668,11.5
48,6,7559.756944444444,-184.44444444444443,7.975347222222222,7.849652777777778,1361045859.5722826,2336670.9562972225,36.245902777777786,11.5
49,0,7385.48611111111,-183.40277777777774,7.809375,7.663888888888889,1361906642.9056158,2336850.122963889,35.35909722222223,11.5
49,1,8770.010683760684,-211.60363247863248,7.102792874396136,6.8656250000000005,1362772805.4056158,2337041.789630556,36.415958867521375,11.5
49,2,71071.31944444444,-302.05555555555554,5.554861111111111,5.236805555555556,1363650238.738949,2337891.789630556,36.32354166666668,11.5
49,3,9193.090277777777,-220.85763888888889,7.79375,7.560763888888889,1364527734.5722826,2338991.789630556,36.53336805555556,11.5
49,4,9574.965277777777,-229.96180555555554,7.2711805555555555,7.014930555555556,1365407413.738949,2339225.122963889,36.5170138888889,11.5
49,5,9965.798611111111,-238.97569444444443,7.155208333333333,6.875347222222222,1366286351.238949,2339458.4562972225,36.506354166666675,11.5
49,6,9940.451388888889,-238.52430555555554,7.161111111111111,6.882638888888889,1367165476.238949,2339712.622963889,36.51777777777779,11.5
50,0,14936.944444444445,-355.0763888888889,7.279513888888889,6.879513888888888,1368045192.9056158,2340008.4562972225,36.55937500000001,11.5
50,1,11016.979166666666,-262.5416666666667,7.163888888888889,6.87048611111111,1368925684.5722826,2340329.289630556,36.60472222222223,11.5
50,2,13818.368055555555,-326.19444444444446,7.248263888888889,6.874652777777778,1369807809.5722826,2340625.122963889,36.9232638888889,11.5
50,3,13167.77777777778,-306.6354166666667,7.209722222222222,6.854861111111112,1370706142.9056158,2340970.9562972225,37.326979166666675,11.5
50,4,11947.951388888889,-281.04513888888886,7.171527777777778,6.855555555555555,1371598467.9056158,2341266.789630556,37.0232638888889,11.5
50,5,10411.597222222223,-248.57638888888889,7.224652777777778,6.942361111111111,1372485347.0722826,2341545.9562972225,36.582777777777785,11.5
50,6,9403.75,-224.53819444444443,7.166666666666667,6.917708333333334,1373364342.9056158,2341795.9562972225,36.48944444444445,11.5
51,0,9775.590277777777,-236.1284722222222,7.145833333333333,6.889583333333333,1374235447.0722826,2342025.122963889,36.006805555555566,11.5
51,1,10272.395833333334,-245.00694444444443,7.439583333333334,7.173958333333334,1375114476.238949,2342270.9562972225,36.657118055555564,11.5
51,2,12773.611111111111,-303.42013888888886,7.221875,6.8961805555555555,1375997522.0722826,2342558.4562972225,36.66093750000001,11.5
51,3,10409.6875,-248.03819444444443,7.132638888888889,6.845486111111111,1376879672.0722826,2342837.622963889,36.58111111111112,11.5
51,4,9152.847222222223,-220.47569444444443,7.155208333333333,6.890277777777778,1377758309.5722826,2343079.289630556,36.315972222222236,11.5
51,5,9664.930555555557,-231.99652777777774,7.129861111111111,6.874305555555556,1378634338.738949,2343316.789630556,36.40815972222223,11.5
51,6,9277.986111111111,-222.80555555555554,7.127430555555556,6.8625,1379511884.5722826,2343541.789630556,36.37392361111112,11.5
52,0,9168.125,-220.86805555555554,7.136458333333334,6.875,1380389422.0722826,2343770.9562972225,36.36444444444445,11.5
52,1,9595.763888888889,-230.6423611111111,7.10625,6.855555555555555,1381267326.238949,2344008.4562972225,36.43565972222223,11.5
52,2,13051.458333333334,-311.72222222222223,7.209027777777777,6.862152777777777,1382143217.9056158,2344275.122963889,36.29437500000001,11.5
52,3,11551.319444444443,-277.15972222222223,7.221875,6.905208333333333,1383016384.5722826,2344575.122963889,36.323263888888896,11.5
52,4,12550.833333333334,-299.97222222222223,7.198958333333334,6.867708333333333,1383895097.0722826,2344875.122963889,36.42458333333334,11.5
52,5,9939.94933970856,-238.49618624772313,7.168402777777778,6.874652777777778,1384774080.4056158,2345150.122963889,36.488302388929604,11.5
52,6,9575.78125,-229.82916960922785,7.121811868686869,6.856502525252526,1385652467.9056158,2345395.9562972225,36.488766551906785,11.5
