source,대상,개선 SVR 모델,kernel,학습 표본,개선 SVR 2022 RMSE,개선 SVR 2023 RMSE,개선 SVR 2023 R²,기존 SVR 2023 RMSE,기존 SVR 대비 RMSE 감소,기존 SVR 대비 개선율(%),Huang 2022년 비교 결과 모델,Huang 모델 2023 RMSE,Huang 모델 대비 차이
runpod,중앙 냉방,linear_svr_yz_C10_eps0.1,linear,33240,7630.314428145278,5333.52011171502,0.8983614811001728,9451.85776126574,4118.337649550719,43.57172688768028,LSTM h32,4974.169691761951,359.3504199530689
runpod,국소 냉방,rbf_svr_yz_s16000_C5_eps0.1,rbf,16000,1860.4253809638303,2327.7390575811546,0.875379391549194,3933.514416064996,1605.7753584838415,40.8229178448067,XGBoost n300_depth5_lr0.06,1922.542645528268,405.19641205288667
runpod,서버 전원,linear_svr_yz_C1_eps0.1,linear,33240,1444.6199349625786,1782.5552992479509,0.958074666514746,19230.045815307232,17447.490516059283,90.73036374240448,LSTM h32,1921.864305396564,-139.3090061486132
runpod,환기 계통,rbf_svr_yz_s8000_C5_eps0.02,rbf,8000,3508.8852341718607,4241.359205457875,0.9312330877258636,6276.433570312441,2035.0743648545658,32.42405646545001,XGBoost n300_depth5_lr0.06,3957.786559774068,283.57264568380697
