meter_urn,target_column,rank,column,corr,abs_corr
H1.Z21,P,25,Ah,-0.03539,0.03539
H1.Z21,P,26,Dp,-0.034963,0.034963
H1.Z21,P,27,Ua,-0.03343,0.03343
H1.Z21,P,28,Dc,0.023864,0.023864
H1.Z21,P,29,H,-0.020985,0.020985
H1.Z21,P,30,Ta,-0.008082,0.008082
H1.Z21,P,31,rho,0.007274,0.007274
H1.Z22,P,1,P1,0.993302,0.993302
H1.Z22,P,2,P2,0.992822,0.992822
H1.Z22,P,3,I1,0.969545,0.969545
H1.Z22,P,4,P3,0.964723,0.964723
H1.Z22,P,5,I2,0.96402,0.96402
H1.Z22,P,6,I3,0.850106,0.850106
H1.Z22,P,7,Q,0.827248,0.827248
H1.Z22,P,8,PF3,0.411948,0.411948
H1.Z22,P,9,PF1,0.195869,0.195869
H1.Z22,P,10,WQ,-0.155225,0.155225
H1.Z22,P,11,W_in,-0.155165,0.155165
H1.Z22,P,12,W,-0.155141,0.155141
H1.Z22,P,13,WQ_in,-0.154511,0.154511
H1.Z22,P,14,U2,-0.14936,0.14936
H1.Z22,P,15,PF,0.148868,0.148868
H1.Z22,P,16,W_out,-0.146461,0.146461
H1.Z22,P,17,U1,-0.139634,0.139634
H1.Z22,P,18,U3,-0.126543,0.126543
H1.Z22,P,19,WQ_out,-0.125041,0.125041
H1.Z22,P,20,PF2,0.113002,0.113002
H1.Z22,P,21,f,-0.10742,0.10742
H1.Z22,P,22,Igc,0.100377,0.100377
H1.Z22,P,23,Igm,0.099912,0.099912
H1.Z22,P,24,Sc,0.047203,0.047203
H1.Z22,P,25,Dp,-0.0374,0.0374
H1.Z22,P,26,Ah,-0.037293,0.037293
H1.Z22,P,27,H,-0.026776,0.026776
H1.Z22,P,28,Dc,0.025331,0.025331
H1.Z22,P,29,Ua,-0.024361,0.024361
H1.Z22,P,30,Ta,-0.016119,0.016119
H1.Z22,P,31,rho,0.013792,0.013792
H1.Z23,P,1,P2,0.998603,0.998603
H1.Z23,P,2,P1,0.998418,0.998418
H1.Z23,P,3,P3,0.997272,0.997272
H1.Z23,P,4,I1,0.994263,0.994263
H1.Z23,P,5,I2,0.993584,0.993584
H1.Z23,P,6,I3,0.992675,0.992675
H1.Z23,P,7,Q,0.953165,0.953165
H1.Z23,P,8,PF2,0.295925,0.295925
H1.Z23,P,9,PF3,0.228344,0.228344
H1.Z23,P,10,U2,-0.070966,0.070966
H1.Z23,P,11,W,-0.069046,0.069046
H1.Z23,P,12,U1,-0.068697,0.068697
H1.Z23,P,13,WQ,-0.066532,0.066532
H1.Z23,P,14,W_in,-0.063924,0.063924
H1.Z23,P,15,WQ_in,-0.063167,0.063167
H1.Z23,P,16,U3,-0.061097,0.061097
H1.Z23,P,17,H,-0.05187,0.05187
H1.Z23,P,18,rho,0.05155,0.05155
H1.Z23,P,19,WQ_out,-0.050969,0.050969
H1.Z23,P,20,Ah,-0.04967,0.04967
H1.Z23,P,21,Ta,-0.046188,0.046188
H1.Z23,P,22,Dp,-0.042776,0.042776
H1.Z23,P,23,Igm,-0.024147,0.024147
H1.Z23,P,24,Igc,-0.024136,0.024136
H1.Z23,P,25,Sc,-0.02246,0.02246
H1.Z23,P,26,Ua,0.019859,0.019859
H1.Z23,P,27,Dc,-0.01947,0.01947
H1.Z23,P,28,PF,0.016475,0.016475
H1.Z23,P,29,f,-0.009081,0.009081
H1.Z23,P,30,PF1,0.006692,0.006692
H1.Z26,P,1,P1,0.934067,0.934067
H1.Z26,P,2,P3,0.928308,0.928308
H1.Z26,P,3,P2,0.92016,0.92016
H1.Z26,P,4,PF3,0.400335,0.400335
H1.Z26,P,5,I2,0.319211,0.319211
H1.Z26,P,6,Igc,0.24661,0.24661
H1.Z26,P,7,Igm,0.24659,0.24659
H1.Z26,P,8,I3,0.21954,0.21954
H1.Z26,P,9,I1,0.204325,0.204325
H1.Z26,P,10,PF,0.174314,0.174314
H1.Z26,P,11,Ua,-0.14691,0.14691
H1.Z26,P,12,U3,-0.141172,0.141172
H1.Z26,P,13,U2,-0.136076,0.136076
H1.Z26,P,14,U1,-0.134382,0.134382
H1.Z26,P,15,PF2,0.118544,0.118544
H1.Z26,P,16,Sc,0.117225,0.117225
H1.Z26,P,17,PF1,0.113241,0.113241
H1.Z26,P,18,Ta,0.103282,0.103282
H1.Z26,P,19,rho,-0.087276,0.087276
H1.Z26,P,20,W_out,0.083347,0.083347
H1.Z26,P,21,W3,0.081069,0.081069
H1.Z26,P,22,W,0.079583,0.079583
H1.Z26,P,23,W2,0.078924,0.078924
H1.Z26,P,24,W1,0.07862,0.07862
H1.Z26,P,25,H,0.067576,0.067576
H1.Z26,P,26,f,-0.06015,0.06015
H1.Z26,P,27,W_in,-0.048346,0.048346
H1.Z26,P,28,Dc,0.041637,0.041637
H1.Z26,P,29,Dp,0.02001,0.02001
H1.Z26,P,30,Ah,0.011004,0.011004
H1.Z27,P,1,P3,0.999536,0.999536
H1.Z27,P,2,P2,0.999427,0.999427
H1.Z27,P,3,P1,0.99785,0.99785
H1.Z27,P,4,I1,0.994666,0.994666
H1.Z27,P,5,I3,0.964088,0.964088
H1.Z27,P,6,I2,0.906772,0.906772
H1.Z27,P,7,PF3,0.559182,0.559182
H1.Z27,P,8,PF2,0.524776,0.524776
H1.Z27,P,9,PF,0.499959,0.499959
H1.Z27,P,10,U3,-0.314692,0.314692
H1.Z27,P,11,U2,-0.311159,0.311159
H1.Z27,P,12,Igm,0.30088,0.30088
H1.Z27,P,13,Igc,0.300831,0.300831
H1.Z27,P,14,U1,-0.29251,0.29251
H1.Z27,P,15,Ua,-0.196328,0.196328
H1.Z27,P,16,Ta,0.150647,0.150647
H1.Z27,P,17,PF1,0.135111,0.135111
H1.Z27,P,18,rho,-0.132003,0.132003
H1.Z27,P,19,H,0.110817,0.110817
H1.Z27,P,20,Sc,0.10921,0.10921
H1.Z27,P,21,f,-0.070953,0.070953
H1.Z27,P,22,W1,-0.062019,0.062019
H1.Z27,P,23,W2,-0.061959,0.061959
H1.Z27,P,24,W,-0.061955,0.061955
H1.Z27,P,25,W3,-0.061883,0.061883
H1.Z27,P,26,W_out,-0.0452,0.0452
H1.Z27,P,27,Dp,0.039,0.039
H1.Z27,P,28,Ah,0.038835,0.038835
H1.Z27,P,29,Dc,0.038028,0.038028
H1.Z27,P,30,W_in,-0.02836,0.02836
H1.Z29,P,1,P2,0.999919,0.999919
H1.Z29,P,2,P3,0.999789,0.999789
H1.Z29,P,3,P1,0.999778,0.999778
H1.Z29,P,4,PF2,0.947885,0.947885
H1.Z29,P,5,PF,0.947402,0.947402
H1.Z29,P,6,PF1,0.945433,0.945433
H1.Z29,P,7,PF3,0.933144,0.933144
H1.Z29,P,8,I2,-0.872606,0.872606
H1.Z29,P,9,I3,-0.855799,0.855799
H1.Z29,P,10,I1,-0.710065,0.710065
H1.Z29,P,11,Ta,0.622116,0.622116
H1.Z29,P,12,H,0.619234,0.619234
H1.Z29,P,13,rho,-0.587004,0.587004
H1.Z29,P,14,Dp,0.531574,0.531574
H1.Z29,P,15,Ah,0.522018,0.522018
H1.Z29,P,16,Ua,-0.313447,0.313447
H1.Z29,P,17,Igm,0.292623,0.292623
H1.Z29,P,18,Igc,0.291078,0.291078
H1.Z29,P,19,U3,-0.269047,0.269047
H1.Z29,P,20,U1,-0.178746,0.178746
H1.Z29,P,21,U2,-0.15001,0.15001
H1.Z29,P,22,Sc,-0.076564,0.076564
H1.Z29,P,23,f,0.023186,0.023186
H1.Z29,P,24,Dc,-0.01231,0.01231
H1.Z29,P,25,W1,0.011605,0.011605
H1.Z29,P,26,W,0.011406,0.011406
H1.Z29,P,27,W3,0.011375,0.011375
H1.Z29,P,28,W2,0.011219,0.011219
H1.Z29,P,29,W_out,-0.010961,0.010961
H1.Z29,P,30,W_in,0.009935,0.009935
H2.Z61,P,1,Q,0.94159,0.94159
H2.Z61,P,2,P1,0.393073,0.393073
H2.Z61,P,3,P3,0.373948,0.373948
H2.Z61,P,4,P2,0.361865,0.361865
H2.Z61,P,5,PF1,0.346441,0.346441
H2.Z61,P,6,I1,0.334144,0.334144
H2.Z61,P,7,PF2,0.321762,0.321762
H2.Z61,P,8,I3,0.321292,0.321292
H2.Z61,P,9,I2,0.31495,0.31495
H2.Z61,P,10,U1,0.312615,0.312615
H2.Z61,P,11,U2,0.312108,0.312108
H2.Z61,P,12,U3,0.307294,0.307294
H2.Z61,P,13,PF,0.298953,0.298953
H2.Z61,P,14,f,0.298846,0.298846
H2.Z61,P,15,PF3,0.283532,0.283532
H2.Z61,P,16,Ta,0.167681,0.167681
H2.Z61,P,17,H,0.160964,0.160964
H2.Z61,P,18,rho,-0.130956,0.130956
H2.Z61,P,19,Ah,0.127481,0.127481
H2.Z61,P,20,Dp,0.124896,0.124896
H2.Z61,P,21,Igm,0.097265,0.097265
H2.Z61,P,22,Igc,0.096396,0.096396
H2.Z61,P,23,Ua,-0.095137,0.095137
H2.Z61,P,24,Sc,-0.087448,0.087448
H2.Z61,P,25,WQ_out,0.079995,0.079995
H2.Z61,P,26,Dc,-0.041283,0.041283
H2.Z61,P,27,WQ,-0.02095,0.02095
H2.Z61,P,28,WQ_in,-0.02095,0.02095
H2.Z61,P,29,W_in,-0.019993,0.019993
H2.Z61,P,30,W,-0.019993,0.019993
H2.Z62,P,1,I1,-0.996547,0.996547
H2.Z62,P,2,P1,0.99622,0.99622
H2.Z62,P,3,P3,0.98752,0.98752
H2.Z62,P,4,I3,-0.987382,0.987382
H2.Z62,P,5,PF,0.985007,0.985007
H2.Z62,P,6,PF1,0.984186,0.984186
H2.Z62,P,7,PF3,0.983735,0.983735
H2.Z62,P,8,PF2,-0.983129,0.983129
H2.Z62,P,9,Q,-0.982256,0.982256
H2.Z62,P,10,I2,-0.981034,0.981034
H2.Z62,P,11,P2,-0.980919,0.980919
H2.Z62,P,12,W_out,-0.789167,0.789167
H2.Z62,P,13,W,0.780787,0.780787
H2.Z62,P,14,WQ,-0.630758,0.630758
H2.Z62,P,15,WQ_in,-0.585865,0.585865
H2.Z62,P,16,W_in,-0.476348,0.476348
H2.Z62,P,17,Ah,-0.173755,0.173755
H2.Z62,P,18,Dp,-0.172018,0.172018
H2.Z62,P,19,H,-0.155964,0.155964
H2.Z62,P,20,rho,0.137358,0.137358
H2.Z62,P,21,WQ_out,-0.127296,0.127296
H2.Z62,P,22,Ta,-0.124057,0.124057
H2.Z62,P,23,Sc,-0.020503,0.020503
H2.Z62,P,24,U1,-0.020044,0.020044
H2.Z62,P,25,Ua,-0.018349,0.018349
H2.Z62,P,26,Igm,-0.015662,0.015662
H2.Z62,P,27,Igc,-0.015556,0.015556
H2.Z62,P,28,U3,-0.015474,0.015474
H2.Z62,P,29,U2,-0.014367,0.014367
H2.Z62,P,30,f,-0.012956,0.012956
H2.Z62,P,31,Dc,-0.012014,0.012014
H2.Z63,P,1,P2,0.934535,0.934535
H2.Z63,P,2,P3,0.934022,0.934022
H2.Z63,P,3,P1,0.933469,0.933469
H2.Z63,P,4,PF3,0.932578,0.932578
H2.Z63,P,5,PF,0.932257,0.932257
H2.Z63,P,6,PF2,0.932114,0.932114
H2.Z63,P,7,PF1,0.931736,0.931736
H2.Z63,P,8,I2,0.902072,0.902072
H2.Z63,P,9,I3,0.901922,0.901922
H2.Z63,P,10,I1,0.897142,0.897142
H2.Z63,P,11,W_out,-0.696344,0.696344
H2.Z63,P,12,WQ,0.45147,0.45147
H2.Z63,P,13,WQ_out,-0.45147,0.45147
H2.Z63,P,14,Q,0.432213,0.432213
H2.Z63,P,15,W_in,-0.410448,0.410448
H2.Z63,P,16,W,-0.410447,0.410447
H2.Z63,P,17,Ah,-0.135406,0.135406
H2.Z63,P,18,Dp,-0.133111,0.133111
H2.Z63,P,19,H,-0.107002,0.107002
H2.Z63,P,20,U2,0.10573,0.10573
H2.Z63,P,21,f,0.102557,0.102557
H2.Z63,P,22,U3,0.102261,0.102261
H2.Z63,P,23,U1,0.10035,0.10035
H2.Z63,P,24,rho,0.099321,0.099321
H2.Z63,P,25,Ta,-0.072044,0.072044
H2.Z63,P,26,Sc,-0.067466,0.067466
H2.Z63,P,27,Ua,-0.050361,0.050361
H2.Z63,P,28,Dc,-0.041332,0.041332
H2.Z63,P,29,Igc,0.014907,0.014907
H2.Z63,P,30,Igm,0.014894,0.014894
H2.Z64,P,1,P2,0.94474,0.94474
H2.Z64,P,2,I2,0.943693,0.943693
H2.Z64,P,3,P1,0.94161,0.94161
H2.Z64,P,4,I1,0.941091,0.941091
H2.Z64,P,5,P3,0.940693,0.940693
H2.Z64,P,6,I3,0.939572,0.939572
H2.Z64,P,7,PF2,0.759893,0.759893
H2.Z64,P,8,PF,0.733289,0.733289
H2.Z64,P,9,PF3,0.712962,0.712962
H2.Z64,P,10,PF1,0.704887,0.704887
H2.Z64,P,11,W,-0.52558,0.52558
H2.Z64,P,12,W_in,-0.52558,0.52558
H2.Z64,P,13,WQ_out,-0.518419,0.518419
H2.Z64,P,14,WQ,0.518419,0.518419
H2.Z64,P,15,W_out,-0.345282,0.345282
H2.Z64,P,16,f,0.093351,0.093351
H2.Z64,P,17,U3,0.086275,0.086275
H2.Z64,P,18,U1,0.081708,0.081708
H2.Z64,P,19,U2,0.077112,0.077112
H2.Z64,P,20,Dp,-0.062931,0.062931
H2.Z64,P,21,Ah,-0.043987,0.043987
H2.Z64,P,22,H,-0.039081,0.039081
H2.Z64,P,23,Sc,-0.03457,0.03457
H2.Z64,P,24,Ta,-0.032994,0.032994
H2.Z64,P,25,Igm,0.03253,0.03253
H2.Z64,P,26,Igc,0.032308,0.032308
H2.Z64,P,27,rho,0.030085,0.030085
H2.Z64,P,28,Ua,-0.028892,0.028892
H2.Z64,P,29,Dc,-0.019363,0.019363
H2.Z64,P,30,Q,-0.01643,0.01643
H2.ZE64,P,1,P3,0.999583,0.999583
H2.ZE64,P,2,P1,0.998654,0.998654
H2.ZE64,P,3,P2,0.997178,0.997178
H2.ZE64,P,4,I3,0.987886,0.987886
H2.ZE64,P,5,I1,0.9877,0.9877
H2.ZE64,P,6,I2,0.986086,0.986086
H2.ZE64,P,7,PF2,0.93578,0.93578
H2.ZE64,P,8,PF,0.918547,0.918547
H2.ZE64,P,9,PF3,0.909649,0.909649
H2.ZE64,P,10,PF1,0.876867,0.876867
H2.ZE64,P,11,W2,0.614973,0.614973
H2.ZE64,P,12,W1,0.614646,0.614646
H2.ZE64,P,13,W_in,0.614143,0.614143
H2.ZE64,P,14,W,0.614143,0.614143
H2.ZE64,P,15,W3,0.612861,0.612861
H2.ZE64,P,16,Ua,0.167618,0.167618
H2.ZE64,P,17,U2,-0.097531,0.097531
H2.ZE64,P,18,Igc,-0.09377,0.09377
H2.ZE64,P,19,Igm,-0.093102,0.093102
H2.ZE64,P,20,Ta,-0.078009,0.078009
H2.ZE64,P,21,Sc,0.047896,0.047896
H2.ZE64,P,22,Dc,0.044168,0.044168
H2.ZE64,P,23,U1,-0.044044,0.044044
H2.ZE64,P,24,Ah,0.042361,0.042361
H2.ZE64,P,25,rho,0.040607,0.040607
H2.ZE64,P,26,U3,-0.03607,0.03607
H2.ZE64,P,27,Dp,0.033918,0.033918
H2.ZE64,P,28,H,-0.027752,0.027752
H2.ZE64,P,29,f,-0.013668,0.013668
H2.ZE64,P,30,W_out,0.004435,0.004435
H2.Z65,P,1,P2,0.989629,0.989629
H2.Z65,P,2,I2,0.987985,0.987985
H2.Z65,P,3,P3,0.987499,0.987499
H2.Z65,P,4,P1,0.985942,0.985942
H2.Z65,P,5,I3,0.985939,0.985939
H2.Z65,P,6,I1,0.984748,0.984748
H2.Z65,P,7,PF2,0.867171,0.867171
H2.Z65,P,8,PF,0.849847,0.849847
H2.Z65,P,9,PF3,0.836053,0.836053
H2.Z65,P,10,PF1,0.809819,0.809819
H2.Z65,P,11,W,-0.576913,0.576913
H2.Z65,P,12,W_in,-0.576913,0.576913
H2.Z65,P,13,W_out,0.570606,0.570606
H2.Z65,P,14,WQ,0.567415,0.567415
H2.Z65,P,15,WQ_out,-0.567415,0.567415
H2.Z65,P,16,Q,0.346892,0.346892
H2.Z65,P,17,f,-0.323094,0.323094
H2.Z65,P,18,U2,-0.115216,0.115216
H2.Z65,P,19,Dp,-0.093931,0.093931
H2.Z65,P,20,U1,-0.093239,0.093239
H2.Z65,P,21,U3,-0.076891,0.076891
H2.Z65,P,22,Ah,-0.076794,0.076794
H2.Z65,P,23,H,-0.070963,0.070963
H2.Z65,P,24,Ta,-0.06071,0.06071
H2.Z65,P,25,rho,0.048001,0.048001
H2.Z65,P,26,Ua,-0.027721,0.027721
H2.Z65,P,27,Igm,0.02135,0.02135
H2.Z65,P,28,Igc,0.021102,0.021102
H2.Z65,P,29,Dc,0.005012,0.005012
H2.Z65,P,30,Sc,0.004362,0.004362
H2.ZE65,P,1,P1,0.901533,0.901533
H2.ZE65,P,2,P2,0.893199,0.893199
H2.ZE65,P,3,I1,0.890857,0.890857
H2.ZE65,P,4,I3,0.886586,0.886586
H2.ZE65,P,5,I2,0.883477,0.883477
H2.ZE65,P,6,P3,0.849509,0.849509
H2.ZE65,P,7,PF2,0.808232,0.808232
H2.ZE65,P,8,PF1,0.761636,0.761636
H2.ZE65,P,9,PF,0.667239,0.667239
H2.ZE65,P,10,W1,0.616035,0.616035
H2.ZE65,P,11,W2,0.615512,0.615512
H2.ZE65,P,12,W_in,0.614417,0.614417
H2.ZE65,P,13,W,0.613837,0.613837
H2.ZE65,P,14,W3,0.610059,0.610059
H2.ZE65,P,15,PF3,0.457368,0.457368
H2.ZE65,P,16,Ah,0.171377,0.171377
H2.ZE65,P,17,Dp,0.161173,0.161173
H2.ZE65,P,18,Ua,0.140022,0.140022
H2.ZE65,P,19,W_out,0.136328,0.136328
H2.ZE65,P,20,H,0.10352,0.10352
H2.ZE65,P,21,U2,-0.090877,0.090877
H2.ZE65,P,22,Sc,-0.069602,0.069602
H2.ZE65,P,23,rho,-0.067001,0.067001
H2.ZE65,P,24,U1,-0.043637,0.043637
H2.ZE65,P,25,Igc,-0.04346,0.04346
H2.ZE65,P,26,Igm,-0.042747,0.042747
H2.ZE65,P,27,U3,-0.042244,0.042244
H2.ZE65,P,28,Ta,0.036369,0.036369
H2.ZE65,P,29,f,-0.022202,0.022202
H2.ZE65,P,30,Dc,-0.003088,0.003088
H3.Z46,P,1,I3,0.882896,0.882896
H3.Z46,P,2,P3,0.870375,0.870375
H3.Z46,P,3,P2,0.853747,0.853747
H3.Z46,P,4,I2,0.850973,0.850973
H3.Z46,P,5,Q,0.786898,0.786898
H3.Z46,P,6,P1,0.725083,0.725083
H3.Z46,P,7,I1,0.698874,0.698874
H3.Z46,P,8,PF2,0.519579,0.519579
H3.Z46,P,9,H,-0.381609,0.381609
H3.Z46,P,10,rho,0.377714,0.377714
H3.Z46,P,11,Ta,-0.376938,0.376938
H3.Z46,P,12,Dp,-0.356058,0.356058
H3.Z46,P,13,Ah,-0.33504,0.33504
H3.Z46,P,14,PF,0.320844,0.320844
H3.Z46,P,15,PF1,0.249197,0.249197
H3.Z46,P,16,Ua,0.15952,0.15952
H3.Z46,P,17,Igm,-0.156232,0.156232
H3.Z46,P,18,Igc,-0.155608,0.155608
H3.Z46,P,19,f,-0.148192,0.148192
H3.Z46,P,20,Sc,-0.117175,0.117175
H3.Z46,P,21,W_in,-0.108469,0.108469
H3.Z46,P,22,W,-0.108469,0.108469
H3.Z46,P,23,WQ_out,-0.102243,0.102243
H3.Z46,P,24,U1,-0.099799,0.099799
H3.Z46,P,25,WQ,0.098324,0.098324
H3.Z46,P,26,U2,-0.095051,0.095051
H3.Z46,P,27,U3,-0.075169,0.075169
H3.Z46,P,28,Dc,-0.067408,0.067408
H3.Z46,P,29,PF3,-0.065652,0.065652
H3.Z46,P,30,WQ_in,-0.062532,0.062532
H3.Z43,P,1,P2,0.990438,0.990438
H3.Z43,P,2,P1,0.990088,0.990088
H3.Z43,P,3,Q,0.989921,0.989921
H3.Z43,P,4,P3,0.987484,0.987484
H3.Z43,P,5,I2,0.985195,0.985195
H3.Z43,P,6,I1,0.984656,0.984656
H3.Z43,P,7,I3,0.983987,0.983987
H3.Z43,P,8,PF1,-0.713675,0.713675
H3.Z43,P,9,PF,-0.636443,0.636443
H3.Z43,P,10,PF3,0.60796,0.60796
H3.Z43,P,11,H,0.455156,0.455156
H3.Z43,P,12,Ta,0.444623,0.444623
H3.Z43,P,13,rho,-0.441868,0.441868
H3.Z43,P,14,Dp,0.426738,0.426738
H3.Z43,P,15,Ah,0.404083,0.404083
H3.Z43,P,16,WQ_out,0.210989,0.210989
H3.Z43,P,17,W_out,0.210899,0.210899
H3.Z43,P,18,Igm,0.194247,0.194247
H3.Z43,P,19,Igc,0.192036,0.192036
H3.Z43,P,20,Ua,-0.17085,0.17085
H3.Z43,P,21,PF2,0.155991,0.155991
H3.Z43,P,22,f,0.151967,0.151967
H3.Z43,P,23,Sc,0.111917,0.111917
H3.Z43,P,24,W_in,0.099238,0.099238
H3.Z43,P,25,W,0.099109,0.099109
H3.Z43,P,26,WQ_in,0.096711,0.096711
H3.Z43,P,27,WQ,0.095353,0.095353
H3.Z43,P,28,Dc,0.084462,0.084462
H3.Z43,P,29,U1,0.065843,0.065843
H3.Z43,P,30,U2,0.059229,0.059229
H3.Z43,P,31,U3,0.024693,0.024693
H3.ZE43,P,1,P3,0.991678,0.991678
H3.ZE43,P,2,P2,0.962443,0.962443
H3.ZE43,P,3,I2,0.959882,0.959882
H3.ZE43,P,4,I1,0.959085,0.959085
H3.ZE43,P,5,I3,0.949555,0.949555
H3.ZE43,P,6,P1,0.940599,0.940599
H3.ZE43,P,7,PF3,-0.646947,0.646947
H3.ZE43,P,8,H,0.447748,0.447748
H3.ZE43,P,9,Dp,0.444521,0.444521
H3.ZE43,P,10,rho,-0.422662,0.422662
H3.ZE43,P,11,Ah,0.421147,0.421147
H3.ZE43,P,12,Ta,0.408746,0.408746
H3.ZE43,P,13,PF2,0.300945,0.300945
H3.ZE43,P,14,W3,0.288241,0.288241
H3.ZE43,P,15,W2,0.28788,0.28788
H3.ZE43,P,16,W_in,0.287499,0.287499
H3.ZE43,P,17,W,0.286676,0.286676
H3.ZE43,P,18,W1,0.284083,0.284083
H3.ZE43,P,19,Igm,0.158282,0.158282
H3.ZE43,P,20,Igc,0.156798,0.156798
H3.ZE43,P,21,W_out,0.109372,0.109372
H3.ZE43,P,22,Ua,-0.1089,0.1089
H3.ZE43,P,23,Sc,0.078011,0.078011
H3.ZE43,P,24,Dc,0.052422,0.052422
H3.ZE43,P,25,PF,-0.051084,0.051084
H3.ZE43,P,26,U1,0.043289,0.043289
H3.ZE43,P,27,U2,0.040829,0.040829
H3.ZE43,P,28,PF1,-0.036477,0.036477
H3.ZE43,P,29,f,-0.014531,0.014531
H3.ZE43,P,30,U3,0.008089,0.008089
H3.Z44,P,1,I1,0.974744,0.974744
H3.Z44,P,2,Q,0.973107,0.973107
H3.Z44,P,3,I3,0.96745,0.96745
H3.Z44,P,4,P2,0.964899,0.964899
H3.Z44,P,5,P1,0.959262,0.959262
H3.Z44,P,6,P3,0.953413,0.953413
H3.Z44,P,7,I2,0.941529,0.941529
H3.Z44,P,8,PF3,0.413299,0.413299
H3.Z44,P,9,PF1,-0.399004,0.399004
H3.Z44,P,10,PF,-0.388161,0.388161
H3.Z44,P,11,W,0.176778,0.176778
H3.Z44,P,12,W_in,0.176524,0.176524
H3.Z44,P,13,WQ,0.175364,0.175364
H3.Z44,P,14,WQ_in,0.17274,0.17274
H3.Z44,P,15,Ua,-0.137601,0.137601
H3.Z44,P,16,Ta,0.121227,0.121227
H3.Z44,P,17,rho,-0.115366,0.115366
H3.Z44,P,18,Igm,0.10053,0.10053
H3.Z44,P,19,Igc,0.099943,0.099943
H3.Z44,P,20,H,0.083094,0.083094
H3.Z44,P,21,WQ_out,-0.050786,0.050786
H3.Z44,P,22,W_out,-0.050672,0.050672
H3.Z44,P,23,Dp,0.047467,0.047467
H3.Z44,P,24,U3,-0.031824,0.031824
H3.Z44,P,25,f,0.027785,0.027785
H3.Z44,P,26,Sc,0.026486,0.026486
H3.Z44,P,27,Ah,0.023753,0.023753
H3.Z44,P,28,Dc,-0.016083,0.016083
H3.Z44,P,29,U1,0.013257,0.013257
H3.Z44,P,30,U2,-0.012166,0.012166
H3.Z44,P,31,PF2,-0.002199,0.002199
H3.ZE44,P,1,P2,0.928183,0.928183
H3.ZE44,P,2,I1,0.902906,0.902906
H3.ZE44,P,3,I3,0.880756,0.880756
H3.ZE44,P,4,P1,0.860633,0.860633
H3.ZE44,P,5,I2,0.838103,0.838103
H3.ZE44,P,6,PF3,-0.2012,0.2012
H3.ZE44,P,7,P3,0.168448,0.168448
H3.ZE44,P,8,PF2,0.148552,0.148552
H3.ZE44,P,9,Ua,-0.127916,0.127916
H3.ZE44,P,10,W1,0.12661,0.12661
H3.ZE44,P,11,W_in,0.112194,0.112194
H3.ZE44,P,12,W,0.112053,0.112053
H3.ZE44,P,13,W2,0.106922,0.106922
H3.ZE44,P,14,W_out,0.105338,0.105338
H3.ZE44,P,15,Igm,0.104072,0.104072
H3.ZE44,P,16,Igc,0.103279,0.103279
H3.ZE44,P,17,Ta,0.097164,0.097164
H3.ZE44,P,18,rho,-0.093394,0.093394
H3.ZE44,P,19,PF,0.08014,0.08014
H3.ZE44,P,20,U3,-0.06164,0.06164
H3.ZE44,P,21,H,0.053369,0.053369
H3.ZE44,P,22,W3,0.044971,0.044971
H3.ZE44,P,23,U2,-0.033909,0.033909
H3.ZE44,P,24,Dp,0.031406,0.031406
H3.ZE44,P,25,f,0.011288,0.011288
H3.ZE44,P,26,U1,-0.010534,0.010534
H3.ZE44,P,27,Sc,0.007055,0.007055
H3.ZE44,P,28,Ah,-0.006673,0.006673
H3.ZE44,P,29,Dc,-0.004883,0.004883
H3.ZE44,P,30,PF1,-0.000989,0.000989
H2.Z68,P,1,P1,0.969319,0.969319
H2.Z68,P,2,P3,0.95236,0.95236
H2.Z68,P,3,P2,0.945518,0.945518
H2.Z68,P,4,I1,0.924989,0.924989
H2.Z68,P,5,I2,0.9001,0.9001
H2.Z68,P,6,I3,0.8834,0.8834
H2.Z68,P,7,Q,0.833589,0.833589
H2.Z68,P,8,PF1,0.442401,0.442401
H2.Z68,P,9,PF3,0.421497,0.421497
H2.Z68,P,10,U2,-0.331061,0.331061
H2.Z68,P,11,PF,0.328109,0.328109
H2.Z68,P,12,U1,-0.322832,0.322832
H2.Z68,P,13,U3,-0.290072,0.290072
H2.Z68,P,14,Igc,0.277141,0.277141
H2.Z68,P,15,Igm,0.27699,0.27699
H2.Z68,P,16,Ua,-0.17893,0.17893
H2.Z68,P,17,Sc,0.164583,0.164583
H2.Z68,P,18,f,-0.153734,0.153734
H2.Z68,P,19,PF2,0.137696,0.137696
H2.Z68,P,20,WQ_in,-0.127547,0.127547
H2.Z68,P,21,WQ,-0.127547,0.127547
H2.Z68,P,22,W_in,-0.126806,0.126806
H2.Z68,P,23,W,-0.126806,0.126806
H2.Z68,P,24,Ta,0.104341,0.104341
H2.Z68,P,25,rho,-0.09222,0.09222
H2.Z68,P,26,H,0.060692,0.060692
H2.Z68,P,27,Dc,0.055844,0.055844
H2.Z68,P,28,Ah,-0.007306,0.007306
H2.Z68,P,29,Dp,-0.004712,0.004712
H2.Z69,P,1,P2,0.980345,0.980345
H2.Z69,P,2,I2,0.966625,0.966625
H2.Z69,P,3,P1,0.96563,0.96563
H2.Z69,P,4,I1,0.958025,0.958025
H2.Z69,P,5,P3,0.956615,0.956615
H2.Z69,P,6,I3,0.943734,0.943734
H2.Z69,P,7,Q,0.908303,0.908303
H2.Z69,P,8,PF,0.880148,0.880148
