meter_urn,feature,n_total,n_anomaly,ratio,residual_max,residual_min,upper,lower,null_ratio
H1.Z20,P,52585,584,1.110582865836265,164867.98976791828,-195397.6472020711,110767.4877154611,-110761.67896921346,0.0038033659788913187
H1.Z20,PF,52585,700,1.3311780926119616,1.7735341649068412,-1.6403222193930262,1.2191207274112035,-1.2190852333953552,0.0038033659788913187
