feature,n_total,n_anomaly,ratio,residual_max,residual_min,upper,lower,null_ratio
Tdiff,52583,1087,2.0672080330144724,8837.986090567236,-9003.932822181701,2666.089405128148,-2665.500490304695,0.0
qv,52526,1372,2.612039751741994,41.98296296040072,-33.17849417977116,12.975715442241869,-12.975572360238965,0.10840005324914896
Tvl,52526,1097,2.088489509956974,14.575424625040228,-13.381498132316986,5.640246748351271,-5.640580708431773,0.10840005324914896
Trl,52578,916,1.7421735326562442,12.801546132886196,-12.8305237905644,5.695797424481922,-5.699936944794109,0.009508776600802541
P,52525,1154,2.197049024274155,602064.7409394601,-112057.92187830317,37520.28043851031,-37521.07953136704,0.11030180856930946
