method,candidate_version,validation_rmse,weight
v29,v20,12553.7158203125,0.14563403708641418
v29,v23,12539.2958984375,0.27747839018656634
v29,v25,12519.8173828125,0.3473877825323883
v29,v27,12672.40625,0.22949979019463126
