measurement,I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f
I1,1.0,0.998764309000726,0.9982479607123257,0.9399857616418573,0.9959732471946972,0.996691036421056,0.9965995694211149,-0.8446994944798721,0.14660483411754638,0.17929031357418024,0.1791959121194169,0.9299031346546671,-0.11703586207555192,-0.11683476309241,-0.1352862433659201,-0.0350324043980019,-0.03587129720622121,-0.029959110820118904,0.007506319780039204,-0.029195877887358782,,0.10043106904341993
I2,0.998764309000726,1.0,0.9989916045922226,0.939545332421944,0.9942587422682942,0.9960011844931578,0.9968713070324755,-0.8525021371273781,0.12148997819989592,0.15415702433668513,0.2010599286222371,0.9308186724706983,-0.11654819216642134,-0.116509146832985,-0.13167289421661252,-0.03485356095382993,-0.035689585901149734,-0.030234599099690427,0.0059923092838461926,-0.02947024848481222,,0.0870918793595564
I3,0.9982479607123257,0.9989916045922226,1.0,0.9389763832843752,0.9932308170939828,0.9951723775639167,0.9973587358307934,-0.8542809769345904,0.1163825982935651,0.14901688979150648,0.20456201458312764,0.9304613627900755,-0.11438361678102005,-0.11479685202457686,-0.12875706602509285,-0.025850859484242806,-0.026660666684542315,-0.021395822754510685,0.015158641476939965,-0.020653929532098367,,0.08566543582596509
P,0.9399857616418573,0.939545332421944,0.9389763832843752,1.0,0.936390883873904,0.9361337176751178,0.9352503532037634,-0.8274219222869742,0.13719131428393558,0.16797457333487478,0.18690998602177408,0.9835173141810055,-0.11908986146868081,-0.11988233213736832,-0.13700910947179368,-0.06632735691939194,-0.06616010407028093,-0.05997908376036763,-0.023221069315053865,-0.0602064014799411,,0.08103344552075391
P1,0.9959732471946972,0.9942587422682942,0.9932308170939828,0.936390883873904,1.0,0.9993978065554247,0.9966165322617243,-0.8061548897924053,0.18294109764204952,0.21709617810824247,0.14461572534495803,0.9143141791867624,-0.11992842840182102,-0.11870542210971419,-0.14256912853769785,-0.03774224957949002,-0.03858969349109779,-0.03210736197459872,0.005000231729790125,-0.03134102410575527,,0.12181670415681747
P2,0.996691036421056,0.9960011844931578,0.9951723775639167,0.9361337176751178,0.9993978065554247,1.0,0.9982402456819504,-0.8140845456962768,0.15528244320403037,0.18976827314801673,0.16846567213341423,0.9153005218187638,-0.11899555544152335,-0.11806083912698642,-0.13786311743787164,-0.037464610134897644,-0.03831448381446509,-0.03221357478277767,0.003943194764530974,-0.03144154320248287,,0.10753344423510029
P3,0.9965995694211149,0.9968713070324755,0.9973587358307934,0.9352503532037634,0.9966165322617243,0.9982402456819504,1.0,-0.8260649015132445,0.11743697982564727,0.15184594011513838,0.2035575760475206,0.915644996827252,-0.11439174682693685,-0.11493625293223332,-0.12969992761269622,-0.027270153318963493,-0.028078905274043924,-0.022627257346449138,0.013447604911157778,-0.021888141542716382,,0.09202425435315484
PF,-0.8446994944798721,-0.8525021371273781,-0.8542809769345904,-0.8274219222869742,-0.8061548897924053,-0.8140845456962768,-0.8260649015132445,1.0,0.10951089952609508,0.08975455806390495,-0.3551386241636424,-0.8876771113843345,0.08539061228976848,0.09100504080539505,0.07381166149340804,0.00589497763820825,0.006072574772366581,0.003943811792287301,0.015927500808815838,0.0037896359232722824,,0.05526981204300705
PF1,0.14660483411754638,0.12148997819989592,0.1163825982935651,0.13719131428393558,0.18294109764204952,0.15528244320403037,0.11743697982564727,0.10951089952609508,1.0,0.9941300712318267,-0.8478672699350317,0.11723183764127676,-0.06760239979681243,-0.04669022578178988,-0.1638292875434368,-0.028330410641697414,-0.029891256086725538,-0.01298834887627827,0.025529232089532363,-0.011621512219268737,,0.46170711227254657
PF2,0.17929031357418024,0.15415702433668513,0.14901688979150648,0.16797457333487478,0.21709617810824247,0.18976827314801673,0.15184594011513838,0.08975455806390495,0.9941300712318267,1.0,-0.8494328654722219,0.14279593566916313,-0.08015925863143472,-0.058922344203079575,-0.1757361767137399,-0.0435339031368656,-0.04513584023223958,-0.026976989413267528,0.013628536149807392,-0.02558317739064893,,0.4786226483914853
PF3,0.1791959121194169,0.2010599286222371,0.20456201458312764,0.18690998602177408,0.14461572534495803,0.16846567213341423,0.2035575760475206,-0.3551386241636424,-0.8478672699350317,-0.8494328654722219,1.0,0.20823111149343088,0.06981147140174905,0.049903517493657006,0.1509461993404179,-0.0688525271443341,-0.06764620640774764,-0.07705927633602698,-0.07769035142221471,-0.0781649198024421,,-0.42321767889384554
Q,0.9299031346546671,0.9308186724706983,0.9304613627900755,0.9835173141810055,0.9143141791867624,0.9153005218187638,0.915644996827252,-0.8876771113843345,0.11723183764127676,0.14279593566916313,0.20823111149343088,1.0,-0.1075025916558276,-0.10868670174586191,-0.1215889413232495,-0.07496696553331642,-0.07481070538959166,-0.06879931225095488,-0.033254847231147466,-0.06901564231252894,,0.05434616611226912
U1,-0.11703586207555192,-0.11654819216642134,-0.11438361678102005,-0.11908986146868081,-0.11992842840182102,-0.11899555544152335,-0.11439174682693685,0.08539061228976848,-0.06760239979681243,-0.08015925863143472,0.06981147140174905,-0.1075025916558276,1.0,0.9937475371421515,0.9850270396891381,0.1803322126227796,0.1827710413775166,0.20625973521492477,0.16643162496597508,0.20371840895148607,,0.1107348564450091
U2,-0.11683476309241,-0.116509146832985,-0.11479685202457686,-0.11988233213736832,-0.11870542210971419,-0.11806083912698642,-0.11493625293223332,0.09100504080539505,-0.04669022578178988,-0.058922344203079575,0.049903517493657006,-0.10868670174586191,0.9937475371421515,1.0,0.982445021328915,0.16923995604879985,0.17159804629846132,0.19361255494342355,0.16342025729409013,0.19116000519757254,,0.11601801512091052
U3,-0.1352862433659201,-0.13167289421661252,-0.12875706602509285,-0.13700910947179368,-0.14256912853769785,-0.13786311743787164,-0.12969992761269622,0.07381166149340804,-0.1638292875434368,-0.1757361767137399,0.1509461993404179,-0.1215889413232495,0.9850270396891381,0.982445021328915,1.0,0.18279137931678469,0.18513098931101765,0.20986046278646484,0.16628523367305859,0.20740454963171526,,0.05905482657419496
W,-0.0350324043980019,-0.03485356095382993,-0.025850859484242806,-0.06632735691939194,-0.03774224957949002,-0.037464610134897644,-0.027270153318963493,0.00589497763820825,-0.028330410641697414,-0.0435339031368656,-0.0688525271443341,-0.07496696553331642,0.1803322126227796,0.16923995604879985,0.18279137931678469,1.0,0.999905792302651,0.9999057925583981,0.8759085496791958,1.0,,0.20022872238545475
WQ,-0.03587129720622121,-0.035689585901149734,-0.026660666684542315,-0.06616010407028093,-0.03858969349109779,-0.03831448381446509,-0.028078905274043924,0.006072574772366581,-0.029891256086725538,-0.04513584023223958,-0.06764620640774764,-0.07481070538959166,0.1827710413775166,0.17159804629846132,0.18513098931101765,0.999905792302651,1.0,0.9999999999996869,0.8758263264534797,0.9999057923026509,,0.19920236490878496
WQ_in,-0.029959110820118904,-0.030234599099690427,-0.021395822754510685,-0.05997908376036763,-0.03210736197459872,-0.03221357478277767,-0.022627257346449138,0.003943811792287301,-0.01298834887627827,-0.026976989413267528,-0.07705927633602698,-0.06879931225095488,0.20625973521492477,0.19361255494342355,0.20986046278646484,0.9999057925583981,0.9999999999996869,1.0,0.8758265609114291,0.999908115037448,,0.21959207099479847
WQ_out,0.007506319780039204,0.0059923092838461926,0.015158641476939965,-0.023221069315053865,0.005000231729790125,0.003943194764530974,0.013447604911157778,0.015927500808815838,0.025529232089532363,0.013628536149807392,-0.07769035142221471,-0.033254847231147466,0.16643162496597508,0.16342025729409013,0.16628523367305859,0.8759085496791958,0.8758263264534797,0.8758265609114291,1.0,0.875908549679196,,0.18070978177730318
W_in,-0.029195877887358782,-0.02947024848481222,-0.020653929532098367,-0.0602064014799411,-0.03134102410575527,-0.03144154320248287,-0.021888141542716382,0.0037896359232722824,-0.011621512219268737,-0.02558317739064893,-0.0781649198024421,-0.06901564231252894,0.20371840895148607,0.19116000519757254,0.20740454963171526,1.0,0.9999057923026509,0.999908115037448,0.875908549679196,1.0,,0.2204290053042001
W_out,,,,,,,,,,,,,,,,,,,,,,
f,0.10043106904341993,0.0870918793595564,0.08566543582596509,0.08103344552075391,0.12181670415681747,0.10753344423510029,0.09202425435315484,0.05526981204300705,0.46170711227254657,0.4786226483914853,-0.42321767889384554,0.05434616611226912,0.1107348564450091,0.11601801512091052,0.05905482657419496,0.20022872238545475,0.19920236490878496,0.21959207099479847,0.18070978177730318,0.2204290053042001,,1.0
