measurement,I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f
I1,1.0,0.9988277838961319,0.998763301066818,0.941329577372683,0.9962965493277335,0.995968777806651,0.997534439769626,-0.8583563089719671,-0.5267805073619233,0.14800329896896916,0.5244433349744861,0.9278202815992413,-0.11977205436620024,-0.12130811967650817,-0.13407395152445145,-0.035065226351115045,-0.030154173611677777,-0.03008314421286923,0.07384625797601949,-0.029587550960843756,0.0062214499465836045,0.14343786210157153
I2,0.9988277838961319,1.0,0.9984825489052184,0.9405037869101215,0.9966309080883319,0.9970505522792603,0.9984762502909154,-0.8552645153820577,-0.5327546397241333,0.1653399993493862,0.5377322325804655,0.9255804092551561,-0.12120732798743737,-0.12205928909615672,-0.13719318142758602,-0.037823134088626614,-0.032658151068628134,-0.032583483855851816,0.0781031416519741,-0.03205345453554195,0.005111848458267681,0.15524613356291148
I3,0.998763301066818,0.9984825489052184,1.0,0.9403113247372765,0.9957699977691569,0.9955053120595025,0.9979705471484133,-0.8580217563593553,-0.5253340190788021,0.1434164560293154,0.5224907840987872,0.9268522337377224,-0.11777605887288142,-0.1193252084576775,-0.1309718884458646,-0.02818014844624856,-0.023202970673948106,-0.023130609225486227,0.07154086823848226,-0.022657701753539684,0.012450099549740239,0.1414383342121692
P,0.941329577372683,0.9405037869101215,0.9403113247372765,1.0,0.9369712090484132,0.9363554933706,0.9397910623679383,-0.8459893479303646,-0.5168937846762925,0.1586835541143071,0.5174041550935061,0.9801558813642816,-0.1216096018255075,-0.12357378836049643,-0.13761409160334365,-0.06768296605558419,-0.06108106454870687,-0.06101100736646254,0.08822587364522265,-0.061529100681286725,-0.024572405303190853,0.12169667785520309
P1,0.9962965493277335,0.9966309080883319,0.9957699977691569,0.9369712090484132,1.0,0.9994543587680814,0.9966759552060137,-0.8254007360169289,-0.504850531463819,0.1547031350549508,0.5172123572577155,0.9102649999545183,-0.12047775409485707,-0.12188839083088535,-0.1358645823330746,-0.03793707985784677,-0.032961435605149386,-0.03288044290929018,0.08351619540303452,-0.032416868405365284,0.0017918852706369618,0.1494809947510105
P2,0.995968777806651,0.9970505522792603,0.9955053120595025,0.9363554933706,0.9994543587680814,1.0,0.9977242887063185,-0.8266493099299684,-0.5183073834090803,0.17877913182918273,0.536911172873525,0.9100586906512468,-0.12283989207880638,-0.12345350800196674,-0.13982441896852166,-0.04008655295212081,-0.03471790088497697,-0.034635227393841665,0.08577652679724357,-0.03411030711930821,0.001886544891443693,0.16203494538293808
P3,0.997534439769626,0.9984762502909154,0.9979705471484133,0.9397910623679383,0.9966759552060137,0.9977242887063185,1.0,-0.8503175793183264,-0.5414619897393931,0.1893723265282409,0.5561263593476566,0.9218387153227487,-0.11803923102696531,-0.11869693637478061,-0.13613185526986718,-0.030645307783474643,-0.024631946488615872,-0.024552013124782817,0.07854192097282052,-0.024045575552326198,0.012730937232198685,0.16985961536425734
PF,-0.8583563089719671,-0.8552645153820577,-0.8580217563593553,-0.8459893479303646,-0.8254007360169289,-0.8266493099299684,-0.8503175793183264,1.0,0.6414690962765628,-0.14336937714058692,-0.5476014522575273,-0.9095486461624639,0.07534759883676095,0.07568421745058797,0.08780079408537948,0.006216688285825999,-0.003406674405106067,-0.00334517286655024,0.05289621655597404,-0.003662964006754681,-0.005733092913412965,-0.09044662090094119
PF1,-0.5267805073619233,-0.5327546397241333,-0.5253340190788021,-0.5168937846762925,-0.504850531463819,-0.5183073834090803,-0.5414619897393931,0.6414690962765628,1.0,-0.2995385273668396,-0.8816570631937248,-0.5489220375654077,0.15768513696002942,0.146606496245804,0.20871938783864527,-0.06137831285115296,-0.06756843225455361,-0.06755244974834847,0.04653151968891668,-0.06846718182538776,-0.045301844908969026,-0.3273029129975127
PF2,0.14800329896896916,0.1653399993493862,0.1434164560293154,0.1586835541143071,0.1547031350549508,0.17877913182918273,0.1893723265282409,-0.14336937714058692,-0.2995385273668396,1.0,0.5924927091812298,0.13661076552750753,-0.028702016545871577,-0.01605229234635383,-0.10712247470460295,-0.01124176137731683,0.006252065320383639,0.006305100587549848,0.0410148667136094,0.007389652934389697,0.0550638975991098,0.3978214693172523
PF3,0.5244433349744861,0.5377322325804655,0.5224907840987872,0.5174041550935061,0.5172123572577155,0.536911172873525,0.5561263593476566,-0.5476014522575273,-0.8816570631937248,0.5924927091812298,1.0,0.5134303505758488,-0.16297111629790373,-0.14972300215047732,-0.23730829220261412,0.004037946789667794,0.018158791151794286,0.018175988071920827,0.005343938944047461,0.019496202533482387,0.030371980505372168,0.4456506220403239
Q,0.9278202815992413,0.9255804092551561,0.9268522337377224,0.9801558813642816,0.9102649999545183,0.9100586906512468,0.9218387153227487,-0.9095486461624639,-0.5489220375654077,0.13661076552750753,0.5134303505758488,1.0,-0.10834571969524066,-0.11038931213214169,-0.12135405175251417,-0.07923255768759241,-0.07271557872562531,-0.07267507267919288,0.06935384533982372,-0.07317043971923137,-0.037221256292227785,0.0888685994446874
U1,-0.11977205436620024,-0.12120732798743737,-0.11777605887288142,-0.1216096018255075,-0.12047775409485707,-0.12283989207880638,-0.11803923102696531,0.07534759883676095,0.15768513696002942,-0.028702016545871577,-0.16297111629790373,-0.10834571969524066,1.0,0.9938415317520694,0.9855236940080131,0.19584411252403666,0.2218514426198429,0.22198427632493667,0.0014824293576086514,0.219056624708422,0.1786665242484633,0.1305095026065061
U2,-0.12130811967650817,-0.12205928909615672,-0.1193252084576775,-0.12357378836049643,-0.12188839083088535,-0.12345350800196674,-0.11869693637478061,0.07568421745058797,0.146606496245804,-0.01605229234635383,-0.14972300215047732,-0.11038931213214169,0.9938415317520694,1.0,0.9834546451840118,0.18525043173389444,0.20966807605314566,0.20981235690334418,0.016991266716770825,0.2069358674189154,0.17531456259496933,0.1357594294994051
U3,-0.13407395152445145,-0.13719318142758602,-0.1309718884458646,-0.13761409160334365,-0.1358645823330746,-0.13982441896852166,-0.13613185526986718,0.08780079408537948,0.20871938783864527,-0.10712247470460295,-0.23730829220261412,-0.12135405175251417,0.9855236940080131,0.9834546451840118,1.0,0.19867041937435215,0.22602926885785612,0.2261673246322946,0.0037735172339755556,0.22324393243359453,0.17969559019682016,0.08820727476389931
W,-0.035065226351115045,-0.037823134088626614,-0.02818014844624856,-0.06768296605558419,-0.03793707985784677,-0.04008655295212081,-0.030645307783474643,0.006216688285825999,-0.06137831285115296,-0.01124176137731683,0.004037946789667794,-0.07923255768759241,0.19584411252403666,0.18525043173389444,0.19867041937435215,1.0,0.9998978228589195,0.9998888119491931,-0.48590748929574096,0.9999999999999876,0.8756736565782971,0.21407647849605638
WQ,-0.030154173611677777,-0.032658151068628134,-0.023202970673948106,-0.06108106454870687,-0.032961435605149386,-0.03471790088497697,-0.024631946488615872,-0.003406674405106067,-0.06756843225455361,0.006252065320383639,0.018158791151794286,-0.07271557872562531,0.2218514426198429,0.20966807605314566,0.22602926885785612,0.9998978228589195,1.0,0.9999994520848845,-0.4916614016406513,0.9998990977247922,0.8762887261600874,0.245005502026986
WQ_in,-0.03008314421286923,-0.032583483855851816,-0.023130609225486227,-0.06101100736646254,-0.03288044290929018,-0.034635227393841665,-0.024552013124782817,-0.00334517286655024,-0.06755244974834847,0.006305100587549848,0.018175988071920827,-0.07267507267919288,0.22198427632493667,0.20981235690334418,0.2261673246322946,0.9998888119491931,0.9999994520848845,1.0,-0.4907495767249698,0.9998905548290814,0.8764456401036579,0.2453448251454755
WQ_out,0.07384625797601949,0.0781031416519741,0.07154086823848226,0.08822587364522265,0.08351619540303452,0.08577652679724357,0.07854192097282052,0.05289621655597404,0.04653151968891668,0.0410148667136094,0.005343938944047461,0.06935384533982372,0.0014824293576086514,0.016991266716770825,0.0037735172339755556,-0.48590748929574096,-0.4916614016406513,-0.4907495767249698,1.0,-0.4982839901300053,-0.2905545773599594,0.1618830541997035
W_in,-0.029587550960843756,-0.03205345453554195,-0.022657701753539684,-0.061529100681286725,-0.032416868405365284,-0.03411030711930821,-0.024045575552326198,-0.003662964006754681,-0.06846718182538776,0.007389652934389697,0.019496202533482387,-0.07317043971923137,0.219056624708422,0.2069358674189154,0.22324393243359453,0.9999999999999876,0.9998990977247922,0.9998905548290814,-0.4982839901300053,1.0,0.8756737271952364,0.24407008409420214
W_out,0.0062214499465836045,0.005111848458267681,0.012450099549740239,-0.024572405303190853,0.0017918852706369618,0.001886544891443693,0.012730937232198685,-0.005733092913412965,-0.045301844908969026,0.0550638975991098,0.030371980505372168,-0.037221256292227785,0.1786665242484633,0.17531456259496933,0.17969559019682016,0.8756736565782971,0.8762887261600874,0.8764456401036579,-0.2905545773599594,0.8756737271952364,1.0,0.3230165998679603
