measurement,I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f
I1,1.0,0.9991603453389327,0.9977723899975864,0.980614370458865,0.995750022835356,0.9945123476031497,0.9943779064081408,-0.3322595666903558,-0.17465573668090079,0.039080623859141114,0.9332898794658768,0.9913875176866721,-0.21909773981557407,-0.2254426710064664,-0.2636541834891705,0.013701325595078721,0.012721755185270358,0.012721756334996373,-0.0021599566454257786,0.013701433948821748,0.030765903065070967,0.36666850480541147
I2,0.9991603453389327,1.0,0.9977225000204721,0.9818906737162746,0.996505561813711,0.9956750002473347,0.9949738073731997,-0.3318253404498147,-0.17393515814429916,0.04074292253720541,0.9348583789245191,0.9909145119053866,-0.2202972700424094,-0.2259875989930513,-0.26403400711300856,0.009077627329219538,0.007996584683144353,0.00799658608023089,-0.004995355762675902,0.009077725523676578,0.024581353240845448,0.3652466280038925
I3,0.9977723899975864,0.9977225000204721,1.0,0.9806182283937236,0.9951476946172564,0.994270150174674,0.9968587914350977,-0.3367282564142701,-0.17994932497340538,0.03427577963941497,0.9354793982593382,0.9893784659880023,-0.21988131029562955,-0.2262139507820334,-0.2629815629002712,0.02731038648440758,0.02602058130690102,0.026020582226264636,0.01649094805239354,0.027310469142150347,0.0366727706040412,0.36965108504582167
P,0.980614370458865,0.9818906737162746,0.9806182283937236,1.0,0.9895929918286185,0.98973566005449,0.9881374726134966,-0.3151415238540555,-0.15949590426011293,0.057386369431888705,0.9283669572516619,0.9780793625275439,-0.22243493552936477,-0.2278522010830062,-0.2658658423416543,-0.0032750245658248293,-0.0058246365087957835,-0.005824632971801044,0.0004855841774020784,-0.0032750590509128333,-0.016177259059611492,0.37393947959979995
P1,0.995750022835356,0.996505561813711,0.9951476946172564,0.9895929918286185,1.0,0.9996781416570124,0.9983868787690693,-0.32213839963560725,-0.1655558529653895,0.05129080208762275,0.9323669058512212,0.9831477318321978,-0.22516020785840796,-0.2309282822966061,-0.2695192548903273,-0.009609187041682746,-0.011159049549220614,-0.011159046876926293,-0.01053937077736329,-0.009609145273074875,-0.0038469007625500534,0.3661332211325645
P2,0.9945123476031497,0.9956750002473347,0.994270150174674,0.98973566005449,0.9996781416570124,1.0,0.9983064268522345,-0.3217667659452479,-0.16518308156396372,0.05271201328649651,0.93332445711054,0.981208132858828,-0.22642473380115416,-0.23156295038631927,-0.26915293184338207,-0.01609490067415364,-0.017806264290765057,-0.017806261149464056,-0.01414933817391915,-0.01609487343580477,-0.012600481205391962,0.36306052329420224
P3,0.9943779064081408,0.9949738073731997,0.9968587914350977,0.9881374726134966,0.9983868787690693,0.9983064268522345,1.0,-0.3272240221191777,-0.17138898752949985,0.04546366014904342,0.934536251064314,0.9811874037503008,-0.22496881681125966,-0.2311331955504008,-0.26801460647517467,0.004763562373994749,0.0029676287176035807,0.00296763106910215,0.006717472824519288,0.004763591223450702,0.005681919791743612,0.368630930759226
PF,-0.3322595666903558,-0.3318253404498147,-0.3367282564142701,-0.3151415238540555,-0.32213839963560725,-0.3217667659452479,-0.3272240221191777,1.0,0.9784903173165554,0.9138057044005415,-0.32928612115326356,-0.3429856518165601,0.10174632248722713,0.1049482900815122,0.10622794290860281,-0.17330639932980704,-0.1624664002642822,-0.16246639845810373,-0.12444625947244493,-0.1733062215114631,-0.09786431184451486,-0.1078011480306308
PF1,-0.17465573668090079,-0.17393515814429916,-0.17994932497340538,-0.15949590426011293,-0.1655558529653895,-0.16518308156396372,-0.17138898752949985,0.9784903173165554,1.0,0.9602219581323899,-0.17407199023643682,-0.18554170977147383,0.06909491508409751,0.07208559982820023,0.06256522531493153,-0.17076543704646252,-0.16004781009713676,-0.16004780593777518,-0.12258903298994635,-0.1707652186406596,-0.0872748158514346,-0.029374990908252654
PF2,0.039080623859141114,0.04074292253720541,0.03427577963941497,0.057386369431888705,0.05129080208762275,0.05271201328649651,0.04546366014904342,0.9138057044005415,0.9602219581323899,1.0,0.05092058779637174,0.025559791688533194,0.0040936222085581585,0.008134975425584785,-0.01419943220739248,-0.22106011342721998,-0.21176290660583424,-0.21176289933340517,-0.151123820968588,-0.22105998686428432,-0.1506096050071453,0.06729952373484631
PF3,0.9332898794658768,0.9348583789245191,0.9354793982593382,0.9283669572516619,0.9323669058512212,0.93332445711054,0.934536251064314,-0.32928612115326356,-0.17407199023643682,0.05092058779637174,1.0,0.9310920487190953,-0.18937510178899217,-0.1919431675961361,-0.23173627142508058,0.05263531702253234,0.048414939425851386,0.04841494667281415,0.044525164234449195,0.0526353095707015,0.03667487826294234,0.37182671549779406
