measurement,I1,I2,I3,P,P1,P2,P3,PF,PF1,PF2,PF3,Q,U1,U2,U3,W,WQ,WQ_in,WQ_out,W_in,W_out,f
Q,0.9913875176866721,0.9909145119053866,0.9893784659880023,0.9780793625275439,0.9831477318321978,0.981208132858828,0.9811874037503008,-0.3429856518165601,-0.18554170977147383,0.025559791688533194,0.9310920487190953,1.0,-0.20042406053075162,-0.20659761867606705,-0.24485193415831416,0.03946545067972136,0.03836925472046567,0.03836925466090059,0.01161013915096501,0.03946556366111798,0.05311556150227048,0.37363944699356305
U1,-0.21909773981557407,-0.2202972700424094,-0.21988131029562955,-0.22243493552936477,-0.22516020785840796,-0.22642473380115416,-0.22496881681125966,0.10174632248722713,0.06909491508409751,0.0040936222085581585,-0.18937510178899217,-0.20042406053075162,1.0,0.9937718264877372,0.9843724248130147,0.2156231172635555,0.21633590579755577,0.21633591525138632,0.17781559879618666,0.2156228502776476,0.10530237139234647,0.1135845724157089
U2,-0.2254426710064664,-0.2259875989930513,-0.2262139507820334,-0.2278522010830062,-0.2309282822966061,-0.23156295038631927,-0.2311331955504008,0.1049482900815122,0.07208559982820023,0.008134975425584785,-0.1919431675961361,-0.20659761867606705,0.9937718264877372,1.0,0.9825064297770117,0.20190560255330448,0.20263225666535598,0.20263226747723226,0.1737553488431903,0.2019053151971769,0.08987457158327863,0.11527735081186333
U3,-0.2636541834891705,-0.26403400711300856,-0.2629815629002712,-0.2658658423416543,-0.2695192548903273,-0.26915293184338207,-0.26801460647517467,0.10622794290860281,0.06256522531493153,-0.01419943220739248,-0.23173627142508058,-0.24485193415831416,0.9843724248130147,0.9825064297770117,1.0,0.2262952863798823,0.22726885270395142,0.22726885912378467,0.17625700090250754,0.22629495737442076,0.09924254001155197,0.05014839022703127
W,0.013701325595078721,0.009077627329219538,0.02731038648440758,-0.0032750245658248293,-0.009609187041682746,-0.01609490067415364,0.004763562373994749,-0.17330639932980704,-0.17076543704646252,-0.22106011342721998,0.05263531702253234,0.03946545067972136,0.2156231172635555,0.20190560255330448,0.2262952863798823,1.0,0.9992802681243127,0.999280270288752,0.7944487676021263,0.999999999996967,0.8282982545070533,0.2587111472631971
WQ,0.012721755185270358,0.007996584683144353,0.02602058130690102,-0.0058246365087957835,-0.011159049549220614,-0.017806264290765057,0.0029676287176035807,-0.1624664002642822,-0.16004781009713676,-0.21176290660583424,0.048414939425851386,0.03836925472046567,0.21633590579755577,0.20263225666535598,0.22726885270395142,0.9992802681243127,1.0,0.9999999999998979,0.787919613483589,0.9992802703414907,0.8281550615778652,0.25552682715579644
WQ_in,0.012721756334996373,0.00799658608023089,0.026020582226264636,-0.005824632971801044,-0.011159046876926293,-0.017806261149464056,0.00296763106910215,-0.16246639845810373,-0.16004780593777518,-0.21176289933340517,0.04841494667281415,0.03836925466090059,0.21633591525138632,0.20263226747723226,0.22726885912378467,0.999280270288752,0.9999999999998979,1.0,0.787919710579869,0.9992802725058553,0.8281550435074649,0.2555268656293482
WQ_out,-0.0021599566454257786,-0.004995355762675902,0.01649094805239354,0.0004855841774020784,-0.01053937077736329,-0.01414933817391915,0.006717472824519288,-0.12444625947244493,-0.12258903298994635,-0.151123820968588,0.044525164234449195,0.01161013915096501,0.17781559879618666,0.1737553488431903,0.17625700090250754,0.7944487676021263,0.787919613483589,0.787919710579869,1.0,0.7944482252083658,0.5358612517909564,0.3494595007000663
W_in,0.013701433948821748,0.009077725523676578,0.027310469142150347,-0.0032750590509128333,-0.009609145273074875,-0.01609487343580477,0.004763591223450702,-0.1733062215114631,-0.1707652186406596,-0.22105998686428432,0.0526353095707015,0.03946556366111798,0.2156228502776476,0.2019053151971769,0.22629495737442076,0.999999999996967,0.9992802703414907,0.9992802725058553,0.7944482252083658,1.0,0.8282996481345603,0.2587106414454721
W_out,0.030765903065070967,0.024581353240845448,0.0366727706040412,-0.016177259059611492,-0.0038469007625500534,-0.012600481205391962,0.005681919791743612,-0.09786431184451486,-0.0872748158514346,-0.1506096050071453,0.03667487826294234,0.05311556150227048,0.10530237139234647,0.08987457158327863,0.09924254001155197,0.8282982545070533,0.8281550615778652,0.8281550435074649,0.5358612517909564,0.8282996481345603,1.0,0.08371924070501104
f,0.36666850480541147,0.3652466280038925,0.36965108504582167,0.37393947959979995,0.3661332211325645,0.36306052329420224,0.368630930759226,-0.1078011480306308,-0.029374990908252654,0.06729952373484631,0.37182671549779406,0.37363944699356305,0.1135845724157089,0.11527735081186333,0.05014839022703127,0.2587111472631971,0.25552682715579644,0.2555268656293482,0.3494595007000663,0.2587106414454721,0.08371924070501104,1.0
