meter_urn,issue_id,reason,time_start,time_end,comment
H3.Z43,H3.Z43.W@zero@1616817480,zero,2021-03-27 03:58:00+00:00,2021-03-27 03:58:00+00:00,"zero, 0.0h from 2021-03-27T03:58:00Z to 2021-03-27T03:58:00Z"
H3.Z43,H3.Z43.W@zero@1616820480,zero,2021-03-27 04:48:00+00:00,2021-03-27 04:48:00+00:00,"zero, 0.0h from 2021-03-27T04:48:00Z to 2021-03-27T04:48:00Z"
H3.Z43,H3.Z43.W@zero@1616823480,zero,2021-03-27 05:38:00+00:00,2021-03-27 05:38:00+00:00,"zero, 0.0h from 2021-03-27T05:38:00Z to 2021-03-27T05:38:00Z"
H3.Z43,H3.Z43.W@zero@1616826480,zero,2021-03-27 06:28:00+00:00,2021-03-27 06:28:00+00:00,"zero, 0.0h from 2021-03-27T06:28:00Z to 2021-03-27T06:28:00Z"
H3.Z43,H3.Z43.W@zero@1616829480,zero,2021-03-27 07:18:00+00:00,2021-03-27 07:18:00+00:00,"zero, 0.0h from 2021-03-27T07:18:00Z to 2021-03-27T07:18:00Z"
H3.Z43,H3.Z43.W@zero@1616830980,zero,2021-03-27 07:43:00+00:00,2021-03-27 07:43:00+00:00,"zero, 0.0h from 2021-03-27T07:43:00Z to 2021-03-27T07:43:00Z"
H3.Z43,H3.Z43.W@zero@1616835600,zero,2021-03-27 09:00:00+00:00,2021-03-27 09:00:00+00:00,"zero, 0.0h from 2021-03-27T09:00:00Z to 2021-03-27T09:00:00Z"
H3.Z43,H3.Z43.W@zero@1616847660,zero,2021-03-27 12:21:00+00:00,2021-03-27 12:21:00+00:00,"zero, 0.0h from 2021-03-27T12:21:00Z to 2021-03-27T12:21:00Z"
H3.Z43,H3.Z43.W@zero@1616852100,zero,2021-03-27 13:35:00+00:00,2021-03-27 13:35:00+00:00,"zero, 0.0h from 2021-03-27T13:35:00Z to 2021-03-27T13:35:00Z"
H3.Z43,H3.Z43.W@zero@1616856480,zero,2021-03-27 14:48:00+00:00,2021-03-27 14:48:00+00:00,"zero, 0.0h from 2021-03-27T14:48:00Z to 2021-03-27T14:48:00Z"
H3.Z43,H3.Z43.W@zero@1616862360,zero,2021-03-27 16:26:00+00:00,2021-03-27 16:26:00+00:00,"zero, 0.0h from 2021-03-27T16:26:00Z to 2021-03-27T16:26:00Z"
H3.Z43,H3.Z43.W@zero@1616863800,zero,2021-03-27 16:50:00+00:00,2021-03-27 16:50:00+00:00,"zero, 0.0h from 2021-03-27T16:50:00Z to 2021-03-27T16:50:00Z"
H3.Z43,H3.Z43.W@zero@1616868180,zero,2021-03-27 18:03:00+00:00,2021-03-27 18:03:00+00:00,"zero, 0.0h from 2021-03-27T18:03:00Z to 2021-03-27T18:03:00Z"
H3.Z43,H3.Z43.W@zero@1616871120,zero,2021-03-27 18:52:00+00:00,2021-03-27 18:52:00+00:00,"zero, 0.0h from 2021-03-27T18:52:00Z to 2021-03-27T18:52:00Z"
H3.Z43,H3.Z43.W@zero@1616872560,zero,2021-03-27 19:16:00+00:00,2021-03-27 19:16:00+00:00,"zero, 0.0h from 2021-03-27T19:16:00Z to 2021-03-27T19:16:00Z"
H3.Z43,H3.Z43.W@zero@1616875440,zero,2021-03-27 20:04:00+00:00,2021-03-27 20:04:00+00:00,"zero, 0.0h from 2021-03-27T20:04:00Z to 2021-03-27T20:04:00Z"
H3.Z43,H3.Z43.W@zero@1616880000,zero,2021-03-27 21:20:00+00:00,2021-03-27 21:20:00+00:00,"zero, 0.0h from 2021-03-27T21:20:00Z to 2021-03-27T21:20:00Z"
H3.Z43,H3.Z43.W@zero@1616884440,zero,2021-03-27 22:34:00+00:00,2021-03-27 22:34:00+00:00,"zero, 0.0h from 2021-03-27T22:34:00Z to 2021-03-27T22:34:00Z"
H3.Z43,H3.Z43.W@zero@1616887380,zero,2021-03-27 23:23:00+00:00,2021-03-27 23:23:00+00:00,"zero, 0.0h from 2021-03-27T23:23:00Z to 2021-03-27T23:23:00Z"
H3.Z43,H3.Z43.W@zero@1616893140,zero,2021-03-28 00:59:00+00:00,2021-03-28 00:59:00+00:00,"zero, 0.0h from 2021-03-28T00:59:00Z to 2021-03-28T00:59:00Z"
H3.Z43,H3.Z43.W@zero@1616897460,zero,2021-03-28 02:11:00+00:00,2021-03-28 02:11:00+00:00,"zero, 0.0h from 2021-03-28T02:11:00Z to 2021-03-28T02:11:00Z"
H3.Z43,H3.Z43.W@zero@1616900340,zero,2021-03-28 02:59:00+00:00,2021-03-28 02:59:00+00:00,"zero, 0.0h from 2021-03-28T02:59:00Z to 2021-03-28T02:59:00Z"
H3.Z43,H3.Z43.W@zero@1616903220,zero,2021-03-28 03:47:00+00:00,2021-03-28 03:47:00+00:00,"zero, 0.0h from 2021-03-28T03:47:00Z to 2021-03-28T03:47:00Z"
H3.Z43,H3.Z43.W@zero@1616906100,zero,2021-03-28 04:35:00+00:00,2021-03-28 04:35:00+00:00,"zero, 0.0h from 2021-03-28T04:35:00Z to 2021-03-28T04:35:00Z"
H3.Z43,H3.Z43.W@zero@1616908980,zero,2021-03-28 05:23:00+00:00,2021-03-28 05:23:00+00:00,"zero, 0.0h from 2021-03-28T05:23:00Z to 2021-03-28T05:23:00Z"
H3.Z43,H3.Z43.W@zero@1616911920,zero,2021-03-28 06:12:00+00:00,2021-03-28 06:12:00+00:00,"zero, 0.0h from 2021-03-28T06:12:00Z to 2021-03-28T06:12:00Z"
H3.Z43,H3.Z43.W@zero@1616914860,zero,2021-03-28 07:01:00+00:00,2021-03-28 07:01:00+00:00,"zero, 0.0h from 2021-03-28T07:01:00Z to 2021-03-28T07:01:00Z"
H3.Z43,H3.Z43.W@zero@1616919240,zero,2021-03-28 08:14:00+00:00,2021-03-28 08:14:00+00:00,"zero, 0.0h from 2021-03-28T08:14:00Z to 2021-03-28T08:14:00Z"
H3.Z43,H3.Z43.W@zero@1616922120,zero,2021-03-28 09:02:00+00:00,2021-03-28 09:02:00+00:00,"zero, 0.0h from 2021-03-28T09:02:00Z to 2021-03-28T09:02:00Z"
H3.Z43,H3.Z43.W@zero@1616927940,zero,2021-03-28 10:39:00+00:00,2021-03-28 10:39:00+00:00,"zero, 0.0h from 2021-03-28T10:39:00Z to 2021-03-28T10:39:00Z"
H3.Z43,H3.Z43.W@zero@1616929380,zero,2021-03-28 11:03:00+00:00,2021-03-28 11:03:00+00:00,"zero, 0.0h from 2021-03-28T11:03:00Z to 2021-03-28T11:03:00Z"
H3.Z43,H3.Z43.W@zero@1616930820,zero,2021-03-28 11:27:00+00:00,2021-03-28 11:27:00+00:00,"zero, 0.0h from 2021-03-28T11:27:00Z to 2021-03-28T11:27:00Z"
H3.Z43,H3.Z43.W@zero@1616932260,zero,2021-03-28 11:51:00+00:00,2021-03-28 11:51:00+00:00,"zero, 0.0h from 2021-03-28T11:51:00Z to 2021-03-28T11:51:00Z"
H3.Z43,H3.Z43.W@zero@1616942700,zero,2021-03-28 14:45:00+00:00,2021-03-28 14:45:00+00:00,"zero, 0.0h from 2021-03-28T14:45:00Z to 2021-03-28T14:45:00Z"
H3.Z43,H3.Z43.W@zero@1616945580,zero,2021-03-28 15:33:00+00:00,2021-03-28 15:33:00+00:00,"zero, 0.0h from 2021-03-28T15:33:00Z to 2021-03-28T15:33:00Z"
H3.Z43,H3.Z43.W@zero@1616948460,zero,2021-03-28 16:21:00+00:00,2021-03-28 16:21:00+00:00,"zero, 0.0h from 2021-03-28T16:21:00Z to 2021-03-28T16:21:00Z"
H3.Z43,H3.Z43.W@zero@1616951340,zero,2021-03-28 17:09:00+00:00,2021-03-28 17:09:00+00:00,"zero, 0.0h from 2021-03-28T17:09:00Z to 2021-03-28T17:09:00Z"
H3.Z43,H3.Z43.W@zero@1616952780,zero,2021-03-28 17:33:00+00:00,2021-03-28 17:33:00+00:00,"zero, 0.0h from 2021-03-28T17:33:00Z to 2021-03-28T17:33:00Z"
H3.Z43,H3.Z43.W@zero@1616954220,zero,2021-03-28 17:57:00+00:00,2021-03-28 17:57:00+00:00,"zero, 0.0h from 2021-03-28T17:57:00Z to 2021-03-28T17:57:00Z"
H3.Z43,H3.Z43.W@zero@1616965800,zero,2021-03-28 21:10:00+00:00,2021-03-28 21:10:00+00:00,"zero, 0.0h from 2021-03-28T21:10:00Z to 2021-03-28T21:10:00Z"
H3.Z43,H3.Z43.W@zero@1616967240,zero,2021-03-28 21:34:00+00:00,2021-03-28 21:34:00+00:00,"zero, 0.0h from 2021-03-28T21:34:00Z to 2021-03-28T21:34:00Z"
H3.Z43,H3.Z43.W@zero@1616978760,zero,2021-03-29 00:46:00+00:00,2021-03-29 00:46:00+00:00,"zero, 0.0h from 2021-03-29T00:46:00Z to 2021-03-29T00:46:00Z"
H3.Z43,H3.Z43.W@zero@1616980200,zero,2021-03-29 01:10:00+00:00,2021-03-29 01:10:00+00:00,"zero, 0.0h from 2021-03-29T01:10:00Z to 2021-03-29T01:10:00Z"
H3.Z43,H3.Z43.W@zero@1616981640,zero,2021-03-29 01:34:00+00:00,2021-03-29 01:34:00+00:00,"zero, 0.0h from 2021-03-29T01:34:00Z to 2021-03-29T01:34:00Z"
H3.Z43,H3.Z43.W@zero@1665061320,zero,2022-10-06 13:02:00+00:00,2022-10-06 13:02:00+00:00,"zero, 0.0h from 2022-10-06T13:02:00Z to 2022-10-06T13:02:00Z"
H3.Z43,H3.Z43.W@zero@1673456100,zero,2023-01-11 16:55:00+00:00,2023-01-11 16:55:00+00:00,"zero, 0.0h from 2023-01-11T16:55:00Z to 2023-01-11T16:55:00Z"
H3.Z43,H3.Z43.W@zero@1693875300,zero,2023-09-05 00:55:00+00:00,2023-09-05 00:55:00+00:00,"zero, 0.0h from 2023-09-05T00:55:00Z to 2023-09-05T00:55:00Z"
H3.Z43,H3.Z43.WQ@zero@1616657400,zero,2021-03-25 07:30:00+00:00,2021-03-25 07:30:00+00:00,"zero, 0.0h from 2021-03-25T07:30:00Z to 2021-03-25T07:30:00Z"
H3.Z43,H3.Z43.WQ@zero@1616661900,zero,2021-03-25 08:45:00+00:00,2021-03-25 08:45:00+00:00,"zero, 0.0h from 2021-03-25T08:45:00Z to 2021-03-25T08:45:00Z"
H3.Z43,H3.Z43.WQ@zero@1616664960,zero,2021-03-25 09:36:00+00:00,2021-03-25 09:36:00+00:00,"zero, 0.0h from 2021-03-25T09:36:00Z to 2021-03-25T09:36:00Z"
H3.Z43,H3.Z43.WQ@zero@1616669460,zero,2021-03-25 10:51:00+00:00,2021-03-25 10:51:00+00:00,"zero, 0.0h from 2021-03-25T10:51:00Z to 2021-03-25T10:51:00Z"
H3.Z43,H3.Z43.WQ@zero@1616675520,zero,2021-03-25 12:32:00+00:00,2021-03-25 12:32:00+00:00,"zero, 0.0h from 2021-03-25T12:32:00Z to 2021-03-25T12:32:00Z"
H3.Z43,H3.Z43.WQ@zero@1616678520,zero,2021-03-25 13:22:00+00:00,2021-03-25 13:22:00+00:00,"zero, 0.0h from 2021-03-25T13:22:00Z to 2021-03-25T13:22:00Z"
H3.Z43,H3.Z43.WQ@zero@1616681520,zero,2021-03-25 14:12:00+00:00,2021-03-25 14:12:00+00:00,"zero, 0.0h from 2021-03-25T14:12:00Z to 2021-03-25T14:12:00Z"
H3.Z43,H3.Z43.WQ@zero@1616684520,zero,2021-03-25 15:02:00+00:00,2021-03-25 15:02:00+00:00,"zero, 0.0h from 2021-03-25T15:02:00Z to 2021-03-25T15:02:00Z"
H3.Z43,H3.Z43.WQ@zero@1616686020,zero,2021-03-25 15:27:00+00:00,2021-03-25 15:27:00+00:00,"zero, 0.0h from 2021-03-25T15:27:00Z to 2021-03-25T15:27:00Z"
H3.Z43,H3.Z43.WQ@zero@1616687520,zero,2021-03-25 15:52:00+00:00,2021-03-25 15:52:00+00:00,"zero, 0.0h from 2021-03-25T15:52:00Z to 2021-03-25T15:52:00Z"
H3.Z43,H3.Z43.WQ@zero@1616692020,zero,2021-03-25 17:07:00+00:00,2021-03-25 17:07:00+00:00,"zero, 0.0h from 2021-03-25T17:07:00Z to 2021-03-25T17:07:00Z"
H3.Z43,H3.Z43.WQ@zero@1616695020,zero,2021-03-25 17:57:00+00:00,2021-03-25 17:57:00+00:00,"zero, 0.0h from 2021-03-25T17:57:00Z to 2021-03-25T17:57:00Z"
H3.Z43,H3.Z43.WQ@zero@1616698080,zero,2021-03-25 18:48:00+00:00,2021-03-25 18:48:00+00:00,"zero, 0.0h from 2021-03-25T18:48:00Z to 2021-03-25T18:48:00Z"
H3.Z43,H3.Z43.WQ@zero@1616701080,zero,2021-03-25 19:38:00+00:00,2021-03-25 19:38:00+00:00,"zero, 0.0h from 2021-03-25T19:38:00Z to 2021-03-25T19:38:00Z"
H3.Z43,H3.Z43.WQ@zero@1616702580,zero,2021-03-25 20:03:00+00:00,2021-03-25 20:03:00+00:00,"zero, 0.0h from 2021-03-25T20:03:00Z to 2021-03-25T20:03:00Z"
H3.Z43,H3.Z43.WQ@zero@1616704080,zero,2021-03-25 20:28:00+00:00,2021-03-25 20:28:00+00:00,"zero, 0.0h from 2021-03-25T20:28:00Z to 2021-03-25T20:28:00Z"
H3.Z43,H3.Z43.WQ@zero@1616708580,zero,2021-03-25 21:43:00+00:00,2021-03-25 21:43:00+00:00,"zero, 0.0h from 2021-03-25T21:43:00Z to 2021-03-25T21:43:00Z"
H3.Z43,H3.Z43.WQ@zero@1616710080,zero,2021-03-25 22:08:00+00:00,2021-03-25 22:08:00+00:00,"zero, 0.0h from 2021-03-25T22:08:00Z to 2021-03-25T22:08:00Z"
H3.Z43,H3.Z43.WQ@zero@1616711580,zero,2021-03-25 22:33:00+00:00,2021-03-25 22:33:00+00:00,"zero, 0.0h from 2021-03-25T22:33:00Z to 2021-03-25T22:33:00Z"
H3.Z43,H3.Z43.WQ@zero@1616716140,zero,2021-03-25 23:49:00+00:00,2021-03-25 23:49:00+00:00,"zero, 0.0h from 2021-03-25T23:49:00Z to 2021-03-25T23:49:00Z"
H3.Z43,H3.Z43.WQ@zero@1616719320,zero,2021-03-26 00:42:00+00:00,2021-03-26 00:42:00+00:00,"zero, 0.0h from 2021-03-26T00:42:00Z to 2021-03-26T00:42:00Z"
H3.Z43,H3.Z43.WQ@zero@1616723820,zero,2021-03-26 01:57:00+00:00,2021-03-26 01:57:00+00:00,"zero, 0.0h from 2021-03-26T01:57:00Z to 2021-03-26T01:57:00Z"
H3.Z43,H3.Z43.WQ@zero@1616726880,zero,2021-03-26 02:48:00+00:00,2021-03-26 02:48:00+00:00,"zero, 0.0h from 2021-03-26T02:48:00Z to 2021-03-26T02:48:00Z"
H3.Z43,H3.Z43.WQ@zero@1616728380,zero,2021-03-26 03:13:00+00:00,2021-03-26 03:13:00+00:00,"zero, 0.0h from 2021-03-26T03:13:00Z to 2021-03-26T03:13:00Z"
H3.Z43,H3.Z43.WQ@zero@1616731380,zero,2021-03-26 04:03:00+00:00,2021-03-26 04:03:00+00:00,"zero, 0.0h from 2021-03-26T04:03:00Z to 2021-03-26T04:03:00Z"
H3.Z43,H3.Z43.WQ@zero@1616734380,zero,2021-03-26 04:53:00+00:00,2021-03-26 04:53:00+00:00,"zero, 0.0h from 2021-03-26T04:53:00Z to 2021-03-26T04:53:00Z"
H3.Z43,H3.Z43.WQ@zero@1616738940,zero,2021-03-26 06:09:00+00:00,2021-03-26 06:09:00+00:00,"zero, 0.0h from 2021-03-26T06:09:00Z to 2021-03-26T06:09:00Z"
H3.Z43,H3.Z43.WQ@zero@1616740440,zero,2021-03-26 06:34:00+00:00,2021-03-26 06:34:00+00:00,"zero, 0.0h from 2021-03-26T06:34:00Z to 2021-03-26T06:34:00Z"
H3.Z43,H3.Z43.WQ@zero@1616741940,zero,2021-03-26 06:59:00+00:00,2021-03-26 06:59:00+00:00,"zero, 0.0h from 2021-03-26T06:59:00Z to 2021-03-26T06:59:00Z"
H3.Z43,H3.Z43.WQ@zero@1616751000,zero,2021-03-26 09:30:00+00:00,2021-03-26 09:30:00+00:00,"zero, 0.0h from 2021-03-26T09:30:00Z to 2021-03-26T09:30:00Z"
H3.Z43,H3.Z43.WQ@zero@1616754000,zero,2021-03-26 10:20:00+00:00,2021-03-26 10:20:00+00:00,"zero, 0.0h from 2021-03-26T10:20:00Z to 2021-03-26T10:20:00Z"
H3.Z43,H3.Z43.WQ@zero@1616758680,zero,2021-03-26 11:38:00+00:00,2021-03-26 11:38:00+00:00,"zero, 0.0h from 2021-03-26T11:38:00Z to 2021-03-26T11:38:00Z"
H3.Z43,H3.Z43.WQ@zero@1616767680,zero,2021-03-26 14:08:00+00:00,2021-03-26 14:08:00+00:00,"zero, 0.0h from 2021-03-26T14:08:00Z to 2021-03-26T14:08:00Z"
H3.Z43,H3.Z43.WQ@zero@1616769180,zero,2021-03-26 14:33:00+00:00,2021-03-26 14:33:00+00:00,"zero, 0.0h from 2021-03-26T14:33:00Z to 2021-03-26T14:33:00Z"
H3.Z43,H3.Z43.WQ@zero@1616775180,zero,2021-03-26 16:13:00+00:00,2021-03-26 16:13:00+00:00,"zero, 0.0h from 2021-03-26T16:13:00Z to 2021-03-26T16:13:00Z"
H3.Z43,H3.Z43.WQ@zero@1616778180,zero,2021-03-26 17:03:00+00:00,2021-03-26 17:03:00+00:00,"zero, 0.0h from 2021-03-26T17:03:00Z to 2021-03-26T17:03:00Z"
H3.Z43,H3.Z43.WQ@zero@1616779680,zero,2021-03-26 17:28:00+00:00,2021-03-26 17:28:00+00:00,"zero, 0.0h from 2021-03-26T17:28:00Z to 2021-03-26T17:28:00Z"
H3.Z43,H3.Z43.WQ@zero@1616782680,zero,2021-03-26 18:18:00+00:00,2021-03-26 18:18:00+00:00,"zero, 0.0h from 2021-03-26T18:18:00Z to 2021-03-26T18:18:00Z"
H3.Z43,H3.Z43.WQ@zero@1616788680,zero,2021-03-26 19:58:00+00:00,2021-03-26 19:58:00+00:00,"zero, 0.0h from 2021-03-26T19:58:00Z to 2021-03-26T19:58:00Z"
H3.Z43,H3.Z43.WQ@zero@1616797980,zero,2021-03-26 22:33:00+00:00,2021-03-26 22:33:00+00:00,"zero, 0.0h from 2021-03-26T22:33:00Z to 2021-03-26T22:33:00Z"
H3.Z43,H3.Z43.WQ@zero@1616799480,zero,2021-03-26 22:58:00+00:00,2021-03-26 22:58:00+00:00,"zero, 0.0h from 2021-03-26T22:58:00Z to 2021-03-26T22:58:00Z"
H3.Z43,H3.Z43.WQ@zero@1616806980,zero,2021-03-27 01:03:00+00:00,2021-03-27 01:03:00+00:00,"zero, 0.0h from 2021-03-27T01:03:00Z to 2021-03-27T01:03:00Z"
H3.Z43,H3.Z43.WQ@zero@1616809980,zero,2021-03-27 01:53:00+00:00,2021-03-27 01:53:00+00:00,"zero, 0.0h from 2021-03-27T01:53:00Z to 2021-03-27T01:53:00Z"
H3.Z43,H3.Z43.WQ@zero@1616811480,zero,2021-03-27 02:18:00+00:00,2021-03-27 02:18:00+00:00,"zero, 0.0h from 2021-03-27T02:18:00Z to 2021-03-27T02:18:00Z"
H3.Z43,H3.Z43.WQ@zero@1616815980,zero,2021-03-27 03:33:00+00:00,2021-03-27 03:33:00+00:00,"zero, 0.0h from 2021-03-27T03:33:00Z to 2021-03-27T03:33:00Z"
H3.Z43,H3.Z43.WQ@zero@1616817480,zero,2021-03-27 03:58:00+00:00,2021-03-27 03:58:00+00:00,"zero, 0.0h from 2021-03-27T03:58:00Z to 2021-03-27T03:58:00Z"
H3.Z43,H3.Z43.WQ@zero@1616820480,zero,2021-03-27 04:48:00+00:00,2021-03-27 04:48:00+00:00,"zero, 0.0h from 2021-03-27T04:48:00Z to 2021-03-27T04:48:00Z"
H3.Z43,H3.Z43.WQ@zero@1616823480,zero,2021-03-27 05:38:00+00:00,2021-03-27 05:38:00+00:00,"zero, 0.0h from 2021-03-27T05:38:00Z to 2021-03-27T05:38:00Z"
H3.Z43,H3.Z43.WQ@zero@1616826480,zero,2021-03-27 06:28:00+00:00,2021-03-27 06:28:00+00:00,"zero, 0.0h from 2021-03-27T06:28:00Z to 2021-03-27T06:28:00Z"
H3.Z43,H3.Z43.WQ@zero@1616829480,zero,2021-03-27 07:18:00+00:00,2021-03-27 07:18:00+00:00,"zero, 0.0h from 2021-03-27T07:18:00Z to 2021-03-27T07:18:00Z"
H3.Z43,H3.Z43.WQ@zero@1616830980,zero,2021-03-27 07:43:00+00:00,2021-03-27 07:43:00+00:00,"zero, 0.0h from 2021-03-27T07:43:00Z to 2021-03-27T07:43:00Z"
H3.Z43,H3.Z43.WQ@zero@1616835600,zero,2021-03-27 09:00:00+00:00,2021-03-27 09:00:00+00:00,"zero, 0.0h from 2021-03-27T09:00:00Z to 2021-03-27T09:00:00Z"
H3.Z43,H3.Z43.WQ@zero@1616847660,zero,2021-03-27 12:21:00+00:00,2021-03-27 12:21:00+00:00,"zero, 0.0h from 2021-03-27T12:21:00Z to 2021-03-27T12:21:00Z"
H3.Z43,H3.Z43.WQ@zero@1616852100,zero,2021-03-27 13:35:00+00:00,2021-03-27 13:35:00+00:00,"zero, 0.0h from 2021-03-27T13:35:00Z to 2021-03-27T13:35:00Z"
H3.Z43,H3.Z43.WQ@zero@1616856480,zero,2021-03-27 14:48:00+00:00,2021-03-27 14:48:00+00:00,"zero, 0.0h from 2021-03-27T14:48:00Z to 2021-03-27T14:48:00Z"
H3.Z43,H3.Z43.WQ@zero@1616862360,zero,2021-03-27 16:26:00+00:00,2021-03-27 16:26:00+00:00,"zero, 0.0h from 2021-03-27T16:26:00Z to 2021-03-27T16:26:00Z"
H3.Z43,H3.Z43.WQ@zero@1616863800,zero,2021-03-27 16:50:00+00:00,2021-03-27 16:50:00+00:00,"zero, 0.0h from 2021-03-27T16:50:00Z to 2021-03-27T16:50:00Z"
H3.Z43,H3.Z43.WQ@zero@1616868180,zero,2021-03-27 18:03:00+00:00,2021-03-27 18:03:00+00:00,"zero, 0.0h from 2021-03-27T18:03:00Z to 2021-03-27T18:03:00Z"
H3.Z43,H3.Z43.WQ@zero@1616871120,zero,2021-03-27 18:52:00+00:00,2021-03-27 18:52:00+00:00,"zero, 0.0h from 2021-03-27T18:52:00Z to 2021-03-27T18:52:00Z"
H3.Z43,H3.Z43.WQ@zero@1616872560,zero,2021-03-27 19:16:00+00:00,2021-03-27 19:16:00+00:00,"zero, 0.0h from 2021-03-27T19:16:00Z to 2021-03-27T19:16:00Z"
H3.Z43,H3.Z43.WQ@zero@1616875440,zero,2021-03-27 20:04:00+00:00,2021-03-27 20:04:00+00:00,"zero, 0.0h from 2021-03-27T20:04:00Z to 2021-03-27T20:04:00Z"
H3.Z43,H3.Z43.WQ@zero@1616880000,zero,2021-03-27 21:20:00+00:00,2021-03-27 21:20:00+00:00,"zero, 0.0h from 2021-03-27T21:20:00Z to 2021-03-27T21:20:00Z"
H3.Z43,H3.Z43.WQ@zero@1616884440,zero,2021-03-27 22:34:00+00:00,2021-03-27 22:34:00+00:00,"zero, 0.0h from 2021-03-27T22:34:00Z to 2021-03-27T22:34:00Z"
H3.Z43,H3.Z43.WQ@zero@1616887380,zero,2021-03-27 23:23:00+00:00,2021-03-27 23:23:00+00:00,"zero, 0.0h from 2021-03-27T23:23:00Z to 2021-03-27T23:23:00Z"
H3.Z43,H3.Z43.WQ@zero@1616893140,zero,2021-03-28 00:59:00+00:00,2021-03-28 00:59:00+00:00,"zero, 0.0h from 2021-03-28T00:59:00Z to 2021-03-28T00:59:00Z"
H3.Z43,H3.Z43.WQ@zero@1616897460,zero,2021-03-28 02:11:00+00:00,2021-03-28 02:11:00+00:00,"zero, 0.0h from 2021-03-28T02:11:00Z to 2021-03-28T02:11:00Z"
H3.Z43,H3.Z43.WQ@zero@1616900340,zero,2021-03-28 02:59:00+00:00,2021-03-28 02:59:00+00:00,"zero, 0.0h from 2021-03-28T02:59:00Z to 2021-03-28T02:59:00Z"
H3.Z43,H3.Z43.WQ@zero@1616903220,zero,2021-03-28 03:47:00+00:00,2021-03-28 03:47:00+00:00,"zero, 0.0h from 2021-03-28T03:47:00Z to 2021-03-28T03:47:00Z"
H3.Z43,H3.Z43.WQ@zero@1616906100,zero,2021-03-28 04:35:00+00:00,2021-03-28 04:35:00+00:00,"zero, 0.0h from 2021-03-28T04:35:00Z to 2021-03-28T04:35:00Z"
H3.Z43,H3.Z43.WQ@zero@1616908980,zero,2021-03-28 05:23:00+00:00,2021-03-28 05:23:00+00:00,"zero, 0.0h from 2021-03-28T05:23:00Z to 2021-03-28T05:23:00Z"
H3.Z43,H3.Z43.WQ@zero@1616911920,zero,2021-03-28 06:12:00+00:00,2021-03-28 06:12:00+00:00,"zero, 0.0h from 2021-03-28T06:12:00Z to 2021-03-28T06:12:00Z"
H3.Z43,H3.Z43.WQ@zero@1616914860,zero,2021-03-28 07:01:00+00:00,2021-03-28 07:01:00+00:00,"zero, 0.0h from 2021-03-28T07:01:00Z to 2021-03-28T07:01:00Z"
H3.Z43,H3.Z43.WQ@zero@1616919240,zero,2021-03-28 08:14:00+00:00,2021-03-28 08:14:00+00:00,"zero, 0.0h from 2021-03-28T08:14:00Z to 2021-03-28T08:14:00Z"
H3.Z43,H3.Z43.WQ@zero@1616922120,zero,2021-03-28 09:02:00+00:00,2021-03-28 09:02:00+00:00,"zero, 0.0h from 2021-03-28T09:02:00Z to 2021-03-28T09:02:00Z"
H3.Z43,H3.Z43.WQ@zero@1616927940,zero,2021-03-28 10:39:00+00:00,2021-03-28 10:39:00+00:00,"zero, 0.0h from 2021-03-28T10:39:00Z to 2021-03-28T10:39:00Z"
H3.Z43,H3.Z43.WQ@zero@1616929380,zero,2021-03-28 11:03:00+00:00,2021-03-28 11:03:00+00:00,"zero, 0.0h from 2021-03-28T11:03:00Z to 2021-03-28T11:03:00Z"
H3.Z43,H3.Z43.WQ@zero@1616930820,zero,2021-03-28 11:27:00+00:00,2021-03-28 11:27:00+00:00,"zero, 0.0h from 2021-03-28T11:27:00Z to 2021-03-28T11:27:00Z"
H3.Z43,H3.Z43.WQ@zero@1616932260,zero,2021-03-28 11:51:00+00:00,2021-03-28 11:51:00+00:00,"zero, 0.0h from 2021-03-28T11:51:00Z to 2021-03-28T11:51:00Z"
H3.Z43,H3.Z43.WQ@zero@1616942700,zero,2021-03-28 14:45:00+00:00,2021-03-28 14:45:00+00:00,"zero, 0.0h from 2021-03-28T14:45:00Z to 2021-03-28T14:45:00Z"
H3.Z43,H3.Z43.WQ@zero@1616945580,zero,2021-03-28 15:33:00+00:00,2021-03-28 15:33:00+00:00,"zero, 0.0h from 2021-03-28T15:33:00Z to 2021-03-28T15:33:00Z"
H3.Z43,H3.Z43.WQ@zero@1616948460,zero,2021-03-28 16:21:00+00:00,2021-03-28 16:21:00+00:00,"zero, 0.0h from 2021-03-28T16:21:00Z to 2021-03-28T16:21:00Z"
H3.Z43,H3.Z43.WQ@zero@1616951340,zero,2021-03-28 17:09:00+00:00,2021-03-28 17:09:00+00:00,"zero, 0.0h from 2021-03-28T17:09:00Z to 2021-03-28T17:09:00Z"
H3.Z43,H3.Z43.WQ@zero@1616954220,zero,2021-03-28 17:57:00+00:00,2021-03-28 17:57:00+00:00,"zero, 0.0h from 2021-03-28T17:57:00Z to 2021-03-28T17:57:00Z"
H3.Z43,H3.Z43.WQ@zero@1616965800,zero,2021-03-28 21:10:00+00:00,2021-03-28 21:10:00+00:00,"zero, 0.0h from 2021-03-28T21:10:00Z to 2021-03-28T21:10:00Z"
H3.Z43,H3.Z43.WQ@zero@1616967240,zero,2021-03-28 21:34:00+00:00,2021-03-28 21:34:00+00:00,"zero, 0.0h from 2021-03-28T21:34:00Z to 2021-03-28T21:34:00Z"
