date,meter_urn,measurement,anomaly_hours,anomaly_count,max_z_score,value_change_ratio,target_mean,baseline_mean
2023-09-23,H2.T.Z33,P3,"['2023-09-23 10:00:00+00:00', '2023-09-23 11:00:00+00:00']",2,3.829,0.709,3492.84,12003.365
2023-09-23,H2.T.Z33,P1,"['2023-09-23 10:00:00+00:00', '2023-09-23 11:00:00+00:00']",2,3.822,0.6761,3588.958,11082.122
2023-09-23,H1.Z24,P3,"['2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 19:00:00+00:00', '2023-09-23 21:00:00+00:00', '2023-09-23 23:00:00+00:00']",5,3.816,10.805,28.378,2.404
2023-09-23,H2.T.Z33,P,"['2023-09-23 10:00:00+00:00', '2023-09-23 11:00:00+00:00']",2,3.804,0.6835,10267.656,32442.913
2023-09-23,H2.K21,Tvl,"['2023-09-23 16:00:00+00:00', '2023-09-23 17:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 20:00:00+00:00', '2023-09-23 21:00:00+00:00', '2023-09-23 22:00:00+00:00', '2023-09-23 23:00:00+00:00']",7,3.776,0.6482,15.985,9.699
2023-09-23,H2.T.Z33,P2,"['2023-09-23 10:00:00+00:00', '2023-09-23 11:00:00+00:00']",2,3.758,0.7084,3185.506,10925.109
2023-09-23,H1.Z28,P2,"['2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 19:00:00+00:00', '2023-09-23 21:00:00+00:00', '2023-09-23 23:00:00+00:00']",5,3.65,0.8078,2120.015,11027.659
2023-09-23,H1.Z28,P,"['2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 19:00:00+00:00', '2023-09-23 21:00:00+00:00']",4,3.583,0.9346,1754.984,26833.263
2023-09-23,H1.Z28,P1,"['2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 19:00:00+00:00', '2023-09-23 21:00:00+00:00']",4,3.578,1.0963,-867.306,9003.342
2023-09-23,V.Z81,P1,"['2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 21:00:00+00:00']",3,3.528,1.5222,-5002.243,9578.486
2023-09-23,V.Z82,P1,"['2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 21:00:00+00:00']",3,3.512,0.9371,958.563,15235.106
2023-09-23,H1.Z15,P1,"['2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 19:00:00+00:00', '2023-09-23 21:00:00+00:00']",4,3.51,1.0044,-84.41,19201.153
2023-09-23,H1.Z28,P3,"['2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 21:00:00+00:00']",3,3.484,0.9262,502.14,6802.73
2023-09-23,V.Z81,P2,"['2023-09-23 14:00:00+00:00', '2023-09-23 21:00:00+00:00']",2,3.481,1.8025,-6492.812,8091.149
2023-09-23,V.Z81,P,"['2023-09-23 14:00:00+00:00', '2023-09-23 21:00:00+00:00']",2,3.465,1.6244,-16892.816,27055.059
2023-09-23,V.Z82,P2,"['2023-09-23 14:00:00+00:00', '2023-09-23 21:00:00+00:00']",2,3.46,1.0055,-78.356,14228.134
2023-09-23,H1.Z20,Q,"['2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 19:00:00+00:00', '2023-09-23 21:00:00+00:00']",4,3.453,2.0054,-2491.585,-829.041
2023-09-23,V.Z82,P,"['2023-09-23 14:00:00+00:00', '2023-09-23 21:00:00+00:00']",2,3.445,0.9982,79.134,43075.371
2023-09-23,H1.Z15,P,"['2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 21:00:00+00:00']",3,3.425,1.169,-8992.785,53225.441
2023-09-23,H1.Z15,P2,"['2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 21:00:00+00:00']",3,3.417,1.355,-5240.314,14761.412
2023-09-23,H2.Z361,P1,"['2023-09-23 10:00:00+00:00', '2023-09-23 11:00:00+00:00']",2,3.401,0.3403,12244.802,18560.022
2023-09-23,H2.Z351,P1,"['2023-09-23 10:00:00+00:00', '2023-09-23 11:00:00+00:00']",2,3.391,0.3462,12310.659,18828.95
2023-09-23,H2.Z361,P3,"['2023-09-23 10:00:00+00:00', '2023-09-23 11:00:00+00:00']",2,3.39,0.3254,13649.472,20234.575
2023-09-23,H2.Z351,P3,"['2023-09-23 10:00:00+00:00', '2023-09-23 11:00:00+00:00']",2,3.386,0.3345,13609.372,20448.796
2023-09-23,H2.Z361,P,"['2023-09-23 10:00:00+00:00', '2023-09-23 11:00:00+00:00']",2,3.383,0.3252,39102.279,57947.821
2023-09-23,H1.Z24,Q,"['2023-09-23 14:00:00+00:00', '2023-09-23 21:00:00+00:00']",2,3.372,0.5757,33.622,21.338
2023-09-23,H2.Z351,P,"['2023-09-23 10:00:00+00:00', '2023-09-23 11:00:00+00:00']",2,3.372,0.3307,39072.677,58381.408
2023-09-23,V.Z81,P3,"['2023-09-23 14:00:00+00:00', '2023-09-23 21:00:00+00:00']",2,3.369,1.5751,-5397.665,9385.969
2023-09-23,H1.Z15,P3,"['2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 21:00:00+00:00']",3,3.35,1.1904,-3668.127,19262.844
2023-09-23,V.Z82,P3,"['2023-09-23 14:00:00+00:00', '2023-09-23 21:00:00+00:00']",2,3.346,1.0589,-801.991,13612.177
2023-09-23,H2.Z361,P2,"['2023-09-23 10:00:00+00:00', '2023-09-23 11:00:00+00:00']",2,3.345,0.3104,13207.893,19152.807
2023-09-23,H2.Z351,P2,"['2023-09-23 10:00:00+00:00', '2023-09-23 11:00:00+00:00']",2,3.326,0.3115,13152.166,19103.594
2023-09-23,H1.W12,qv,"['2023-09-23 02:00:00+00:00', '2023-09-23 14:00:00+00:00', '2023-09-23 18:00:00+00:00', '2023-09-23 19:00:00+00:00', '2023-09-23 21:00:00+00:00']",5,3.136,1.9877,5.851,1.958
2023-09-24,H1.W11,Tdiff,"['2023-09-24 00:00:00+00:00', '2023-09-24 01:00:00+00:00', '2023-09-24 02:00:00+00:00', '2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 07:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 19:00:00+00:00', '2023-09-24 21:00:00+00:00', '2023-09-24 22:00:00+00:00', '2023-09-24 23:00:00+00:00']",11,5.028,6.1849,14659.122,2040.28
2023-09-24,H1.W11,P,"['2023-09-24 01:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",4,4.054,2.4557,98910.104,28622.004
2023-09-24,H1.Z20,Q,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.908,2.2998,-3934.993,-1192.496
2023-09-24,H2.Z351,P3,"['2023-09-24 09:00:00+00:00', '2023-09-24 10:00:00+00:00', '2023-09-24 11:00:00+00:00', '2023-09-24 12:00:00+00:00']",4,3.722,0.4811,10807.416,20828.26
2023-09-24,H2.Z361,P3,"['2023-09-24 09:00:00+00:00', '2023-09-24 10:00:00+00:00', '2023-09-24 11:00:00+00:00', '2023-09-24 12:00:00+00:00']",4,3.717,0.4751,10830.666,20635.265
2023-09-24,H2.Z351,P,"['2023-09-24 09:00:00+00:00', '2023-09-24 10:00:00+00:00', '2023-09-24 11:00:00+00:00', '2023-09-24 12:00:00+00:00']",4,3.7,0.5029,29690.97,59731.422
2023-09-24,H2.Z351,P1,"['2023-09-24 09:00:00+00:00', '2023-09-24 10:00:00+00:00', '2023-09-24 11:00:00+00:00', '2023-09-24 12:00:00+00:00']",4,3.7,0.5257,9113.663,19216.944
2023-09-24,H2.Z361,P,"['2023-09-24 09:00:00+00:00', '2023-09-24 10:00:00+00:00', '2023-09-24 11:00:00+00:00', '2023-09-24 12:00:00+00:00']",4,3.696,0.4976,29795.597,59310.22
2023-09-24,H2.Z361,P1,"['2023-09-24 09:00:00+00:00', '2023-09-24 10:00:00+00:00', '2023-09-24 11:00:00+00:00', '2023-09-24 12:00:00+00:00']",4,3.694,0.5186,9118.993,18944.207
2023-09-24,H2.Z361,P2,"['2023-09-24 09:00:00+00:00', '2023-09-24 10:00:00+00:00', '2023-09-24 11:00:00+00:00', '2023-09-24 12:00:00+00:00']",4,3.661,0.5009,9846.388,19730.079
2023-09-24,H2.Z351,P2,"['2023-09-24 09:00:00+00:00', '2023-09-24 10:00:00+00:00', '2023-09-24 11:00:00+00:00', '2023-09-24 12:00:00+00:00']",4,3.66,0.5037,9770.592,19686.031
2023-09-24,H1.Z20,P2,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00', '2023-09-24 23:00:00+00:00']",6,3.612,2.4781,-21467.872,-6172.291
2023-09-24,H1.Z20,I2,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00', '2023-09-24 23:00:00+00:00']",6,3.606,2.4031,-94.814,-27.861
2023-09-24,H1.Z19,P3,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00', '2023-09-24 23:00:00+00:00']",6,3.601,2.9471,452.139,114.551
2023-09-24,H1.Z19,I3,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00', '2023-09-24 23:00:00+00:00']",6,3.591,2.1801,3.708,1.166
2023-09-24,H1.Z20,P1,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00', '2023-09-24 23:00:00+00:00']",6,3.576,2.4709,-22482.375,-6477.326
2023-09-24,H1.Z20,P,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00', '2023-09-24 23:00:00+00:00']",6,3.57,2.5035,-64340.682,-18364.726
2023-09-24,H1.Z20,P3,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00', '2023-09-24 23:00:00+00:00']",6,3.565,2.447,-20393.24,-5916.222
2023-09-24,H2.T.Z33,P1,"['2023-09-24 09:00:00+00:00', '2023-09-24 10:00:00+00:00', '2023-09-24 11:00:00+00:00', '2023-09-24 12:00:00+00:00']",4,3.555,0.8996,1049.09,10446.229
2023-09-24,H1.Z20,I3,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00', '2023-09-24 23:00:00+00:00']",6,3.541,2.4042,-90.434,-26.566
2023-09-24,H1.Z20,I1,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00', '2023-09-24 23:00:00+00:00']",6,3.534,2.3667,-101.575,-30.17
2023-09-24,H1.Z29,I2,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.532,2.0223,97.254,32.179
2023-09-24,H1.ZE20,I2,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.532,2.3343,-94.829,-28.441
2023-09-24,H1.Z29,P2,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.527,2.7503,-21192.97,-5650.945
2023-09-24,H1.ZE20,P2,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.524,2.3703,-21456.054,-6366.174
2023-09-24,H1.Z25,P1,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00', '2023-09-24 23:00:00+00:00']",6,3.491,0.3379,133.038,99.435
2023-09-24,H1.Z29,P1,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.488,2.8494,-21833.193,-5671.911
2023-09-24,H2.T.Z33,P,"['2023-09-24 09:00:00+00:00', '2023-09-24 11:00:00+00:00', '2023-09-24 12:00:00+00:00']",3,3.488,0.8846,3627.754,31445.356
2023-09-24,H1.ZE20,P1,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.484,2.3658,-22455.543,-6671.725
2023-09-24,H1.Z29,P,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.482,2.8358,-62864.584,-16389.086
2023-09-24,H1.Z29,P3,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.478,2.9158,-19838.508,-5066.264
2023-09-24,H1.ZE20,P,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.477,2.3588,-64298.212,-19143.439
2023-09-24,H1.ZE20,P3,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.468,2.339,-20386.616,-6105.54
2023-09-24,H1.Z29,I3,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.465,1.9022,93.182,32.107
2023-09-24,H1.Z29,I1,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.464,1.9633,104.076,35.121
2023-09-24,H2.T.Z33,P2,"['2023-09-24 09:00:00+00:00', '2023-09-24 11:00:00+00:00', '2023-09-24 12:00:00+00:00']",3,3.464,0.9133,893.97,10307.06
2023-09-24,H1.ZE20,I1,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.462,2.2965,-101.496,-30.789
2023-09-24,H2.T.Z33,P3,"['2023-09-24 09:00:00+00:00', '2023-09-24 11:00:00+00:00', '2023-09-24 12:00:00+00:00']",3,3.462,0.8495,1685.251,11194.9
2023-09-24,H1.ZE20,I3,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.457,2.3075,-90.403,-27.333
2023-09-24,H1.Z24,P1,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.448,0.317,59.766,87.508
2023-09-24,H1.W12,P,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.425,2.2626,104012.472,31880.417
2023-09-24,H1.Z19,P1,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.415,2.1349,11.068,3.531
2023-09-24,H2.K21,Trl,"['2023-09-24 03:00:00+00:00', '2023-09-24 07:00:00+00:00', '2023-09-24 08:00:00+00:00', '2023-09-24 11:00:00+00:00']",4,3.336,0.3518,14.812,10.958
2023-09-24,H1.Z25,P3,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.257,4.7265,-23.513,-4.106
2023-09-24,H1.Z24,P3,"['2023-09-24 04:00:00+00:00', '2023-09-24 06:00:00+00:00', '2023-09-24 17:00:00+00:00', '2023-09-24 18:00:00+00:00', '2023-09-24 21:00:00+00:00']",5,3.235,4.327,40.901,7.678
2023-09-25,H3.Z46,Q,"['2023-09-25 03:00:00+00:00', '2023-09-25 04:00:00+00:00', '2023-09-25 05:00:00+00:00']",3,178.028,0.3439,-1048.098,-1597.506
2023-09-25,H3.Z46,I3,"['2023-09-25 03:00:00+00:00', '2023-09-25 04:00:00+00:00', '2023-09-25 05:00:00+00:00']",3,42.917,0.1991,6.001,5.004
2023-09-25,H3.Z46,P3,"['2023-09-25 03:00:00+00:00', '2023-09-25 04:00:00+00:00', '2023-09-25 05:00:00+00:00']",3,35.615,0.1804,1303.596,1104.407
2023-09-25,H3.Z46,P,"['2023-09-25 03:00:00+00:00', '2023-09-25 04:00:00+00:00', '2023-09-25 05:00:00+00:00']",3,29.448,0.1137,4707.038,4226.443
2023-09-25,H3.Z46,I1,"['2023-09-25 03:00:00+00:00', '2023-09-25 04:00:00+00:00', '2023-09-25 05:00:00+00:00']",3,18.584,0.1061,7.338,6.634
2023-09-25,H3.Z40,Q,"['2023-09-25 03:00:00+00:00', '2023-09-25 04:00:00+00:00', '2023-09-25 05:00:00+00:00']",3,15.837,0.1728,-2270.565,-2744.91
2023-09-25,H3.Z46,P1,"['2023-09-25 03:00:00+00:00', '2023-09-25 04:00:00+00:00', '2023-09-25 05:00:00+00:00']",3,15.29,0.1057,1588.515,1436.674
2023-09-25,H2.Z64,P,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.592,0.1791,19077.765,16179.791
2023-09-25,H2.Z65,P,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.531,0.177,19519.998,16584.372
2023-09-25,H2.ZE65,I1,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.234,0.1635,28.701,24.669
2023-09-25,H2.ZE65,P1,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.202,0.1844,6422.281,5422.254
2023-09-25,H2.ZE64,I1,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.18,0.1629,28.398,24.421
2023-09-25,H2.ZE66,I2,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.162,0.1991,15.688,13.083
2023-09-25,H2.ZE64,I3,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.133,0.1552,29.188,25.266
2023-09-25,H2.ZE64,P1,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.128,0.1844,6345.771,5357.645
2023-09-25,H2.ZE65,I3,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.125,0.1555,29.921,25.895
2023-09-25,H2.ZE66,I1,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.103,0.2033,15.897,13.211
2023-09-25,H2.ZE66,P1,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.091,0.2026,2993.468,2489.082
2023-09-25,H2.ZE64,I2,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.069,0.1565,28.814,24.914
2023-09-25,H2.ZE64,P2,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.057,0.181,6348.521,5375.606
2023-09-25,H2.ZE65,I2,"['2023-09-25 09:00:00+00:00', '2023-09-25 10:00:00+00:00', '2023-09-25 11:00:00+00:00', '2023-09-25 12:00:00+00:00', '2023-09-25 13:00:00+00:00', '2023-09-25 14:00:00+00:00', '2023-09-25 15:00:00+00:00', '2023-09-25 16:00:00+00:00', '2023-09-25 17:00:00+00:00', '2023-09-25 18:00:00+00:00', '2023-09-25 19:00:00+00:00', '2023-09-25 20:00:00+00:00', '2023-09-25 21:00:00+00:00', '2023-09-25 22:00:00+00:00', '2023-09-25 23:00:00+00:00']",15,7.057,0.1561,29.493,25.51
